,RS_MK,MK_RS,BG_MK,MK_BG,GR_MK,MK_GR,MK_BG_net_export,MK_GR_net_export,MK_RS_net_export,Net Export
2026-02-11 09:00:00+00:00,91.0,329.0,40.0,256.0,415.0,0.0,216.0,-415.0,238.0,39.0
2026-02-11 10:00:00+00:00,122.0,344.0,40.0,251.0,407.0,0.0,211.0,-407.0,222.0,26.0
2026-02-11 11:00:00+00:00,86.0,327.0,40.0,252.0,395.0,0.0,212.0,-395.0,241.0,58.0
2026-02-11 12:00:00+00:00,86.0,319.0,30.0,244.0,395.0,0.0,214.0,-395.0,233.0,52.0
2026-02-11 13:00:00+00:00,90.0,301.0,31.0,238.0,395.0,0.0,207.0,-395.0,211.0,23.0
2026-02-11 14:00:00+00:00,89.0,334.0,34.0,240.0,365.0,0.0,206.0,-365.0,245.0,86.0
2026-02-11 15:00:00+00:00,219.0,293.0,0.0,244.0,370.0,0.0,244.0,-370.0,74.0,-52.0
2026-02-11 16:00:00+00:00,211.0,291.0,0.0,248.0,381.0,0.0,248.0,-381.0,80.0,-53.0
2026-02-11 17:00:00+00:00,207.0,294.0,0.0,287.0,417.0,0.0,287.0,-417.0,87.0,-43.0
2026-02-11 18:00:00+00:00,218.0,304.0,0.0,308.0,413.0,0.0,308.0,-413.0,86.0,-19.0
2026-02-11 19:00:00+00:00,287.0,333.0,0.0,181.0,333.0,0.0,181.0,-333.0,46.0,-106.0
2026-02-11 20:00:00+00:00,222.0,353.0,32.0,130.0,321.0,0.0,98.0,-321.0,131.0,-92.0
2026-02-11 21:00:00+00:00,208.0,331.0,21.0,130.0,306.0,0.0,109.0,-306.0,123.0,-74.0
2026-02-11 22:00:00+00:00,191.0,332.0,16.0,130.0,324.0,0.0,114.0,-324.0,141.0,-69.0
2026-02-11 23:00:00+00:00,177.0,429.0,27.0,135.0,434.0,0.0,108.0,-434.0,252.0,-74.0
2026-02-12 00:00:00+00:00,191.0,433.0,27.0,161.0,435.0,0.0,134.0,-435.0,242.0,-59.0
2026-02-12 01:00:00+00:00,175.0,412.0,10.0,170.0,423.0,0.0,160.0,-423.0,237.0,-26.0
2026-02-12 02:00:00+00:00,160.0,417.0,0.0,176.0,423.0,0.0,176.0,-423.0,257.0,10.0
2026-02-12 03:00:00+00:00,156.0,422.0,0.0,180.0,434.0,0.0,180.0,-434.0,266.0,12.0
2026-02-12 04:00:00+00:00,173.0,417.0,25.0,193.0,421.0,0.0,168.0,-421.0,244.0,-9.0
2026-02-12 05:00:00+00:00,167.0,375.0,27.0,207.0,421.0,0.0,180.0,-421.0,208.0,-33.0
2026-02-12 06:00:00+00:00,196.0,368.0,0.0,186.0,441.0,0.0,186.0,-441.0,172.0,-83.0
2026-02-12 07:00:00+00:00,162.0,442.0,29.0,178.0,450.0,0.0,149.0,-450.0,280.0,-21.0
2026-02-12 08:00:00+00:00,147.0,476.0,40.0,176.0,450.0,0.0,136.0,-450.0,329.0,15.0
2026-02-12 09:00:00+00:00,83.0,464.0,43.0,174.0,450.0,0.0,131.0,-450.0,381.0,62.0
2026-02-12 10:00:00+00:00,127.0,446.0,46.0,208.0,450.0,0.0,162.0,-450.0,319.0,31.0
2026-02-12 11:00:00+00:00,122.0,439.0,41.0,215.0,450.0,0.0,174.0,-450.0,317.0,41.0
2026-02-12 12:00:00+00:00,156.0,445.0,57.0,172.0,450.0,0.0,115.0,-450.0,289.0,-46.0
2026-02-12 13:00:00+00:00,186.0,423.0,26.0,154.0,450.0,0.0,128.0,-450.0,237.0,-85.0
2026-02-12 14:00:00+00:00,210.0,421.0,11.0,217.0,450.0,0.0,206.0,-450.0,211.0,-33.0
2026-02-12 15:00:00+00:00,197.0,398.0,0.0,185.0,441.0,0.0,185.0,-441.0,201.0,-55.0
2026-02-12 16:00:00+00:00,239.0,379.0,0.0,194.0,441.0,0.0,194.0,-441.0,140.0,-107.0
2026-02-12 17:00:00+00:00,210.0,379.0,0.0,197.0,441.0,0.0,197.0,-441.0,169.0,-75.0
2026-02-12 18:00:00+00:00,212.0,379.0,0.0,223.0,421.0,0.0,223.0,-421.0,167.0,-31.0
2026-02-12 19:00:00+00:00,249.0,343.0,0.0,215.0,421.0,0.0,215.0,-421.0,94.0,-112.0
2026-02-12 20:00:00+00:00,187.0,380.0,44.0,199.0,441.0,0.0,155.0,-441.0,193.0,-93.0
2026-02-12 21:00:00+00:00,270.0,357.0,42.0,193.0,441.0,0.0,151.0,-441.0,87.0,-203.0
2026-02-12 22:00:00+00:00,224.0,444.0,37.0,96.0,441.0,0.0,59.0,-441.0,220.0,-162.0
2026-02-12 23:00:00+00:00,234.0,268.0,0.0,304.0,412.0,0.0,304.0,-412.0,34.0,-74.0
2026-02-13 00:00:00+00:00,231.0,267.0,0.0,310.0,412.0,0.0,310.0,-412.0,36.0,-66.0
2026-02-13 01:00:00+00:00,225.0,283.0,0.0,301.0,413.0,0.0,301.0,-413.0,58.0,-54.0
2026-02-13 02:00:00+00:00,209.0,317.0,0.0,314.0,413.0,0.0,314.0,-413.0,108.0,9.0
2026-02-13 03:00:00+00:00,200.0,331.0,0.0,314.0,413.0,0.0,314.0,-413.0,131.0,32.0
2026-02-13 04:00:00+00:00,184.0,319.0,0.0,314.0,412.0,0.0,314.0,-412.0,135.0,37.0
2026-02-13 05:00:00+00:00,229.0,302.0,0.0,337.0,429.0,0.0,337.0,-429.0,73.0,-19.0
2026-02-13 06:00:00+00:00,300.0,390.0,0.0,322.0,450.0,0.0,322.0,-450.0,90.0,-38.0
2026-02-13 07:00:00+00:00,310.0,348.0,0.0,357.0,450.0,0.0,357.0,-450.0,38.0,-55.0
2026-02-13 08:00:00+00:00,273.0,365.0,0.0,302.0,450.0,0.0,302.0,-450.0,92.0,-56.0
2026-02-13 09:00:00+00:00,241.0,367.0,1.0,276.0,450.0,0.0,275.0,-450.0,126.0,-49.0
2026-02-13 10:00:00+00:00,193.0,369.0,1.0,294.0,450.0,0.0,293.0,-450.0,176.0,19.0
2026-02-13 11:00:00+00:00,163.0,372.0,1.0,301.0,450.0,0.0,300.0,-450.0,209.0,59.0
2026-02-13 12:00:00+00:00,221.0,367.0,1.0,306.0,450.0,0.0,305.0,-450.0,146.0,1.0
2026-02-13 13:00:00+00:00,203.0,351.0,1.0,283.0,450.0,0.0,282.0,-450.0,148.0,-20.0
2026-02-13 14:00:00+00:00,293.0,346.0,0.0,388.0,450.0,0.0,388.0,-450.0,53.0,-9.0
2026-02-13 15:00:00+00:00,300.0,350.0,0.0,395.0,450.0,0.0,395.0,-450.0,50.0,-5.0
2026-02-13 16:00:00+00:00,253.0,354.0,3.0,367.0,450.0,0.0,364.0,-450.0,101.0,15.0
2026-02-13 17:00:00+00:00,248.0,352.0,0.0,358.0,450.0,0.0,358.0,-450.0,104.0,12.0
2026-02-13 18:00:00+00:00,232.0,332.0,0.0,383.0,450.0,0.0,383.0,-450.0,100.0,33.0
2026-02-13 19:00:00+00:00,255.0,337.0,0.0,374.0,450.0,0.0,374.0,-450.0,82.0,6.0
2026-02-13 20:00:00+00:00,198.0,336.0,1.0,242.0,450.0,0.0,241.0,-450.0,138.0,-71.0
2026-02-13 21:00:00+00:00,261.0,345.0,1.0,225.0,450.0,0.0,224.0,-450.0,84.0,-142.0
2026-02-13 22:00:00+00:00,222.0,345.0,1.0,243.0,450.0,0.0,242.0,-450.0,123.0,-85.0
2026-02-13 23:00:00+00:00,266.0,385.0,107.0,226.0,397.0,0.0,119.0,-397.0,119.0,-159.0
2026-02-14 00:00:00+00:00,217.0,330.0,63.0,226.0,357.0,0.0,163.0,-357.0,113.0,-81.0
2026-02-14 01:00:00+00:00,216.0,349.0,52.0,231.0,357.0,0.0,179.0,-357.0,133.0,-45.0
2026-02-14 02:00:00+00:00,183.0,355.0,28.0,212.0,357.0,0.0,184.0,-357.0,172.0,-1.0
2026-02-14 03:00:00+00:00,216.0,379.0,28.0,212.0,357.0,0.0,184.0,-357.0,163.0,-10.0
2026-02-14 04:00:00+00:00,206.0,352.0,28.0,221.0,362.0,0.0,193.0,-362.0,146.0,-23.0
2026-02-14 05:00:00+00:00,216.0,405.0,102.0,204.0,343.0,0.0,102.0,-343.0,189.0,-52.0
2026-02-14 06:00:00+00:00,142.0,362.0,92.0,231.0,388.0,0.0,139.0,-388.0,220.0,-29.0
2026-02-14 07:00:00+00:00,138.0,449.0,206.0,254.0,427.0,0.0,48.0,-427.0,311.0,-68.0
2026-02-14 08:00:00+00:00,123.0,410.0,174.0,266.0,427.0,0.0,92.0,-427.0,287.0,-48.0
2026-02-14 09:00:00+00:00,141.0,438.0,165.0,319.0,427.0,0.0,154.0,-427.0,297.0,24.0
2026-02-14 10:00:00+00:00,138.0,430.0,146.0,292.0,427.0,0.0,146.0,-427.0,292.0,11.0
2026-02-14 11:00:00+00:00,176.0,416.0,125.0,288.0,428.0,0.0,163.0,-428.0,240.0,-25.0
2026-02-14 12:00:00+00:00,277.0,442.0,134.0,257.0,431.0,0.0,123.0,-431.0,165.0,-143.0
2026-02-14 13:00:00+00:00,275.0,442.0,116.0,218.0,426.0,0.0,102.0,-426.0,167.0,-157.0
2026-02-14 14:00:00+00:00,200.0,429.0,28.0,156.0,425.0,0.0,128.0,-425.0,229.0,-68.0
2026-02-14 15:00:00+00:00,319.0,443.0,75.0,333.0,450.0,0.0,258.0,-450.0,124.0,-68.0
2026-02-14 16:00:00+00:00,293.0,427.0,75.0,370.0,450.0,0.0,295.0,-450.0,134.0,-21.0
2026-02-14 17:00:00+00:00,248.0,437.0,75.0,330.0,450.0,0.0,255.0,-450.0,189.0,-6.0
2026-02-14 18:00:00+00:00,281.0,443.0,75.0,337.0,450.0,0.0,262.0,-450.0,162.0,-26.0
2026-02-14 19:00:00+00:00,260.0,443.0,75.0,262.0,450.0,0.0,187.0,-450.0,183.0,-80.0
2026-02-14 20:00:00+00:00,209.0,443.0,83.0,233.0,450.0,0.0,150.0,-450.0,234.0,-66.0
2026-02-14 21:00:00+00:00,219.0,420.0,78.0,184.0,450.0,0.0,106.0,-450.0,201.0,-143.0
2026-02-14 22:00:00+00:00,192.0,414.0,78.0,179.0,450.0,0.0,101.0,-450.0,222.0,-127.0
2026-02-14 23:00:00+00:00,171.0,481.0,142.0,213.0,450.0,0.0,71.0,-450.0,310.0,-69.0
2026-02-15 00:00:00+00:00,176.0,481.0,136.0,213.0,450.0,0.0,77.0,-450.0,305.0,-68.0
2026-02-15 01:00:00+00:00,164.0,473.0,115.0,225.0,450.0,0.0,110.0,-450.0,309.0,-31.0
2026-02-15 02:00:00+00:00,161.0,466.0,115.0,233.0,450.0,0.0,118.0,-450.0,305.0,-27.0
2026-02-15 03:00:00+00:00,159.0,466.0,115.0,232.0,450.0,0.0,117.0,-450.0,307.0,-26.0
2026-02-15 04:00:00+00:00,160.0,476.0,115.0,226.0,450.0,0.0,111.0,-450.0,316.0,-23.0
2026-02-15 05:00:00+00:00,166.0,461.0,100.0,225.0,450.0,0.0,125.0,-450.0,295.0,-30.0
2026-02-15 06:00:00+00:00,163.0,456.0,127.0,268.0,443.0,0.0,141.0,-443.0,293.0,-9.0
2026-02-15 07:00:00+00:00,172.0,459.0,125.0,238.0,443.0,0.0,113.0,-443.0,287.0,-43.0
2026-02-15 08:00:00+00:00,167.0,408.0,25.0,229.0,406.0,0.0,204.0,-406.0,241.0,39.0
2026-02-15 09:00:00+00:00,173.0,417.0,27.0,259.0,407.0,0.0,232.0,-407.0,244.0,69.0
2026-02-15 10:00:00+00:00,171.0,414.0,26.0,252.0,403.0,0.0,226.0,-403.0,243.0,66.0
2026-02-15 11:00:00+00:00,200.0,445.0,45.0,259.0,403.0,0.0,214.0,-403.0,245.0,56.0
2026-02-15 12:00:00+00:00,190.0,450.0,45.0,264.0,405.0,0.0,219.0,-405.0,260.0,74.0
2026-02-15 13:00:00+00:00,171.0,464.0,40.0,221.0,410.0,0.0,181.0,-410.0,293.0,64.0
2026-02-15 14:00:00+00:00,205.0,442.0,50.0,230.0,410.0,0.0,180.0,-410.0,237.0,7.0
2026-02-15 15:00:00+00:00,232.0,436.0,161.0,260.0,448.0,0.0,99.0,-448.0,204.0,-145.0
2026-02-15 16:00:00+00:00,183.0,480.0,209.0,215.0,416.0,0.0,6.0,-416.0,297.0,-113.0
2026-02-15 17:00:00+00:00,165.0,467.0,188.0,215.0,423.0,0.0,27.0,-423.0,302.0,-94.0
2026-02-15 18:00:00+00:00,183.0,478.0,184.0,215.0,411.0,0.0,31.0,-411.0,295.0,-85.0
2026-02-15 19:00:00+00:00,175.0,484.0,165.0,211.0,434.0,0.0,46.0,-434.0,309.0,-79.0
2026-02-15 20:00:00+00:00,174.0,453.0,157.0,218.0,416.0,0.0,61.0,-416.0,279.0,-76.0
2026-02-15 21:00:00+00:00,203.0,447.0,154.0,180.0,433.0,0.0,26.0,-433.0,244.0,-163.0
2026-02-15 22:00:00+00:00,163.0,453.0,156.0,185.0,450.0,0.0,29.0,-450.0,290.0,-131.0
2026-02-15 23:00:00+00:00,244.0,388.0,133.0,138.0,290.0,0.0,5.0,-290.0,144.0,-141.0
2026-02-16 00:00:00+00:00,197.0,391.0,117.0,162.0,285.0,0.0,45.0,-285.0,194.0,-46.0
2026-02-16 01:00:00+00:00,210.0,396.0,85.0,162.0,283.0,0.0,77.0,-283.0,186.0,-20.0
2026-02-16 02:00:00+00:00,201.0,381.0,75.0,162.0,280.0,0.0,87.0,-280.0,180.0,-13.0
2026-02-16 03:00:00+00:00,203.0,376.0,53.0,169.0,280.0,0.0,116.0,-280.0,173.0,9.0
2026-02-16 04:00:00+00:00,210.0,392.0,50.0,185.0,290.0,0.0,135.0,-290.0,182.0,27.0
2026-02-16 05:00:00+00:00,232.0,310.0,0.0,181.0,277.0,0.0,181.0,-277.0,78.0,-18.0
2026-02-16 06:00:00+00:00,244.0,314.0,0.0,184.0,290.0,0.0,184.0,-290.0,70.0,-36.0
2026-02-16 07:00:00+00:00,264.0,379.0,41.0,190.0,300.0,0.0,149.0,-300.0,115.0,-36.0
2026-02-16 08:00:00+00:00,232.0,424.0,67.0,176.0,300.0,0.0,109.0,-300.0,192.0,1.0
2026-02-16 09:00:00+00:00,176.0,403.0,55.0,187.0,300.0,0.0,132.0,-300.0,227.0,59.0
2026-02-16 10:00:00+00:00,171.0,408.0,48.0,209.0,300.0,0.0,161.0,-300.0,237.0,98.0
2026-02-16 11:00:00+00:00,157.0,420.0,70.0,210.0,300.0,0.0,140.0,-300.0,263.0,103.0
2026-02-16 12:00:00+00:00,169.0,407.0,59.0,200.0,300.0,0.0,141.0,-300.0,238.0,79.0
2026-02-16 13:00:00+00:00,202.0,363.0,30.0,204.0,300.0,0.0,174.0,-300.0,161.0,35.0
2026-02-16 14:00:00+00:00,242.0,364.0,0.0,154.0,300.0,0.0,154.0,-300.0,122.0,-24.0
2026-02-16 15:00:00+00:00,299.0,307.0,0.0,219.0,300.0,0.0,219.0,-300.0,8.0,-73.0
2026-02-16 16:00:00+00:00,313.0,287.0,0.0,221.0,300.0,0.0,221.0,-300.0,-26.0,-105.0
2026-02-16 17:00:00+00:00,299.0,298.0,0.0,217.0,300.0,0.0,217.0,-300.0,-1.0,-84.0
2026-02-16 18:00:00+00:00,314.0,298.0,0.0,220.0,300.0,0.0,220.0,-300.0,-16.0,-96.0
2026-02-16 19:00:00+00:00,284.0,282.0,0.0,235.0,290.0,0.0,235.0,-290.0,-2.0,-57.0
2026-02-16 20:00:00+00:00,229.0,283.0,0.0,181.0,290.0,0.0,181.0,-290.0,54.0,-55.0
2026-02-16 21:00:00+00:00,263.0,251.0,1.0,156.0,290.0,0.0,155.0,-290.0,-12.0,-147.0
2026-02-16 22:00:00+00:00,191.0,222.0,1.0,153.0,290.0,0.0,152.0,-290.0,31.0,-107.0
2026-02-16 23:00:00+00:00,280.0,380.0,75.0,376.0,550.0,0.0,301.0,-550.0,100.0,-149.0
2026-02-17 00:00:00+00:00,220.0,382.0,70.0,380.0,550.0,0.0,310.0,-550.0,162.0,-78.0
2026-02-17 01:00:00+00:00,221.0,367.0,50.0,380.0,550.0,0.0,330.0,-550.0,146.0,-74.0
2026-02-17 02:00:00+00:00,229.0,371.0,43.0,380.0,535.0,0.0,337.0,-535.0,142.0,-56.0
2026-02-17 03:00:00+00:00,222.0,370.0,31.0,380.0,535.0,0.0,349.0,-535.0,148.0,-38.0
2026-02-17 04:00:00+00:00,219.0,380.0,38.0,373.0,518.0,0.0,335.0,-518.0,161.0,-22.0
2026-02-17 05:00:00+00:00,159.0,390.0,50.0,350.0,550.0,0.0,300.0,-550.0,231.0,-19.0
2026-02-17 06:00:00+00:00,243.0,405.0,40.0,372.0,549.0,0.0,332.0,-549.0,162.0,-55.0
2026-02-17 07:00:00+00:00,206.0,396.0,40.0,353.0,550.0,0.0,313.0,-550.0,190.0,-47.0
2026-02-17 08:00:00+00:00,178.0,396.0,40.0,331.0,550.0,0.0,291.0,-550.0,218.0,-41.0
2026-02-17 09:00:00+00:00,244.0,396.0,40.0,333.0,550.0,0.0,293.0,-550.0,152.0,-105.0
2026-02-17 10:00:00+00:00,235.0,394.0,45.0,331.0,550.0,0.0,286.0,-550.0,159.0,-105.0
2026-02-17 11:00:00+00:00,235.0,413.0,45.0,338.0,550.0,0.0,293.0,-550.0,178.0,-79.0
2026-02-17 12:00:00+00:00,291.0,389.0,40.0,359.0,550.0,0.0,319.0,-550.0,98.0,-133.0
2026-02-17 13:00:00+00:00,274.0,382.0,52.0,357.0,550.0,0.0,305.0,-550.0,108.0,-137.0
2026-02-17 14:00:00+00:00,216.0,376.0,65.0,380.0,550.0,0.0,315.0,-550.0,160.0,-75.0
2026-02-17 15:00:00+00:00,176.0,435.0,128.0,389.0,550.0,3.0,261.0,-547.0,259.0,-27.0
2026-02-17 16:00:00+00:00,152.0,395.0,94.0,370.0,537.0,10.0,276.0,-527.0,243.0,-8.0
2026-02-17 17:00:00+00:00,154.0,422.0,125.0,383.0,544.0,0.0,258.0,-544.0,268.0,-18.0
2026-02-17 18:00:00+00:00,145.0,389.0,90.0,380.0,544.0,0.0,290.0,-544.0,244.0,-10.0
2026-02-17 19:00:00+00:00,151.0,392.0,90.0,386.0,547.0,0.0,296.0,-547.0,241.0,-10.0
2026-02-17 20:00:00+00:00,168.0,419.0,161.0,360.0,535.0,0.0,199.0,-535.0,251.0,-85.0
2026-02-17 21:00:00+00:00,208.0,446.0,118.0,268.0,522.0,0.0,150.0,-522.0,238.0,-134.0
2026-02-17 22:00:00+00:00,152.0,427.0,100.0,270.0,520.0,0.0,170.0,-520.0,275.0,-75.0
2026-02-17 23:00:00+00:00,199.0,404.0,128.0,316.0,550.0,0.0,188.0,-550.0,205.0,-157.0
2026-02-18 00:00:00+00:00,112.0,381.0,88.0,316.0,550.0,0.0,228.0,-550.0,269.0,-53.0
2026-02-18 01:00:00+00:00,125.0,381.0,88.0,342.0,550.0,0.0,254.0,-550.0,256.0,-40.0
2026-02-18 02:00:00+00:00,113.0,382.0,91.0,342.0,550.0,0.0,251.0,-550.0,269.0,-30.0
2026-02-18 03:00:00+00:00,107.0,379.0,91.0,338.0,550.0,0.0,247.0,-550.0,272.0,-31.0
2026-02-18 04:00:00+00:00,97.0,401.0,93.0,339.0,550.0,0.0,246.0,-550.0,304.0,0.0
2026-02-18 05:00:00+00:00,99.0,391.0,110.0,348.0,550.0,0.0,238.0,-550.0,292.0,-20.0
2026-02-18 06:00:00+00:00,130.0,399.0,21.0,355.0,550.0,0.0,334.0,-550.0,269.0,53.0
2026-02-18 07:00:00+00:00,120.0,386.0,22.0,385.0,550.0,0.0,363.0,-550.0,266.0,79.0
2026-02-18 08:00:00+00:00,97.0,399.0,39.0,384.0,550.0,0.0,345.0,-550.0,302.0,97.0
2026-02-18 09:00:00+00:00,82.0,418.0,39.0,385.0,550.0,0.0,346.0,-550.0,336.0,132.0
2026-02-18 10:00:00+00:00,81.0,401.0,20.0,383.0,550.0,0.0,363.0,-550.0,320.0,133.0
2026-02-18 11:00:00+00:00,79.0,406.0,20.0,384.0,550.0,0.0,364.0,-550.0,327.0,141.0
2026-02-18 12:00:00+00:00,70.0,394.0,20.0,364.0,550.0,0.0,344.0,-550.0,324.0,118.0
2026-02-18 13:00:00+00:00,91.0,382.0,20.0,375.0,550.0,0.0,355.0,-550.0,291.0,96.0
2026-02-18 14:00:00+00:00,109.0,363.0,54.0,393.0,550.0,0.0,339.0,-550.0,254.0,43.0
2026-02-18 15:00:00+00:00,113.0,421.0,90.0,354.0,550.0,0.0,264.0,-550.0,308.0,22.0
2026-02-18 16:00:00+00:00,156.0,441.0,126.0,338.0,550.0,0.0,212.0,-550.0,285.0,-53.0
2026-02-18 17:00:00+00:00,205.0,446.0,154.0,373.0,530.0,0.0,219.0,-530.0,241.0,-70.0
2026-02-18 18:00:00+00:00,212.0,444.0,106.0,329.0,530.0,0.0,223.0,-530.0,232.0,-75.0
2026-02-18 19:00:00+00:00,188.0,421.0,118.0,324.0,509.0,0.0,206.0,-509.0,233.0,-70.0
2026-02-18 20:00:00+00:00,229.0,448.0,102.0,276.0,496.0,0.0,174.0,-496.0,219.0,-103.0
2026-02-18 21:00:00+00:00,258.0,430.0,71.0,254.0,514.0,0.0,183.0,-514.0,172.0,-159.0
2026-02-18 22:00:00+00:00,249.0,429.0,56.0,256.0,519.0,0.0,200.0,-519.0,180.0,-139.0
2026-02-18 23:00:00+00:00,260.0,249.0,0.0,268.0,494.0,0.0,268.0,-494.0,-11.0,-237.0
2026-02-19 00:00:00+00:00,253.0,262.0,0.0,275.0,478.0,0.0,275.0,-478.0,9.0,-194.0
2026-02-19 01:00:00+00:00,206.0,269.0,0.0,274.0,478.0,0.0,274.0,-478.0,63.0,-141.0
2026-02-19 02:00:00+00:00,188.0,268.0,0.0,267.0,478.0,0.0,267.0,-478.0,80.0,-131.0
2026-02-19 03:00:00+00:00,189.0,254.0,0.0,264.0,478.0,0.0,264.0,-478.0,65.0,-149.0
2026-02-19 04:00:00+00:00,185.0,274.0,0.0,272.0,478.0,0.0,272.0,-478.0,89.0,-117.0
2026-02-19 05:00:00+00:00,207.0,303.0,0.0,360.0,535.0,0.0,360.0,-535.0,96.0,-79.0
2026-02-19 06:00:00+00:00,160.0,289.0,1.0,381.0,550.0,0.0,380.0,-550.0,129.0,-41.0
2026-02-19 07:00:00+00:00,102.0,346.0,10.0,385.0,550.0,0.0,375.0,-550.0,244.0,69.0
2026-02-19 08:00:00+00:00,65.0,327.0,14.0,377.0,545.0,0.0,363.0,-545.0,262.0,80.0
2026-02-19 09:00:00+00:00,66.0,348.0,29.0,396.0,530.0,0.0,367.0,-530.0,282.0,119.0
2026-02-19 10:00:00+00:00,61.0,345.0,23.0,397.0,530.0,0.0,374.0,-530.0,284.0,128.0
2026-02-19 11:00:00+00:00,62.0,339.0,30.0,398.0,530.0,0.0,368.0,-530.0,277.0,115.0
2026-02-19 12:00:00+00:00,58.0,318.0,31.0,382.0,540.0,0.0,351.0,-540.0,260.0,71.0
2026-02-19 13:00:00+00:00,84.0,330.0,46.0,388.0,548.0,0.0,342.0,-548.0,246.0,40.0
2026-02-19 14:00:00+00:00,149.0,356.0,21.0,388.0,550.0,0.0,367.0,-550.0,207.0,24.0
2026-02-19 15:00:00+00:00,224.0,260.0,1.0,356.0,550.0,0.0,355.0,-550.0,36.0,-159.0
2026-02-19 16:00:00+00:00,194.0,260.0,1.0,304.0,550.0,0.0,303.0,-550.0,66.0,-181.0
2026-02-19 17:00:00+00:00,206.0,266.0,1.0,340.0,550.0,0.0,339.0,-550.0,60.0,-151.0
2026-02-19 18:00:00+00:00,227.0,277.0,1.0,344.0,550.0,0.0,343.0,-550.0,50.0,-157.0
2026-02-19 19:00:00+00:00,228.0,292.0,1.0,355.0,550.0,0.0,354.0,-550.0,64.0,-132.0
2026-02-19 20:00:00+00:00,125.0,377.0,124.0,291.0,542.0,0.0,167.0,-542.0,252.0,-123.0
2026-02-19 21:00:00+00:00,193.0,363.0,127.0,170.0,550.0,0.0,43.0,-550.0,170.0,-337.0
2026-02-19 22:00:00+00:00,134.0,365.0,114.0,150.0,515.0,0.0,36.0,-515.0,231.0,-248.0
2026-02-19 23:00:00+00:00,158.0,392.0,50.0,192.0,545.0,0.0,142.0,-545.0,234.0,-169.0
2026-02-20 00:00:00+00:00,174.0,393.0,50.0,300.0,550.0,0.0,250.0,-550.0,219.0,-81.0
2026-02-20 01:00:00+00:00,151.0,375.0,50.0,309.0,550.0,0.0,259.0,-550.0,224.0,-67.0
2026-02-20 02:00:00+00:00,140.0,426.0,50.0,284.0,550.0,0.0,234.0,-550.0,286.0,-30.0
2026-02-20 03:00:00+00:00,135.0,426.0,50.0,285.0,550.0,0.0,235.0,-550.0,291.0,-24.0
2026-02-20 04:00:00+00:00,141.0,396.0,50.0,323.0,550.0,0.0,273.0,-550.0,255.0,-22.0
2026-02-20 05:00:00+00:00,137.0,356.0,50.0,345.0,550.0,0.0,295.0,-550.0,219.0,-36.0
2026-02-20 06:00:00+00:00,148.0,373.0,51.0,329.0,550.0,1.0,278.0,-549.0,225.0,-46.0
2026-02-20 07:00:00+00:00,210.0,403.0,60.0,321.0,550.0,1.0,261.0,-549.0,193.0,-95.0
2026-02-20 08:00:00+00:00,175.0,389.0,36.0,327.0,550.0,0.0,291.0,-550.0,214.0,-45.0
2026-02-20 09:00:00+00:00,121.0,425.0,31.0,250.0,550.0,0.0,219.0,-550.0,304.0,-27.0
2026-02-20 10:00:00+00:00,99.0,421.0,31.0,259.0,550.0,0.0,228.0,-550.0,322.0,0.0
2026-02-20 11:00:00+00:00,97.0,425.0,31.0,286.0,550.0,0.0,255.0,-550.0,328.0,33.0
2026-02-20 12:00:00+00:00,86.0,426.0,31.0,288.0,550.0,0.0,257.0,-550.0,340.0,47.0
2026-02-20 13:00:00+00:00,136.0,418.0,36.0,333.0,550.0,0.0,297.0,-550.0,282.0,29.0
2026-02-20 14:00:00+00:00,139.0,392.0,76.0,362.0,550.0,0.0,286.0,-550.0,253.0,-11.0
2026-02-20 15:00:00+00:00,160.0,371.0,80.0,290.0,550.0,0.0,210.0,-550.0,211.0,-129.0
2026-02-20 16:00:00+00:00,158.0,382.0,80.0,253.0,550.0,0.0,173.0,-550.0,224.0,-153.0
2026-02-20 17:00:00+00:00,139.0,345.0,50.0,224.0,535.0,0.0,174.0,-535.0,206.0,-155.0
2026-02-20 18:00:00+00:00,185.0,397.0,50.0,182.0,535.0,0.0,132.0,-535.0,212.0,-191.0
2026-02-20 19:00:00+00:00,198.0,362.0,50.0,219.0,537.0,0.0,169.0,-537.0,164.0,-204.0
2026-02-20 20:00:00+00:00,162.0,376.0,50.0,250.0,537.0,0.0,200.0,-537.0,214.0,-123.0
2026-02-20 21:00:00+00:00,209.0,396.0,51.0,158.0,542.0,0.0,107.0,-542.0,187.0,-248.0
2026-02-20 22:00:00+00:00,193.0,379.0,79.0,160.0,550.0,0.0,81.0,-550.0,186.0,-283.0
2026-02-20 23:00:00+00:00,229.0,452.0,186.0,106.0,365.0,10.0,-80.0,-355.0,223.0,-212.0
2026-02-21 00:00:00+00:00,206.0,452.0,159.0,136.0,337.0,10.0,-23.0,-327.0,246.0,-104.0
2026-02-21 01:00:00+00:00,159.0,427.0,133.0,141.0,335.0,10.0,8.0,-325.0,268.0,-49.0
2026-02-21 02:00:00+00:00,162.0,444.0,104.0,122.0,360.0,10.0,18.0,-350.0,282.0,-50.0
2026-02-21 03:00:00+00:00,164.0,444.0,113.0,122.0,371.0,10.0,9.0,-361.0,280.0,-72.0
2026-02-21 04:00:00+00:00,129.0,427.0,109.0,130.0,371.0,10.0,21.0,-361.0,298.0,-42.0
