,HU_RS,RS_HU,RS_BA,BA_RS,RS_BG,BG_RS,RS_HR,HR_RS,RS_ME,ME_RS,RS_MK,MK_RS,RS_RO,RO_RS,RS_BA_net_export,RS_BG_net_export,RS_HR_net_export,RS_HU_net_export,RS_ME_net_export,RS_MK_net_export,RS_RO_net_export,Net Export
2026-02-17 06:00:00+00:00,0.0,681.618,0.0,134.413,112.8978,0.0,308.0,0.0,0.0,206.0171,0.0,319.7145,451.8965,0.0,-134.413,112.8978,308.0,681.618,-206.0171,-319.7145,451.8965,894.2677000000001
2026-02-17 07:00:00+00:00,0.0,646.555,0.0,190.6602,129.1163,0.0,253.0,0.0,0.0,205.0373,0.0,280.6123,632.6015,0.0,-190.6602,129.1163,253.0,646.555,-205.0373,-280.6123,632.6015,984.963
2026-02-17 08:00:00+00:00,0.0,604.49325,0.0,223.82,105.8804,0.0,218.0,0.0,0.0,199.1201,0.0,229.5843,761.7098,0.0,-223.82,105.8804,218.0,604.49325,-199.1201,-229.5843,761.7098,1037.5590499999998
2026-02-17 09:00:00+00:00,0.0,491.09075,0.0,287.9898,89.4621,0.0,130.0,0.0,0.0,89.2233,0.0,217.2901,849.9337,0.0,-287.9898,89.4621,130.0,491.09075,-89.2233,-217.2901,849.9337,965.9833500000001
2026-02-17 10:00:00+00:00,0.0,441.21125,0.0,228.4605,84.8445,0.0,161.0,0.0,0.0,74.2798,0.0,209.1441,849.8875,0.0,-228.4605,84.8445,161.0,441.21125,-74.2798,-209.1441,849.8875,1025.0588500000001
2026-02-17 11:00:00+00:00,0.0,409.70725,0.0,301.7892,125.3264,0.0,68.0,0.0,0.0,17.726,0.0,227.8826,898.2608,0.0,-301.7892,125.3264,68.0,409.70725,-17.726,-227.8826,898.2608,953.89665
2026-02-17 12:00:00+00:00,0.0,454.318,0.0,304.7195,175.414,0.0,72.0,0.0,0.0,44.8786,0.0,243.7311,877.8978,0.0,-304.7195,175.414,72.0,454.318,-44.8786,-243.7311,877.8978,986.3005999999999
2026-02-17 13:00:00+00:00,0.0,541.528,0.0,235.5124,143.2664,0.0,159.0,0.0,0.0,126.6173,0.0,237.6106,727.109,0.0,-235.5124,143.2664,159.0,541.528,-126.6173,-237.6106,727.109,971.1631000000001
2026-02-17 14:00:00+00:00,0.0,630.20925,0.0,213.6008,105.0254,0.0,223.0,0.0,0.0,193.9039,0.0,218.0242,681.3845,0.0,-213.6008,105.0254,223.0,630.20925,-193.9039,-218.0242,681.3845,1014.09025
2026-02-17 15:00:00+00:00,0.0,584.5605,0.0,206.6719,24.7413,0.0,210.0,0.0,0.0,191.2045,0.0,187.3854,742.1995,0.0,-206.6719,24.7413,210.0,584.5605,-191.2045,-187.3854,742.1995,976.2394999999999
2026-02-17 16:00:00+00:00,0.0,531.89125,0.0,112.1097,0.0,29.0448,261.0,0.0,0.0,225.8777,0.0,135.0069,623.0235,0.0,-112.1097,-29.0448,261.0,531.89125,-225.8777,-135.0069,623.0235,913.8756500000001
2026-02-17 17:00:00+00:00,0.0,543.84075,0.0,104.9413,0.0,102.237,270.0,0.0,0.0,211.5592,0.0,128.9764,624.3103,0.0,-104.9413,-102.237,270.0,543.84075,-211.5592,-128.9764,624.3103,890.43715
2026-02-17 18:00:00+00:00,0.0,621.81625,0.0,72.9352,0.0,133.4225,341.0,0.0,0.0,251.8073,0.0,115.4535,508.5832,0.0,-72.9352,-133.4225,341.0,621.81625,-251.8073,-115.4535,508.5832,897.7809499999998
2026-02-17 19:00:00+00:00,0.0,583.867,0.0,63.6865,0.0,71.7398,318.0,0.0,0.0,238.2838,0.0,101.6883,493.4352,0.0,-63.6865,-71.7398,318.0,583.867,-238.2838,-101.6883,493.4352,919.9037999999999
2026-02-17 20:00:00+00:00,0.0,540.76825,24.25,0.0,0.0,95.7907,338.0,0.0,0.0,263.5555,0.0,71.798,345.291,0.0,24.25,-95.7907,338.0,540.76825,-263.5555,-71.798,345.291,817.1650499999998
2026-02-17 21:00:00+00:00,0.0,501.07625,55.0988,0.0,0.0,113.8018,339.0,0.0,0.0,216.8284,0.0,53.9287,235.3225,0.0,55.0988,-113.8018,339.0,501.07625,-216.8284,-53.9287,235.3225,745.93865
2026-02-17 22:00:00+00:00,0.0,488.28325,93.5995,0.0,0.0,193.9961,361.0,0.0,0.0,248.044,0.0,66.222,186.38,0.0,93.5995,-193.9961,361.0,488.28325,-248.044,-66.222,186.38,621.00065
2026-02-17 23:00:00+00:00,0.0,405.9,42.2507,0.0,0.0,87.4409,280.0,0.0,0.0,235.7997,0.0,129.8453,97.9205,0.0,42.2507,-87.4409,280.0,405.9,-235.7997,-129.8453,97.9205,372.98529999999994
2026-02-18 00:00:00+00:00,0.0,456.35975,10.2402,0.0,0.0,25.6246,317.0,0.0,0.0,192.371,0.0,155.9484,0.0,15.9971,10.2402,-25.6246,317.0,456.35975,-192.371,-155.9484,-15.9971,393.65885
2026-02-18 01:00:00+00:00,0.0,521.88275,39.3769,0.0,0.0,23.2964,380.0,0.0,0.0,285.8535,0.0,136.9021,0.0,88.4687,39.3769,-23.2964,380.0,521.88275,-285.8535,-136.9021,-88.4687,406.73895000000005
2026-02-18 02:00:00+00:00,0.0,530.23925,53.9905,0.0,26.3206,0.0,386.0,0.0,0.0,285.8184,0.0,139.7743,0.0,122.7868,53.9905,26.3206,386.0,530.23925,-285.8184,-139.7743,-122.7868,448.17085
2026-02-18 03:00:00+00:00,0.0,518.494,22.1615,0.0,80.2256,0.0,337.0,0.0,0.0,218.9842,0.0,170.9055,0.0,107.3729,22.1615,80.2256,337.0,518.494,-218.9842,-170.9055,-107.3729,460.6185000000001
2026-02-18 04:00:00+00:00,0.0,458.9875,0.0,42.3622,54.3921,0.0,265.0,0.0,0.0,186.522,0.0,191.0154,0.0,53.9804,-42.3622,54.3921,265.0,458.9875,-186.522,-191.0154,-53.9804,304.4996
2026-02-18 05:00:00+00:00,0.0,539.6915,0.0,99.8406,56.634,0.0,288.0,0.0,0.0,127.1511,0.0,240.8768,100.3239,0.0,-99.8406,56.634,288.0,539.6915,-127.1511,-240.8768,100.3239,516.7809
2026-02-18 06:00:00+00:00,0.0,644.7575,0.0,23.1774,0.0,13.7841,350.0,0.0,0.0,239.8978,0.0,208.6782,467.868,0.0,-23.1774,-13.7841,350.0,644.7575,-239.8978,-208.6782,467.868,977.0880000000001
2026-02-18 07:00:00+00:00,0.0,576.02125,0.0,88.6488,36.981,0.0,292.0,0.0,0.0,195.0343,0.0,190.6662,625.4705,0.0,-88.6488,36.981,292.0,576.02125,-195.0343,-190.6662,625.4705,1056.12345
2026-02-18 08:00:00+00:00,0.0,523.9075,0.0,117.8173,72.7577,0.0,255.0,0.0,0.0,167.0812,0.0,185.2587,688.4442,0.0,-117.8173,72.7577,255.0,523.9075,-167.0812,-185.2587,688.4442,1069.9522000000002
2026-02-18 09:00:00+00:00,0.0,491.2575,0.0,73.9777,34.1321,0.0,255.0,0.0,0.0,203.8492,0.0,167.0665,684.807,0.0,-73.9777,34.1321,255.0,491.2575,-203.8492,-167.0665,684.807,1020.3032000000001
2026-02-18 10:00:00+00:00,0.0,459.95425,0.0,42.9621,27.9794,0.0,265.0,0.0,0.0,205.971,0.0,156.0857,655.309,0.0,-42.9621,27.9794,265.0,459.95425,-205.971,-156.0857,655.309,1003.22385
2026-02-18 11:00:00+00:00,0.0,492.81325,0.0,27.9104,0.0,10.2028,273.0,0.0,0.0,225.6632,0.0,150.9985,703.1835,0.0,-27.9104,-10.2028,273.0,492.81325,-225.6632,-150.9985,703.1835,1054.22185
2026-02-18 12:00:00+00:00,0.0,529.75625,0.0,43.4102,22.3522,0.0,262.0,0.0,0.0,155.9104,0.0,148.5597,620.1925,0.0,-43.4102,22.3522,262.0,529.75625,-155.9104,-148.5597,620.1925,1086.42065
2026-02-18 13:00:00+00:00,0.0,551.9675,0.0,33.9102,34.9965,0.0,249.0,0.0,0.0,186.4255,0.0,140.5685,584.2407,0.0,-33.9102,34.9965,249.0,551.9675,-186.4255,-140.5685,584.2407,1059.3004999999998
2026-02-18 14:00:00+00:00,0.0,523.18875,0.0,109.4065,131.2497,0.0,176.0,0.0,0.0,93.004,0.0,187.5715,530.242,0.0,-109.4065,131.2497,176.0,523.18875,-93.004,-187.5715,530.242,970.69845
2026-02-18 15:00:00+00:00,0.0,500.8505,0.0,185.3919,148.4304,0.0,126.0,0.0,0.0,41.927,0.0,207.4537,522.7587,0.0,-185.3919,148.4304,126.0,500.8505,-41.927,-207.4537,522.7587,863.2669999999999
2026-02-18 16:00:00+00:00,0.0,468.526,0.0,188.9033,87.9505,0.0,135.0,0.0,0.0,49.3089,0.0,173.1138,653.34,0.0,-188.9033,87.9505,135.0,468.526,-49.3089,-173.1138,653.34,933.4905000000001
2026-02-18 17:00:00+00:00,0.0,457.603,0.0,164.0793,0.0,12.4096,154.0,0.0,0.0,88.6186,0.0,139.1109,720.9072,0.0,-164.0793,-12.4096,154.0,457.603,-88.6186,-139.1109,720.9072,928.2918
2026-02-18 18:00:00+00:00,0.0,465.65475,0.0,140.1491,0.0,38.7548,190.0,0.0,0.0,117.1047,0.0,126.8572,714.2745,0.0,-140.1491,-38.7548,190.0,465.65475,-117.1047,-126.8572,714.2745,947.06345
2026-02-18 19:00:00+00:00,0.0,449.79375,0.0,128.8027,4.2943,0.0,181.0,0.0,0.0,69.3019,0.0,137.1407,631.2687,0.0,-128.8027,4.2943,181.0,449.79375,-69.3019,-137.1407,631.2687,931.11145
2026-02-18 20:00:00+00:00,0.0,375.76375,0.0,92.5013,0.9551,0.0,163.0,0.0,0.0,69.1212,0.0,106.2331,499.0003,0.0,-92.5013,0.9551,163.0,375.76375,-69.1212,-106.2331,499.0003,770.86355
2026-02-18 21:00:00+00:00,0.0,336.933,0.0,112.7102,41.7372,0.0,145.0,0.0,0.0,18.8452,0.0,97.451,383.307,0.0,-112.7102,41.7372,145.0,336.933,-18.8452,-97.451,383.307,677.9708
2026-02-18 22:00:00+00:00,0.0,304.2815,0.0,157.2872,8.0302,0.0,117.0,0.0,0.0,53.5904,0.0,117.7492,578.5228,0.0,-157.2872,8.0302,117.0,304.2815,-53.5904,-117.7492,578.5228,679.2076999999999
2026-02-18 23:00:00+00:00,0.0,384.033,0.0,88.7762,0.0,23.0269,234.0,0.0,0.0,79.96,0.0,123.9791,277.9195,0.0,-88.7762,-23.0269,234.0,384.033,-79.96,-123.9791,277.9195,580.2103000000001
2026-02-19 00:00:00+00:00,0.0,407.0385,0.0,151.0483,16.6408,0.0,221.0,0.0,0.0,41.6468,0.0,192.1322,195.3613,0.0,-151.0483,16.6408,221.0,407.0385,-41.6468,-192.1322,195.3613,455.2133
2026-02-19 01:00:00+00:00,0.0,410.65425,0.0,147.8068,60.6732,0.0,196.0,0.0,0.0,43.6002,0.0,215.2403,163.3197,0.0,-147.8068,60.6732,196.0,410.65425,-43.6002,-215.2403,163.3197,423.99985
2026-02-19 02:00:00+00:00,0.0,403.44175,0.0,163.8679,87.5742,0.0,174.0,0.0,0.0,89.2452,0.0,198.2328,186.9728,0.0,-163.8679,87.5742,174.0,403.44175,-89.2452,-198.2328,186.9728,400.64285
2026-02-19 03:00:00+00:00,0.0,402.917,0.0,159.8457,91.9913,0.0,165.0,0.0,0.0,39.024,0.0,211.8571,148.4942,0.0,-159.8457,91.9913,165.0,402.917,-39.024,-211.8571,148.4942,397.6757
2026-02-19 04:00:00+00:00,0.0,366.18725,0.0,241.8978,184.4005,0.0,93.0,0.0,32.5506,0.0,0.0,265.0216,186.6132,0.0,-241.8978,184.4005,93.0,366.18725,32.5506,-265.0216,186.6132,355.83215
2026-02-19 05:00:00+00:00,0.0,538.20175,0.0,250.2588,108.5573,0.0,239.0,0.0,0.0,122.1936,0.0,305.2186,499.32,0.0,-250.2588,108.5573,239.0,538.20175,-122.1936,-305.2186,499.32,707.40805
2026-02-19 06:00:00+00:00,0.0,672.97025,0.0,115.74,0.0,77.0798,356.0,0.0,0.0,332.8198,0.0,235.141,698.035,0.0,-115.74,-77.0798,356.0,672.97025,-332.8198,-235.141,698.035,966.22465
2026-02-19 07:00:00+00:00,0.0,681.736,0.0,7.3168,0.0,169.1666,440.0,0.0,0.0,430.4331,0.0,165.8565,749.6107,0.0,-7.3168,-169.1666,440.0,681.736,-430.4331,-165.8565,749.6107,1098.5737
2026-02-19 08:00:00+00:00,0.0,588.34,0.0,3.9014,0.0,197.0826,405.0,0.0,0.0,392.047,0.0,158.1698,842.3445,0.0,-3.9014,-197.0826,405.0,588.34,-392.047,-158.1698,842.3445,1084.4837
2026-02-19 09:00:00+00:00,0.0,605.88675,61.6828,0.0,0.0,220.3049,481.0,0.0,0.0,400.1275,0.0,111.7067,596.0308,0.0,61.6828,-220.3049,481.0,605.88675,-400.1275,-111.7067,596.0308,1012.4612500000001
2026-02-19 10:00:00+00:00,0.0,597.801,67.9363,0.0,0.0,225.7493,470.0,0.0,0.0,415.0851,0.0,97.8705,580.1793,0.0,67.9363,-225.7493,470.0,597.801,-415.0851,-97.8705,580.1793,977.2117000000001
2026-02-19 11:00:00+00:00,0.0,611.4165,90.9288,0.0,0.0,278.8674,491.0,0.0,0.0,426.5695,0.0,82.606,488.9722,0.0,90.9288,-278.8674,491.0,611.4165,-426.5695,-82.606,488.9722,894.2746000000001
2026-02-19 12:00:00+00:00,0.0,599.95975,65.2285,0.0,0.0,244.7398,480.0,0.0,0.0,409.3398,0.0,99.711,544.194,0.0,65.2285,-244.7398,480.0,599.95975,-409.3398,-99.711,544.194,935.5916499999998
2026-02-19 13:00:00+00:00,0.0,570.057,0.0,34.1414,0.0,115.508,393.0,0.0,0.0,359.7566,0.0,131.2617,648.324,0.0,-34.1414,-115.508,393.0,570.057,-359.7566,-131.2617,648.324,970.7133
2026-02-19 14:00:00+00:00,0.0,554.76575,0.0,119.0204,0.0,4.1815,325.0,0.0,0.0,282.9152,0.0,155.5135,700.9825,0.0,-119.0204,-4.1815,325.0,554.76575,-282.9152,-155.5135,700.9825,1019.1176499999999
2026-02-19 15:00:00+00:00,0.0,540.76025,0.0,218.6555,35.6838,0.0,234.0,0.0,0.0,210.1686,0.0,165.4793,797.763,0.0,-218.6555,35.6838,234.0,540.76025,-210.1686,-165.4793,797.763,1013.9036500000001
2026-02-19 16:00:00+00:00,0.0,573.05825,0.0,187.6562,0.0,0.8653,292.0,0.0,0.0,169.4761,0.0,196.8929,802.8078,0.0,-187.6562,-0.8653,292.0,573.05825,-169.4761,-196.8929,802.8078,1112.97555
2026-02-19 17:00:00+00:00,0.0,576.62975,0.0,176.4365,0.0,62.5122,312.0,0.0,0.0,176.9023,0.0,204.9975,794.0807,0.0,-176.4365,-62.5122,312.0,576.62975,-176.9023,-204.9975,794.0807,1061.86195
2026-02-19 18:00:00+00:00,0.0,561.8985,0.0,198.3441,0.0,31.5481,279.0,0.0,0.0,146.5015,0.0,229.9164,694.0798,0.0,-198.3441,-31.5481,279.0,561.8985,-146.5015,-229.9164,694.0798,928.6682000000001
2026-02-19 19:00:00+00:00,0.0,582.7425,0.0,132.4408,0.0,31.459,346.0,0.0,0.0,168.6979,0.0,205.254,535.0322,0.0,-132.4408,-31.459,346.0,582.7425,-168.6979,-205.254,535.0322,925.9229999999999
2026-02-19 20:00:00+00:00,0.0,513.29425,0.0,2.4062,0.0,86.5937,360.0,0.0,0.0,202.446,0.0,121.1829,252.633,0.0,-2.4062,-86.5937,360.0,513.29425,-202.446,-121.1829,252.633,713.29845
2026-02-19 21:00:00+00:00,0.0,448.25675,43.8523,0.0,0.0,146.3076,352.0,0.0,0.0,283.6017,0.0,68.1277,275.4622,0.0,43.8523,-146.3076,352.0,448.25675,-283.6017,-68.1277,275.4622,621.5342499999999
2026-02-19 22:00:00+00:00,0.0,484.41575,58.3593,0.0,0.0,176.5383,367.0,0.0,0.0,327.3587,0.0,88.514,365.901,0.0,58.3593,-176.5383,367.0,484.41575,-327.3587,-88.514,365.901,683.26505
2026-02-19 23:00:00+00:00,0.0,479.21325,69.7829,0.0,0.0,118.9346,383.0,0.0,0.0,325.7301,0.0,111.82,258.3827,0.0,69.7829,-118.9346,383.0,479.21325,-325.7301,-111.82,258.3827,633.8941500000001
2026-02-20 00:00:00+00:00,0.0,465.96375,0.0,6.3757,0.0,45.9452,369.0,0.0,0.0,281.2666,0.0,145.6336,196.55,0.0,-6.3757,-45.9452,369.0,465.96375,-281.2666,-145.6336,196.55,552.29265
2026-02-20 01:00:00+00:00,0.0,451.206,61.5366,0.0,0.0,44.8475,349.0,0.0,0.0,338.8237,0.0,133.6637,254.4515,0.0,61.5366,-44.8475,349.0,451.206,-338.8237,-133.6637,254.4515,598.8592
2026-02-20 02:00:00+00:00,0.0,514.12775,5.6483,0.0,0.0,4.7172,390.0,0.0,0.0,305.8039,0.0,140.1633,212.8188,0.0,5.6483,-4.7172,390.0,514.12775,-305.8039,-140.1633,212.8188,671.9104500000001
2026-02-20 03:00:00+00:00,0.0,525.98025,0.0,32.56,31.9205,0.0,354.0,0.0,0.0,273.5665,0.0,141.4732,256.1918,0.0,-32.56,31.9205,354.0,525.98025,-273.5665,-141.4732,256.1918,720.4928499999999
2026-02-20 04:00:00+00:00,0.0,514.20875,0.0,126.5997,104.8585,0.0,317.0,0.0,0.0,270.965,0.0,169.9941,348.5778,0.0,-126.5997,104.8585,317.0,514.20875,-270.965,-169.9941,348.5778,717.0862500000002
2026-02-20 05:00:00+00:00,0.0,511.63575,0.0,158.8746,159.7262,0.0,322.0,0.0,0.0,199.8109,0.0,254.8371,424.6497,0.0,-158.8746,159.7262,322.0,511.63575,-199.8109,-254.8371,424.6497,804.4890499999999
2026-02-20 06:00:00+00:00,0.0,506.14975,0.0,54.2743,43.4522,0.0,318.0,0.0,0.0,261.4156,0.0,208.7784,559.7165,0.0,-54.2743,43.4522,318.0,506.14975,-261.4156,-208.7784,559.7165,902.8501499999999
2026-02-20 07:00:00+00:00,0.0,468.33375,17.7895,0.0,0.0,42.8759,335.0,0.0,0.0,285.1405,0.0,159.5931,522.351,0.0,17.7895,-42.8759,335.0,468.33375,-285.1405,-159.5931,522.351,855.86475
2026-02-20 08:00:00+00:00,0.0,327.899,0.0,4.1988,0.0,45.8136,259.0,0.0,0.0,255.5308,0.0,113.8686,630.107,0.0,-4.1988,-45.8136,259.0,327.899,-255.5308,-113.8686,630.107,797.5942
2026-02-20 09:00:00+00:00,0.0,279.26,50.6905,0.0,0.0,119.7864,294.0,0.0,0.0,265.1153,0.0,54.4908,583.2315,0.0,50.6905,-119.7864,294.0,279.26,-265.1153,-54.4908,583.2315,767.7895
2026-02-20 10:00:00+00:00,0.0,228.92825,26.5898,0.0,0.0,80.4013,258.0,0.0,0.0,226.4125,0.0,41.658,588.9762,0.0,26.5898,-80.4013,258.0,228.92825,-226.4125,-41.658,588.9762,754.0224499999999
2026-02-20 11:00:00+00:00,0.0,225.025,19.0874,0.0,0.0,21.2112,238.0,0.0,0.0,214.6311,0.0,30.9068,590.8958,0.0,19.0874,-21.2112,238.0,225.025,-214.6311,-30.9068,590.8958,806.2591
2026-02-20 12:00:00+00:00,0.0,252.936,17.5792,0.0,15.7486,0.0,234.0,0.0,0.0,220.388,0.0,47.5888,542.4142,0.0,17.5792,15.7486,234.0,252.936,-220.388,-47.5888,542.4142,794.7012000000001
2026-02-20 13:00:00+00:00,0.0,330.20025,30.281,0.0,0.0,6.2513,277.0,0.0,0.0,231.8668,0.0,68.0742,465.7982,0.0,30.281,-6.2513,277.0,330.20025,-231.8668,-68.0742,465.7982,797.0871499999998
2026-02-20 14:00:00+00:00,0.0,388.28725,0.0,54.2247,27.7132,0.0,293.0,0.0,0.0,175.5929,0.0,109.1598,480.3335,0.0,-54.2247,27.7132,293.0,388.28725,-175.5929,-109.1598,480.3335,850.35655
2026-02-20 15:00:00+00:00,0.0,460.488,0.0,110.76,0.0,47.4105,292.0,0.0,0.0,148.2011,0.0,114.3302,519.2602,0.0,-110.76,-47.4105,292.0,460.488,-148.2011,-114.3302,519.2602,851.0464000000001
2026-02-20 16:00:00+00:00,0.0,408.697,0.0,136.5415,0.0,111.9725,268.0,0.0,0.0,102.1905,0.0,126.2856,521.118,0.0,-136.5415,-111.9725,268.0,408.697,-102.1905,-126.2856,521.118,720.8249000000001
2026-02-20 17:00:00+00:00,0.0,413.21725,0.0,129.307,0.0,136.0713,272.0,0.0,0.0,78.8608,0.0,139.6937,484.8025,0.0,-129.307,-136.0713,272.0,413.21725,-78.8608,-139.6937,484.8025,686.08695
2026-02-20 18:00:00+00:00,0.0,304.81975,0.0,167.0671,0.0,52.0895,179.0,0.0,0.0,31.0592,0.0,157.9474,520.7305,0.0,-167.0671,-52.0895,179.0,304.81975,-31.0592,-157.9474,520.7305,596.38705
2026-02-20 19:00:00+00:00,0.0,281.60275,0.0,101.3837,0.0,91.1038,183.0,0.0,0.0,58.6489,0.0,124.0601,379.8657,0.0,-101.3837,-91.1038,183.0,281.60275,-58.6489,-124.0601,379.8657,469.27195
2026-02-20 20:00:00+00:00,0.0,350.85475,0.0,45.1555,0.0,129.5677,267.0,0.0,0.0,148.7916,0.0,106.849,264.4315,0.0,-45.1555,-129.5677,267.0,350.85475,-148.7916,-106.849,264.4315,451.9224500000001
2026-02-20 21:00:00+00:00,0.0,392.3365,0.0,54.598,0.0,184.0517,283.0,0.0,0.0,139.7133,0.0,93.0999,236.7215,0.0,-54.598,-184.0517,283.0,392.3365,-139.7133,-93.0999,236.7215,440.5951
2026-02-20 22:00:00+00:00,0.0,434.9965,0.0,80.3114,0.0,218.1694,297.0,0.0,0.0,166.9672,0.0,116.3499,347.303,0.0,-80.3114,-218.1694,297.0,434.9965,-166.9672,-116.3499,347.303,497.50160000000005
2026-02-20 23:00:00+00:00,0.0,340.436,0.0,109.856,0.0,140.1969,221.0,0.0,0.0,98.1186,0.0,168.4825,392.4623,0.0,-109.856,-140.1969,221.0,340.436,-98.1186,-168.4825,392.4623,437.24430000000007
2026-02-21 00:00:00+00:00,0.0,361.82,0.0,184.1343,0.0,103.1169,249.0,0.0,0.0,65.6325,0.0,187.8788,319.9118,0.0,-184.1343,-103.1169,249.0,361.82,-65.6325,-187.8788,319.9118,389.96930000000003
2026-02-21 01:00:00+00:00,0.0,330.3625,0.0,213.8357,0.0,19.9997,202.0,0.0,0.0,5.7268,0.0,211.033,244.1123,0.0,-213.8357,-19.9997,202.0,330.3625,-5.7268,-211.033,244.1123,325.8796
2026-02-21 02:00:00+00:00,0.0,328.89875,0.0,227.8938,11.6982,0.0,185.0,0.0,33.2394,0.0,0.0,210.943,173.208,0.0,-227.8938,11.6982,185.0,328.89875,33.2394,-210.943,173.208,293.20754999999997
2026-02-21 03:00:00+00:00,0.0,347.1035,0.0,197.3933,0.0,15.5447,195.0,0.0,14.8592,0.0,0.0,199.334,143.3395,0.0,-197.3933,-15.5447,195.0,347.1035,14.8592,-199.334,143.3395,288.0301999999999
2026-02-21 04:00:00+00:00,0.0,347.57825,0.0,175.5578,0.0,39.9689,229.0,0.0,0.0,30.4344,0.0,201.5295,157.2235,0.0,-175.5578,-39.9689,229.0,347.57825,-30.4344,-201.5295,157.2235,286.31115
2026-02-21 05:00:00+00:00,0.0,346.78325,0.0,206.4728,0.0,23.5393,252.0,0.0,0.0,90.1982,0.0,218.046,271.6997,0.0,-206.4728,-23.5393,252.0,346.78325,-90.1982,-218.046,271.6997,332.22665000000006
2026-02-21 06:00:00+00:00,0.0,326.98725,0.0,186.8446,0.0,11.2088,264.0,0.0,0.0,185.8139,0.0,156.5391,412.302,0.0,-186.8446,-11.2088,264.0,326.98725,-185.8139,-156.5391,412.302,462.8828500000001
2026-02-21 07:00:00+00:00,0.0,378.16975,0.0,81.4161,0.0,27.4082,307.0,0.0,0.0,230.4665,0.0,104.2317,560.7148,0.0,-81.4161,-27.4082,307.0,378.16975,-230.4665,-104.2317,560.7148,802.36205
2026-02-21 08:00:00+00:00,0.0,350.3115,0.0,152.3583,144.8955,0.0,271.0,0.0,0.0,97.5671,0.0,178.9012,673.936,0.0,-152.3583,144.8955,271.0,350.3115,-97.5671,-178.9012,673.936,1011.3164
2026-02-21 09:00:00+00:00,0.0,279.64475,0.0,171.8678,136.7621,0.0,207.0,0.0,0.0,49.3073,0.0,121.9533,707.3303,0.0,-171.8678,136.7621,207.0,279.64475,-49.3073,-121.9533,707.3303,987.6087499999999
2026-02-21 10:00:00+00:00,0.0,287.469,0.0,192.544,95.8464,0.0,193.0,0.0,0.0,45.3355,0.0,106.4,734.9552,0.0,-192.544,95.8464,193.0,287.469,-45.3355,-106.4,734.9552,966.9911
2026-02-21 11:00:00+00:00,0.0,287.531,0.0,115.7033,57.4563,0.0,174.0,0.0,0.0,75.7695,0.0,86.3307,774.4068,0.0,-115.7033,57.4563,174.0,287.531,-75.7695,-86.3307,774.4068,1015.5906
2026-02-21 12:00:00+00:00,0.0,281.55275,0.0,138.4244,99.19,0.0,107.0,0.0,0.0,33.4808,0.0,151.6491,797.6322,0.0,-138.4244,99.19,107.0,281.55275,-33.4808,-151.6491,797.6322,961.82065
2026-02-21 13:00:00+00:00,0.0,333.5035,0.0,263.6401,157.9582,0.0,111.0,0.0,51.0397,0.0,0.0,211.3729,741.0878,0.0,-263.6401,157.9582,111.0,333.5035,51.0397,-211.3729,741.0878,919.5762
2026-02-21 14:00:00+00:00,0.0,342.52675,0.0,292.8018,196.6472,0.0,94.0,0.0,104.6298,0.0,0.0,211.3291,646.1068,0.0,-292.8018,196.6472,94.0,342.52675,104.6298,-211.3291,646.1068,879.77965
2026-02-21 15:00:00+00:00,0.0,348.9295,0.0,270.0605,83.3485,0.0,91.0,0.0,85.5234,0.0,0.0,162.8805,675.4215,0.0,-270.0605,83.3485,91.0,348.9295,85.5234,-162.8805,675.4215,851.2819000000001
2026-02-21 16:00:00+00:00,0.0,227.115,0.0,278.1173,99.6214,0.0,12.0,0.0,148.6812,0.0,0.0,187.5224,667.441,0.0,-278.1173,99.6214,12.0,227.115,148.6812,-187.5224,667.441,689.2189000000001
2026-02-21 17:00:00+00:00,0.0,189.168,0.0,276.9192,35.0439,0.0,0.0,14.0,146.8012,0.0,0.0,185.8957,661.9345,0.0,-276.9192,35.0439,-14.0,189.168,146.8012,-185.8957,661.9345,556.1327
2026-02-21 18:00:00+00:00,0.0,194.1225,0.0,272.9756,51.0181,0.0,0.0,11.0,150.3245,0.0,0.0,197.6735,567.3635,0.0,-272.9756,51.0181,-11.0,194.1225,150.3245,-197.6735,567.3635,481.1795000000001
2026-02-21 19:00:00+00:00,0.0,137.75375,0.0,261.4791,94.0218,0.0,0.0,34.0,64.9874,0.0,0.0,141.5421,519.9198,0.0,-261.4791,94.0218,-34.0,137.75375,64.9874,-141.5421,519.9198,379.66155
2026-02-21 20:00:00+00:00,0.0,165.14775,0.0,180.233,92.3077,0.0,53.0,0.0,7.381,0.0,0.0,122.1447,327.0665,0.0,-180.233,92.3077,53.0,165.14775,7.381,-122.1447,327.0665,342.52525
2026-02-21 21:00:00+00:00,0.0,167.639,0.0,167.3031,86.2053,0.0,87.0,0.0,3.7324,0.0,0.0,114.322,152.5742,0.0,-167.3031,86.2053,87.0,167.639,3.7324,-114.322,152.5742,215.5258
2026-02-21 22:00:00+00:00,0.0,187.192,0.0,172.819,64.6596,0.0,85.0,0.0,21.9738,0.0,0.0,158.8735,220.4008,0.0,-172.819,64.6596,85.0,187.192,21.9738,-158.8735,220.4008,247.5337
2026-02-21 23:00:00+00:00,0.0,155.937,0.0,174.6957,28.3667,0.0,73.0,0.0,24.6743,0.0,0.0,174.3172,248.117,0.0,-174.6957,28.3667,73.0,155.937,24.6743,-174.3172,248.117,181.08210000000003
