,NO_1_NO_3,NO_3_NO_1,NO_5_NO_3,NO_3_NO_5,NO_4_NO_3,NO_3_NO_4,SE_2_NO_3,NO_3_SE_2,NO_3_NO_1_net_export,NO_3_NO_4_net_export,NO_3_NO_5_net_export,NO_3_SE_2_net_export,Net Export
2026-01-04 01:00:00+00:00,0.0,341.36750274999997,0.0,277.31208725,732.172291,0.0,280.0440435,0.0,341.36750274999997,-732.172291,277.31208725,-280.0440435,-393.5367445
2026-01-04 02:00:00+00:00,0.0,334.35173,0.0,284.19666425,676.53862875,0.0,323.232006,0.0,334.35173,-676.53862875,284.19666425,-323.232006,-381.22224050000005
2026-01-04 03:00:00+00:00,0.0,335.2022325,0.0,320.155575,687.2173905,0.0,291.5844675,0.0,335.2022325,-687.2173905,320.155575,-291.5844675,-323.4440505
2026-01-04 04:00:00+00:00,0.0,342.13406375,0.0,297.92529275000004,710.9022199999999,0.0,247.11594325,0.0,342.13406375,-710.9022199999999,297.92529275000004,-247.11594325,-317.9588067499999
2026-01-04 05:00:00+00:00,0.0,382.22803175,0.0,335.2683135,763.16173175,0.0,223.8030605,0.0,382.22803175,-763.16173175,335.2683135,-223.8030605,-269.46844699999997
2026-01-04 06:00:00+00:00,0.0,370.61346825,0.0,325.64344475,768.08647525,0.0,131.461807,0.0,370.61346825,-768.08647525,325.64344475,-131.461807,-203.29136925000003
2026-01-04 07:00:00+00:00,0.0,359.10137125,0.0,297.24969550000003,790.21608475,0.0,137.50797625,0.0,359.10137125,-790.21608475,297.24969550000003,-137.50797625,-271.37299425000003
2026-01-04 08:00:00+00:00,0.0,295.7787065,0.0,160.66058425,721.701328,0.0,10.44395375,8.2287875,295.7787065,-721.701328,160.66058425,-2.215166250000001,-267.4772035
2026-01-04 09:00:00+00:00,0.0,289.89564075,0.0,190.26812475,741.0872772499999,0.0,48.540831749999995,0.0,289.89564075,-741.0872772499999,190.26812475,-48.540831749999995,-309.4643435
2026-01-04 10:00:00+00:00,0.0,292.00282775,0.0,154.16824624999998,710.8555895,0.0,33.49750625,0.0,292.00282775,-710.8555895,154.16824624999998,-33.49750625,-298.18202175
2026-01-04 11:00:00+00:00,0.0,294.7462865,0.0,148.2286265,730.2523525,0.0,25.1534025,0.0,294.7462865,-730.2523525,148.2286265,-25.1534025,-312.430842
2026-01-04 12:00:00+00:00,0.0,289.87784925,0.0,112.20463975,743.595506,0.0,95.25269424999999,0.0,289.87784925,-743.595506,112.20463975,-95.25269424999999,-436.76571125
2026-01-04 13:00:00+00:00,0.0,279.34015075,0.0,149.1878165,709.14348825,0.0,19.926876,10.551745499999999,279.34015075,-709.14348825,149.1878165,-9.375130500000001,-289.9906515
2026-01-04 14:00:00+00:00,0.0,259.25522524999997,0.0,80.49083949999999,689.47832075,0.0,7.268280750000001,4.94120975,259.25522524999997,-689.47832075,80.49083949999999,-2.327071000000001,-352.059327
2026-01-04 15:00:00+00:00,0.0,202.0054345,48.4220735,11.12305275,701.47194425,0.0,32.26174475,4.88215125,202.0054345,-701.47194425,-37.299020750000004,-27.3795935,-564.1451239999999
2026-01-04 16:00:00+00:00,0.0,147.621088,2.44480125,0.0,651.4059562499999,0.0,0.0,52.22720425,147.621088,-651.4059562499999,-2.44480125,52.22720425,-454.00246524999994
2026-01-04 17:00:00+00:00,0.0,101.27423175,76.44403675,0.0,671.59303275,0.0,0.05879575,52.56186425,101.27423175,-671.59303275,-76.44403675,52.5030685,-594.25976925
2026-01-04 18:00:00+00:00,0.0,213.3140005,0.0,82.962808,687.07660875,0.0,0.0,148.15754700000002,213.3140005,-687.07660875,82.962808,148.15754700000002,-242.64225324999995
2026-01-04 19:00:00+00:00,0.0,205.3585395,0.0,76.7186965,702.29588825,0.0,0.0,252.0213585,205.3585395,-702.29588825,76.7186965,252.0213585,-168.19729375
2026-01-04 20:00:00+00:00,0.0,199.68218775,0.0,45.09309175,703.86592925,0.0,0.0,368.01184075000003,199.68218775,-703.86592925,45.09309175,368.01184075000003,-91.07880899999998
2026-01-04 21:00:00+00:00,0.0,238.11306525,0.0,127.46245425000001,749.033829,0.0,0.0,348.73913575,238.11306525,-749.033829,127.46245425000001,348.73913575,-34.71917374999998
2026-01-04 22:00:00+00:00,0.0,199.32685575,50.096900000000005,0.0,813.80216175,0.0,0.0,226.90191275,199.32685575,-813.80216175,-50.096900000000005,226.90191275,-437.67029325000004
2026-01-04 23:00:00+00:00,0.0,202.94477875,55.522301999999996,18.2638465,762.03481025,0.0,0.0,267.652111,202.94477875,-762.03481025,-37.2584555,267.652111,-328.6963759999999
2026-01-05 00:00:00+00:00,0.0,160.54648225,191.382876,0.0,775.4274695,0.0,0.0,152.0553895,160.54648225,-775.4274695,-191.382876,152.0553895,-654.2084737500002
2026-01-05 01:00:00+00:00,0.0,166.117247,175.50178875,0.0,776.0726775,0.0,0.0,131.699974,166.117247,-776.0726775,-175.50178875,131.699974,-653.75724525
2026-01-05 02:00:00+00:00,0.0,115.92343975,204.7384735,0.0,675.2073672500001,0.0,0.0,254.06874075000002,115.92343975,-675.2073672500001,-204.7384735,254.06874075000002,-509.95366025000015
2026-01-05 03:00:00+00:00,0.0,159.36526425,105.3502175,0.0,684.53365,0.0,0.0,176.5842705,159.36526425,-684.53365,-105.3502175,176.5842705,-453.93433274999995
2026-01-05 04:00:00+00:00,0.0,153.89459975,126.815568,0.0,689.8952825,0.0,0.0,98.686384,153.89459975,-689.8952825,-126.815568,98.686384,-564.12986675
2026-01-05 05:00:00+00:00,0.0,152.10118075,171.42278525,0.0,731.435076,0.0,62.3182975,0.0,152.10118075,-731.435076,-171.42278525,-62.3182975,-813.0749779999999
