,BG_GR,GR_BG,MK_GR,GR_MK,GR_IT_SUD,IT_SUD_GR,GR_BG_net_export,GR_MK_net_export,GR_IT_SUD_net_export,Net Export
2026-01-02 14:00:00+00:00,0.0,122.0,0.0,253.0,192.5,0.0,122.0,253.0,192.5,567.5
2026-01-02 15:00:00+00:00,47.0,18.0,0.0,192.0,13.75,73.5,-29.0,192.0,-59.75,103.25
2026-01-02 16:00:00+00:00,159.0,0.0,0.0,136.0,329.0,0.0,-159.0,136.0,329.0,306.0
2026-01-02 17:00:00+00:00,117.0,0.0,0.0,181.0,482.25,0.0,-117.0,181.0,482.25,546.25
2026-01-02 18:00:00+00:00,141.0,0.0,0.0,60.0,513.0,0.0,-141.0,60.0,513.0,432.0
2026-01-02 19:00:00+00:00,36.0,34.0,0.0,138.0,512.75,0.0,-2.0,138.0,512.75,648.75
2026-01-02 20:00:00+00:00,6.0,112.0,0.0,308.0,512.75,0.0,106.0,308.0,512.75,926.75
2026-01-02 21:00:00+00:00,0.0,222.0,0.0,720.0,512.5,0.0,222.0,720.0,512.5,1454.5
2026-01-02 22:00:00+00:00,0.0,180.0,0.0,790.0,512.75,0.0,180.0,790.0,512.75,1482.75
2026-01-02 23:00:00+00:00,0.0,319.0,0.0,1185.0,508.0,0.0,319.0,1185.0,508.0,2012.0
2026-01-03 00:00:00+00:00,0.0,236.0,0.0,941.0,508.0,0.0,236.0,941.0,508.0,1685.0
2026-01-03 01:00:00+00:00,0.0,288.0,0.0,826.0,508.0,0.0,288.0,826.0,508.0,1622.0
2026-01-03 02:00:00+00:00,0.0,309.0,0.0,794.0,508.0,0.0,309.0,794.0,508.0,1611.0
2026-01-03 03:00:00+00:00,0.0,326.0,0.0,831.0,508.0,0.0,326.0,831.0,508.0,1665.0
2026-01-03 04:00:00+00:00,0.0,239.0,0.0,738.0,508.0,0.0,239.0,738.0,508.0,1485.0
2026-01-03 05:00:00+00:00,0.0,120.0,0.0,580.0,508.0,0.0,120.0,580.0,508.0,1208.0
2026-01-03 06:00:00+00:00,0.0,166.0,0.0,588.0,508.0,0.0,166.0,588.0,508.0,1262.0
2026-01-03 07:00:00+00:00,0.0,258.0,0.0,1036.0,508.0,0.0,258.0,1036.0,508.0,1802.0
2026-01-03 08:00:00+00:00,0.0,333.0,0.0,1275.0,508.0,0.0,333.0,1275.0,508.0,2116.0
2026-01-03 09:00:00+00:00,0.0,312.0,0.0,1313.0,508.0,0.0,312.0,1313.0,508.0,2133.0
2026-01-03 10:00:00+00:00,0.0,328.0,0.0,1317.0,508.0,0.0,328.0,1317.0,508.0,2153.0
2026-01-03 11:00:00+00:00,0.0,391.0,0.0,1294.0,508.0,0.0,391.0,1294.0,508.0,2193.0
2026-01-03 12:00:00+00:00,0.0,440.0,0.0,1255.0,508.0,0.0,440.0,1255.0,508.0,2203.0
2026-01-03 13:00:00+00:00,0.0,578.0,0.0,1218.0,508.0,0.0,578.0,1218.0,508.0,2304.0
2026-01-03 14:00:00+00:00,0.0,596.0,0.0,1110.0,508.0,0.0,596.0,1110.0,508.0,2214.0
2026-01-03 15:00:00+00:00,0.0,496.0,0.0,993.0,508.0,0.0,496.0,993.0,508.0,1997.0
2026-01-03 16:00:00+00:00,0.0,520.0,0.0,1112.0,508.0,0.0,520.0,1112.0,508.0,2140.0
2026-01-03 17:00:00+00:00,0.0,516.0,0.0,1093.0,508.0,0.0,516.0,1093.0,508.0,2117.0
2026-01-03 18:00:00+00:00,0.0,508.0,0.0,1052.0,508.0,0.0,508.0,1052.0,508.0,2068.0
2026-01-03 19:00:00+00:00,0.0,667.0,0.0,998.0,508.0,0.0,667.0,998.0,508.0,2173.0
2026-01-03 20:00:00+00:00,0.0,693.0,0.0,955.0,508.0,0.0,693.0,955.0,508.0,2156.0
2026-01-03 21:00:00+00:00,0.0,712.0,0.0,1074.0,508.0,0.0,712.0,1074.0,508.0,2294.0
2026-01-03 22:00:00+00:00,0.0,674.0,0.0,1114.0,508.0,0.0,674.0,1114.0,508.0,2296.0
2026-01-03 23:00:00+00:00,0.0,590.0,0.0,1056.0,508.0,0.0,590.0,1056.0,508.0,2154.0
2026-01-04 00:00:00+00:00,0.0,532.0,0.0,896.0,508.0,0.0,532.0,896.0,508.0,1936.0
2026-01-04 01:00:00+00:00,0.0,696.0,0.0,1000.0,508.0,0.0,696.0,1000.0,508.0,2204.0
2026-01-04 02:00:00+00:00,0.0,713.0,0.0,1005.0,508.0,0.0,713.0,1005.0,508.0,2226.0
2026-01-04 03:00:00+00:00,0.0,693.0,0.0,1013.0,508.0,0.0,693.0,1013.0,508.0,2214.0
2026-01-04 04:00:00+00:00,0.0,493.0,0.0,820.0,508.0,0.0,493.0,820.0,508.0,1821.0
2026-01-04 05:00:00+00:00,0.0,291.0,0.0,712.0,508.0,0.0,291.0,712.0,508.0,1511.0
2026-01-04 06:00:00+00:00,0.0,324.0,0.0,731.0,508.0,0.0,324.0,731.0,508.0,1563.0
2026-01-04 07:00:00+00:00,0.0,498.0,0.0,1173.0,508.0,0.0,498.0,1173.0,508.0,2179.0
2026-01-04 08:00:00+00:00,0.0,538.0,0.0,1298.0,508.0,0.0,538.0,1298.0,508.0,2344.0
2026-01-04 09:00:00+00:00,0.0,624.0,0.0,1309.0,508.0,0.0,624.0,1309.0,508.0,2441.0
2026-01-04 10:00:00+00:00,0.0,602.0,0.0,1095.0,510.25,0.0,602.0,1095.0,510.25,2207.25
2026-01-04 11:00:00+00:00,0.0,587.0,0.0,1015.0,513.0,0.0,587.0,1015.0,513.0,2115.0
2026-01-04 12:00:00+00:00,0.0,709.0,0.0,1108.0,512.75,0.0,709.0,1108.0,512.75,2329.75
2026-01-04 13:00:00+00:00,0.0,748.0,0.0,1064.0,512.75,0.0,748.0,1064.0,512.75,2324.75
2026-01-04 14:00:00+00:00,0.0,733.0,0.0,1002.0,502.0,0.0,733.0,1002.0,502.0,2237.0
2026-01-04 15:00:00+00:00,0.0,748.0,0.0,1004.0,276.5,0.0,748.0,1004.0,276.5,2028.5
2026-01-04 16:00:00+00:00,0.0,700.0,0.0,1120.0,278.75,0.0,700.0,1120.0,278.75,2098.75
2026-01-04 17:00:00+00:00,0.0,666.0,0.0,1128.0,492.25,0.0,666.0,1128.0,492.25,2286.25
2026-01-04 18:00:00+00:00,0.0,670.0,0.0,1152.0,512.75,0.0,670.0,1152.0,512.75,2334.75
2026-01-04 19:00:00+00:00,0.0,745.0,0.0,1095.0,512.75,0.0,745.0,1095.0,512.75,2352.75
2026-01-04 20:00:00+00:00,0.0,768.0,0.0,1108.0,512.5,0.0,768.0,1108.0,512.5,2388.5
2026-01-04 21:00:00+00:00,0.0,732.0,0.0,1113.0,512.75,0.0,732.0,1113.0,512.75,2357.75
2026-01-04 22:00:00+00:00,0.0,700.0,0.0,1128.0,512.5,0.0,700.0,1128.0,512.5,2340.5
2026-01-04 23:00:00+00:00,0.0,470.0,0.0,725.0,508.0,0.0,470.0,725.0,508.0,1703.0
2026-01-05 00:00:00+00:00,0.0,492.0,0.0,711.0,508.0,0.0,492.0,711.0,508.0,1711.0
2026-01-05 01:00:00+00:00,0.0,485.0,0.0,510.0,508.0,0.0,485.0,510.0,508.0,1503.0
2026-01-05 02:00:00+00:00,0.0,435.0,0.0,367.0,508.0,0.0,435.0,367.0,508.0,1310.0
2026-01-05 03:00:00+00:00,0.0,436.0,0.0,415.0,508.0,0.0,436.0,415.0,508.0,1359.0
2026-01-05 04:00:00+00:00,0.0,427.0,0.0,381.0,507.75,0.0,427.0,381.0,507.75,1315.75
2026-01-05 05:00:00+00:00,0.0,479.0,0.0,408.0,467.0,0.0,479.0,408.0,467.0,1354.0
2026-01-05 06:00:00+00:00,0.0,468.0,0.0,392.0,485.5,0.0,468.0,392.0,485.5,1345.5
2026-01-05 07:00:00+00:00,0.0,438.0,0.0,559.0,508.0,0.0,438.0,559.0,508.0,1505.0
2026-01-05 08:00:00+00:00,0.0,453.0,0.0,541.0,508.0,0.0,453.0,541.0,508.0,1502.0
2026-01-05 09:00:00+00:00,0.0,459.0,0.0,556.0,508.0,0.0,459.0,556.0,508.0,1523.0
2026-01-05 10:00:00+00:00,0.0,519.0,0.0,578.0,508.0,0.0,519.0,578.0,508.0,1605.0
2026-01-05 11:00:00+00:00,0.0,554.0,0.0,559.0,503.0,0.0,554.0,559.0,503.0,1616.0
2026-01-05 12:00:00+00:00,0.0,548.0,0.0,547.0,466.25,0.0,548.0,547.0,466.25,1561.25
2026-01-05 13:00:00+00:00,0.0,558.0,0.0,446.0,508.0,0.0,558.0,446.0,508.0,1512.0
2026-01-05 14:00:00+00:00,0.0,488.0,0.0,498.0,508.0,0.0,488.0,498.0,508.0,1494.0
2026-01-05 15:00:00+00:00,0.0,392.0,0.0,534.0,508.0,0.0,392.0,534.0,508.0,1434.0
2026-01-05 16:00:00+00:00,0.0,351.0,0.0,552.0,507.75,0.0,351.0,552.0,507.75,1410.75
2026-01-05 17:00:00+00:00,0.0,401.0,0.0,498.0,507.75,0.0,401.0,498.0,507.75,1406.75
2026-01-05 18:00:00+00:00,0.0,502.0,0.0,482.0,507.75,0.0,502.0,482.0,507.75,1491.75
2026-01-05 19:00:00+00:00,0.0,525.0,0.0,496.0,508.0,0.0,525.0,496.0,508.0,1529.0
2026-01-05 20:00:00+00:00,0.0,492.0,0.0,515.0,507.75,0.0,492.0,515.0,507.75,1514.75
2026-01-05 21:00:00+00:00,0.0,385.0,0.0,583.0,507.5,0.0,385.0,583.0,507.5,1475.5
2026-01-05 22:00:00+00:00,0.0,366.0,0.0,684.0,507.25,0.0,366.0,684.0,507.25,1557.25
2026-01-05 23:00:00+00:00,0.0,399.0,0.0,817.0,507.25,0.0,399.0,817.0,507.25,1723.25
2026-01-06 00:00:00+00:00,0.0,377.0,0.0,761.0,507.25,0.0,377.0,761.0,507.25,1645.25
2026-01-06 01:00:00+00:00,0.0,434.0,0.0,667.0,508.0,0.0,434.0,667.0,508.0,1609.0
2026-01-06 02:00:00+00:00,0.0,452.0,0.0,572.0,507.75,0.0,452.0,572.0,507.75,1531.75
2026-01-06 03:00:00+00:00,0.0,586.0,0.0,704.0,508.0,0.0,586.0,704.0,508.0,1798.0
2026-01-06 04:00:00+00:00,0.0,532.0,0.0,595.0,420.0,0.0,532.0,595.0,420.0,1547.0
2026-01-06 05:00:00+00:00,0.0,560.0,0.0,561.0,450.75,0.0,560.0,561.0,450.75,1571.75
2026-01-06 06:00:00+00:00,0.0,560.0,0.0,605.0,428.25,0.0,560.0,605.0,428.25,1593.25
2026-01-06 07:00:00+00:00,0.0,414.0,0.0,677.0,312.5,0.0,414.0,677.0,312.5,1403.5
2026-01-06 08:00:00+00:00,0.0,403.0,0.0,716.0,453.5,0.0,403.0,716.0,453.5,1572.5
2026-01-06 09:00:00+00:00,0.0,467.0,0.0,827.0,396.25,0.0,467.0,827.0,396.25,1690.25
2026-01-06 10:00:00+00:00,0.0,439.0,0.0,780.0,368.75,0.0,439.0,780.0,368.75,1587.75
2026-01-06 11:00:00+00:00,0.0,493.0,0.0,770.0,483.25,0.0,493.0,770.0,483.25,1746.25
2026-01-06 12:00:00+00:00,0.0,552.0,0.0,799.0,508.0,0.0,552.0,799.0,508.0,1859.0
2026-01-06 13:00:00+00:00,0.0,591.0,0.0,766.0,507.75,0.0,591.0,766.0,507.75,1864.75
2026-01-06 14:00:00+00:00,0.0,599.0,0.0,587.0,508.0,0.0,599.0,587.0,508.0,1694.0
2026-01-06 15:00:00+00:00,0.0,548.0,0.0,640.0,508.0,0.0,548.0,640.0,508.0,1696.0
2026-01-06 16:00:00+00:00,0.0,507.0,0.0,677.0,508.0,0.0,507.0,677.0,508.0,1692.0
2026-01-06 17:00:00+00:00,0.0,506.0,0.0,623.0,507.75,0.0,506.0,623.0,507.75,1636.75
2026-01-06 18:00:00+00:00,0.0,504.0,0.0,584.0,508.0,0.0,504.0,584.0,508.0,1596.0
2026-01-06 19:00:00+00:00,0.0,549.0,0.0,577.0,508.0,0.0,549.0,577.0,508.0,1634.0
2026-01-06 20:00:00+00:00,0.0,518.0,0.0,635.0,508.0,0.0,518.0,635.0,508.0,1661.0
2026-01-06 21:00:00+00:00,0.0,481.0,0.0,735.0,508.0,0.0,481.0,735.0,508.0,1724.0
2026-01-06 22:00:00+00:00,0.0,449.0,0.0,763.0,507.5,0.0,449.0,763.0,507.5,1719.5
2026-01-06 23:00:00+00:00,0.0,425.0,0.0,698.0,507.25,0.0,425.0,698.0,507.25,1630.25
2026-01-07 00:00:00+00:00,0.0,450.0,0.0,616.0,507.0,0.0,450.0,616.0,507.0,1573.0
2026-01-07 01:00:00+00:00,0.0,503.0,0.0,586.0,507.0,0.0,503.0,586.0,507.0,1596.0
2026-01-07 02:00:00+00:00,0.0,503.0,0.0,514.0,507.25,0.0,503.0,514.0,507.25,1524.25
2026-01-07 03:00:00+00:00,0.0,498.0,0.0,479.0,507.25,0.0,498.0,479.0,507.25,1484.25
2026-01-07 04:00:00+00:00,0.0,482.0,0.0,519.0,507.0,0.0,482.0,519.0,507.0,1508.0
2026-01-07 05:00:00+00:00,0.0,482.0,0.0,504.0,507.0,0.0,482.0,504.0,507.0,1493.0
2026-01-07 06:00:00+00:00,0.0,502.0,0.0,527.0,507.0,0.0,502.0,527.0,507.0,1536.0
2026-01-07 07:00:00+00:00,0.0,427.0,0.0,644.0,507.0,0.0,427.0,644.0,507.0,1578.0
2026-01-07 08:00:00+00:00,0.0,422.0,0.0,664.0,507.0,0.0,422.0,664.0,507.0,1593.0
2026-01-07 09:00:00+00:00,0.0,452.0,0.0,764.0,507.25,0.0,452.0,764.0,507.25,1723.25
2026-01-07 10:00:00+00:00,0.0,475.0,0.0,676.0,507.25,0.0,475.0,676.0,507.25,1658.25
2026-01-07 11:00:00+00:00,0.0,525.0,0.0,708.0,507.25,0.0,525.0,708.0,507.25,1740.25
2026-01-07 12:00:00+00:00,0.0,548.0,0.0,706.0,507.0,0.0,548.0,706.0,507.0,1761.0
2026-01-07 13:00:00+00:00,0.0,565.0,0.0,680.0,507.25,0.0,565.0,680.0,507.25,1752.25
2026-01-07 14:00:00+00:00,0.0,520.0,0.0,691.0,507.25,0.0,520.0,691.0,507.25,1718.25
2026-01-07 15:00:00+00:00,0.0,486.0,0.0,751.0,506.75,0.0,486.0,751.0,506.75,1743.75
2026-01-07 16:00:00+00:00,0.0,514.0,0.0,724.0,492.75,0.0,514.0,724.0,492.75,1730.75
2026-01-07 17:00:00+00:00,0.0,552.0,0.0,718.0,507.25,0.0,552.0,718.0,507.25,1777.25
2026-01-07 18:00:00+00:00,0.0,544.0,0.0,675.0,311.25,0.0,544.0,675.0,311.25,1530.25
2026-01-07 19:00:00+00:00,0.0,633.0,0.0,742.0,508.0,0.0,633.0,742.0,508.0,1883.0
2026-01-07 20:00:00+00:00,0.0,610.0,0.0,760.0,507.25,0.0,610.0,760.0,507.25,1877.25
2026-01-07 21:00:00+00:00,0.0,583.0,0.0,829.0,507.0,0.0,583.0,829.0,507.0,1919.0
2026-01-07 22:00:00+00:00,0.0,493.0,0.0,904.0,507.0,0.0,493.0,904.0,507.0,1904.0
2026-01-07 23:00:00+00:00,0.0,507.0,0.0,829.0,507.0,0.0,507.0,829.0,507.0,1843.0
2026-01-08 00:00:00+00:00,0.0,492.0,0.0,833.0,507.0,0.0,492.0,833.0,507.0,1832.0
2026-01-08 01:00:00+00:00,0.0,537.0,0.0,764.0,507.0,0.0,537.0,764.0,507.0,1808.0
2026-01-08 02:00:00+00:00,0.0,554.0,0.0,777.0,507.0,0.0,554.0,777.0,507.0,1838.0
2026-01-08 03:00:00+00:00,0.0,521.0,0.0,743.0,507.0,0.0,521.0,743.0,507.0,1771.0
2026-01-08 04:00:00+00:00,0.0,509.0,0.0,728.0,507.0,0.0,509.0,728.0,507.0,1744.0
2026-01-08 05:00:00+00:00,0.0,560.0,0.0,746.0,507.0,0.0,560.0,746.0,507.0,1813.0
2026-01-08 06:00:00+00:00,0.0,661.0,0.0,782.0,507.0,0.0,661.0,782.0,507.0,1950.0
2026-01-08 07:00:00+00:00,0.0,629.0,0.0,865.0,359.5,0.0,629.0,865.0,359.5,1853.5
2026-01-08 08:00:00+00:00,0.0,667.0,0.0,854.0,507.0,0.0,667.0,854.0,507.0,2028.0
2026-01-08 09:00:00+00:00,0.0,677.0,0.0,838.0,485.5,0.0,677.0,838.0,485.5,2000.5
2026-01-08 10:00:00+00:00,0.0,722.0,0.0,847.0,176.0,0.0,722.0,847.0,176.0,1745.0
2026-01-08 11:00:00+00:00,0.0,734.0,0.0,860.0,355.25,0.0,734.0,860.0,355.25,1949.25
2026-01-08 12:00:00+00:00,0.0,767.0,0.0,936.0,349.75,0.0,767.0,936.0,349.75,2052.75
2026-01-08 13:00:00+00:00,0.0,659.0,0.0,903.0,506.0,0.0,659.0,903.0,506.0,2068.0
2026-01-08 14:00:00+00:00,0.0,561.0,0.0,790.0,507.0,0.0,561.0,790.0,507.0,1858.0
2026-01-08 15:00:00+00:00,0.0,471.0,0.0,793.0,507.25,0.0,471.0,793.0,507.25,1771.25
2026-01-08 16:00:00+00:00,0.0,456.0,0.0,801.0,507.75,0.0,456.0,801.0,507.75,1764.75
2026-01-08 17:00:00+00:00,0.0,504.0,0.0,740.0,507.0,0.0,504.0,740.0,507.0,1751.0
2026-01-08 18:00:00+00:00,0.0,523.0,0.0,746.0,507.0,0.0,523.0,746.0,507.0,1776.0
2026-01-08 19:00:00+00:00,0.0,579.0,0.0,742.0,507.0,0.0,579.0,742.0,507.0,1828.0
2026-01-08 20:00:00+00:00,0.0,522.0,0.0,771.0,507.0,0.0,522.0,771.0,507.0,1800.0
2026-01-08 21:00:00+00:00,0.0,478.0,0.0,893.0,507.0,0.0,478.0,893.0,507.0,1878.0
2026-01-08 22:00:00+00:00,0.0,432.0,0.0,963.0,507.0,0.0,432.0,963.0,507.0,1902.0
2026-01-08 23:00:00+00:00,0.0,420.0,0.0,963.0,507.25,0.0,420.0,963.0,507.25,1890.25
2026-01-09 00:00:00+00:00,0.0,438.0,0.0,859.0,508.0,0.0,438.0,859.0,508.0,1805.0
2026-01-09 01:00:00+00:00,0.0,482.0,0.0,741.0,508.0,0.0,482.0,741.0,508.0,1731.0
2026-01-09 02:00:00+00:00,0.0,531.0,0.0,730.0,508.0,0.0,531.0,730.0,508.0,1769.0
2026-01-09 03:00:00+00:00,0.0,542.0,0.0,744.0,508.0,0.0,542.0,744.0,508.0,1794.0
2026-01-09 04:00:00+00:00,0.0,513.0,0.0,741.0,497.5,0.0,513.0,741.0,497.5,1751.5
2026-01-09 05:00:00+00:00,0.0,578.0,0.0,758.0,61.0,0.0,578.0,758.0,61.0,1397.0
2026-01-09 06:00:00+00:00,0.0,528.0,0.0,773.0,162.0,0.0,528.0,773.0,162.0,1463.0
2026-01-09 07:00:00+00:00,0.0,457.0,0.0,879.0,487.75,0.0,457.0,879.0,487.75,1823.75
2026-01-09 08:00:00+00:00,0.0,424.0,0.0,865.0,508.0,0.0,424.0,865.0,508.0,1797.0
2026-01-09 09:00:00+00:00,0.0,390.0,0.0,847.0,500.25,0.0,390.0,847.0,500.25,1737.25
2026-01-09 10:00:00+00:00,0.0,288.0,0.0,809.0,173.25,0.0,288.0,809.0,173.25,1270.25
2026-01-09 11:00:00+00:00,0.0,452.0,0.0,938.0,0.0,123.75,452.0,938.0,-123.75,1266.25
2026-01-09 12:00:00+00:00,0.0,544.0,0.0,916.0,0.0,80.0,544.0,916.0,-80.0,1380.0
2026-01-09 13:00:00+00:00,0.0,647.0,0.0,779.0,0.0,51.0,647.0,779.0,-51.0,1375.0
2026-01-09 14:00:00+00:00,0.0,665.0,0.0,738.0,227.25,0.0,665.0,738.0,227.25,1630.25
2026-01-09 15:00:00+00:00,0.0,542.0,0.0,751.0,490.75,0.0,542.0,751.0,490.75,1783.75
2026-01-09 16:00:00+00:00,0.0,601.0,0.0,765.0,508.0,0.0,601.0,765.0,508.0,1874.0
2026-01-09 17:00:00+00:00,0.0,642.0,0.0,711.0,508.0,0.0,642.0,711.0,508.0,1861.0
2026-01-09 18:00:00+00:00,0.0,648.0,0.0,710.0,508.0,0.0,648.0,710.0,508.0,1866.0
2026-01-09 19:00:00+00:00,0.0,594.0,0.0,725.0,508.0,0.0,594.0,725.0,508.0,1827.0
2026-01-09 20:00:00+00:00,0.0,579.0,0.0,718.0,508.0,0.0,579.0,718.0,508.0,1805.0
2026-01-09 21:00:00+00:00,0.0,586.0,0.0,810.0,508.0,0.0,586.0,810.0,508.0,1904.0
2026-01-09 22:00:00+00:00,0.0,565.0,0.0,830.0,508.0,0.0,565.0,830.0,508.0,1903.0
2026-01-09 23:00:00+00:00,0.0,492.0,0.0,742.0,508.0,0.0,492.0,742.0,508.0,1742.0
2026-01-10 00:00:00+00:00,0.0,601.0,0.0,618.0,508.0,0.0,601.0,618.0,508.0,1727.0
2026-01-10 01:00:00+00:00,0.0,625.0,0.0,570.0,508.0,0.0,625.0,570.0,508.0,1703.0
2026-01-10 02:00:00+00:00,0.0,657.0,0.0,529.0,508.0,0.0,657.0,529.0,508.0,1694.0
2026-01-10 03:00:00+00:00,0.0,642.0,0.0,544.0,508.0,0.0,642.0,544.0,508.0,1694.0
2026-01-10 04:00:00+00:00,0.0,553.0,0.0,573.0,508.0,0.0,553.0,573.0,508.0,1634.0
2026-01-10 05:00:00+00:00,0.0,536.0,0.0,529.0,508.0,0.0,536.0,529.0,508.0,1573.0
2026-01-10 06:00:00+00:00,0.0,613.0,0.0,652.0,508.0,0.0,613.0,652.0,508.0,1773.0
2026-01-10 07:00:00+00:00,0.0,632.0,0.0,728.0,488.75,0.0,632.0,728.0,488.75,1848.75
2026-01-10 08:00:00+00:00,0.0,578.0,0.0,749.0,2.0,79.5,578.0,749.0,-77.5,1249.5
2026-01-10 09:00:00+00:00,0.0,571.0,0.0,714.0,0.0,481.5,571.0,714.0,-481.5,803.5
2026-01-10 10:00:00+00:00,0.0,576.0,0.0,722.0,0.0,491.5,576.0,722.0,-491.5,806.5
2026-01-10 11:00:00+00:00,0.0,629.0,0.0,756.0,0.0,491.0,629.0,756.0,-491.0,894.0
2026-01-10 12:00:00+00:00,0.0,650.0,0.0,746.0,0.0,491.25,650.0,746.0,-491.25,904.75
2026-01-10 13:00:00+00:00,0.0,748.64,0.0,788.57,0.0,452.5,748.64,788.57,-452.5,1084.71
2026-01-10 14:00:00+00:00,0.0,758.0,0.0,792.0,121.0,0.0,758.0,792.0,121.0,1671.0
2026-01-10 15:00:00+00:00,0.0,758.0,0.0,792.0,286.5,0.0,758.0,792.0,286.5,1836.5
2026-01-10 16:00:00+00:00,0.0,563.0,0.0,821.0,288.25,0.0,563.0,821.0,288.25,1672.25
2026-01-10 17:00:00+00:00,0.0,547.0,0.0,730.0,428.75,0.0,547.0,730.0,428.75,1705.75
2026-01-10 18:00:00+00:00,0.0,618.0,0.0,732.0,508.0,0.0,618.0,732.0,508.0,1858.0
2026-01-10 19:00:00+00:00,0.0,607.0,0.0,686.0,508.0,0.0,607.0,686.0,508.0,1801.0
