,PL_LT,LT_PL,LT_LV,LV_LT,LT_SE_4,SE_4_LT,LT_LV_net_export,LT_PL_net_export,LT_SE_4_net_export,Net Export
2026-01-06 05:00:00+00:00,151.175,0.0,0.0,187.25,0.0,728.8034514999999,-187.25,-151.175,-728.8034514999999,-1067.2284515
2026-01-06 06:00:00+00:00,74.025,0.0,0.0,290.625,0.0,618.1756745,-290.625,-74.025,-618.1756745,-982.8256745
2026-01-06 07:00:00+00:00,123.875,0.0,0.0,409.125,0.0,458.876007,-409.125,-123.875,-458.876007,-991.8760070000001
2026-01-06 08:00:00+00:00,146.175,0.0,0.0,521.75,0.0,260.922409,-521.75,-146.175,-260.922409,-928.847409
2026-01-06 09:00:00+00:00,33.275,65.175,0.0,712.0,0.0,314.4276885,-712.0,31.9,-314.4276885,-994.5276885000001
2026-01-06 10:00:00+00:00,96.575,1.05,0.0,528.125,0.0,347.5274505,-528.125,-95.525,-347.5274505,-971.1774505
2026-01-06 11:00:00+00:00,0.0,41.925,0.0,369.125,0.0,617.78393575,-369.125,41.925,-617.78393575,-944.98393575
2026-01-06 12:00:00+00:00,64.45,23.75,0.0,566.0,0.0,557.65217575,-566.0,-40.7,-557.65217575,-1164.35217575
2026-01-06 13:00:00+00:00,24.275,4.575,0.0,486.625,0.0,717.438431,-486.625,-19.7,-717.438431,-1223.763431
2026-01-06 14:00:00+00:00,72.05,0.0,0.0,480.25,0.0,720.621155,-480.25,-72.05,-720.621155,-1272.921155
2026-01-06 15:00:00+00:00,108.60000000000001,3.225,0.0,484.875,0.0,663.389862,-484.875,-105.37500000000001,-663.389862,-1253.639862
2026-01-06 16:00:00+00:00,11.625,68.425,0.0,653.625,0.0,698.2561645000001,-653.625,56.8,-698.2561645000001,-1295.0811645
2026-01-06 17:00:00+00:00,137.5,0.0,0.0,622.625,0.0,475.95883175,-622.625,-137.5,-475.95883175,-1236.08383175
2026-01-06 18:00:00+00:00,39.225,15.8,0.0,518.5,0.0,712.535736,-518.5,-23.425,-712.535736,-1254.460736
2026-01-06 19:00:00+00:00,32.1,42.475,0.0,512.75,0.0,694.660309,-512.75,10.375,-694.660309,-1197.0353089999999
2026-01-06 20:00:00+00:00,47.425,27.075,0.0,315.125,0.0,727.1610714999999,-315.125,-20.349999999999998,-727.1610714999999,-1062.6360715
2026-01-06 21:00:00+00:00,98.4,0.0,0.0,359.5,0.0,726.36543275,-359.5,-98.4,-726.36543275,-1184.26543275
2026-01-06 22:00:00+00:00,20.225,51.849999999999994,0.0,349.375,0.0,726.26551825,-349.375,31.624999999999993,-726.26551825,-1044.01551825
2026-01-06 23:00:00+00:00,180.75,0.0,0.0,558.5,0.0,732.82450825,-558.5,-180.75,-732.82450825,-1472.07450825
2026-01-07 00:00:00+00:00,128.95,0.0,0.0,577.25,0.0,732.8480832500001,-577.25,-128.95,-732.8480832500001,-1439.0480832500002
2026-01-07 01:00:00+00:00,119.3,0.0,0.0,546.0,0.0,732.842468,-546.0,-119.3,-732.842468,-1398.142468
2026-01-07 02:00:00+00:00,104.025,0.0,0.0,646.5,0.0,732.842468,-646.5,-104.025,-732.842468,-1483.367468
2026-01-07 03:00:00+00:00,143.3,0.0,0.0,626.5,0.0,732.8649595,-626.5,-143.3,-732.8649595,-1502.6649595
2026-01-07 04:00:00+00:00,44.35,0.95,0.0,448.75,0.0,732.853729,-448.75,-43.4,-732.853729,-1225.003729
2026-01-07 05:00:00+00:00,142.2,0.0,0.0,346.625,0.0,732.8480832500001,-346.625,-142.2,-732.8480832500001,-1221.67308325
2026-01-07 06:00:00+00:00,100.875,0.0,0.0,421.75,0.0,732.9100035,-421.75,-100.875,-732.9100035,-1255.5350035000001
2026-01-07 07:00:00+00:00,144.35,0.0,0.0,389.75,0.0,732.88186625,-389.75,-144.35,-732.88186625,-1266.9818662500002
2026-01-07 08:00:00+00:00,31.075000000000003,4.425,0.0,536.125,0.0,732.83647125,-536.125,-26.650000000000002,-732.83647125,-1295.61147125
2026-01-07 09:00:00+00:00,153.575,0.0,0.0,453.625,0.0,732.949417,-453.625,-153.575,-732.949417,-1340.149417
2026-01-07 10:00:00+00:00,174.075,0.0,0.0,399.625,0.0,732.8874815,-399.625,-174.075,-732.8874815,-1306.5874815000002
2026-01-07 11:00:00+00:00,181.125,0.0,0.0,583.5,0.0,733.101471,-583.5,-181.125,-733.101471,-1497.726471
2026-01-07 12:00:00+00:00,95.8,0.0,0.0,831.5,0.0,733.05078125,-831.5,-95.8,-733.05078125,-1660.35078125
2026-01-07 13:00:00+00:00,0.85,71.2,0.0,1006.0,0.0,732.910034,-1006.0,70.35000000000001,-732.910034,-1668.560034
2026-01-07 14:00:00+00:00,95.8,0.0,0.0,911.5,0.0,732.9325255,-911.5,-95.8,-732.9325255,-1740.2325255
2026-01-07 15:00:00+00:00,3.15,30.05,0.0,797.5,0.0,733.16899125,-797.5,26.900000000000002,-733.16899125,-1503.76899125
