,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Fossil Hard coal,Hydro Water Reservoir,Geothermal,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-02-03 19:00:00+00:00,137.5,15393.25,0.0,1430.75,1622.75,0.0,36.75,25.0,335.75,0.0,6.0,18987.75,130.0,0.0,23570.25,19117.75,23570.25,-4452.5
2026-02-03 20:00:00+00:00,136.75,13291.25,0.0,1279.75,1547.0,0.0,42.0,21.75,115.5,0.0,6.0,16440.0,97.0,0.0,21567.25,16537.0,21567.25,-5030.25
2026-02-03 21:00:00+00:00,136.5,10942.25,0.0,1218.25,1506.5,0.0,46.75,15.0,110.5,0.0,6.0,13981.75,1.0,0.0,19277.0,13982.75,19277.0,-5294.25
2026-02-03 22:00:00+00:00,136.25,9343.5,0.0,1166.75,1510.5,0.0,52.0,15.0,110.0,0.0,6.0,12340.0,0.0,179.5,17716.0,12340.0,17895.5,-5555.5
2026-02-03 23:00:00+00:00,135.5,7959.0,0.0,1128.0,1500.75,0.0,56.0,15.0,80.75,0.0,6.0,10881.0,0.0,131.5,16356.25,10881.0,16487.75,-5606.75
2026-02-04 00:00:00+00:00,136.75,7256.5,0.0,1094.25,1496.75,0.0,55.0,15.0,82.0,0.0,6.0,10142.25,0.0,327.5,15807.25,10142.25,16134.75,-5992.5
2026-02-04 01:00:00+00:00,138.0,7383.75,0.0,1069.5,1496.5,0.0,58.0,15.0,81.5,0.0,6.0,10248.25,0.0,509.75,15566.25,10248.25,16076.0,-5827.75
2026-02-04 02:00:00+00:00,138.0,7362.25,0.0,1063.25,1496.0,0.0,58.25,15.0,82.25,0.0,7.0,10222.0,0.0,675.5,15530.75,10222.0,16206.25,-5984.25
2026-02-04 03:00:00+00:00,137.75,7274.5,0.0,1054.75,1500.25,0.0,63.5,19.0,81.75,0.0,5.5,10137.0,0.0,625.75,15888.25,10137.0,16514.0,-6377.0
2026-02-04 04:00:00+00:00,135.75,7822.5,0.0,1052.5,1484.0,0.0,67.0,26.75,89.25,0.0,6.25,10684.0,0.0,118.5,16933.25,10684.0,17051.75,-6367.75
2026-02-04 05:00:00+00:00,136.5,12403.25,0.0,1127.25,1463.0,0.0,70.75,35.25,102.25,0.0,6.0,15344.25,0.0,127.75,20259.25,15344.25,20387.0,-5042.75
2026-02-04 06:00:00+00:00,138.0,15068.5,0.0,1361.5,1472.75,0.0,71.0,36.0,249.5,0.0,6.0,18403.25,102.25,0.0,24017.25,18505.5,24017.25,-5511.75
2026-02-04 07:00:00+00:00,134.5,15561.0,0.0,1503.75,1454.0,34.5,67.25,32.5,390.25,0.0,6.0,19183.75,741.0,0.0,26793.75,19924.75,26793.75,-6869.0
2026-02-04 08:00:00+00:00,132.75,15797.75,0.0,1549.5,1460.75,278.25,67.25,27.25,396.0,0.0,5.75,19715.25,782.0,0.0,27931.75,20497.25,27931.75,-7434.5
2026-02-04 09:00:00+00:00,133.0,16024.75,0.0,1570.5,1452.75,601.25,68.0,24.0,359.0,0.0,5.0,20238.25,280.5,0.0,28338.25,20518.75,28338.25,-7819.5
2026-02-04 10:00:00+00:00,129.75,15381.5,0.0,1608.25,1459.0,870.25,69.75,24.0,387.0,0.0,5.0,19934.5,0.0,30.25,28347.0,19934.5,28377.25,-8442.75
2026-02-04 11:00:00+00:00,131.0,15170.75,0.0,1334.75,1472.25,1053.75,71.75,24.0,218.0,0.0,5.0,19481.25,0.0,204.0,26805.25,19481.25,27009.25,-7528.0
2026-02-04 12:00:00+00:00,133.5,15330.5,0.0,1319.25,1488.5,996.0,73.25,24.0,158.75,0.0,6.0,19529.75,0.0,126.0,26966.25,19529.75,27092.25,-7562.5
2026-02-04 13:00:00+00:00,136.75,15659.0,0.0,1308.75,1484.75,822.75,72.75,24.0,181.75,0.0,6.0,19696.5,0.0,4.0,27131.25,19696.5,27135.25,-7438.75
2026-02-04 14:00:00+00:00,136.75,15568.0,0.0,1511.25,1481.75,536.5,85.0,24.0,575.75,0.0,5.0,19924.0,308.5,0.0,27009.25,20232.5,27009.25,-6776.75
2026-02-04 15:00:00+00:00,136.5,14627.0,0.0,1567.75,1489.75,188.5,105.0,24.0,350.5,0.0,8.0,18497.0,275.25,0.0,26417.25,18772.25,26417.25,-7645.0
2026-02-04 16:00:00+00:00,135.75,15056.75,0.0,1728.25,1490.25,9.0,106.25,24.0,311.25,0.0,8.25,18869.75,702.75,0.0,25740.25,19572.5,25740.25,-6167.75
2026-02-04 17:00:00+00:00,136.25,15440.0,0.0,1651.25,1490.75,0.0,94.25,24.0,303.25,0.0,8.0,19147.75,770.75,0.0,25489.5,19918.5,25489.5,-5571.0
2026-02-04 18:00:00+00:00,138.5,15053.0,0.0,1524.0,1500.0,0.0,99.25,23.25,196.0,0.0,8.0,18542.0,73.25,0.0,24806.25,18615.25,24806.25,-6191.0
2026-02-04 19:00:00+00:00,138.75,14464.75,0.0,1309.25,1512.75,0.0,105.5,21.0,108.25,0.0,9.0,17669.25,14.75,0.0,23248.5,17684.0,23248.5,-5564.5
2026-02-04 20:00:00+00:00,138.75,11862.0,0.0,1224.25,1517.25,0.0,104.0,20.25,87.75,0.0,7.25,14961.5,83.75,0.0,21479.25,15045.25,21479.25,-6434.0
2026-02-04 21:00:00+00:00,137.5,9668.75,0.0,1203.75,1505.5,0.0,103.5,15.0,88.25,0.0,7.5,12729.75,0.0,9.5,19378.75,12729.75,19388.25,-6658.5
2026-02-04 22:00:00+00:00,136.0,8996.5,0.0,1143.5,1505.5,0.0,99.5,15.0,89.0,0.0,6.0,11991.0,0.0,19.0,17916.75,11991.0,17935.75,-5944.75
2026-02-04 23:00:00+00:00,137.0,7773.25,0.0,1125.5,1494.5,0.0,92.5,15.0,85.5,0.0,6.0,10729.25,0.0,199.5,16818.75,10729.25,17018.25,-6289.0
2026-02-05 00:00:00+00:00,138.0,7029.25,0.0,1114.25,1497.75,0.0,84.5,15.0,85.0,0.0,6.0,9969.75,0.0,343.25,16022.75,9969.75,16366.0,-6396.25
2026-02-05 01:00:00+00:00,138.0,7305.25,0.0,1090.25,1497.5,0.0,70.25,15.0,84.5,0.0,6.0,10206.75,0.0,757.75,15754.75,10206.75,16512.5,-6305.75
2026-02-05 02:00:00+00:00,138.0,7365.75,0.0,1072.5,1501.25,0.0,71.5,15.0,84.25,0.0,6.0,10254.25,0.0,743.25,15681.5,10254.25,16424.75,-6170.5
2026-02-05 03:00:00+00:00,135.75,7032.0,0.0,1062.5,1510.0,0.0,43.75,15.0,85.5,0.0,6.0,9890.5,0.0,374.25,15873.25,9890.5,16247.5,-6357.0
2026-02-05 04:00:00+00:00,134.25,8437.0,0.0,1070.75,1490.5,0.0,18.0,22.0,85.0,0.0,6.0,11263.5,73.0,0.0,17007.75,11336.5,17007.75,-5671.25
2026-02-05 05:00:00+00:00,137.25,12407.0,0.0,1148.75,1476.5,0.0,2.5,30.25,94.25,0.0,6.0,15302.5,45.0,0.0,20508.75,15347.5,20508.75,-5161.25
2026-02-05 06:00:00+00:00,118.5,14349.75,0.0,1374.25,1478.0,10.5,1.0,31.0,249.25,0.0,5.75,17618.0,213.25,0.0,24207.75,17831.25,24207.75,-6376.5
2026-02-05 07:00:00+00:00,107.25,14677.25,0.0,1610.25,1439.75,554.25,1.5,28.25,351.75,0.0,5.5,18775.75,432.5,0.0,26624.5,19208.25,26624.5,-7416.25
2026-02-05 08:00:00+00:00,109.5,14819.75,0.0,1514.75,1443.75,1873.75,11.0,26.0,244.5,0.0,6.0,20049.0,296.25,0.0,26979.5,20345.25,26979.5,-6634.25
2026-02-05 09:00:00+00:00,108.0,14175.0,0.0,1417.0,1530.75,3557.5,16.5,25.25,119.25,0.0,6.75,20956.0,0.0,6.75,26562.0,20956.0,26568.75,-5612.75
2026-02-05 10:00:00+00:00,110.75,12834.75,0.0,1263.5,1529.75,4301.75,49.25,21.0,79.25,0.0,3.75,20193.75,0.0,1.75,25627.5,20193.75,25629.25,-5435.5
2026-02-05 11:00:00+00:00,112.5,11476.25,0.0,1217.75,1541.5,4531.75,72.25,21.0,77.0,0.0,3.75,19053.75,0.0,200.75,23575.0,19053.75,23775.75,-4722.0
2026-02-05 12:00:00+00:00,115.0,11580.75,0.0,1237.5,1559.25,4246.5,97.5,21.0,77.0,0.0,5.75,18940.25,0.0,401.75,23392.75,18940.25,23794.5,-4854.25
2026-02-05 13:00:00+00:00,116.75,12706.25,0.0,1195.75,1575.75,3617.25,106.75,21.0,78.0,0.0,6.0,19423.5,0.0,218.5,23937.0,19423.5,24155.5,-4732.0
2026-02-05 14:00:00+00:00,114.5,13778.0,0.0,1212.75,1584.25,2287.5,114.0,21.0,99.25,0.0,3.75,19215.0,297.25,0.0,23996.75,19512.25,23996.75,-4484.5
2026-02-05 15:00:00+00:00,112.5,14717.75,0.0,1386.5,1592.75,760.75,118.75,21.0,201.5,0.0,6.25,18917.75,505.75,0.0,24331.25,19423.5,24331.25,-4907.75
2026-02-05 16:00:00+00:00,110.75,14376.5,0.0,1629.25,1611.5,41.5,115.25,21.0,349.75,0.0,7.5,18263.0,354.0,0.0,24277.5,18617.0,24277.5,-5660.5
2026-02-05 17:00:00+00:00,110.5,13944.0,0.0,1800.25,1611.0,0.0,105.0,21.0,392.25,0.0,8.0,17992.0,732.0,0.0,24734.25,18724.0,24734.25,-6010.25
2026-02-05 18:00:00+00:00,113.25,14216.25,0.0,1692.0,1557.25,0.0,41.5,21.0,443.75,0.0,5.5,18090.5,185.25,0.0,24286.0,18275.75,24286.0,-6010.25
2026-02-05 19:00:00+00:00,112.25,14001.25,0.0,1550.0,1526.0,0.0,33.0,20.25,243.5,0.0,3.0,17489.25,145.5,0.0,22919.75,17634.75,22919.75,-5285.0
2026-02-05 20:00:00+00:00,113.75,12348.75,0.0,1379.5,1526.0,0.0,49.0,15.0,92.25,0.0,4.75,15529.0,86.25,0.0,21236.25,15615.25,21236.25,-5621.0
2026-02-05 21:00:00+00:00,113.25,9819.25,0.0,1254.75,1509.5,0.0,21.25,15.0,87.25,0.0,4.25,12824.5,0.0,3.0,19237.25,12824.5,19240.25,-6415.75
2026-02-05 22:00:00+00:00,113.5,8277.5,0.0,1218.5,1513.5,0.0,37.25,15.0,87.75,0.0,4.0,11267.0,0.0,4.75,17832.25,11267.0,17837.0,-6570.0
2026-02-05 23:00:00+00:00,119.75,7412.25,0.0,1229.5,1506.5,0.0,90.25,15.0,43.5,0.0,5.5,10422.25,0.0,322.75,16706.5,10422.25,17029.25,-6607.0
2026-02-06 00:00:00+00:00,126.5,6141.25,0.0,1213.5,1511.0,0.0,115.5,15.0,42.75,0.0,4.25,9169.75,99.5,0.0,16112.25,9269.25,16112.25,-6843.0
2026-02-06 01:00:00+00:00,126.75,6389.25,0.0,1185.0,1515.25,0.0,124.25,15.0,42.5,0.0,3.0,9401.0,0.0,333.75,15669.0,9401.0,16002.75,-6601.75
2026-02-06 02:00:00+00:00,134.25,6908.25,0.0,1149.25,1511.25,0.0,130.25,15.0,42.25,0.0,4.0,9894.5,0.0,649.5,15495.25,9894.5,16144.75,-6250.25
2026-02-06 03:00:00+00:00,137.75,6871.75,0.0,1150.0,1523.25,0.0,126.0,15.0,42.5,0.0,6.0,9872.25,0.0,614.5,15777.5,9872.25,16392.0,-6519.75
2026-02-06 04:00:00+00:00,135.25,7265.75,0.0,1162.25,1511.5,0.0,129.0,15.0,45.5,0.0,7.0,10271.25,0.0,344.5,16694.5,10271.25,17039.0,-6767.75
2026-02-06 05:00:00+00:00,135.75,11383.25,0.0,1240.75,1502.75,0.0,122.5,18.75,46.75,0.0,7.0,14457.5,25.5,0.0,20082.75,14483.0,20082.75,-5599.75
2026-02-06 06:00:00+00:00,136.75,14126.0,0.0,1453.0,1498.0,2.75,107.0,21.0,264.75,0.0,5.5,17614.75,87.0,0.0,23707.5,17701.75,23707.5,-6005.75
2026-02-06 07:00:00+00:00,137.25,14911.0,0.0,1798.5,1484.25,250.25,102.5,21.0,370.25,0.0,3.75,19078.75,759.5,0.0,26262.75,19838.25,26262.75,-6424.5
2026-02-06 08:00:00+00:00,119.0,14262.75,0.0,1999.75,1473.75,1018.75,110.75,21.0,504.0,0.0,7.25,19517.0,774.5,0.0,27030.0,20291.5,27030.0,-6738.5
2026-02-06 09:00:00+00:00,116.5,13233.75,0.0,1738.0,1478.0,1908.5,100.0,20.25,306.25,0.0,6.75,18908.0,478.25,0.0,26698.25,19386.25,26698.25,-7312.0
2026-02-06 10:00:00+00:00,116.25,13777.5,0.0,1534.75,1480.75,2543.25,82.25,16.0,278.75,0.0,5.5,19835.0,357.0,0.0,26156.0,20192.0,26156.0,-5964.0
2026-02-06 11:00:00+00:00,119.0,13473.75,0.0,1444.0,1490.75,2990.0,33.5,15.75,185.0,0.0,5.25,19757.0,1.25,0.0,24188.5,19758.25,24188.5,-4430.25
2026-02-06 12:00:00+00:00,127.0,12627.75,0.0,1355.5,1493.5,3055.25,7.75,15.0,147.5,0.0,7.0,18836.25,29.0,0.0,23607.0,18865.25,23607.0,-4741.75
2026-02-06 13:00:00+00:00,132.25,13138.75,0.0,1314.25,1493.0,2891.75,2.75,15.0,127.0,0.0,5.75,19120.5,185.5,0.0,23556.5,19306.0,23556.5,-4250.5
2026-02-06 14:00:00+00:00,126.0,13987.75,0.0,1361.0,1487.0,1916.5,5.25,15.0,183.5,0.0,5.5,19087.5,13.0,0.0,23426.0,19100.5,23426.0,-4325.5
2026-02-06 15:00:00+00:00,116.5,14146.25,0.0,1499.0,1495.25,716.5,6.0,15.0,185.25,0.0,6.25,18186.0,101.25,0.0,23366.75,18287.25,23366.75,-5079.5
2026-02-06 16:00:00+00:00,117.5,14621.25,0.0,1648.5,1517.25,60.5,10.75,15.0,242.5,0.0,6.75,18240.0,52.5,0.0,23544.25,18292.5,23544.25,-5251.75
2026-02-06 17:00:00+00:00,115.75,14248.75,0.0,1779.5,1526.0,0.0,23.25,15.0,296.0,0.0,7.25,18011.5,90.5,0.0,23950.75,18102.0,23950.75,-5848.75
2026-02-06 18:00:00+00:00,119.5,14342.0,0.0,1712.75,1533.0,0.0,33.25,15.0,248.75,0.0,9.0,18013.25,127.25,0.0,23576.25,18140.5,23576.25,-5435.75
2026-02-06 19:00:00+00:00,130.25,13288.25,0.0,1584.0,1517.75,0.0,39.0,15.0,215.0,0.0,9.0,16798.25,116.0,0.0,22253.5,16914.25,22253.5,-5339.25
2026-02-06 20:00:00+00:00,134.25,10971.25,0.0,1416.25,1536.0,0.0,44.0,15.0,154.5,0.0,9.75,14281.0,90.75,0.0,20775.75,14371.75,20775.75,-6404.0
2026-02-06 21:00:00+00:00,135.5,9358.0,0.0,1281.5,1527.0,0.0,43.0,15.0,69.25,0.0,8.25,12437.5,0.0,178.0,18957.5,12437.5,19135.5,-6698.0
2026-02-06 22:00:00+00:00,132.0,8034.5,0.0,1236.25,1523.0,0.0,41.75,15.0,68.25,0.0,8.0,11058.75,0.0,401.0,17603.0,11058.75,18004.0,-6945.25
2026-02-06 23:00:00+00:00,134.0,6334.5,0.0,1196.5,1519.5,0.0,46.5,15.0,30.5,0.0,8.75,9285.25,0.0,292.5,16474.0,9285.25,16766.5,-7481.25
2026-02-07 00:00:00+00:00,134.25,5709.5,0.0,1189.5,1519.0,0.0,56.25,15.0,30.0,0.0,8.0,8661.5,0.0,274.0,15665.5,8661.5,15939.5,-7278.0
2026-02-07 01:00:00+00:00,133.5,6095.0,0.0,1177.75,1514.75,0.0,33.75,15.0,30.5,0.0,8.0,9008.25,0.0,877.0,15253.5,9008.25,16130.5,-7122.25
2026-02-07 02:00:00+00:00,134.5,5922.75,0.0,1173.25,1519.25,0.0,27.0,15.0,30.5,0.0,6.75,8829.0,0.0,1076.5,15035.5,8829.0,16112.0,-7283.0
2026-02-07 03:00:00+00:00,133.25,5559.75,0.0,1188.5,1519.25,0.0,44.25,15.0,30.75,0.0,5.0,8495.75,0.0,862.5,15042.25,8495.75,15904.75,-7409.0
2026-02-07 04:00:00+00:00,124.75,5659.75,0.0,1187.25,1521.0,0.0,42.0,15.0,30.75,0.0,5.75,8586.25,10.0,0.0,15431.25,8596.25,15431.25,-6835.0
2026-02-07 05:00:00+00:00,128.75,7406.0,0.0,1198.25,1504.25,0.0,35.0,15.0,45.0,0.0,6.25,10338.5,0.0,104.0,16770.75,10338.5,16874.75,-6536.25
2026-02-07 06:00:00+00:00,130.25,8372.0,0.0,1305.5,1503.25,26.5,24.5,15.0,81.0,0.0,5.25,11463.25,158.5,0.0,18264.75,11621.75,18264.75,-6643.0
2026-02-07 07:00:00+00:00,132.0,8459.5,0.0,1419.5,1509.75,788.75,24.25,15.0,108.75,0.0,6.0,12463.5,281.75,0.0,19513.5,12745.25,19513.5,-6768.25
2026-02-07 08:00:00+00:00,136.0,8396.75,0.0,1349.75,1522.0,2004.75,16.25,15.0,88.0,0.0,6.0,13534.5,122.25,0.0,20229.25,13656.75,20229.25,-6572.5
2026-02-07 09:00:00+00:00,137.5,7947.5,0.0,1114.0,1512.25,2868.75,13.25,15.0,67.5,0.0,6.0,13681.75,0.0,1.25,19983.75,13681.75,19985.0,-6303.25
2026-02-07 10:00:00+00:00,135.5,7994.5,0.0,1005.0,1519.0,3464.75,11.0,15.0,71.25,0.0,5.75,14221.75,0.0,33.75,19252.75,14221.75,19286.5,-5064.75
2026-02-07 11:00:00+00:00,137.25,6959.25,0.0,979.75,1526.5,3639.75,7.25,15.0,60.75,0.0,6.25,13331.75,0.0,202.75,17854.5,13331.75,18057.25,-4725.5
2026-02-07 12:00:00+00:00,136.5,6848.25,0.0,992.75,1522.75,3167.25,13.25,15.0,58.75,0.0,7.0,12761.5,0.0,695.75,16988.0,12761.5,17683.75,-4922.25
2026-02-07 13:00:00+00:00,135.5,7654.25,0.0,999.0,1515.75,2580.5,4.25,15.0,60.75,0.0,7.0,12972.0,124.25,0.0,17101.0,13096.25,17101.0,-4004.75
2026-02-07 14:00:00+00:00,133.5,8556.25,0.0,1027.75,1506.0,1739.25,3.0,15.0,60.0,0.0,7.5,13048.25,109.75,0.0,17167.5,13158.0,17167.5,-4009.5
2026-02-07 15:00:00+00:00,134.25,8969.75,0.0,1280.75,1516.75,645.25,3.5,15.0,91.5,0.0,8.0,12664.75,383.75,0.0,17440.25,13048.5,17440.25,-4391.75
2026-02-07 16:00:00+00:00,134.0,8951.75,0.0,1541.25,1530.5,47.75,6.25,15.0,285.0,0.0,8.25,12519.75,538.5,0.0,18491.0,13058.25,18491.0,-5432.75
2026-02-07 17:00:00+00:00,133.25,9096.0,0.0,1649.25,1540.0,0.0,2.75,15.0,203.25,0.0,6.0,12645.5,751.5,0.0,19699.75,13397.0,19699.75,-6302.75
2026-02-07 18:00:00+00:00,134.0,9269.0,0.0,1551.0,1534.5,0.0,1.0,15.0,121.75,0.0,7.0,12633.25,287.75,0.0,19772.0,12921.0,19772.0,-6851.0
2026-02-07 19:00:00+00:00,133.0,9125.0,0.0,1477.5,1538.0,0.0,1.0,15.0,115.75,0.0,9.0,12414.25,203.0,0.0,18617.75,12617.25,18617.75,-6000.5
2026-02-07 20:00:00+00:00,133.5,8461.0,0.0,1372.5,1542.75,0.0,2.25,15.0,82.25,0.0,9.0,11618.25,73.25,0.0,17510.5,11691.5,17510.5,-5819.0
2026-02-07 21:00:00+00:00,134.75,7306.25,0.0,1209.75,1519.25,0.0,6.0,15.0,67.75,0.0,6.75,10265.5,0.0,1.5,16107.0,10265.5,16108.5,-5843.0
2026-02-07 22:00:00+00:00,134.25,6052.75,0.0,1206.0,1521.25,0.0,8.75,15.0,68.0,0.0,7.0,9013.0,0.0,166.25,15054.25,9013.0,15220.5,-6207.5
2026-02-07 23:00:00+00:00,134.5,4723.5,0.0,1163.5,1510.25,0.0,4.0,15.0,60.5,0.0,8.5,7619.75,0.0,62.5,14186.25,7619.75,14248.75,-6629.0
2026-02-08 00:00:00+00:00,134.25,4420.5,0.0,1158.25,1514.75,0.0,2.25,15.0,64.25,0.0,8.5,7317.75,0.0,434.75,13446.25,7317.75,13881.0,-6563.25
2026-02-08 01:00:00+00:00,135.75,4057.25,0.0,1149.75,1509.5,0.0,1.0,15.0,65.0,0.0,8.0,6941.25,0.0,626.75,13044.75,6941.25,13671.5,-6730.25
2026-02-08 02:00:00+00:00,133.5,4236.25,0.0,1141.0,1501.75,0.0,1.25,15.0,67.0,0.0,6.25,7102.0,0.0,541.75,12802.25,7102.0,13344.0,-6242.0
2026-02-08 03:00:00+00:00,132.75,4358.75,0.0,1135.75,1528.0,0.0,1.0,15.0,64.75,0.0,7.0,7243.0,0.0,273.0,12843.0,7243.0,13116.0,-5873.0
2026-02-08 04:00:00+00:00,133.25,4745.0,0.0,1152.0,1523.5,0.0,1.0,15.0,67.0,0.0,9.0,7645.75,76.0,0.0,13321.0,7721.75,13321.0,-5599.25
2026-02-08 05:00:00+00:00,134.25,5921.0,0.0,1234.25,1497.0,0.0,1.0,15.0,80.5,0.0,8.75,8891.75,0.0,19.25,14167.5,8891.75,14186.75,-5295.0
2026-02-08 06:00:00+00:00,134.25,5774.5,0.0,1264.0,1512.25,20.5,1.0,15.0,115.5,0.0,6.75,8843.75,23.5,0.0,14752.0,8867.25,14752.0,-5884.75
2026-02-08 07:00:00+00:00,136.25,5667.75,0.0,1296.0,1516.5,519.25,1.0,15.0,97.25,0.0,6.75,9255.75,0.0,82.25,15457.0,9255.75,15539.25,-6283.5
2026-02-08 08:00:00+00:00,136.25,5684.75,0.0,1294.5,1521.75,1469.5,1.5,15.0,86.5,0.0,7.0,10216.75,0.0,59.0,16448.5,10216.75,16507.5,-6290.75
2026-02-08 09:00:00+00:00,134.75,5386.75,0.0,1247.5,1521.5,2404.75,1.0,15.0,66.5,0.0,6.75,10784.5,0.0,5.0,16805.75,10784.5,16810.75,-6026.25
2026-02-08 10:00:00+00:00,135.5,5312.5,0.0,1170.0,1513.5,2924.5,1.0,15.0,67.0,0.0,6.25,11145.25,1.0,0.0,16720.0,11146.25,16720.0,-5573.75
2026-02-08 11:00:00+00:00,134.25,5719.75,0.0,1093.25,1519.75,2991.25,1.0,15.0,49.25,0.0,6.0,11529.5,178.5,0.0,16394.25,11708.0,16394.25,-4686.25
2026-02-08 12:00:00+00:00,136.25,5466.0,0.0,1083.25,1521.0,2730.75,1.5,15.0,50.0,0.0,4.25,11008.0,16.75,0.0,15563.25,11024.75,15563.25,-4538.5
2026-02-08 13:00:00+00:00,135.0,5746.75,0.0,1087.0,1517.0,2372.5,1.0,15.0,52.75,0.0,4.0,10931.0,0.0,5.0,15510.0,10931.0,15515.0,-4584.0
2026-02-08 14:00:00+00:00,134.0,5816.25,0.0,1117.0,1514.75,1642.75,1.5,15.0,54.5,0.0,4.5,10300.25,0.0,59.25,15579.5,10300.25,15638.75,-5338.5
2026-02-08 15:00:00+00:00,134.75,6506.5,0.0,1200.0,1518.75,644.5,2.25,15.0,54.0,0.0,8.0,10083.75,0.0,91.0,15845.25,10083.75,15936.25,-5852.5
2026-02-08 16:00:00+00:00,133.0,7587.5,0.0,1358.25,1530.25,48.5,7.25,15.0,94.0,0.0,8.0,10781.75,205.0,0.0,16762.0,10986.75,16762.0,-5775.25
2026-02-08 17:00:00+00:00,134.25,7972.0,0.0,1367.0,1538.75,0.0,6.0,15.0,156.0,0.0,6.25,11195.25,699.5,0.0,18279.5,11894.75,18279.5,-6384.75
2026-02-08 18:00:00+00:00,136.0,7806.5,0.0,1428.0,1546.0,0.0,2.0,15.0,251.75,0.0,7.75,11193.0,705.5,0.0,18660.75,11898.5,18660.75,-6762.25
2026-02-08 19:00:00+00:00,134.5,7773.5,0.0,1343.0,1548.0,0.0,16.75,15.0,109.0,0.0,7.75,10947.5,388.0,0.0,17865.25,11335.5,17865.25,-6529.75
2026-02-08 20:00:00+00:00,134.75,7757.25,0.0,1244.5,1543.0,0.0,16.75,15.0,67.75,0.0,5.25,10784.25,86.5,0.0,16848.75,10870.75,16848.75,-5978.0
2026-02-08 21:00:00+00:00,135.25,7158.75,0.0,1167.75,1518.75,0.0,11.25,15.0,66.0,0.0,6.0,10078.75,0.0,7.0,15617.5,10078.75,15624.5,-5545.75
2026-02-08 22:00:00+00:00,134.25,6874.25,0.0,1146.75,1515.75,0.0,15.75,15.0,62.0,0.0,6.0,9769.75,0.0,1.5,14562.0,9769.75,14563.5,-4793.75
2026-02-08 23:00:00+00:00,135.5,6065.5,0.0,1110.0,1511.5,0.0,38.0,15.0,61.25,0.0,7.0,8943.75,0.0,104.5,13665.75,8943.75,13770.25,-4826.5
2026-02-09 00:00:00+00:00,137.25,5839.25,0.0,1059.0,1506.0,0.0,70.5,15.0,61.5,0.0,7.0,8695.5,0.0,582.5,13187.0,8695.5,13769.5,-5074.0
2026-02-09 01:00:00+00:00,137.25,5530.0,0.0,1023.5,1509.75,0.0,69.0,15.0,62.0,0.0,7.0,8353.5,0.0,606.75,12941.25,8353.5,13548.0,-5194.5
2026-02-09 02:00:00+00:00,137.25,5447.0,0.0,1030.25,1508.5,0.0,65.75,15.0,62.5,0.0,7.0,8273.25,0.0,431.75,12969.25,8273.25,13401.0,-5127.75
2026-02-09 03:00:00+00:00,138.0,5838.25,0.0,1008.5,1523.0,0.0,60.75,15.0,60.75,0.0,6.75,8651.0,0.0,235.75,13326.5,8651.0,13562.25,-4911.25
2026-02-09 04:00:00+00:00,135.75,7159.75,0.0,1005.25,1517.5,0.0,65.5,19.25,63.0,0.0,7.25,9973.25,0.0,32.0,14846.5,9973.25,14878.5,-4905.25
2026-02-09 05:00:00+00:00,136.5,11626.75,0.0,1160.5,1494.75,0.0,67.25,26.0,126.0,0.0,5.75,14643.5,34.75,0.0,18959.5,14678.25,18959.5,-4281.25
2026-02-09 06:00:00+00:00,138.0,14647.5,0.0,1531.5,1471.75,11.75,68.75,25.25,353.25,0.0,5.5,18253.25,500.25,0.0,22613.75,18753.5,22613.75,-3860.25
2026-02-09 07:00:00+00:00,136.75,15301.25,0.0,1879.0,1456.5,412.25,63.5,21.0,624.0,0.0,5.25,19899.5,1435.5,0.0,25125.25,21335.0,25125.25,-3790.25
2026-02-09 08:00:00+00:00,133.75,15337.25,0.0,1803.5,1465.5,1192.5,66.25,20.0,400.5,0.0,7.0,20426.25,950.75,0.0,26196.75,21377.0,26196.75,-4819.75
2026-02-09 09:00:00+00:00,132.25,15531.0,0.0,1585.25,1461.25,1734.25,64.25,17.0,260.25,0.0,6.75,20792.25,296.5,0.0,25990.25,21088.75,25990.25,-4901.5
2026-02-09 10:00:00+00:00,131.75,15263.25,0.0,1348.75,1462.25,2310.5,65.25,17.0,156.75,0.0,6.5,20762.0,29.5,0.0,25444.75,20791.5,25444.75,-4653.25
2026-02-09 11:00:00+00:00,132.0,14574.75,0.0,1176.75,1476.0,2674.75,74.75,17.0,56.75,0.0,7.25,20190.0,0.0,348.5,23696.0,20190.0,24044.5,-3854.5
2026-02-09 12:00:00+00:00,131.5,14633.25,0.0,1136.25,1481.75,2392.5,70.25,17.0,54.75,0.0,10.25,19927.5,0.0,459.25,23440.0,19927.5,23899.25,-3971.75
2026-02-09 13:00:00+00:00,131.0,15050.25,0.0,1118.5,1481.5,2222.5,64.25,17.0,54.75,0.0,11.25,20151.0,0.0,314.25,23968.5,20151.0,24282.75,-4131.75
2026-02-09 14:00:00+00:00,130.5,15116.25,0.0,1183.0,1493.25,1614.0,44.0,17.0,95.25,0.0,9.5,19702.75,0.0,2.75,24038.75,19702.75,24041.5,-4338.75
2026-02-09 15:00:00+00:00,132.5,15163.0,0.0,1584.0,1492.0,660.25,40.5,16.5,316.0,0.0,8.0,19412.75,471.25,0.0,24222.0,19884.0,24222.0,-4338.0
