,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Hydro Water Reservoir,Geothermal,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-02-02 13:00:00+00:00,0.0,896.0,231.0,73.75,712.5,33.75,60.25,589.0,2596.25,0.0,0.25,4075.75,2596.25,4076.0,-1479.75
2026-02-02 14:00:00+00:00,0.0,910.75,257.5,75.75,408.5,35.25,94.25,587.75,2369.75,3.75,0.0,4041.5,2373.5,4041.5,-1668.0
2026-02-02 15:00:00+00:00,0.0,916.5,273.5,78.25,118.0,43.0,95.0,586.75,2111.0,4.0,0.0,3946.75,2115.0,3946.75,-1831.75
2026-02-02 16:00:00+00:00,0.0,907.0,275.25,78.5,4.75,56.25,95.0,587.75,2004.5,11.25,0.0,3892.75,2015.75,3892.75,-1877.0
2026-02-02 17:00:00+00:00,0.0,920.25,273.75,76.75,0.0,74.0,95.0,588.25,2028.0,16.5,0.0,3831.0,2044.5,3831.0,-1786.5
2026-02-02 18:00:00+00:00,0.0,921.25,267.0,77.75,0.0,90.75,95.0,587.0,2038.75,2.75,0.0,3745.75,2041.5,3745.75,-1704.25
2026-02-02 19:00:00+00:00,0.0,904.75,274.25,78.0,0.0,97.75,95.25,586.75,2036.75,0.0,0.0,3516.0,2036.75,3516.0,-1479.25
2026-02-02 20:00:00+00:00,0.0,887.75,272.0,78.25,0.0,105.25,86.25,586.25,2015.75,0.0,0.0,3284.75,2015.75,3284.75,-1269.0
2026-02-02 21:00:00+00:00,0.0,729.5,247.5,77.5,0.0,111.25,52.75,586.0,1804.5,0.0,0.0,2928.25,1804.5,2928.25,-1123.75
2026-02-02 22:00:00+00:00,0.0,621.0,242.25,78.25,0.0,111.5,52.0,586.0,1691.0,0.0,0.25,2651.25,1691.0,2651.5,-960.5
2026-02-02 23:00:00+00:00,0.0,644.25,246.75,80.0,0.0,97.25,67.75,583.0,1719.0,0.0,17.0,2433.25,1719.0,2450.25,-731.25
2026-02-03 00:00:00+00:00,0.0,593.25,250.0,81.0,0.0,94.25,68.25,583.0,1669.75,0.0,14.5,2301.0,1669.75,2315.5,-645.75
2026-02-03 01:00:00+00:00,0.0,563.0,250.75,80.25,0.0,109.0,68.0,583.0,1654.0,0.0,7.5,2281.5,1654.0,2289.0,-635.0
2026-02-03 02:00:00+00:00,0.0,561.0,253.5,81.5,0.0,109.75,68.0,582.25,1656.0,0.0,4.25,2293.75,1656.0,2298.0,-642.0
2026-02-03 03:00:00+00:00,0.0,597.25,255.75,80.5,0.0,117.25,68.0,582.0,1700.75,0.0,12.0,2311.75,1700.75,2323.75,-623.0
2026-02-03 04:00:00+00:00,0.0,650.0,257.75,81.0,0.0,126.25,68.0,581.5,1764.5,0.0,9.5,2473.75,1764.5,2483.25,-718.75
2026-02-03 05:00:00+00:00,0.0,814.5,242.25,81.75,0.0,139.0,38.75,580.75,1897.0,0.0,0.0,2936.25,1897.0,2936.25,-1039.25
2026-02-03 06:00:00+00:00,0.0,854.0,248.5,80.5,2.0,141.25,38.0,579.25,1943.5,11.25,0.0,3474.0,1954.75,3474.0,-1519.25
2026-02-03 07:00:00+00:00,0.0,925.0,260.0,80.25,57.5,133.25,46.0,578.5,2080.5,14.0,0.0,4014.75,2094.5,4014.75,-1920.25
2026-02-03 08:00:00+00:00,0.0,926.0,250.0,80.25,161.0,127.5,46.0,570.75,2161.5,8.5,0.0,4296.5,2170.0,4296.5,-2126.5
2026-02-03 09:00:00+00:00,0.0,920.0,251.0,75.75,346.5,125.0,46.0,567.5,2331.75,0.0,0.0,4327.75,2331.75,4327.75,-1996.0
2026-02-03 10:00:00+00:00,0.0,922.0,260.0,76.75,421.0,104.25,45.75,568.75,2398.5,3.5,0.0,4327.75,2402.0,4327.75,-1925.75
2026-02-03 11:00:00+00:00,0.0,922.0,262.25,77.25,407.75,77.0,38.25,569.5,2354.0,0.0,0.0,4150.75,2354.0,4150.75,-1796.75
2026-02-03 12:00:00+00:00,0.0,922.0,262.0,73.75,367.75,63.0,38.0,570.0,2296.5,0.0,0.0,4009.75,2296.5,4009.75,-1713.25
2026-02-03 13:00:00+00:00,0.0,922.0,263.25,73.75,323.0,61.75,38.0,569.0,2250.75,0.0,0.0,4142.0,2250.75,4142.0,-1891.25
2026-02-03 14:00:00+00:00,0.0,921.0,264.75,76.5,186.0,50.75,38.0,570.0,2107.0,0.0,1.0,4006.75,2107.0,4007.75,-1900.75
2026-02-03 15:00:00+00:00,0.0,923.5,265.75,76.75,61.5,27.0,38.0,577.75,1970.25,4.25,0.0,3881.0,1974.5,3881.0,-1906.5
2026-02-03 16:00:00+00:00,0.0,922.75,272.0,75.25,2.75,27.5,38.0,588.75,1927.0,4.5,0.0,3773.25,1931.5,3773.25,-1841.75
2026-02-03 17:00:00+00:00,0.0,892.0,275.0,76.75,0.0,24.75,38.0,589.0,1895.5,0.5,0.0,3704.0,1896.0,3704.0,-1808.0
2026-02-03 18:00:00+00:00,0.0,868.5,276.25,78.75,0.0,11.5,38.0,587.75,1860.75,2.0,0.0,3602.75,1862.75,3602.75,-1740.0
2026-02-03 19:00:00+00:00,0.0,856.0,292.0,79.0,0.0,12.75,38.0,587.75,1865.5,0.0,0.0,3361.25,1865.5,3361.25,-1495.75
2026-02-03 20:00:00+00:00,0.0,892.0,288.5,79.5,0.0,12.25,30.0,590.0,1892.25,0.0,0.0,3130.0,1892.25,3130.0,-1237.75
2026-02-03 21:00:00+00:00,0.0,827.5,284.0,80.75,0.0,21.75,30.0,590.0,1834.0,0.0,0.0,2837.75,1834.0,2837.75,-1003.75
2026-02-03 22:00:00+00:00,0.0,644.5,283.0,81.0,0.0,14.25,30.0,590.25,1643.0,0.0,0.0,2612.25,1643.0,2612.25,-969.25
2026-02-03 23:00:00+00:00,0.0,609.5,286.5,80.5,0.0,17.75,41.0,591.0,1626.25,0.0,1.75,2390.0,1626.25,2391.75,-765.5
2026-02-04 00:00:00+00:00,0.0,555.25,300.0,82.0,0.0,22.25,56.0,591.75,1607.25,0.0,11.25,2309.75,1607.25,2321.0,-713.75
2026-02-04 01:00:00+00:00,0.0,555.25,300.5,82.5,0.0,25.0,56.0,592.0,1611.25,0.0,11.75,2264.75,1611.25,2276.5,-665.25
2026-02-04 02:00:00+00:00,0.0,557.75,301.0,82.0,0.0,30.0,56.0,591.75,1618.5,0.0,14.5,2285.0,1618.5,2299.5,-681.0
2026-02-04 03:00:00+00:00,0.0,559.5,301.75,82.25,0.0,55.5,56.0,592.0,1647.0,0.0,16.75,2329.25,1647.0,2346.0,-699.0
2026-02-04 04:00:00+00:00,0.0,559.5,304.0,80.75,0.0,66.5,56.0,591.0,1657.75,0.0,0.25,2543.75,1657.75,2544.0,-886.25
2026-02-04 05:00:00+00:00,0.0,784.5,307.25,84.25,0.0,70.25,56.0,590.0,1892.25,0.0,0.0,3037.75,1892.25,3037.75,-1145.5
2026-02-04 06:00:00+00:00,0.0,897.75,315.75,83.5,0.5,61.25,56.75,589.0,2004.5,0.25,0.0,3511.5,2004.75,3511.5,-1506.75
2026-02-04 07:00:00+00:00,0.0,887.5,329.75,84.5,10.75,50.0,64.0,588.75,2015.25,16.75,0.0,3997.75,2032.0,3997.75,-1965.75
2026-02-04 08:00:00+00:00,0.0,928.5,326.25,82.25,60.25,50.0,66.25,589.75,2103.25,16.75,0.0,4355.0,2120.0,4355.0,-2235.0
2026-02-04 09:00:00+00:00,0.0,930.5,336.5,80.25,140.5,68.0,64.0,589.0,2208.75,1.0,0.0,4415.5,2209.75,4415.5,-2205.75
2026-02-04 10:00:00+00:00,0.0,924.5,344.0,81.0,210.25,64.25,64.0,589.0,2277.0,1.25,0.0,4500.75,2278.25,4500.75,-2222.5
2026-02-04 11:00:00+00:00,0.0,924.0,350.75,86.0,224.75,68.25,64.0,589.0,2306.75,0.0,3.0,4320.5,2306.75,4323.5,-2016.75
2026-02-04 12:00:00+00:00,0.0,922.25,356.0,84.0,193.25,59.0,64.0,589.0,2267.5,8.0,0.0,4223.0,2275.5,4223.0,-1947.5
2026-02-04 13:00:00+00:00,0.0,927.0,339.25,81.75,149.75,55.5,67.25,589.0,2209.5,0.0,0.0,4221.75,2209.5,4221.75,-2012.25
2026-02-04 14:00:00+00:00,0.0,927.0,355.75,80.0,94.0,44.5,68.0,588.25,2157.5,0.0,15.0,4158.75,2157.5,4173.75,-2016.25
2026-02-04 15:00:00+00:00,0.0,920.0,358.75,79.75,33.75,12.75,68.0,591.5,2064.5,4.0,0.0,4110.75,2068.5,4110.75,-2042.25
2026-02-04 16:00:00+00:00,0.0,907.5,358.25,80.25,0.5,11.5,68.0,592.75,2018.75,6.25,0.0,3971.75,2025.0,3971.75,-1946.75
2026-02-04 17:00:00+00:00,0.0,906.0,357.75,81.75,0.0,15.75,68.0,592.5,2021.75,16.5,0.0,3934.0,2038.25,3934.0,-1895.75
2026-02-04 18:00:00+00:00,0.0,849.0,356.5,80.0,0.0,14.75,67.75,593.0,1961.0,0.25,0.0,3817.25,1961.25,3817.25,-1856.0
2026-02-04 19:00:00+00:00,0.0,889.0,354.5,81.0,0.0,24.5,68.0,593.0,2010.0,0.0,0.0,3586.25,2010.0,3586.25,-1576.25
2026-02-04 20:00:00+00:00,0.0,829.25,348.25,82.5,0.0,32.0,59.75,593.0,1944.75,0.0,0.0,3370.5,1944.75,3370.5,-1425.75
2026-02-04 21:00:00+00:00,0.0,448.75,335.0,80.5,0.0,36.25,57.25,593.75,1551.5,0.0,0.0,3060.0,1551.5,3060.0,-1508.5
2026-02-04 22:00:00+00:00,0.0,480.75,348.0,80.75,0.0,27.25,55.5,594.0,1586.25,0.5,0.0,2713.25,1586.75,2713.25,-1126.5
2026-02-04 23:00:00+00:00,0.0,439.0,327.5,81.25,0.0,31.25,36.5,593.0,1508.5,0.0,6.0,2497.75,1508.5,2503.75,-995.25
2026-02-05 00:00:00+00:00,0.0,398.0,326.25,81.25,0.0,36.5,36.0,593.5,1471.5,0.0,4.25,2389.5,1471.5,2393.75,-922.25
2026-02-05 01:00:00+00:00,0.0,400.25,326.0,84.25,0.0,54.25,36.0,593.5,1494.25,0.0,17.0,2338.75,1494.25,2355.75,-861.5
2026-02-05 02:00:00+00:00,0.0,404.5,325.75,87.0,0.0,55.0,36.0,593.75,1502.0,0.0,17.0,2314.25,1502.0,2331.25,-829.25
2026-02-05 03:00:00+00:00,0.0,407.0,326.0,85.0,0.0,57.0,36.0,594.75,1505.75,0.0,15.5,2358.0,1505.75,2373.5,-867.75
2026-02-05 04:00:00+00:00,0.0,497.75,325.5,84.75,0.0,49.75,36.25,595.0,1589.0,0.0,0.25,2497.75,1589.0,2498.0,-909.0
2026-02-05 05:00:00+00:00,0.0,853.5,336.75,85.0,0.0,36.5,55.75,595.0,1962.5,0.0,0.0,3014.75,1962.5,3014.75,-1052.25
2026-02-05 06:00:00+00:00,0.0,915.5,346.0,83.75,8.0,35.75,65.75,586.5,2041.25,2.25,0.0,3551.75,2043.5,3551.75,-1508.25
2026-02-05 07:00:00+00:00,0.0,882.0,364.0,86.25,148.0,18.25,74.0,580.0,2152.5,9.5,0.0,4087.0,2162.0,4087.0,-1925.0
2026-02-05 08:00:00+00:00,0.0,793.75,354.0,81.0,429.75,10.25,73.75,583.25,2325.75,8.5,0.0,4280.25,2334.25,4280.25,-1946.0
2026-02-05 09:00:00+00:00,0.0,791.0,367.5,79.0,642.5,17.0,73.5,583.75,2554.25,0.0,0.75,4259.75,2554.25,4260.5,-1706.25
2026-02-05 10:00:00+00:00,0.0,796.75,369.5,77.75,740.75,44.75,73.75,583.5,2686.75,0.0,0.0,4199.75,2686.75,4199.75,-1513.0
2026-02-05 11:00:00+00:00,0.0,768.75,367.0,77.25,732.5,40.0,73.75,583.0,2642.25,0.0,3.75,3945.0,2642.25,3948.75,-1306.5
2026-02-05 12:00:00+00:00,0.0,791.25,364.75,79.0,691.25,47.0,73.75,582.0,2629.0,0.0,14.25,3759.5,2629.0,3773.75,-1144.75
2026-02-05 13:00:00+00:00,0.0,792.5,319.0,78.25,587.0,52.75,74.0,583.0,2486.5,0.5,0.0,3826.25,2487.0,3826.25,-1339.25
2026-02-05 14:00:00+00:00,0.0,787.25,347.25,80.0,367.5,40.25,73.75,583.0,2279.0,7.75,0.0,3892.5,2286.75,3892.5,-1605.75
2026-02-05 15:00:00+00:00,0.0,885.0,352.0,84.5,135.5,44.75,74.0,580.0,2155.75,10.75,0.0,3876.5,2166.5,3876.5,-1710.0
2026-02-05 16:00:00+00:00,0.0,874.5,371.25,84.25,8.5,61.75,74.0,579.75,2054.0,8.75,0.0,3847.75,2062.75,3847.75,-1785.0
2026-02-05 17:00:00+00:00,0.0,804.0,372.0,83.5,0.0,80.75,74.0,578.75,1993.0,17.0,0.0,3861.25,2010.0,3861.25,-1851.25
2026-02-05 18:00:00+00:00,0.0,793.5,371.0,84.5,0.0,90.75,74.0,581.5,1995.25,9.5,0.0,3764.75,2004.75,3764.75,-1760.0
2026-02-05 19:00:00+00:00,0.0,790.0,371.0,84.25,0.0,99.5,73.75,582.0,2000.5,0.0,0.0,3560.25,2000.5,3560.25,-1559.75
2026-02-05 20:00:00+00:00,0.0,768.25,365.75,84.25,0.0,88.25,65.25,580.0,1951.75,0.0,0.0,3316.25,1951.75,3316.25,-1364.5
2026-02-05 21:00:00+00:00,0.0,699.5,329.75,84.25,0.0,88.75,36.75,580.0,1819.0,0.0,0.0,2977.0,1819.0,2977.0,-1158.0
2026-02-05 22:00:00+00:00,0.0,564.0,341.5,83.75,0.0,91.25,36.0,580.0,1696.5,0.0,0.0,2754.0,1696.5,2754.0,-1057.5
2026-02-05 23:00:00+00:00,0.0,470.5,327.5,82.75,0.0,79.75,36.0,578.5,1575.0,0.0,8.0,2512.25,1575.0,2520.25,-945.25
2026-02-06 00:00:00+00:00,0.0,400.25,326.75,83.75,0.0,81.0,36.0,579.25,1507.0,0.0,0.0,2408.75,1507.0,2408.75,-901.75
2026-02-06 01:00:00+00:00,0.0,414.0,327.0,85.25,0.0,88.0,36.0,580.0,1530.25,0.0,12.25,2340.0,1530.25,2352.25,-822.0
2026-02-06 02:00:00+00:00,0.0,516.25,327.0,85.5,0.0,82.75,36.0,580.0,1627.5,0.0,17.0,2318.0,1627.5,2335.0,-707.5
2026-02-06 03:00:00+00:00,0.0,466.25,332.25,86.75,0.0,56.75,36.0,580.0,1558.0,0.0,17.0,2385.75,1558.0,2402.75,-844.75
2026-02-06 04:00:00+00:00,0.0,578.5,338.5,86.25,0.0,60.5,36.25,579.75,1679.75,0.0,8.5,2566.75,1679.75,2575.25,-895.5
2026-02-06 05:00:00+00:00,0.0,831.0,348.25,86.75,0.0,67.25,56.25,579.0,1968.5,0.0,0.0,3040.0,1968.5,3040.0,-1071.5
2026-02-06 06:00:00+00:00,0.0,832.0,358.25,86.75,5.75,74.25,66.0,579.75,2002.75,0.0,0.0,3501.25,2002.75,3501.25,-1498.5
2026-02-06 07:00:00+00:00,0.0,862.25,380.0,87.25,114.5,87.5,74.0,581.0,2186.5,10.75,0.0,3970.0,2197.25,3970.0,-1772.75
2026-02-06 08:00:00+00:00,0.0,883.25,367.5,85.0,330.75,63.75,74.25,581.25,2385.75,17.0,0.0,4193.0,2402.75,4193.0,-1790.25
2026-02-06 09:00:00+00:00,0.0,839.5,379.5,80.25,520.25,76.25,74.25,581.5,2551.5,13.25,0.0,4257.0,2564.75,4257.0,-1692.25
2026-02-06 10:00:00+00:00,0.0,845.5,376.25,82.75,625.5,71.75,73.5,581.25,2656.5,8.5,0.0,4169.0,2665.0,4169.0,-1504.0
2026-02-06 11:00:00+00:00,0.0,866.5,399.25,85.0,641.0,74.75,74.0,582.25,2722.75,0.0,0.0,3999.75,2722.75,3999.75,-1277.0
2026-02-06 12:00:00+00:00,0.0,818.0,400.75,81.5,514.5,72.0,73.5,580.75,2541.0,0.25,0.0,3851.25,2541.25,3851.25,-1310.0
2026-02-06 13:00:00+00:00,0.0,814.25,367.0,83.25,431.25,73.0,74.0,579.75,2422.5,5.5,0.0,3886.0,2428.0,3886.0,-1458.0
2026-02-06 14:00:00+00:00,0.0,805.0,397.25,79.75,303.0,60.0,74.0,584.0,2303.0,1.0,0.0,3823.25,2304.0,3823.25,-1519.25
2026-02-06 15:00:00+00:00,0.0,904.5,400.25,82.0,114.25,47.5,74.0,588.75,2211.25,0.0,0.0,3730.0,2211.25,3730.0,-1518.75
2026-02-06 16:00:00+00:00,0.0,910.5,399.25,82.25,8.5,58.0,74.0,588.0,2120.5,0.0,0.0,3693.0,2120.5,3693.0,-1572.5
2026-02-06 17:00:00+00:00,0.0,899.75,398.75,81.75,0.0,73.25,74.0,587.75,2115.25,0.0,0.0,3758.5,2115.25,3758.5,-1643.25
2026-02-06 18:00:00+00:00,0.0,879.75,402.0,83.0,0.0,75.5,69.5,586.75,2096.5,0.0,0.0,3686.25,2096.5,3686.25,-1589.75
2026-02-06 19:00:00+00:00,0.0,857.75,402.75,84.25,0.0,92.5,68.75,584.0,2090.0,0.0,0.0,3438.5,2090.0,3438.5,-1348.5
2026-02-06 20:00:00+00:00,0.0,793.25,397.0,85.25,0.0,82.25,59.5,584.0,2001.25,0.0,0.0,3139.0,2001.25,3139.0,-1137.75
2026-02-06 21:00:00+00:00,0.0,635.5,381.0,86.5,0.0,64.25,31.25,584.75,1783.25,0.0,4.0,2829.75,1783.25,2833.75,-1050.5
2026-02-06 22:00:00+00:00,0.0,475.25,380.5,84.5,0.0,59.25,30.0,585.25,1614.75,0.0,0.25,2614.75,1614.75,2615.0,-1000.25
2026-02-06 23:00:00+00:00,0.0,513.75,355.0,87.0,0.0,62.25,30.0,590.0,1638.0,0.0,10.5,2397.75,1638.0,2408.25,-770.25
2026-02-07 00:00:00+00:00,0.0,438.0,358.5,86.25,0.0,64.5,30.0,591.75,1569.0,0.0,0.0,2300.5,1569.0,2300.5,-731.5
2026-02-07 01:00:00+00:00,0.0,403.75,350.75,87.5,0.0,71.75,30.0,591.5,1535.25,0.0,8.5,2247.75,1535.25,2256.25,-721.0
2026-02-07 02:00:00+00:00,0.0,402.75,352.0,86.75,0.0,69.25,30.0,591.5,1532.25,0.0,14.5,2224.25,1532.25,2238.75,-706.5
2026-02-07 03:00:00+00:00,0.0,403.75,350.0,85.25,0.0,64.0,30.0,591.5,1524.5,0.0,16.75,2220.0,1524.5,2236.75,-712.25
2026-02-07 04:00:00+00:00,0.0,401.5,348.75,82.5,0.0,46.25,30.0,591.5,1500.5,0.0,0.0,2201.75,1500.5,2201.75,-701.25
2026-02-07 05:00:00+00:00,0.0,509.0,347.25,83.5,0.0,31.5,30.0,592.0,1593.25,0.0,3.75,2351.25,1593.25,2355.0,-761.75
2026-02-07 06:00:00+00:00,0.0,494.5,346.5,84.25,16.75,23.75,30.0,591.5,1587.25,7.0,0.0,2540.5,1594.25,2540.5,-946.25
2026-02-07 07:00:00+00:00,0.0,514.5,349.5,85.0,220.0,31.75,30.0,591.5,1822.25,7.0,0.0,2747.5,1829.25,2747.5,-918.25
2026-02-07 08:00:00+00:00,0.0,496.75,345.75,84.0,485.25,24.5,30.0,590.25,2056.5,2.75,0.0,2933.0,2059.25,2933.0,-873.75
2026-02-07 09:00:00+00:00,0.0,467.5,341.25,84.75,632.25,21.0,30.0,589.25,2166.0,0.0,0.0,3032.0,2166.0,3032.0,-866.0
2026-02-07 10:00:00+00:00,0.0,468.25,342.0,84.5,668.25,31.25,30.0,589.0,2213.25,0.0,2.0,2976.5,2213.25,2978.5,-765.25
2026-02-07 11:00:00+00:00,0.0,477.5,344.0,83.5,707.5,32.0,30.0,589.0,2263.5,0.0,7.5,2841.25,2263.5,2848.75,-585.25
2026-02-07 12:00:00+00:00,0.0,480.25,341.75,83.25,639.25,31.25,30.0,589.25,2195.0,0.0,15.75,2728.75,2195.0,2744.5,-549.5
2026-02-07 13:00:00+00:00,0.0,480.25,341.0,83.75,453.0,18.25,31.0,590.25,1997.5,6.0,0.0,2777.0,2003.5,2777.0,-773.5
2026-02-07 14:00:00+00:00,0.0,511.75,338.0,83.5,229.25,20.0,31.0,590.75,1804.25,0.25,0.0,2806.75,1804.5,2806.75,-1002.25
2026-02-07 15:00:00+00:00,0.0,711.0,346.75,84.5,73.0,13.25,50.5,591.0,1870.0,8.75,0.0,2817.25,1878.75,2817.25,-938.5
2026-02-07 16:00:00+00:00,0.0,787.5,351.5,82.5,3.75,13.25,51.0,591.0,1880.5,15.0,0.0,2929.5,1895.5,2929.5,-1034.0
2026-02-07 17:00:00+00:00,0.0,875.75,354.75,83.0,0.0,9.5,51.0,591.0,1965.0,17.0,0.0,3089.75,1982.0,3089.75,-1107.75
2026-02-07 18:00:00+00:00,0.0,895.5,355.25,86.5,0.0,3.0,51.0,591.0,1982.25,4.75,0.0,3141.5,1987.0,3141.5,-1154.5
2026-02-07 19:00:00+00:00,0.0,601.25,354.75,86.25,0.0,3.0,51.0,591.5,1687.75,4.0,0.0,2915.75,1691.75,2915.75,-1224.0
2026-02-07 20:00:00+00:00,0.0,509.5,356.0,86.0,0.0,3.0,50.5,592.0,1597.0,0.0,0.0,2687.5,1597.0,2687.5,-1090.5
2026-02-07 21:00:00+00:00,0.0,473.0,347.5,86.0,0.0,0.25,31.5,592.0,1530.25,0.0,3.75,2469.0,1530.25,2472.75,-942.5
2026-02-07 22:00:00+00:00,0.0,440.25,350.0,82.75,0.0,2.25,29.75,592.0,1497.0,0.0,0.5,2315.5,1497.0,2316.0,-819.0
2026-02-07 23:00:00+00:00,0.0,208.0,320.25,84.5,0.0,4.25,17.0,592.0,1226.0,0.0,10.25,2134.25,1226.0,2144.5,-918.5
2026-02-08 00:00:00+00:00,0.0,171.75,338.5,85.25,0.0,3.75,16.75,592.0,1208.0,0.0,12.75,2052.0,1208.0,2064.75,-856.75
2026-02-08 01:00:00+00:00,0.0,171.75,344.75,86.25,0.0,5.5,23.5,593.0,1224.75,0.0,13.75,2020.75,1224.75,2034.5,-809.75
2026-02-08 02:00:00+00:00,0.0,171.5,349.25,85.0,0.0,3.0,30.0,593.0,1231.75,0.0,14.5,2010.25,1231.75,2024.75,-793.0
2026-02-08 03:00:00+00:00,0.0,172.0,349.0,84.0,0.0,3.25,30.0,592.75,1231.0,0.0,4.25,1963.75,1231.0,1968.0,-737.0
2026-02-08 04:00:00+00:00,0.0,171.25,348.0,84.0,0.0,0.75,30.0,592.0,1226.0,0.0,0.0,1945.75,1226.0,1945.75,-719.75
2026-02-08 05:00:00+00:00,0.0,171.25,337.5,83.0,0.0,1.0,20.25,592.0,1205.0,0.0,0.0,1987.75,1205.0,1987.75,-782.75
2026-02-08 06:00:00+00:00,0.0,171.25,333.0,84.0,14.0,2.25,20.0,592.0,1216.5,0.0,0.0,2045.0,1216.5,2045.0,-828.5
2026-02-08 07:00:00+00:00,0.0,171.5,331.0,82.75,163.0,2.25,17.0,592.0,1359.5,0.0,0.0,2217.0,1359.5,2217.0,-857.5
2026-02-08 08:00:00+00:00,0.0,171.75,331.5,83.25,417.5,1.5,23.25,591.25,1620.0,1.75,0.0,2507.25,1621.75,2507.25,-885.5
2026-02-08 09:00:00+00:00,0.0,171.0,333.25,85.0,693.0,1.0,26.75,591.0,1901.0,0.25,0.0,2605.25,1901.25,2605.25,-704.0
2026-02-08 10:00:00+00:00,0.0,171.75,333.25,83.5,844.75,1.5,27.0,581.25,2043.0,0.0,0.0,2595.0,2043.0,2595.0,-552.0
2026-02-08 11:00:00+00:00,0.0,171.75,333.0,83.25,788.0,3.0,29.75,573.5,1982.25,3.25,0.0,2660.75,1985.5,2660.75,-675.25
2026-02-08 12:00:00+00:00,0.0,171.25,330.75,81.75,631.0,5.25,26.75,572.75,1819.5,1.25,0.0,2577.75,1820.75,2577.75,-757.0
2026-02-08 13:00:00+00:00,0.0,180.5,329.75,82.25,496.75,15.0,27.25,572.0,1703.5,0.25,0.0,2597.5,1703.75,2597.5,-893.75
2026-02-08 14:00:00+00:00,0.0,258.0,330.5,81.5,319.25,26.25,31.75,572.5,1619.75,0.0,7.75,2595.75,1619.75,2603.5,-983.75
2026-02-08 15:00:00+00:00,0.0,344.0,342.75,83.25,117.0,15.0,51.75,573.0,1526.75,0.0,2.75,2568.25,1526.75,2571.0,-1044.25
2026-02-08 16:00:00+00:00,0.0,438.75,343.5,84.75,8.25,27.0,52.0,574.25,1528.5,4.25,0.0,2677.5,1532.75,2677.5,-1144.75
2026-02-08 17:00:00+00:00,0.0,447.75,343.5,85.25,0.0,53.25,51.0,575.25,1556.0,17.0,0.0,2846.0,1573.0,2846.0,-1273.0
2026-02-08 18:00:00+00:00,0.0,411.5,343.0,86.25,0.0,38.5,51.0,575.0,1505.25,19.5,0.0,2934.75,1524.75,2934.75,-1410.0
2026-02-08 19:00:00+00:00,0.0,431.75,339.5,87.5,0.0,34.0,51.0,575.5,1519.25,11.0,0.0,2813.0,1530.25,2813.0,-1282.75
2026-02-08 20:00:00+00:00,0.0,260.75,337.75,87.0,0.0,40.25,50.5,575.75,1352.0,0.0,0.0,2614.75,1352.0,2614.75,-1262.75
2026-02-08 21:00:00+00:00,0.0,172.0,325.25,84.0,0.0,56.5,31.25,576.0,1245.0,0.0,0.0,2403.0,1245.0,2403.0,-1158.0
2026-02-08 22:00:00+00:00,0.0,172.0,322.5,83.25,0.0,48.0,31.0,576.0,1232.75,0.0,0.0,2190.0,1232.75,2190.0,-957.25
2026-02-08 23:00:00+00:00,0.0,172.0,300.0,83.0,0.0,47.5,30.0,574.0,1206.5,0.0,10.75,2018.25,1206.5,2029.0,-822.5
2026-02-09 00:00:00+00:00,0.0,171.75,315.75,83.0,0.0,45.5,30.0,574.25,1220.25,0.0,16.25,1928.5,1220.25,1944.75,-724.5
2026-02-09 01:00:00+00:00,0.0,172.75,312.25,83.5,0.0,42.0,30.0,574.5,1215.0,0.0,17.0,1886.0,1215.0,1903.0,-688.0
2026-02-09 02:00:00+00:00,0.0,172.0,314.0,83.25,0.0,39.5,30.0,574.25,1213.0,0.0,13.25,1889.5,1213.0,1902.75,-689.75
2026-02-09 03:00:00+00:00,0.0,172.0,314.75,84.0,0.0,49.0,20.0,574.75,1214.5,0.0,10.25,1930.25,1214.5,1940.5,-726.0
2026-02-09 04:00:00+00:00,0.0,228.75,315.5,82.75,0.0,50.0,20.0,575.0,1272.0,0.0,0.0,2124.0,1272.0,2124.0,-852.0
2026-02-09 05:00:00+00:00,0.0,427.5,315.75,84.25,0.0,43.5,20.0,575.0,1466.0,0.0,0.0,2664.25,1466.0,2664.25,-1198.25
2026-02-09 06:00:00+00:00,0.0,464.5,321.25,81.25,9.0,40.25,28.0,574.5,1518.75,8.5,0.0,3199.25,1527.25,3199.25,-1672.0
2026-02-09 07:00:00+00:00,0.0,529.25,328.0,78.5,155.0,34.25,28.0,573.75,1726.75,17.0,0.0,3759.25,1743.75,3759.25,-2015.5
2026-02-09 08:00:00+00:00,0.0,508.0,324.75,82.0,341.25,22.0,28.0,570.25,1876.25,8.75,0.0,3982.5,1885.0,3982.5,-2097.5
2026-02-09 09:00:00+00:00,0.0,477.75,327.0,81.5,454.0,17.25,28.0,565.25,1950.75,8.0,0.0,3959.75,1958.75,3959.75,-2001.0
2026-02-09 10:00:00+00:00,0.0,513.5,314.25,81.25,531.5,9.0,28.0,570.0,2047.5,0.0,0.0,3988.25,2047.5,3988.25,-1940.75
2026-02-09 11:00:00+00:00,0.0,480.25,317.75,79.25,553.5,3.0,28.0,572.0,2033.75,0.0,11.25,3847.25,2033.75,3858.5,-1824.75
2026-02-09 12:00:00+00:00,0.0,493.0,318.75,77.0,458.75,2.5,28.0,572.0,1950.0,0.0,15.25,3730.75,1950.0,3746.0,-1796.0
