,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Geothermal,Fossil Coal-derived gas,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-02-02 11:00:00+00:00,15.0,622.25,0.0,6.0,9.75,1079.25,498.75,0.0,0.0,2231.0,0.0,5.25,2166.75,2231.0,2172.0,59.0
2026-02-02 12:00:00+00:00,15.25,622.0,0.0,6.0,11.0,935.5,465.0,0.0,0.0,2054.75,0.0,4.25,2084.5,2054.75,2088.75,-34.0
2026-02-02 13:00:00+00:00,15.25,623.75,0.0,10.0,11.0,766.75,439.5,0.0,0.0,1866.25,0.0,142.25,2040.5,1866.25,2182.75,-316.5
2026-02-02 14:00:00+00:00,15.0,623.5,0.0,12.25,11.0,629.75,543.75,0.0,0.0,1835.25,0.0,0.0,2056.25,1835.25,2056.25,-221.0
2026-02-02 15:00:00+00:00,15.0,808.0,0.0,14.0,11.0,267.5,713.0,0.0,0.0,1828.5,3.25,0.0,2161.25,1831.75,2161.25,-329.5
2026-02-02 16:00:00+00:00,15.0,992.75,0.0,14.75,11.0,16.0,945.25,0.0,0.0,1994.75,2.75,0.0,2340.75,1997.5,2340.75,-343.25
2026-02-02 17:00:00+00:00,15.0,1006.0,0.0,15.0,11.0,0.0,1105.25,0.0,0.0,2152.25,3.5,0.0,2486.0,2155.75,2486.0,-330.25
2026-02-02 18:00:00+00:00,15.0,1014.25,0.0,15.0,11.0,0.0,1253.75,0.0,0.0,2309.0,3.0,0.0,2577.25,2312.0,2577.25,-265.25
2026-02-02 19:00:00+00:00,15.0,975.25,0.0,12.5,10.25,0.0,1307.0,0.0,0.0,2320.0,5.25,0.0,2569.0,2325.25,2569.0,-243.75
2026-02-02 20:00:00+00:00,15.0,811.0,0.0,11.0,10.0,0.0,1330.0,0.0,0.0,2177.0,0.0,0.0,2391.75,2177.0,2391.75,-214.75
2026-02-02 21:00:00+00:00,15.0,266.5,0.0,10.25,10.0,0.0,1316.0,0.0,0.0,1617.75,1.75,0.0,2154.5,1619.5,2154.5,-535.0
2026-02-02 22:00:00+00:00,15.0,255.5,0.0,11.0,10.0,0.0,1320.75,0.0,0.0,1612.25,0.0,0.0,1883.0,1612.25,1883.0,-270.75
2026-02-02 23:00:00+00:00,15.0,259.5,0.0,12.75,10.0,0.0,1277.5,0.0,0.0,1574.75,0.0,0.0,1640.75,1574.75,1640.75,-66.0
2026-02-03 00:00:00+00:00,15.0,254.25,0.0,13.0,10.0,0.0,1248.5,0.0,0.0,1540.75,0.0,0.25,1473.5,1540.75,1473.75,67.0
2026-02-03 01:00:00+00:00,15.0,231.0,0.0,12.25,10.0,0.0,1303.5,0.0,0.0,1571.75,0.0,13.5,1418.0,1571.75,1431.5,140.25
2026-02-03 02:00:00+00:00,15.0,234.0,0.0,9.0,10.0,0.0,1342.5,0.0,0.0,1610.5,0.0,11.75,1387.0,1610.5,1398.75,211.75
2026-02-03 03:00:00+00:00,14.75,307.0,0.0,9.0,10.0,0.0,1373.5,0.0,0.0,1714.25,0.0,3.0,1407.25,1714.25,1410.25,304.0
2026-02-03 04:00:00+00:00,15.0,520.5,0.0,9.0,10.0,0.0,1346.5,0.0,0.0,1901.0,0.0,0.0,1505.25,1901.0,1505.25,395.75
2026-02-03 05:00:00+00:00,15.0,764.0,0.0,9.75,10.0,0.25,1260.5,0.0,0.0,2059.5,0.0,0.0,1758.0,2059.5,1758.0,301.5
2026-02-03 06:00:00+00:00,15.0,1007.75,0.0,10.25,10.75,93.25,1232.25,0.0,0.0,2369.25,3.25,0.0,2105.25,2372.5,2105.25,267.25
2026-02-03 07:00:00+00:00,15.0,857.5,0.0,11.0,11.0,380.5,1193.0,0.0,0.0,2468.0,5.0,0.0,2292.25,2473.0,2292.25,180.75
2026-02-03 08:00:00+00:00,15.0,821.0,0.0,9.5,11.0,843.0,1177.5,0.0,0.0,2877.0,0.0,0.25,2451.0,2877.0,2451.25,425.75
2026-02-03 09:00:00+00:00,15.0,820.75,0.0,6.75,11.0,1253.25,1178.0,0.0,0.0,3284.75,0.0,62.25,2527.75,3284.75,2590.0,694.75
2026-02-03 10:00:00+00:00,14.25,810.0,0.0,8.25,11.5,1519.75,1124.0,0.0,0.0,3487.75,0.0,0.0,2562.5,3487.75,2562.5,925.25
2026-02-03 11:00:00+00:00,14.5,807.75,0.0,10.0,12.0,1568.75,1113.5,0.0,0.0,3526.5,0.0,0.0,2504.75,3526.5,2504.75,1021.75
2026-02-03 12:00:00+00:00,14.5,808.0,0.0,11.0,11.25,1433.25,1037.25,0.0,0.0,3315.25,0.0,1.25,2388.5,3315.25,2389.75,925.5
2026-02-03 13:00:00+00:00,14.0,819.25,0.0,11.0,11.0,1151.75,1152.0,0.0,0.0,3159.0,0.0,0.0,2322.25,3159.0,2322.25,836.75
2026-02-03 14:00:00+00:00,14.75,825.5,0.0,11.0,11.0,796.75,1203.0,0.0,0.0,2862.0,0.0,3.5,2285.25,2862.0,2288.75,573.25
2026-02-03 15:00:00+00:00,15.0,817.5,0.0,21.75,11.0,309.0,1144.0,0.0,0.0,2318.25,0.0,0.0,2208.0,2318.25,2208.0,110.25
2026-02-03 16:00:00+00:00,15.0,861.25,0.0,11.0,11.0,18.5,1138.25,0.0,0.0,2055.0,1.75,0.0,2276.75,2056.75,2276.75,-220.0
2026-02-03 17:00:00+00:00,14.0,1005.0,0.0,12.0,11.0,0.0,1177.75,0.0,0.0,2219.75,5.5,0.0,2425.25,2225.25,2425.25,-200.0
2026-02-03 18:00:00+00:00,14.5,1004.25,0.0,11.0,10.75,0.0,1259.5,0.0,0.0,2300.0,6.5,0.0,2512.25,2306.5,2512.25,-205.75
2026-02-03 19:00:00+00:00,15.0,942.5,0.0,11.25,9.75,0.0,1338.0,0.0,0.0,2316.5,1.0,0.0,2470.0,2317.5,2470.0,-152.5
2026-02-03 20:00:00+00:00,14.75,760.5,0.0,11.5,10.0,0.0,1438.0,0.0,0.0,2234.75,0.0,0.0,2301.75,2234.75,2301.75,-67.0
2026-02-03 21:00:00+00:00,15.0,260.25,0.0,11.75,10.0,0.0,1573.0,0.0,0.0,1870.0,1.5,0.0,2072.25,1871.5,2072.25,-200.75
2026-02-03 22:00:00+00:00,14.75,250.75,0.0,10.5,9.0,0.0,1666.25,0.0,0.0,1951.25,0.0,0.0,1822.5,1951.25,1822.5,128.75
2026-02-03 23:00:00+00:00,14.5,244.25,0.0,15.25,9.5,0.0,1626.25,0.0,0.0,1909.75,0.0,0.0,1598.5,1909.75,1598.5,311.25
2026-02-04 00:00:00+00:00,14.0,230.0,0.0,16.5,10.0,0.0,1637.75,0.0,0.0,1908.25,0.0,4.5,1463.25,1908.25,1467.75,440.5
2026-02-04 01:00:00+00:00,13.75,230.0,0.0,16.0,10.0,0.0,1678.0,0.0,0.0,1947.75,0.0,0.25,1396.0,1947.75,1396.25,551.5
2026-02-04 02:00:00+00:00,14.25,229.5,0.0,16.25,10.0,0.0,1726.5,0.0,0.0,1996.5,0.0,0.25,1372.75,1996.5,1373.0,623.5
2026-02-04 03:00:00+00:00,14.0,229.5,0.0,18.0,10.0,0.0,1699.5,0.0,0.0,1971.0,0.0,6.0,1380.0,1971.0,1386.0,585.0
2026-02-04 04:00:00+00:00,14.0,233.5,0.0,17.25,10.0,0.0,1640.0,0.0,0.0,1914.75,0.0,6.5,1477.25,1914.75,1483.75,431.0
2026-02-04 05:00:00+00:00,14.0,250.5,0.0,16.0,10.0,0.0,1414.75,0.0,0.0,1705.25,0.0,3.0,1699.0,1705.25,1702.0,3.25
2026-02-04 06:00:00+00:00,14.5,255.25,0.0,16.0,11.0,24.75,1122.5,0.0,0.0,1444.0,0.25,0.0,2011.5,1444.25,2011.5,-567.25
2026-02-04 07:00:00+00:00,14.5,262.5,0.0,16.0,10.75,108.5,973.0,0.0,0.0,1385.25,238.75,0.0,2194.25,1624.0,2194.25,-570.25
2026-02-04 08:00:00+00:00,14.25,263.5,0.0,16.0,10.25,390.25,1228.5,0.0,0.0,1922.75,240.5,0.0,2415.5,2163.25,2415.5,-252.25
2026-02-04 09:00:00+00:00,15.0,259.0,0.0,16.0,11.0,736.0,1210.0,0.0,0.0,2247.0,243.0,0.0,2514.0,2490.0,2514.0,-24.0
2026-02-04 10:00:00+00:00,15.0,262.25,0.0,16.0,9.5,1090.5,1429.25,0.0,0.0,2822.5,240.75,0.0,2514.75,3063.25,2514.75,548.5
2026-02-04 11:00:00+00:00,15.0,261.25,0.0,14.0,10.5,1038.75,1483.0,0.0,0.0,2822.5,240.25,0.0,2442.5,3062.75,2442.5,620.25
2026-02-04 12:00:00+00:00,14.5,260.75,0.0,14.25,11.0,1096.0,1463.75,0.0,0.0,2860.25,240.75,0.0,2450.0,3101.0,2450.0,651.0
2026-02-04 13:00:00+00:00,14.5,294.75,0.0,16.5,11.0,1202.25,1563.75,0.0,0.0,3102.75,7.5,0.0,2525.75,3110.25,2525.75,584.5
2026-02-04 14:00:00+00:00,14.0,414.25,0.0,17.0,11.0,690.0,1502.0,0.0,0.0,2648.25,0.0,4.0,2315.25,2648.25,2319.25,329.0
2026-02-04 15:00:00+00:00,15.0,617.5,0.0,22.25,11.0,260.25,1483.0,0.0,0.0,2409.0,0.0,12.0,2289.75,2409.0,2301.75,107.25
2026-02-04 16:00:00+00:00,15.0,955.25,0.0,22.0,11.0,12.75,1517.0,0.0,0.0,2533.0,8.5,0.0,2388.75,2541.5,2388.75,152.75
2026-02-04 17:00:00+00:00,14.25,961.25,0.0,23.0,11.0,0.0,1496.25,0.0,0.0,2505.75,7.75,0.0,2511.5,2513.5,2511.5,2.0
2026-02-04 18:00:00+00:00,15.0,968.0,0.0,22.75,11.0,0.0,1385.5,0.0,0.0,2402.25,5.5,0.0,2590.75,2407.75,2590.75,-183.0
2026-02-04 19:00:00+00:00,14.5,690.0,0.0,23.0,10.25,0.0,1101.5,0.0,0.0,1839.25,0.0,17.5,2474.5,1839.25,2492.0,-652.75
2026-02-04 20:00:00+00:00,15.0,512.0,0.0,23.0,10.0,0.0,919.25,0.0,0.0,1479.25,0.0,0.0,2282.0,1479.25,2282.0,-802.75
2026-02-04 21:00:00+00:00,15.0,504.0,0.0,23.0,10.0,0.0,936.5,0.0,0.0,1488.5,0.0,0.0,2051.75,1488.5,2051.75,-563.25
2026-02-04 22:00:00+00:00,15.0,279.5,0.0,23.0,10.0,0.0,1135.25,0.0,0.0,1462.75,0.0,0.0,1800.5,1462.75,1800.5,-337.75
2026-02-04 23:00:00+00:00,15.0,229.5,0.0,23.0,10.0,0.0,1089.25,0.0,0.0,1366.75,0.0,4.0,1578.75,1366.75,1582.75,-216.0
2026-02-05 00:00:00+00:00,14.75,224.75,0.0,23.0,10.0,0.0,1041.75,0.0,0.0,1314.25,0.0,9.25,1426.25,1314.25,1435.5,-121.25
2026-02-05 01:00:00+00:00,14.0,223.5,0.0,23.0,10.0,0.0,985.0,0.0,0.0,1255.5,0.0,12.0,1353.25,1255.5,1365.25,-109.75
2026-02-05 02:00:00+00:00,15.0,223.75,0.0,22.25,10.0,0.0,1117.5,0.0,0.0,1388.5,0.0,9.25,1320.75,1388.5,1330.0,58.5
2026-02-05 03:00:00+00:00,15.0,302.5,0.0,22.0,10.0,0.0,1141.0,0.0,0.0,1490.5,0.0,8.5,1352.5,1490.5,1361.0,129.5
2026-02-05 04:00:00+00:00,15.0,484.5,0.0,22.0,10.0,0.0,1181.5,0.0,0.0,1713.0,0.0,0.25,1436.5,1713.0,1436.75,276.25
2026-02-05 05:00:00+00:00,15.0,814.0,0.0,22.25,10.0,0.25,1231.75,0.0,0.0,2093.25,0.0,0.0,1677.75,2093.25,1677.75,415.5
2026-02-05 06:00:00+00:00,14.5,957.25,0.0,22.75,10.75,59.0,1301.25,0.0,0.0,2365.5,2.25,0.0,1979.5,2367.75,1979.5,388.25
2026-02-05 07:00:00+00:00,14.5,941.0,0.0,22.25,12.0,341.25,1287.75,0.0,0.0,2618.75,5.75,0.0,2175.5,2624.5,2175.5,449.0
2026-02-05 08:00:00+00:00,15.0,838.5,0.0,21.25,12.0,538.5,1353.75,0.0,0.0,2779.0,1.5,0.0,2325.0,2780.5,2325.0,455.5
2026-02-05 09:00:00+00:00,15.0,680.0,0.0,17.75,12.0,740.75,1412.0,0.0,0.0,2877.5,0.0,0.0,2334.0,2877.5,2334.0,543.5
2026-02-05 10:00:00+00:00,15.0,578.5,0.0,18.5,12.5,1012.0,1519.75,0.0,0.0,3156.25,0.0,0.0,2262.0,3156.25,2262.0,894.25
2026-02-05 11:00:00+00:00,15.0,503.25,0.0,18.0,13.0,1145.0,1606.0,0.0,0.0,3300.25,0.0,71.0,2133.5,3300.25,2204.5,1095.75
2026-02-05 12:00:00+00:00,15.0,484.0,0.0,18.25,13.0,1088.0,1583.75,0.0,0.0,3202.0,0.0,360.5,2007.0,3202.0,2367.5,834.5
2026-02-05 13:00:00+00:00,15.0,525.5,0.0,20.75,12.0,1105.0,1434.5,0.0,0.0,3112.75,0.0,489.25,2000.25,3112.75,2489.5,623.25
2026-02-05 14:00:00+00:00,15.0,746.5,0.0,14.25,11.0,785.75,1263.75,0.0,0.0,2836.25,0.0,81.25,1996.75,2836.25,2078.0,758.25
2026-02-05 15:00:00+00:00,15.0,732.25,0.0,14.5,12.0,258.75,1020.25,0.0,0.0,2052.75,0.0,0.0,1955.0,2052.75,1955.0,97.75
2026-02-05 16:00:00+00:00,15.0,946.75,0.0,11.0,11.0,15.25,820.5,0.0,0.0,1819.5,3.25,0.0,2041.5,1822.75,2041.5,-218.75
2026-02-05 17:00:00+00:00,14.0,1021.25,0.0,11.0,11.25,0.0,668.5,0.0,0.0,1726.0,6.25,0.0,2174.5,1732.25,2174.5,-442.25
2026-02-05 18:00:00+00:00,15.0,985.25,0.0,19.25,11.5,0.0,677.0,0.0,0.0,1708.0,6.0,0.0,2282.5,1714.0,2282.5,-568.5
2026-02-05 19:00:00+00:00,14.25,986.25,0.0,22.75,10.25,0.0,609.5,0.0,0.0,1643.0,6.0,0.0,2379.0,1649.0,2379.0,-730.0
2026-02-05 20:00:00+00:00,15.0,913.0,0.0,22.0,10.0,0.0,741.25,0.0,0.0,1701.25,2.5,0.0,2218.75,1703.75,2218.75,-515.0
2026-02-05 21:00:00+00:00,15.0,402.5,0.0,23.0,10.0,0.0,894.25,0.0,0.0,1344.75,0.0,0.0,2012.5,1344.75,2012.5,-667.75
2026-02-05 22:00:00+00:00,15.0,184.25,0.0,22.0,10.0,0.0,928.0,0.0,0.0,1159.25,0.0,0.0,1769.0,1159.25,1769.0,-609.75
2026-02-05 23:00:00+00:00,15.0,160.0,0.0,22.0,10.0,0.0,1097.75,0.0,0.0,1304.75,0.0,0.0,1536.5,1304.75,1536.5,-231.75
2026-02-06 00:00:00+00:00,15.0,150.75,0.0,22.0,10.0,0.0,1223.5,0.0,0.0,1421.25,0.0,0.0,1401.5,1421.25,1401.5,19.75
2026-02-06 01:00:00+00:00,14.25,159.5,0.0,22.0,10.0,0.0,1283.5,0.0,0.0,1489.25,0.0,0.0,1354.25,1489.25,1354.25,135.0
2026-02-06 02:00:00+00:00,15.0,210.5,0.0,22.0,10.0,0.0,1420.0,0.0,0.0,1677.5,0.0,0.0,1318.25,1677.5,1318.25,359.25
2026-02-06 03:00:00+00:00,15.0,232.25,0.0,22.0,10.0,0.0,1541.25,0.0,0.0,1820.5,0.0,0.0,1348.25,1820.5,1348.25,472.25
2026-02-06 04:00:00+00:00,15.0,243.75,0.0,22.0,10.0,0.0,1561.0,0.0,0.0,1851.75,0.0,8.75,1429.25,1851.75,1438.0,413.75
2026-02-06 05:00:00+00:00,15.0,258.75,0.0,22.0,10.25,0.0,1605.25,0.0,0.0,1911.25,4.0,0.0,1648.25,1915.25,1648.25,267.0
2026-02-06 06:00:00+00:00,15.0,265.0,0.0,22.0,11.0,92.0,1613.5,0.0,0.0,2018.5,11.25,0.0,1936.25,2029.75,1936.25,93.5
2026-02-06 07:00:00+00:00,14.25,261.0,0.0,22.0,11.0,541.75,1714.5,0.0,0.0,2564.5,10.25,0.0,2128.5,2574.75,2128.5,446.25
2026-02-06 08:00:00+00:00,14.0,250.75,0.0,22.0,12.0,1042.25,1706.5,0.0,0.0,3047.5,0.0,0.0,2204.25,3047.5,2204.25,843.25
2026-02-06 09:00:00+00:00,14.0,249.0,0.0,23.25,12.75,1391.25,1806.0,0.0,0.0,3496.25,0.0,288.75,2229.25,3496.25,2518.0,978.25
2026-02-06 10:00:00+00:00,14.0,252.25,0.0,23.25,13.0,1596.75,1785.0,0.0,0.0,3684.25,0.0,649.25,2182.25,3684.25,2831.5,852.75
2026-02-06 11:00:00+00:00,14.0,198.25,0.0,22.0,13.0,1686.5,1790.5,0.0,0.0,3724.25,0.0,630.75,2202.25,3724.25,2833.0,891.25
2026-02-06 12:00:00+00:00,14.0,200.25,0.0,22.0,13.0,1641.5,1791.5,0.0,0.0,3682.25,0.0,646.5,2146.0,3682.25,2792.5,889.75
2026-02-06 13:00:00+00:00,14.25,216.25,0.0,22.0,13.0,1375.5,1750.75,0.0,0.0,3391.75,0.0,599.5,2130.0,3391.75,2729.5,662.25
2026-02-06 14:00:00+00:00,15.0,223.0,0.0,22.5,12.5,930.75,1735.75,0.0,0.0,2939.5,0.0,18.0,2099.5,2939.5,2117.5,822.0
2026-02-06 15:00:00+00:00,15.0,268.0,0.0,22.5,12.0,354.0,1627.0,0.0,0.0,2298.5,2.0,0.0,2078.0,2300.5,2078.0,222.5
2026-02-06 16:00:00+00:00,15.0,294.0,0.0,23.0,11.25,23.75,1415.5,0.0,0.0,1782.5,63.25,0.0,2177.75,1845.75,2177.75,-332.0
2026-02-06 17:00:00+00:00,15.0,297.5,0.0,22.5,11.25,0.0,1196.5,0.0,0.0,1542.75,162.0,0.0,2325.0,1704.75,2325.0,-620.25
2026-02-06 18:00:00+00:00,14.75,300.0,0.0,22.0,11.5,0.0,1247.25,0.0,0.0,1595.5,96.0,0.0,2409.5,1691.5,2409.5,-718.0
2026-02-06 19:00:00+00:00,15.0,314.25,0.0,23.0,11.0,0.0,1353.25,0.0,0.0,1716.5,9.5,0.0,2354.5,1726.0,2354.5,-628.5
2026-02-06 20:00:00+00:00,15.0,276.25,0.0,23.75,11.0,0.0,1210.5,0.0,0.0,1536.5,8.25,0.0,2222.25,1544.75,2222.25,-677.5
2026-02-06 21:00:00+00:00,15.0,269.25,0.0,25.0,11.0,0.0,935.0,0.0,0.0,1255.25,2.75,0.0,2015.25,1258.0,2015.25,-757.25
2026-02-06 22:00:00+00:00,15.0,241.5,0.0,25.0,11.0,0.0,919.75,0.0,0.0,1212.25,0.0,0.0,1789.0,1212.25,1789.0,-576.75
2026-02-06 23:00:00+00:00,15.0,241.25,0.0,25.0,11.0,0.0,888.75,0.0,0.0,1181.0,3.0,0.0,1592.0,1184.0,1592.0,-408.0
2026-02-07 00:00:00+00:00,14.5,233.5,0.0,24.0,11.0,0.0,791.25,0.0,0.0,1074.25,0.0,0.0,1459.75,1074.25,1459.75,-385.5
2026-02-07 01:00:00+00:00,14.75,234.0,0.0,24.0,11.0,0.0,734.5,0.0,0.0,1018.25,0.0,0.0,1384.75,1018.25,1384.75,-366.5
2026-02-07 02:00:00+00:00,15.0,233.75,0.0,23.0,11.0,0.0,732.5,0.0,0.0,1015.25,0.0,0.0,1351.5,1015.25,1351.5,-336.25
2026-02-07 03:00:00+00:00,15.0,235.25,0.0,23.0,11.0,0.0,662.75,0.0,0.0,947.0,0.0,0.0,1361.0,947.0,1361.0,-414.0
2026-02-07 04:00:00+00:00,15.0,247.0,0.0,12.0,11.0,0.0,635.5,0.0,0.0,920.5,0.0,0.0,1411.25,920.5,1411.25,-490.75
2026-02-07 05:00:00+00:00,15.0,270.25,0.0,11.0,11.0,0.25,645.5,0.0,0.0,953.0,0.0,0.0,1530.0,953.0,1530.0,-577.0
2026-02-07 06:00:00+00:00,15.0,272.75,0.0,9.25,11.25,119.25,581.25,0.0,0.0,1008.75,0.0,0.0,1689.25,1008.75,1689.25,-680.5
2026-02-07 07:00:00+00:00,15.0,273.25,0.0,7.5,11.0,580.25,591.0,0.0,0.0,1478.0,0.0,0.0,1953.25,1478.0,1953.25,-475.25
2026-02-07 08:00:00+00:00,15.0,256.5,0.0,9.75,11.0,1066.0,625.25,0.0,0.0,1983.5,0.0,0.0,2172.75,1983.5,2172.75,-189.25
2026-02-07 09:00:00+00:00,14.75,245.25,0.0,11.0,12.0,1170.5,551.75,0.0,0.0,2005.25,0.0,4.5,2171.5,2005.25,2176.0,-170.75
2026-02-07 10:00:00+00:00,14.25,232.5,0.0,10.0,12.5,1086.75,723.75,0.0,0.0,2079.75,0.0,20.0,2109.0,2079.75,2129.0,-49.25
2026-02-07 11:00:00+00:00,15.0,240.5,0.0,10.0,13.0,782.75,966.5,0.0,0.0,2027.75,0.0,14.5,2085.75,2027.75,2100.25,-72.5
2026-02-07 12:00:00+00:00,15.0,281.75,0.0,10.0,13.0,620.25,1046.25,0.0,0.0,1986.25,0.0,0.25,2085.5,1986.25,2085.75,-99.5
2026-02-07 13:00:00+00:00,15.0,320.5,0.0,10.5,12.5,519.25,1137.75,0.0,0.0,2015.5,33.75,0.0,2059.5,2049.25,2059.5,-10.25
2026-02-07 14:00:00+00:00,15.0,534.0,0.0,11.0,13.0,347.5,1097.5,0.0,0.0,2018.0,97.25,0.0,2033.25,2115.25,2033.25,82.0
2026-02-07 15:00:00+00:00,15.0,832.25,0.0,11.0,13.0,88.75,1307.75,0.0,0.0,2267.75,7.0,0.0,2077.5,2274.75,2077.5,197.25
2026-02-07 16:00:00+00:00,15.0,1008.25,0.0,11.75,13.0,4.25,1420.0,0.0,0.0,2472.25,4.5,0.0,2235.75,2476.75,2235.75,241.0
2026-02-07 17:00:00+00:00,15.0,1008.0,0.0,12.0,13.0,0.0,1305.25,0.0,0.0,2353.25,3.5,0.0,2335.5,2356.75,2335.5,21.25
2026-02-07 18:00:00+00:00,14.5,1010.0,0.0,12.0,12.25,0.0,1278.0,0.0,0.0,2326.75,6.75,0.0,2395.25,2333.5,2395.25,-61.75
2026-02-07 19:00:00+00:00,9.75,829.5,0.0,12.0,11.5,0.0,1261.5,0.0,0.0,2124.25,3.0,0.0,2309.5,2127.25,2309.5,-182.25
2026-02-07 20:00:00+00:00,0.0,273.75,0.0,12.0,12.0,0.0,1132.5,0.0,0.0,1430.25,0.0,0.0,2112.25,1430.25,2112.25,-682.0
2026-02-07 21:00:00+00:00,0.0,255.75,0.0,12.0,12.0,0.0,1214.75,0.0,0.0,1494.5,0.0,0.0,1927.25,1494.5,1927.25,-432.75
2026-02-07 22:00:00+00:00,0.0,242.75,0.0,12.0,12.0,0.0,1263.25,0.0,0.0,1530.0,0.0,0.5,1765.75,1530.0,1766.25,-236.25
2026-02-07 23:00:00+00:00,0.0,256.0,0.0,12.0,12.0,0.0,1259.0,0.0,0.0,1539.0,0.0,0.0,1602.0,1539.0,1602.0,-63.0
2026-02-08 00:00:00+00:00,0.0,252.5,0.0,12.0,12.0,0.0,1289.5,0.0,0.0,1566.0,0.0,2.5,1473.25,1566.0,1475.75,90.25
2026-02-08 01:00:00+00:00,4.75,257.5,0.0,12.0,12.0,0.0,1367.0,0.0,0.0,1653.25,0.0,2.0,1378.75,1653.25,1380.75,272.5
2026-02-08 02:00:00+00:00,8.75,256.75,0.0,12.0,12.0,0.0,1280.75,0.0,0.0,1570.25,0.0,0.0,1335.25,1570.25,1335.25,235.0
2026-02-08 03:00:00+00:00,11.0,242.75,0.0,11.0,12.0,0.0,1063.75,0.0,0.0,1340.5,0.0,3.0,1328.25,1340.5,1331.25,9.25
2026-02-08 04:00:00+00:00,13.5,253.25,0.0,11.0,12.0,0.0,832.25,0.0,0.0,1122.0,0.0,6.0,1349.25,1122.0,1355.25,-233.25
2026-02-08 05:00:00+00:00,14.5,270.5,0.0,11.0,12.0,0.25,593.25,0.0,0.0,901.5,0.0,0.0,1438.0,901.5,1438.0,-536.5
2026-02-08 06:00:00+00:00,15.0,271.75,0.0,11.0,12.5,136.0,432.0,0.0,0.0,878.25,0.0,0.0,1523.0,878.25,1523.0,-644.75
2026-02-08 07:00:00+00:00,15.0,271.75,0.0,11.0,12.0,691.5,274.5,0.0,0.0,1275.75,0.5,0.0,1737.25,1276.25,1737.25,-461.0
2026-02-08 08:00:00+00:00,15.0,267.75,0.0,11.0,12.0,1223.75,170.0,0.0,0.0,1699.5,3.0,0.0,1978.0,1702.5,1978.0,-275.5
2026-02-08 09:00:00+00:00,15.0,265.0,0.0,11.0,12.0,1534.25,271.5,0.0,0.0,2108.75,1.75,0.0,2102.5,2110.5,2102.5,8.0
2026-02-08 10:00:00+00:00,14.0,252.75,0.0,11.0,12.0,1452.0,410.0,0.0,0.0,2151.75,0.25,0.0,2115.75,2152.0,2115.75,36.25
2026-02-08 11:00:00+00:00,15.0,257.25,0.0,11.0,12.0,1388.0,557.5,0.0,0.0,2240.75,0.0,0.0,2222.25,2240.75,2222.25,18.5
2026-02-08 12:00:00+00:00,15.0,257.5,0.0,10.75,12.0,1332.75,637.25,0.0,0.0,2265.25,0.0,1.25,2104.0,2265.25,2105.25,160.0
2026-02-08 13:00:00+00:00,15.0,297.25,0.0,11.0,12.0,1111.5,711.0,0.0,0.0,2157.75,0.0,2.75,1887.5,2157.75,1890.25,267.5
2026-02-08 14:00:00+00:00,15.0,464.5,0.0,11.0,12.0,906.75,845.5,0.0,0.0,2254.75,0.0,0.25,1853.25,2254.75,1853.5,401.25
2026-02-08 15:00:00+00:00,15.0,687.75,0.0,11.0,12.0,282.5,979.5,0.0,0.0,1987.75,0.0,5.25,1840.75,1987.75,1846.0,141.75
2026-02-08 16:00:00+00:00,15.0,926.0,0.0,11.0,12.0,19.5,1043.5,0.0,0.0,2027.0,5.75,0.0,1925.0,2032.75,1925.0,107.75
2026-02-08 17:00:00+00:00,14.75,1008.0,0.0,11.0,12.0,0.0,933.5,0.0,0.0,1979.25,75.75,0.0,2052.0,2055.0,2052.0,3.0
2026-02-08 18:00:00+00:00,15.0,1008.75,0.0,11.0,12.0,0.0,1055.5,0.0,0.0,2102.25,53.0,0.0,2146.25,2155.25,2146.25,9.0
2026-02-08 19:00:00+00:00,15.0,863.5,0.0,11.0,11.0,0.0,1021.25,0.0,0.0,1921.75,0.0,0.0,2165.75,1921.75,2165.75,-244.0
2026-02-08 20:00:00+00:00,15.0,620.75,0.0,11.0,11.0,0.0,1040.75,0.0,0.0,1698.5,0.0,0.75,2047.5,1698.5,2048.25,-349.75
2026-02-08 21:00:00+00:00,15.0,273.75,0.0,11.0,11.0,0.0,1033.0,0.0,0.0,1343.75,0.0,0.25,1887.0,1343.75,1887.25,-543.5
2026-02-08 22:00:00+00:00,15.0,274.0,0.0,11.0,11.0,0.0,743.75,0.0,0.0,1054.75,0.0,0.0,1667.0,1054.75,1667.0,-612.25
2026-02-08 23:00:00+00:00,15.0,272.5,0.0,11.0,11.0,0.0,692.5,0.0,0.0,1002.0,0.0,3.5,1478.0,1002.0,1481.5,-479.5
2026-02-09 00:00:00+00:00,15.0,272.75,0.0,11.0,10.75,0.0,770.25,0.0,0.0,1079.75,0.0,0.5,1358.0,1079.75,1358.5,-278.75
2026-02-09 01:00:00+00:00,14.5,271.75,0.0,11.0,9.25,0.0,912.0,0.0,0.0,1218.5,0.0,8.5,1282.25,1218.5,1290.75,-72.25
2026-02-09 02:00:00+00:00,15.0,267.25,0.0,11.0,9.0,0.0,1079.5,0.0,0.0,1381.75,0.0,8.25,1268.75,1381.75,1277.0,104.75
