,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-07 06:00:00+00:00,19.65,182.4,0.0,303.87,700.11,2.35,0.13,3.05,270.44,1482.0,0.0,0.0,2203.85,1482.0,2203.85,-721.8499999999999
2026-01-07 07:00:00+00:00,19.89,182.54,0.0,509.97,699.97,19.42,0.06,3.15,291.34,1726.3400000000001,0.0,0.0,2281.46,1726.3400000000001,2281.46,-555.1199999999999
2026-01-07 08:00:00+00:00,20.37,183.98,0.0,480.93,700.08,38.67,0.06,3.29,311.1,1738.48,0.0,0.0,2300.63,1738.48,2300.63,-562.1500000000001
2026-01-07 09:00:00+00:00,19.69,178.61,0.0,390.28,700.27,78.73,0.06,3.37,269.03,1640.0399999999997,0.0,0.0,2377.27,1640.0399999999997,2377.27,-737.2300000000002
2026-01-07 10:00:00+00:00,21.66,182.65,0.0,294.76,700.2,94.16,0.12,3.32,269.03,1565.8999999999999,0.0,0.0,2462.29,1565.8999999999999,2462.29,-896.3900000000001
2026-01-07 11:00:00+00:00,21.8,183.2,0.0,225.96,700.24,116.75,0.13,3.17,267.73,1518.9800000000002,0.0,0.0,2479.75,1518.9800000000002,2479.75,-960.7699999999998
2026-01-07 12:00:00+00:00,20.72,184.2,0.0,250.09,700.53,123.31,0.13,2.87,269.81,1551.6599999999999,0.0,0.0,2354.52,1551.6599999999999,2354.52,-802.8600000000001
2026-01-07 13:00:00+00:00,20.38,184.68,0.0,223.42,700.3,112.83,0.13,2.86,309.1,1553.6999999999998,0.0,0.0,2307.6,1553.6999999999998,2307.6,-753.9000000000001
2026-01-07 14:00:00+00:00,20.0,184.58,0.0,315.87,700.29,54.3,0.15,2.76,409.66,1687.6100000000001,0.0,0.0,2192.6,1687.6100000000001,2192.6,-504.9899999999998
2026-01-07 15:00:00+00:00,24.49,185.28,0.0,446.66,700.25,10.16,0.15,2.76,486.18,1855.9300000000003,0.0,0.0,2196.22,1855.9300000000003,2196.22,-340.2899999999995
2026-01-07 16:00:00+00:00,28.01,185.55,0.0,495.49,700.3,1.54,0.15,2.71,491.77,1905.52,0.0,0.0,2208.39,1905.52,2208.39,-302.8699999999999
2026-01-07 17:00:00+00:00,28.92,184.82,0.0,446.35,700.25,0.68,0.14,1.39,492.0,1854.5500000000004,0.0,0.0,2216.26,1854.5500000000004,2216.26,-361.7099999999998
2026-01-07 18:00:00+00:00,28.17,184.47,0.0,408.18,700.38,0.65,0.12,1.23,456.44,1779.6399999999999,0.0,0.0,2224.79,1779.6399999999999,2224.79,-445.1500000000001
2026-01-07 19:00:00+00:00,28.13,184.61,0.0,267.15,700.29,0.92,0.11,0.97,359.9,1542.08,0.0,0.0,2189.72,1542.08,2189.72,-647.6399999999999
2026-01-07 20:00:00+00:00,27.28,179.52,0.0,165.18,700.49,0.22,0.11,1.91,275.06,1349.77,0.0,0.0,2100.36,1349.77,2100.36,-750.5900000000001
2026-01-07 21:00:00+00:00,27.6,179.19,0.0,121.04,700.41,0.13,0.12,1.55,269.29,1299.33,0.0,0.0,1976.93,1299.33,1976.93,-677.6000000000001
2026-01-07 22:00:00+00:00,27.17,178.89,0.0,91.94,700.26,0.14,0.11,1.38,271.89,1271.78,0.0,0.0,1868.6,1271.78,1868.6,-596.8199999999999
2026-01-07 23:00:00+00:00,27.14,175.08,0.0,84.25,700.23,0.06,0.11,0.72,319.87,1307.46,0.0,0.0,1783.61,1307.46,1783.61,-476.14999999999986
2026-01-08 00:00:00+00:00,26.02,174.87,0.0,83.18,700.27,0.07,0.11,0.33,293.88,1278.73,0.0,0.0,1745.07,1278.73,1745.07,-466.3399999999999
2026-01-08 01:00:00+00:00,26.64,174.68,0.0,81.48,700.48,0.07,0.11,0.17,293.27,1276.9,0.0,0.0,1733.98,1276.9,1733.98,-457.0799999999999
2026-01-08 02:00:00+00:00,26.47,175.89,0.0,80.54,700.48,0.07,0.11,0.09,294.82,1278.47,0.0,0.0,1761.87,1278.47,1761.87,-483.39999999999986
2026-01-08 03:00:00+00:00,27.01,175.81,0.0,79.93,700.34,0.07,0.11,0.02,338.46,1321.75,0.0,0.0,1796.08,1321.75,1796.08,-474.3299999999999
2026-01-08 04:00:00+00:00,24.81,175.84,0.0,82.26,700.08,0.18,0.11,0.0,343.72,1327.0,0.0,0.0,1929.8,1327.0,1929.8,-602.8
2026-01-08 05:00:00+00:00,25.94,176.63,0.0,151.7,699.67,0.79,0.11,0.0,352.52,1407.36,0.0,0.0,2233.33,1407.36,2233.33,-825.97
2026-01-08 06:00:00+00:00,26.51,176.65,0.0,216.85,699.59,1.36,0.11,0.0,438.89,1559.9599999999996,74.03,0.0,2409.53,1633.9899999999996,2409.53,-775.5400000000006
2026-01-08 07:00:00+00:00,27.65,230.99,0.0,452.18,701.29,19.5,0.12,0.0,526.47,1958.1999999999998,176.29,0.0,2458.09,2134.49,2458.09,-323.60000000000036
2026-01-08 08:00:00+00:00,27.84,250.3,0.0,450.76,701.39,67.06,0.12,0.0,516.44,2013.9099999999999,173.07,0.0,2505.96,2186.98,2505.96,-318.98
2026-01-08 09:00:00+00:00,27.05,341.24,0.0,445.59,699.81,113.16,0.11,0.0,416.32,2043.28,172.87,0.0,2497.04,2216.15,2497.04,-280.8899999999999
2026-01-08 10:00:00+00:00,26.5,340.43,0.0,405.02,700.0,142.1,0.11,0.0,346.5,1960.6599999999999,173.39,0.0,2455.26,2134.0499999999997,2455.26,-321.2100000000005
2026-01-08 11:00:00+00:00,27.53,348.92,0.0,419.91,699.94,149.23,0.13,0.04,348.68,1994.3800000000003,172.86,0.0,2420.27,2167.2400000000002,2420.27,-253.02999999999975
2026-01-08 12:00:00+00:00,27.49,393.87,0.0,480.21,700.33,133.27,0.16,0.08,426.15,2161.56,172.86,0.0,2298.1,2334.42,2298.1,36.320000000000164
2026-01-08 13:00:00+00:00,27.99,390.54,0.0,483.27,700.26,91.65,0.17,0.09,516.87,2210.84,172.85,0.0,2217.44,2383.69,2217.44,166.25
2026-01-08 14:00:00+00:00,27.46,391.36,0.0,563.08,700.42,35.8,0.17,0.1,531.39,2249.78,173.31,0.0,2180.43,2423.09,2180.43,242.6600000000003
2026-01-08 15:00:00+00:00,27.86,396.3,0.0,574.26,700.47,6.32,0.15,0.01,530.92,2236.29,173.54,0.0,2190.5,2409.83,2190.5,219.32999999999993
2026-01-08 16:00:00+00:00,28.15,399.4,0.0,548.04,700.12,2.67,0.14,0.05,532.48,2211.05,172.75,0.0,2253.69,2383.8,2253.69,130.11000000000013
2026-01-08 17:00:00+00:00,28.56,402.61,0.0,479.75,700.1,0.63,0.14,0.1,531.28,2143.17,172.08,0.0,2244.0,2315.25,2244.0,71.25
2026-01-08 18:00:00+00:00,30.09,311.58,0.0,436.79,700.25,0.52,0.12,0.06,492.01,1971.4199999999998,171.31,0.0,2282.89,2142.73,2282.89,-140.15999999999985
2026-01-08 19:00:00+00:00,27.53,283.54,0.0,303.55,700.25,0.22,0.1,0.09,383.82,1699.1,170.37,0.0,2253.03,1869.4699999999998,2253.03,-383.5600000000004
2026-01-08 20:00:00+00:00,27.52,181.56,0.0,147.92,700.32,0.05,0.11,0.1,342.42,1400.0,22.88,0.0,2168.97,1422.88,2168.97,-746.0899999999997
2026-01-08 21:00:00+00:00,26.82,176.07,0.0,82.75,700.46,0.07,0.1,0.18,341.57,1328.02,0.0,0.0,2024.47,1328.02,2024.47,-696.45
2026-01-08 22:00:00+00:00,27.01,173.79,0.0,86.42,700.24,0.08,0.1,0.24,342.58,1330.46,0.0,0.0,1918.8,1330.46,1918.8,-588.3399999999999
2026-01-08 23:00:00+00:00,28.12,175.17,0.0,102.49,700.44,0.07,0.11,0.22,337.74,1344.3600000000001,0.0,0.0,1830.97,1344.3600000000001,1830.97,-486.6099999999999
2026-01-09 00:00:00+00:00,26.61,175.31,0.0,98.78,700.55,0.09,0.11,0.26,292.85,1294.56,0.0,0.0,1812.83,1294.56,1812.83,-518.27
2026-01-09 01:00:00+00:00,27.18,175.35,0.0,97.34,700.55,0.09,0.12,0.21,293.59,1294.43,0.0,0.0,1809.04,1294.43,1809.04,-514.6099999999999
2026-01-09 02:00:00+00:00,27.48,176.99,0.0,97.85,700.46,0.09,0.13,0.37,294.91,1298.28,0.0,0.0,1766.26,1298.28,1766.26,-467.98
2026-01-09 03:00:00+00:00,27.3,176.67,0.0,97.14,700.32,0.09,0.13,0.32,337.46,1339.43,0.0,0.0,1744.11,1339.43,1744.11,-404.67999999999984
2026-01-09 04:00:00+00:00,27.73,175.76,0.0,100.19,700.55,0.19,0.13,0.18,341.92,1346.6499999999999,0.0,0.0,1862.83,1346.6499999999999,1862.83,-516.1800000000001
2026-01-09 05:00:00+00:00,26.83,176.17,0.0,221.3,700.04,1.03,0.13,0.16,344.14,1469.8000000000002,0.08,0.0,2172.92,1469.88,2172.92,-703.04
2026-01-09 06:00:00+00:00,26.98,179.78,0.0,488.31,700.12,3.11,0.09,0.41,384.59,1783.3899999999999,0.44,0.0,2355.47,1783.83,2355.47,-571.6399999999999
2026-01-09 07:00:00+00:00,26.1,180.23,0.0,429.94,700.25,3.89,0.11,0.35,357.11,1697.98,155.27,0.0,2412.7,1853.25,2412.7,-559.4499999999998
2026-01-09 08:00:00+00:00,27.9,179.99,0.0,298.18,700.17,7.52,0.12,0.2,342.33,1556.4099999999999,118.08,0.0,2417.05,1674.4899999999998,2417.05,-742.5600000000004
2026-01-09 09:00:00+00:00,27.6,179.96,0.0,199.17,700.29,16.15,0.14,0.21,342.38,1465.9,0.12,0.0,2412.71,1466.02,2412.71,-946.69
2026-01-09 10:00:00+00:00,27.33,180.28,0.0,273.61,700.12,18.95,0.14,0.26,343.05,1543.7400000000002,0.0,0.0,2435.03,1543.7400000000002,2435.03,-891.29
2026-01-09 11:00:00+00:00,28.34,179.95,0.0,241.06,700.35,26.67,0.14,0.19,345.58,1522.2800000000002,0.0,0.0,2414.35,1522.2800000000002,2414.35,-892.0699999999997
2026-01-09 12:00:00+00:00,28.26,179.9,0.0,221.5,700.7,18.22,0.17,0.16,345.73,1494.6400000000003,0.0,0.0,2334.25,1494.6400000000003,2334.25,-839.6099999999997
2026-01-09 13:00:00+00:00,27.73,179.82,0.0,268.83,700.44,10.76,0.17,0.12,346.95,1534.8200000000002,0.0,0.0,2255.13,1534.8200000000002,2255.13,-720.31
2026-01-09 14:00:00+00:00,27.83,180.71,0.0,376.32,700.69,5.61,0.19,0.22,410.29,1701.8600000000001,0.92,0.0,2215.6,1702.7800000000002,2215.6,-512.8199999999997
2026-01-09 15:00:00+00:00,27.73,180.48,0.0,450.92,700.67,3.84,0.17,0.1,498.95,1862.86,91.47,0.0,2178.84,1954.33,2178.84,-224.51000000000022
2026-01-09 16:00:00+00:00,28.15,180.35,0.0,488.63,700.76,2.29,0.17,0.01,524.47,1924.83,92.66,0.0,2174.4,2017.49,2174.4,-156.91000000000008
2026-01-09 17:00:00+00:00,28.77,180.42,0.0,457.66,700.92,0.26,0.17,0.05,503.16,1871.41,0.1,0.0,2172.82,1871.51,2172.82,-301.3100000000002
2026-01-09 18:00:00+00:00,28.64,180.41,0.0,400.77,700.75,0.59,0.17,0.08,457.8,1769.2099999999998,0.0,0.0,2164.92,1769.2099999999998,2164.92,-395.71000000000026
2026-01-09 19:00:00+00:00,28.09,181.13,0.0,286.57,700.89,0.69,0.17,0.0,364.01,1561.55,0.0,0.0,2087.5,1561.55,2087.5,-525.95
2026-01-09 20:00:00+00:00,27.18,179.56,0.0,128.24,700.72,0.09,0.15,0.07,343.52,1379.53,0.0,0.0,1949.08,1379.53,1949.08,-569.55
2026-01-09 21:00:00+00:00,27.68,175.69,0.0,134.45,700.83,0.09,0.14,0.05,343.95,1382.88,0.0,0.0,1860.52,1382.88,1860.52,-477.6399999999999
2026-01-09 22:00:00+00:00,22.48,176.82,0.0,81.94,700.84,0.05,0.11,0.03,342.93,1325.2,0.0,0.0,1775.27,1325.2,1775.27,-450.06999999999994
2026-01-09 23:00:00+00:00,28.28,175.32,0.0,73.61,700.71,0.06,0.13,0.05,318.9,1297.06,0.0,0.0,1672.23,1297.06,1672.23,-375.1700000000001
2026-01-10 00:00:00+00:00,27.61,175.92,0.0,79.03,700.8,0.06,0.13,0.29,306.76,1290.6,0.0,0.0,1602.68,1290.6,1602.68,-312.08000000000015
2026-01-10 01:00:00+00:00,27.13,175.76,0.0,78.42,700.92,0.06,0.13,0.87,293.18,1276.47,0.0,0.0,1565.77,1276.47,1565.77,-289.29999999999995
2026-01-10 02:00:00+00:00,27.04,175.32,0.0,78.42,700.67,0.06,0.13,1.21,292.83,1275.6799999999998,0.0,0.0,1542.95,1275.6799999999998,1542.95,-267.2700000000002
2026-01-10 03:00:00+00:00,26.3,175.34,0.0,78.94,700.86,0.06,0.13,1.93,305.88,1289.44,0.0,0.0,1545.25,1289.44,1545.25,-255.80999999999995
2026-01-10 04:00:00+00:00,24.44,174.48,0.0,101.45,700.8,0.1,0.13,2.71,318.73,1322.8400000000001,0.0,0.0,1591.23,1322.8400000000001,1591.23,-268.3899999999999
2026-01-10 05:00:00+00:00,24.59,175.11,0.0,129.33,700.8,0.09,0.1,2.68,317.26,1349.9599999999998,0.07,0.0,1676.06,1350.0299999999997,1676.06,-326.0300000000002
2026-01-10 06:00:00+00:00,27.37,175.91,0.0,175.65,700.73,0.28,0.11,2.55,317.8,1400.3999999999999,0.0,0.0,1776.06,1400.3999999999999,1776.06,-375.6600000000001
2026-01-10 07:00:00+00:00,27.44,176.01,0.0,239.82,700.99,14.51,0.11,1.21,318.38,1478.4699999999998,0.0,0.0,1857.88,1478.4699999999998,1857.88,-379.4100000000003
2026-01-10 08:00:00+00:00,27.55,175.32,0.0,392.91,700.84,54.59,0.11,1.4,318.72,1671.4399999999998,0.0,0.0,1962.44,1671.4399999999998,1962.44,-291.0000000000002
2026-01-10 09:00:00+00:00,28.89,176.69,0.0,252.59,701.18,85.98,0.1,0.89,317.52,1563.84,0.0,0.0,2012.5,1563.84,2012.5,-448.6600000000001
2026-01-10 10:00:00+00:00,27.4,175.37,0.0,212.31,701.11,123.45,0.11,1.0,317.45,1558.2,0.0,0.0,2060.1,1558.2,2060.1,-501.89999999999986
2026-01-10 11:00:00+00:00,26.64,174.54,0.0,232.41,701.18,161.52,0.09,0.7,319.26,1616.34,0.0,0.0,2028.37,1616.34,2028.37,-412.03
2026-01-10 12:00:00+00:00,25.21,174.69,0.0,259.43,701.27,146.87,0.09,0.71,318.21,1626.4799999999998,0.0,0.0,1923.99,1626.4799999999998,1923.99,-297.5100000000002
2026-01-10 13:00:00+00:00,25.01,178.77,0.0,347.0,701.42,111.0,0.09,0.32,326.57,1690.1799999999996,0.0,0.0,1821.03,1690.1799999999996,1821.03,-130.85000000000036
2026-01-10 14:00:00+00:00,23.62,179.13,0.0,395.33,701.47,45.14,0.1,0.06,412.28,1757.1299999999999,1.11,0.0,1800.7,1758.2399999999998,1800.7,-42.460000000000264
2026-01-10 15:00:00+00:00,25.48,179.93,0.0,427.57,701.44,5.28,0.1,0.0,488.38,1828.1799999999998,89.25,0.0,1807.01,1917.4299999999998,1807.01,110.41999999999985
2026-01-10 16:00:00+00:00,25.29,178.75,0.0,481.28,701.11,0.91,0.09,0.0,495.09,1882.5199999999998,91.12,0.0,1843.29,1973.6399999999999,1843.29,130.3499999999999
2026-01-10 17:00:00+00:00,26.34,178.57,0.0,510.9,701.1,0.46,0.09,0.01,493.26,1910.7299999999998,94.57,0.0,1903.13,2005.2999999999997,1903.13,102.16999999999962
2026-01-10 18:00:00+00:00,26.97,178.5,0.0,479.94,701.26,0.06,0.08,0.03,459.02,1845.86,0.49,0.0,1887.55,1846.35,1887.55,-41.200000000000045
2026-01-10 19:00:00+00:00,26.01,178.44,0.0,332.64,701.3,0.17,0.08,0.08,358.28,1596.9999999999998,0.0,0.0,1869.44,1596.9999999999998,1869.44,-272.4400000000003
2026-01-10 20:00:00+00:00,28.32,174.79,0.0,182.21,701.08,0.13,0.09,0.09,318.94,1405.65,0.0,0.0,1768.8,1405.65,1768.8,-363.14999999999986
2026-01-10 21:00:00+00:00,27.36,172.93,0.0,116.2,701.18,0.1,0.11,0.06,319.67,1337.61,0.0,0.0,1664.7,1337.61,1664.7,-327.09000000000015
2026-01-10 22:00:00+00:00,27.25,173.34,0.0,102.34,701.02,0.07,0.1,0.03,319.61,1323.7600000000002,0.0,0.0,1604.53,1323.7600000000002,1604.53,-280.76999999999975
2026-01-10 23:00:00+00:00,27.58,173.71,0.0,82.14,701.15,0.05,0.11,0.05,320.63,1305.4199999999998,0.0,0.0,1514.35,1305.4199999999998,1514.35,-208.93000000000006
2026-01-11 00:00:00+00:00,28.17,172.25,0.0,82.77,701.03,0.06,0.11,0.11,306.78,1291.28,0.0,0.0,1474.98,1291.28,1474.98,-183.70000000000005
2026-01-11 01:00:00+00:00,25.96,172.76,0.0,82.25,700.97,0.06,0.11,0.28,292.26,1274.65,0.0,0.0,1472.39,1274.65,1472.39,-197.74
2026-01-11 02:00:00+00:00,27.86,172.3,0.0,81.59,700.76,0.06,0.11,0.32,292.95,1275.95,0.0,0.0,1450.39,1275.95,1450.39,-174.44000000000005
2026-01-11 03:00:00+00:00,26.2,172.27,0.0,81.31,700.83,0.06,0.11,1.19,306.56,1288.53,0.0,0.0,1460.45,1288.53,1460.45,-171.92000000000007
2026-01-11 04:00:00+00:00,27.28,172.78,0.0,80.61,700.68,0.1,0.12,2.07,319.05,1302.69,0.0,0.0,1489.86,1302.69,1489.86,-187.16999999999985
2026-01-11 05:00:00+00:00,26.02,173.06,0.0,113.91,700.86,0.1,0.1,2.2,316.71,1332.96,0.0,0.0,1578.19,1332.96,1578.19,-245.23000000000002
2026-01-11 06:00:00+00:00,27.0,172.67,0.0,235.91,700.79,0.78,0.11,2.24,318.63,1458.1299999999997,0.07,0.0,1679.8,1458.1999999999996,1679.8,-221.60000000000036
2026-01-11 07:00:00+00:00,27.49,172.19,0.0,377.48,700.55,28.25,0.11,2.36,319.36,1627.79,0.0,0.0,1795.97,1627.79,1795.97,-168.18000000000006
2026-01-11 08:00:00+00:00,26.89,172.77,0.0,326.23,700.8,72.38,0.09,2.14,320.37,1621.67,0.0,0.0,1883.61,1621.67,1883.61,-261.9399999999998
2026-01-11 09:00:00+00:00,26.85,173.11,0.0,202.42,700.84,103.12,0.08,2.32,319.88,1528.62,0.0,0.0,1929.97,1528.62,1929.97,-401.35000000000014
2026-01-11 10:00:00+00:00,27.46,172.73,0.0,121.5,700.81,133.34,0.08,1.64,319.59,1477.1499999999999,0.0,0.0,1939.85,1477.1499999999999,1939.85,-462.70000000000005
2026-01-11 11:00:00+00:00,27.6,171.35,0.0,101.19,701.03,133.2,0.07,0.83,319.58,1454.8499999999997,0.0,0.0,1872.96,1454.8499999999997,1872.96,-418.11000000000035
2026-01-11 12:00:00+00:00,27.54,171.01,0.0,93.38,700.91,124.6,0.07,0.6,319.76,1437.8699999999997,0.0,0.0,1845.78,1437.8699999999997,1845.78,-407.9100000000003
2026-01-11 13:00:00+00:00,27.47,171.78,0.0,139.13,701.04,100.27,0.07,0.46,327.87,1468.0900000000001,0.08,0.0,1768.84,1468.17,1768.84,-300.66999999999985
2026-01-11 14:00:00+00:00,25.95,173.57,0.0,298.09,700.94,49.01,0.08,0.44,411.77,1659.85,0.0,0.0,1744.46,1659.85,1744.46,-84.61000000000013
2026-01-11 15:00:00+00:00,26.2,178.24,0.0,354.4,700.88,5.89,0.07,0.16,489.87,1755.71,1.25,0.0,1796.67,1756.96,1796.67,-39.710000000000036
2026-01-11 16:00:00+00:00,29.12,178.31,0.0,486.03,700.82,0.95,0.07,0.13,496.24,1891.6700000000003,108.85,0.0,1890.95,2000.5200000000002,1890.95,109.57000000000016
2026-01-11 17:00:00+00:00,26.68,178.94,0.0,434.39,700.62,0.37,0.06,0.02,494.94,1836.02,0.26,0.0,1968.8,1836.28,1968.8,-132.51999999999998
2026-01-11 18:00:00+00:00,26.02,178.69,0.0,359.56,700.58,0.06,0.06,0.06,460.58,1725.6099999999997,0.0,0.0,2024.28,1725.6099999999997,2024.28,-298.6700000000003
2026-01-11 19:00:00+00:00,25.36,174.2,0.0,217.86,700.69,0.19,0.08,0.02,358.54,1476.94,0.0,0.0,2012.17,1476.94,2012.17,-535.23
2026-01-11 20:00:00+00:00,24.69,173.92,0.0,153.09,700.73,0.08,0.07,0.0,319.89,1372.4699999999998,0.0,0.0,1947.5,1372.4699999999998,1947.5,-575.0300000000002
2026-01-11 21:00:00+00:00,24.54,172.93,0.0,75.79,700.44,0.05,0.07,0.0,322.7,1296.52,0.0,0.0,1801.46,1296.52,1801.46,-504.94000000000005
2026-01-11 22:00:00+00:00,25.16,172.8,0.0,72.29,700.58,0.04,0.06,0.0,344.21,1315.1399999999999,0.0,0.0,1691.52,1315.1399999999999,1691.52,-376.3800000000001
2026-01-11 23:00:00+00:00,24.1,172.09,0.0,84.14,700.53,0.04,0.07,0.0,339.73,1320.6999999999998,0.0,0.0,1658.79,1320.6999999999998,1658.79,-338.09000000000015
2026-01-12 00:00:00+00:00,24.93,172.62,0.0,68.81,700.66,0.04,0.07,0.01,295.58,1262.72,0.0,0.0,1629.95,1262.72,1629.95,-367.23
2026-01-12 01:00:00+00:00,24.8,170.65,0.0,67.79,700.47,0.04,0.07,0.01,294.01,1257.8400000000001,0.0,0.0,1624.16,1257.8400000000001,1624.16,-366.31999999999994
2026-01-12 02:00:00+00:00,25.47,172.55,0.0,67.38,700.42,0.04,0.07,0.0,293.42,1259.35,0.0,0.0,1650.69,1259.35,1650.69,-391.34000000000015
2026-01-12 03:00:00+00:00,24.83,172.11,0.0,66.9,700.49,0.04,0.09,0.01,338.63,1303.1,0.0,0.0,1673.77,1303.1,1673.77,-370.6700000000001
2026-01-12 04:00:00+00:00,26.13,173.14,0.0,91.9,700.31,0.09,0.07,0.0,347.12,1338.76,0.08,0.0,1803.97,1338.84,1803.97,-465.1300000000001
2026-01-12 05:00:00+00:00,23.94,221.62,0.0,150.32,700.0,0.85,0.08,0.0,410.95,1507.76,0.8,0.0,2157.49,1508.56,2157.49,-648.9299999999998
2026-01-12 06:00:00+00:00,27.43,390.48,0.0,310.44,700.04,3.4,0.1,0.0,510.46,1942.35,173.32,0.0,2363.7,2115.67,2363.7,-248.02999999999975
2026-01-12 07:00:00+00:00,26.67,392.16,0.0,471.81,699.87,25.14,0.06,0.01,533.11,2148.8300000000004,171.13,0.0,2370.27,2319.9600000000005,2370.27,-50.30999999999949
2026-01-12 08:00:00+00:00,26.77,396.52,0.0,442.52,699.85,57.3,0.08,0.06,530.28,2153.3799999999997,173.05,0.0,2396.32,2326.43,2396.32,-69.89000000000033
2026-01-12 09:00:00+00:00,25.6,395.15,0.0,292.2,699.96,85.1,0.11,0.09,530.15,2028.3599999999997,166.56,0.0,2354.87,2194.9199999999996,2354.87,-159.95000000000027
2026-01-12 10:00:00+00:00,27.63,392.93,0.0,205.58,699.9,85.26,0.11,0.23,533.81,1945.4499999999998,173.71,0.0,2339.26,2119.16,2339.26,-220.10000000000036
2026-01-12 11:00:00+00:00,27.34,395.09,0.0,167.11,700.35,86.35,0.11,0.3,534.12,1910.7699999999995,150.0,0.0,2325.02,2060.7699999999995,2325.02,-264.25000000000045
2026-01-12 12:00:00+00:00,27.0,393.54,0.0,213.75,700.51,67.5,0.11,0.27,534.03,1936.7099999999998,118.11,0.0,2317.37,2054.8199999999997,2317.37,-262.5500000000002
2026-01-12 13:00:00+00:00,26.07,393.3,0.0,347.24,700.65,53.55,0.11,0.55,533.92,2055.39,0.78,0.0,2256.32,2056.17,2256.32,-200.1500000000001
2026-01-12 14:00:00+00:00,26.28,392.3,0.0,415.38,700.64,31.27,0.11,0.58,533.65,2100.2099999999996,91.56,0.0,2181.48,2191.7699999999995,2181.48,10.289999999999509
2026-01-12 15:00:00+00:00,26.55,389.75,0.0,505.95,700.38,4.95,0.11,0.59,533.77,2162.05,148.18,0.0,2146.97,2310.23,2146.97,163.26000000000022
2026-01-12 16:00:00+00:00,27.42,388.82,0.0,505.64,700.75,1.24,0.1,0.39,534.55,2158.91,147.0,0.0,2171.59,2305.91,2171.59,134.3199999999997
2026-01-12 17:00:00+00:00,28.46,385.67,0.0,530.18,700.69,0.13,0.08,0.45,533.86,2179.52,162.28,0.0,2218.5,2341.8,2218.5,123.30000000000018
2026-01-12 18:00:00+00:00,26.17,386.05,0.0,499.48,700.8,1.49,0.07,0.43,532.98,2147.4700000000003,158.77,0.0,2198.35,2306.2400000000002,2198.35,107.89000000000033
2026-01-12 19:00:00+00:00,26.83,288.0,0.0,341.31,700.82,0.18,0.08,0.41,509.91,1867.5400000000002,119.98,0.0,2157.44,1987.5200000000002,2157.44,-169.91999999999985
2026-01-12 20:00:00+00:00,26.86,177.62,0.0,167.39,701.2,0.04,0.08,0.36,408.57,1482.12,0.1,0.0,1982.6,1482.2199999999998,1982.6,-500.3800000000001
2026-01-12 21:00:00+00:00,25.55,171.46,0.0,127.23,701.25,0.04,0.08,0.49,343.8,1369.8999999999999,0.0,0.0,1867.63,1369.8999999999999,1867.63,-497.73000000000025
2026-01-12 22:00:00+00:00,25.94,171.16,0.0,101.03,701.33,0.04,0.07,0.52,343.46,1343.55,0.0,0.0,1768.21,1343.55,1768.21,-424.6600000000001
2026-01-12 23:00:00+00:00,26.87,172.6,0.0,72.92,701.06,0.04,0.07,0.6,314.93,1289.09,0.0,0.0,1618.46,1289.09,1618.46,-329.3700000000001
2026-01-13 00:00:00+00:00,26.5,173.02,0.0,68.84,701.42,0.04,0.08,0.51,292.06,1262.47,0.0,0.0,1611.85,1262.47,1611.85,-349.3799999999999
2026-01-13 01:00:00+00:00,26.68,172.9,0.0,68.82,701.32,0.04,0.07,0.49,293.42,1263.74,0.0,0.0,1590.44,1263.74,1590.44,-326.70000000000005
2026-01-13 02:00:00+00:00,28.1,170.96,0.0,67.94,701.22,0.04,0.04,0.48,312.51,1281.29,0.0,0.0,1625.22,1281.29,1625.22,-343.93000000000006
2026-01-13 03:00:00+00:00,25.48,171.58,0.0,69.18,701.14,0.04,0.04,0.61,342.71,1310.78,0.0,0.0,1620.65,1310.78,1620.65,-309.8700000000001
2026-01-13 04:00:00+00:00,27.35,172.21,0.0,69.22,700.96,0.13,0.04,0.5,383.79,1354.2,0.0,0.0,1761.09,1354.2,1761.09,-406.8899999999999
2026-01-13 05:00:00+00:00,27.78,204.79,0.0,114.38,700.86,0.6,0.04,0.5,488.22,1537.1699999999998,0.07,0.0,2036.61,1537.2399999999998,2036.61,-499.3700000000001
2026-01-13 06:00:00+00:00,26.14,419.25,0.0,340.47,700.9,1.12,0.04,0.51,532.55,2020.9799999999998,161.2,0.0,2197.45,2182.18,2197.45,-15.269999999999982
2026-01-13 07:00:00+00:00,26.99,431.11,0.0,442.36,700.89,11.64,0.07,0.49,532.87,2146.42,94.26,0.0,2253.45,2240.6800000000003,2253.45,-12.769999999999527
2026-01-13 08:00:00+00:00,28.66,429.89,0.0,437.82,700.98,39.77,0.07,0.38,532.03,2169.6,165.2,0.0,2240.89,2334.7999999999997,2240.89,93.90999999999985
2026-01-13 09:00:00+00:00,27.84,429.7,0.0,349.22,701.15,58.06,0.06,0.47,532.86,2099.3599999999997,90.19,0.0,2240.08,2189.5499999999997,2240.08,-50.5300000000002
2026-01-13 10:00:00+00:00,26.74,429.92,0.0,323.2,701.22,73.53,0.07,0.42,534.57,2089.67,0.1,0.0,2238.95,2089.77,2238.95,-149.17999999999984
