,Biomass,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore,Fossil Brown coal/Lignite,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-18 03:00:00+00:00,29.18,171.09,0.0,91.78,702.53,0.03,0.09,3.22,262.87,1260.79,0.0,0.0,1316.88,1260.79,1316.88,-56.090000000000146
2026-01-18 04:00:00+00:00,28.55,170.57,0.0,93.32,702.73,0.06,0.09,3.21,262.96,1261.49,0.0,0.0,1338.84,1261.49,1338.84,-77.34999999999991
2026-01-18 05:00:00+00:00,29.35,170.4,0.0,113.04,702.32,0.11,0.09,3.27,262.42,1281.0000000000002,0.0,0.0,1425.36,1281.0000000000002,1425.36,-144.35999999999967
2026-01-18 06:00:00+00:00,28.54,170.46,0.0,138.13,702.47,1.59,0.11,3.3,265.69,1310.2899999999997,0.08,0.0,1523.02,1310.3699999999997,1523.02,-212.65000000000032
2026-01-18 07:00:00+00:00,27.6,170.96,0.0,156.0,702.48,35.16,0.11,3.31,266.54,1362.1599999999999,0.0,0.0,1664.24,1362.1599999999999,1664.24,-302.08000000000015
2026-01-18 08:00:00+00:00,27.78,171.26,0.0,175.5,702.04,100.45,0.11,3.32,266.43,1446.8899999999999,0.0,0.0,1774.39,1446.8899999999999,1774.39,-327.5000000000002
2026-01-18 09:00:00+00:00,29.13,170.97,0.0,131.65,702.8,181.59,0.11,3.27,265.61,1485.1299999999997,0.0,0.0,1868.16,1485.1299999999997,1868.16,-383.0300000000004
2026-01-18 10:00:00+00:00,29.16,171.15,0.0,109.27,702.4,235.35,0.11,3.28,267.07,1517.7899999999997,0.0,0.0,1876.41,1517.7899999999997,1876.41,-358.62000000000035
2026-01-18 11:00:00+00:00,29.27,171.25,0.0,101.63,702.51,270.75,0.11,3.2,268.54,1547.2599999999998,0.0,0.0,1855.0,1547.2599999999998,1855.0,-307.74000000000024
2026-01-18 12:00:00+00:00,29.7,171.42,0.0,101.86,702.97,258.18,0.1,3.28,268.8,1536.31,0.0,0.0,1720.46,1536.31,1720.46,-184.1500000000001
2026-01-18 13:00:00+00:00,30.36,172.18,0.0,120.62,702.77,180.69,0.09,3.32,276.3,1486.33,0.07,0.0,1640.9,1486.3999999999999,1640.9,-154.50000000000023
2026-01-18 14:00:00+00:00,30.45,171.02,0.0,240.15,702.95,80.32,0.09,3.31,356.0,1584.29,0.0,0.0,1648.83,1584.29,1648.83,-64.53999999999996
2026-01-18 15:00:00+00:00,28.96,175.54,0.0,448.8,702.79,8.82,0.09,3.31,454.68,1822.9899999999998,0.0,0.0,1703.93,1822.9899999999998,1703.93,119.05999999999972
2026-01-18 16:00:00+00:00,28.8,175.41,0.0,553.49,702.59,0.44,0.09,3.22,491.45,1955.49,0.09,0.0,1780.3,1955.58,1780.3,175.27999999999997
2026-01-18 17:00:00+00:00,30.05,175.33,0.0,551.13,702.5,0.43,0.09,3.23,491.83,1954.59,170.79,0.0,1849.45,2125.38,1849.45,275.93000000000006
2026-01-18 18:00:00+00:00,26.8,174.73,0.0,551.76,702.42,0.15,0.09,3.26,487.21,1946.42,0.14,0.0,1871.51,1946.5600000000002,1871.51,75.05000000000018
2026-01-18 19:00:00+00:00,28.01,174.23,0.0,359.12,702.38,0.11,0.09,3.31,407.75,1674.9999999999998,0.0,0.0,1863.62,1674.9999999999998,1863.62,-188.62000000000012
2026-01-18 20:00:00+00:00,27.17,175.63,0.0,194.61,702.49,0.09,0.09,3.34,309.63,1413.0499999999997,0.0,0.0,1766.04,1413.0499999999997,1766.04,-352.99000000000024
2026-01-18 21:00:00+00:00,27.95,170.78,0.0,129.16,702.71,0.03,0.09,3.36,267.54,1301.6199999999997,0.0,0.0,1679.42,1301.6199999999997,1679.42,-377.8000000000004
2026-01-18 22:00:00+00:00,29.23,170.6,0.0,91.6,702.24,0.03,0.1,3.35,270.62,1267.77,0.0,0.0,1534.07,1267.77,1534.07,-266.29999999999995
2026-01-18 23:00:00+00:00,28.4,170.89,0.0,84.08,702.58,0.03,0.1,3.34,275.25,1264.67,0.0,0.0,1524.19,1264.67,1524.19,-259.52
2026-01-19 00:00:00+00:00,28.27,171.28,0.0,84.61,702.45,0.03,0.1,3.33,292.84,1282.91,0.0,0.0,1503.05,1282.91,1503.05,-220.13999999999987
2026-01-19 01:00:00+00:00,29.19,170.71,0.0,86.08,702.32,0.03,0.1,3.37,291.78,1283.58,0.0,0.0,1450.12,1283.58,1450.12,-166.53999999999996
2026-01-19 02:00:00+00:00,29.38,170.71,0.0,85.64,702.57,0.03,0.1,3.32,293.9,1285.65,0.0,0.0,1409.47,1285.65,1409.47,-123.81999999999994
2026-01-19 03:00:00+00:00,26.88,170.93,0.0,86.08,702.51,0.03,0.1,3.29,293.61,1283.4299999999998,0.0,0.0,1490.78,1283.4299999999998,1490.78,-207.35000000000014
2026-01-19 04:00:00+00:00,28.22,171.88,0.0,92.01,702.29,0.1,0.1,3.32,293.09,1291.01,0.07,0.0,1647.53,1291.08,1647.53,-356.45000000000005
2026-01-19 05:00:00+00:00,28.04,177.48,0.0,248.77,702.12,0.65,0.1,3.29,312.76,1473.2099999999998,0.0,0.0,1956.67,1473.2099999999998,1956.67,-483.46000000000026
2026-01-19 06:00:00+00:00,28.61,177.14,0.0,457.61,702.21,1.82,0.1,3.32,322.04,1692.85,0.0,0.0,2171.2,1692.85,2171.2,-478.3499999999999
2026-01-19 07:00:00+00:00,29.26,177.33,0.0,450.43,701.92,26.33,0.1,3.34,343.7,1732.4099999999999,0.0,0.0,2235.14,1732.4099999999999,2235.14,-502.73
2026-01-19 08:00:00+00:00,30.23,178.03,0.0,262.24,702.1,90.66,0.13,3.32,341.09,1607.8,0.0,0.0,2274.11,1607.8,2274.11,-666.3100000000002
2026-01-19 09:00:00+00:00,29.04,178.12,0.0,115.41,702.02,163.46,0.13,3.3,312.32,1503.8,0.0,0.0,2300.15,1503.8,2300.15,-796.3500000000001
2026-01-19 10:00:00+00:00,27.93,178.86,0.0,128.69,701.95,221.76,0.14,3.31,288.8,1551.44,0.0,0.0,2289.57,1551.44,2289.57,-738.1300000000001
2026-01-19 11:00:00+00:00,28.09,179.61,0.0,137.5,702.17,260.48,0.16,3.33,290.49,1601.83,0.0,0.0,2304.74,1601.83,2304.74,-702.9099999999999
2026-01-19 12:00:00+00:00,28.08,180.86,0.0,134.21,702.13,246.98,0.16,3.35,291.98,1587.75,0.08,0.0,2228.89,1587.83,2228.89,-641.06
2026-01-19 13:00:00+00:00,29.98,181.27,0.0,154.74,702.31,192.57,0.16,3.33,307.02,1571.3799999999999,0.0,0.0,2087.42,1571.3799999999999,2087.42,-516.0400000000002
2026-01-19 14:00:00+00:00,30.03,181.7,0.0,334.11,702.47,86.36,0.18,3.31,422.17,1760.33,0.0,0.0,2071.64,1760.33,2071.64,-311.30999999999995
2026-01-19 15:00:00+00:00,28.49,181.63,0.0,506.86,702.36,9.72,0.18,3.31,530.27,1962.8200000000002,169.51,0.0,2088.41,2132.33,2088.41,43.92000000000007
2026-01-19 16:00:00+00:00,28.83,181.43,0.0,501.35,702.17,2.5,0.18,3.29,531.09,1950.8400000000001,175.53,0.0,2131.12,2126.3700000000003,2131.12,-4.749999999999545
2026-01-19 17:00:00+00:00,28.92,181.57,0.0,523.42,702.4,1.59,0.18,3.33,530.62,1972.0299999999997,177.52,0.0,2168.14,2149.5499999999997,2168.14,-18.590000000000146
2026-01-19 18:00:00+00:00,29.8,181.14,0.0,496.63,702.28,1.24,0.18,3.33,523.85,1938.4499999999998,176.62,0.0,2173.77,2115.0699999999997,2173.77,-58.70000000000027
2026-01-19 19:00:00+00:00,30.12,181.72,0.0,339.82,702.45,0.4,0.18,3.3,456.96,1714.9500000000003,1.19,0.0,2123.45,1716.1400000000003,2123.45,-407.3099999999995
2026-01-19 20:00:00+00:00,27.08,180.35,0.0,179.28,702.37,0.26,0.18,3.29,386.45,1479.26,0.0,0.0,2012.65,1479.26,2012.65,-533.3900000000001
2026-01-19 21:00:00+00:00,28.16,179.36,0.0,86.1,702.2,0.05,0.18,3.12,318.06,1317.23,0.0,0.0,1904.08,1317.23,1904.08,-586.8499999999999
2026-01-19 22:00:00+00:00,28.31,174.46,0.0,88.45,702.49,0.03,0.18,2.95,293.29,1290.16,0.0,0.0,1764.42,1290.16,1764.42,-474.26
2026-01-19 23:00:00+00:00,26.6,174.28,0.0,89.12,702.36,0.03,0.18,3.1,293.56,1289.23,0.0,0.0,1703.49,1289.23,1703.49,-414.26
2026-01-20 00:00:00+00:00,28.28,173.98,0.0,88.4,702.23,0.03,0.18,2.96,294.73,1290.79,0.0,0.0,1672.07,1290.79,1672.07,-381.28
2026-01-20 01:00:00+00:00,28.51,174.53,0.0,76.78,702.24,0.03,0.18,2.94,293.74,1278.9499999999998,0.0,0.0,1676.64,1278.9499999999998,1676.64,-397.6900000000003
2026-01-20 02:00:00+00:00,28.0,176.31,0.0,76.51,702.17,0.03,0.18,2.87,295.08,1281.1499999999999,0.0,0.0,1630.0,1281.1499999999999,1630.0,-348.85000000000014
2026-01-20 03:00:00+00:00,28.67,176.1,0.0,67.52,702.41,0.03,0.18,2.68,336.71,1314.2999999999997,0.08,0.0,1659.92,1314.3799999999997,1659.92,-345.5400000000004
2026-01-20 04:00:00+00:00,27.83,176.56,0.0,79.02,702.24,0.07,0.18,2.44,384.14,1372.48,0.0,0.0,1767.76,1372.48,1767.76,-395.28
2026-01-20 05:00:00+00:00,28.49,181.07,0.0,226.28,701.98,0.81,0.19,2.16,479.96,1620.9400000000003,0.23,0.0,2067.33,1621.1700000000003,2067.33,-446.1599999999996
2026-01-20 06:00:00+00:00,27.32,181.23,0.0,468.68,701.9,2.25,0.17,1.79,531.94,1915.2800000000002,170.85,0.0,2228.1,2086.13,2228.1,-141.9699999999998
2026-01-20 07:00:00+00:00,27.4,179.15,0.0,506.47,702.0,28.74,0.15,1.85,510.35,1956.1100000000001,176.72,0.0,2301.59,2132.83,2301.59,-168.76000000000022
2026-01-20 08:00:00+00:00,28.56,182.45,0.0,342.21,702.12,92.54,0.14,2.24,408.33,1758.5900000000001,146.01,0.0,2354.58,1904.6000000000001,2354.58,-449.9799999999998
2026-01-20 09:00:00+00:00,27.83,181.39,0.0,178.65,702.05,160.75,0.14,1.56,323.73,1576.1000000000001,0.68,0.0,2344.84,1576.7800000000002,2344.84,-768.06
2026-01-20 10:00:00+00:00,27.49,181.01,0.0,108.16,702.18,209.9,0.1,1.52,291.45,1521.81,0.0,0.0,2328.81,1521.81,2328.81,-807.0
2026-01-20 11:00:00+00:00,27.2,181.02,0.0,103.03,702.43,239.71,0.18,1.36,289.98,1544.9099999999999,0.0,0.0,2375.35,1544.9099999999999,2375.35,-830.44
2026-01-20 12:00:00+00:00,27.3,181.77,0.0,101.62,702.45,238.55,0.2,1.42,290.99,1544.3000000000002,0.0,0.0,2342.1,1544.3000000000002,2342.1,-797.7999999999997
2026-01-20 13:00:00+00:00,28.03,181.29,0.0,105.55,702.49,185.69,0.2,1.58,312.49,1517.32,0.07,0.0,2223.52,1517.3899999999999,2223.52,-706.1300000000001
2026-01-20 14:00:00+00:00,29.65,192.11,0.0,307.46,702.47,93.55,0.2,1.74,416.08,1743.26,160.47,0.0,2177.4,1903.73,2177.4,-273.6700000000001
2026-01-20 15:00:00+00:00,28.5,238.73,0.0,471.85,702.6,15.2,0.2,1.63,530.96,1989.6700000000003,171.44,0.0,2167.23,2161.11,2167.23,-6.119999999999891
2026-01-20 16:00:00+00:00,29.78,239.82,0.0,533.62,702.85,2.04,0.2,1.32,532.7,2042.3300000000002,176.69,0.0,2187.94,2219.02,2187.94,31.079999999999927
2026-01-20 17:00:00+00:00,28.01,238.95,0.0,531.82,701.71,1.13,0.2,1.85,532.6,2036.27,175.98,0.0,2220.0,2212.25,2220.0,-7.75
2026-01-20 18:00:00+00:00,28.56,238.46,0.0,483.54,701.77,0.65,0.2,2.49,532.84,1988.5100000000002,171.45,0.0,2259.63,2159.96,2259.63,-99.67000000000007
2026-01-20 19:00:00+00:00,27.83,233.07,0.0,317.03,701.96,0.16,0.2,2.93,496.27,1779.45,122.13,0.0,2202.99,1901.58,2202.99,-301.40999999999985
2026-01-20 20:00:00+00:00,27.49,182.41,0.0,198.71,702.12,0.46,0.2,2.8,421.96,1536.15,0.0,0.0,2086.73,1536.15,2086.73,-550.5799999999999
2026-01-20 21:00:00+00:00,26.94,179.37,0.0,96.51,702.14,0.03,0.2,2.75,321.25,1329.19,0.0,0.0,1964.14,1329.19,1964.14,-634.95
2026-01-20 22:00:00+00:00,27.8,175.33,0.0,85.23,702.63,0.03,0.2,2.2,293.47,1286.89,0.0,0.0,1854.79,1286.89,1854.79,-567.8999999999999
2026-01-20 23:00:00+00:00,27.65,176.59,0.0,86.27,702.55,0.03,0.2,2.15,293.92,1289.36,0.0,0.0,1774.58,1289.36,1774.58,-485.22
2026-01-21 00:00:00+00:00,27.67,175.75,0.0,74.81,702.53,0.03,0.2,2.38,294.4,1277.77,0.0,0.0,1736.77,1277.77,1736.77,-459.0
2026-01-21 01:00:00+00:00,28.3,175.77,0.0,73.15,702.43,0.03,0.2,2.74,293.64,1276.26,0.0,0.0,1719.79,1276.26,1719.79,-443.53
2026-01-21 02:00:00+00:00,26.12,176.09,0.0,72.2,702.8,0.03,0.2,2.64,294.65,1274.73,0.0,0.0,1731.57,1274.73,1731.57,-456.8399999999999
2026-01-21 03:00:00+00:00,26.26,175.72,0.0,72.72,702.78,0.03,0.2,2.67,337.01,1317.3899999999999,0.0,0.0,1734.87,1317.3899999999999,1734.87,-417.48
2026-01-21 04:00:00+00:00,27.05,177.0,0.0,68.95,702.67,0.08,0.2,2.48,352.28,1330.71,0.07,0.0,1825.87,1330.78,1825.87,-495.0899999999999
2026-01-21 05:00:00+00:00,26.82,181.06,0.0,234.1,702.49,0.61,0.18,2.27,433.72,1581.25,0.0,0.0,2159.56,1581.25,2159.56,-578.31
2026-01-21 06:00:00+00:00,29.48,182.18,0.0,462.23,702.04,1.07,0.1,2.05,525.67,1904.8199999999997,144.66,0.0,2308.18,2049.4799999999996,2308.18,-258.7000000000003
2026-01-21 07:00:00+00:00,27.1,179.44,0.0,450.04,702.11,9.73,0.09,2.07,508.8,1879.3799999999999,173.69,0.0,2402.62,2053.0699999999997,2402.62,-349.5500000000002
2026-01-21 08:00:00+00:00,26.88,185.84,0.0,260.54,702.18,45.46,0.13,1.95,411.9,1634.88,96.43,0.0,2453.34,1731.3100000000002,2453.34,-722.03
2026-01-21 09:00:00+00:00,27.26,234.71,0.0,159.99,702.03,91.0,0.15,1.75,326.02,1542.91,0.09,0.0,2474.3,1543.0,2474.3,-931.3000000000002
2026-01-21 10:00:00+00:00,26.91,234.62,0.0,115.4,702.29,137.55,0.17,1.65,292.76,1511.3500000000001,0.0,0.0,2459.97,1511.3500000000001,2459.97,-948.6199999999997
2026-01-21 11:00:00+00:00,26.3,234.57,0.0,75.16,702.33,167.49,0.13,1.33,293.51,1500.8200000000002,0.0,0.0,2467.95,1500.8200000000002,2467.95,-967.1299999999997
2026-01-21 12:00:00+00:00,25.57,235.68,0.0,76.72,702.47,165.5,0.16,0.96,294.39,1501.4500000000003,1.55,0.0,2416.96,1503.0000000000002,2416.96,-913.9599999999998
2026-01-21 13:00:00+00:00,23.83,244.23,0.0,105.32,702.6,122.95,0.16,0.62,314.16,1513.8700000000001,137.86,0.0,2307.04,1651.73,2307.04,-655.31
2026-01-21 14:00:00+00:00,28.7,287.17,0.0,277.73,702.7,71.9,0.16,0.59,413.87,1782.8200000000002,96.24,0.0,2269.73,1879.0600000000002,2269.73,-390.66999999999985
2026-01-21 15:00:00+00:00,28.39,286.92,0.0,477.44,702.71,17.5,0.16,0.5,530.9,2044.52,163.79,0.0,2206.59,2208.31,2206.59,1.7199999999998
2026-01-21 16:00:00+00:00,28.78,286.75,0.0,501.84,702.51,2.3,0.18,0.32,532.35,2055.0299999999997,173.81,0.0,2253.96,2228.8399999999997,2253.96,-25.120000000000346
2026-01-21 17:00:00+00:00,30.42,287.01,0.0,487.83,702.58,0.49,0.18,0.24,529.55,2038.3000000000002,168.27,0.0,2286.56,2206.57,2286.56,-79.98999999999978
2026-01-21 18:00:00+00:00,28.93,285.38,0.0,449.41,702.54,0.6,0.16,0.21,532.84,2000.0700000000002,149.7,0.0,2293.37,2149.77,2293.37,-143.5999999999999
2026-01-21 19:00:00+00:00,27.22,236.9,0.0,414.4,702.7,0.46,0.16,0.2,525.33,1907.3700000000003,86.77,0.0,2212.13,1994.1400000000003,2212.13,-217.98999999999978
2026-01-21 20:00:00+00:00,28.25,180.31,0.0,272.75,702.86,0.08,0.15,0.23,462.54,1647.17,0.0,0.0,2088.65,1647.17,2088.65,-441.48
2026-01-21 21:00:00+00:00,28.22,180.73,0.0,110.51,702.94,0.03,0.14,0.13,332.68,1355.38,0.0,0.0,1961.24,1355.38,1961.24,-605.8599999999999
2026-01-21 22:00:00+00:00,28.16,176.19,0.0,91.52,702.86,0.03,0.09,0.08,293.11,1292.04,0.0,0.0,1836.99,1292.04,1836.99,-544.95
2026-01-21 23:00:00+00:00,27.99,175.13,0.0,74.15,702.68,0.03,0.09,0.05,294.46,1274.58,0.0,0.0,1786.01,1274.58,1786.01,-511.43000000000006
2026-01-22 00:00:00+00:00,28.24,174.77,0.0,71.51,702.72,0.03,0.09,0.03,293.54,1270.93,0.0,0.0,1723.12,1270.93,1723.12,-452.1899999999998
2026-01-22 01:00:00+00:00,29.66,175.0,0.0,85.46,702.12,0.03,0.09,0.02,294.13,1286.51,0.0,0.0,1736.69,1286.51,1736.69,-450.18000000000006
2026-01-22 02:00:00+00:00,26.56,174.81,0.0,86.0,702.42,0.03,0.09,0.0,296.48,1286.3899999999999,0.0,0.0,1710.64,1286.3899999999999,1710.64,-424.2500000000002
2026-01-22 03:00:00+00:00,26.93,175.13,0.0,70.77,702.13,0.05,0.09,0.0,338.18,1313.28,0.0,0.0,1712.38,1313.28,1712.38,-399.10000000000014
2026-01-22 04:00:00+00:00,28.6,175.56,0.0,84.36,702.19,0.09,0.09,0.0,384.7,1375.5900000000001,0.0,0.0,1795.37,1375.5900000000001,1795.37,-419.77999999999975
2026-01-22 05:00:00+00:00,29.85,193.9,0.0,243.4,702.07,0.59,0.09,0.0,484.59,1654.4899999999998,1.31,0.0,2142.47,1655.7999999999997,2142.47,-486.6700000000001
2026-01-22 06:00:00+00:00,29.88,286.24,0.0,406.98,702.0,1.84,0.11,0.0,532.91,1959.9599999999996,163.62,0.0,2326.97,2123.5799999999995,2326.97,-203.39000000000033
2026-01-22 07:00:00+00:00,30.24,288.17,0.0,421.79,702.71,25.28,0.14,0.0,538.83,2007.1600000000003,173.74,0.0,2379.04,2180.9000000000005,2379.04,-198.13999999999942
2026-01-22 08:00:00+00:00,29.13,288.02,0.0,406.23,705.54,97.84,0.12,0.0,538.51,2065.39,97.19,0.0,2345.1,2162.58,2345.1,-182.51999999999998
2026-01-22 09:00:00+00:00,28.43,286.58,0.0,292.12,702.15,211.6,0.11,0.0,537.21,2058.2,0.0,0.0,2358.0,2058.2,2358.0,-299.8000000000002
2026-01-22 10:00:00+00:00,27.65,287.05,0.0,190.78,702.17,293.15,0.09,0.0,524.22,2025.1100000000001,0.0,0.0,2277.51,2025.1100000000001,2277.51,-252.4000000000001
2026-01-22 11:00:00+00:00,27.27,287.86,0.0,105.19,702.29,325.73,0.1,0.0,501.37,1949.81,0.0,0.0,2269.49,1949.81,2269.49,-319.67999999999984
2026-01-22 12:00:00+00:00,29.43,288.76,0.0,239.78,702.19,274.5,0.11,0.01,536.79,2071.5699999999997,0.0,0.0,2215.08,2071.5699999999997,2215.08,-143.51000000000022
2026-01-22 13:00:00+00:00,29.87,286.1,0.0,314.36,702.39,194.85,0.15,0.03,538.05,2065.8,0.07,0.0,2148.13,2065.8700000000003,2148.13,-82.25999999999976
2026-01-22 14:00:00+00:00,29.96,287.85,0.0,389.46,702.54,94.57,0.17,0.03,538.87,2043.4499999999998,99.66,0.0,2119.51,2143.1099999999997,2119.51,23.599999999999454
2026-01-22 15:00:00+00:00,28.33,286.23,0.0,480.44,702.48,14.09,0.16,0.01,534.14,2045.88,173.47,0.0,2110.25,2219.35,2110.25,109.09999999999991
2026-01-22 16:00:00+00:00,29.28,285.97,0.0,520.33,702.26,2.26,0.16,0.02,539.1,2079.38,172.75,0.0,2145.44,2252.13,2145.44,106.69000000000005
2026-01-22 17:00:00+00:00,30.21,286.91,0.0,518.48,702.24,1.34,0.16,0.0,538.16,2077.5,171.99,0.0,2203.73,2249.49,2203.73,45.75999999999976
2026-01-22 18:00:00+00:00,29.53,286.65,0.0,460.3,702.13,0.79,0.16,0.0,538.28,2017.8400000000001,171.23,0.0,2218.4,2189.07,2218.4,-29.329999999999927
2026-01-22 19:00:00+00:00,29.21,275.98,0.0,254.94,702.1,0.44,0.16,0.0,538.06,1800.89,74.02,0.0,2161.86,1874.91,2161.86,-286.95000000000005
2026-01-22 20:00:00+00:00,28.61,182.11,0.0,171.0,702.1,0.53,0.16,0.0,492.28,1576.7900000000002,0.0,0.0,2042.8,1576.7900000000002,2042.8,-466.00999999999976
2026-01-22 21:00:00+00:00,29.08,180.83,0.0,111.75,702.32,0.03,0.16,0.0,364.12,1388.29,0.0,0.0,1893.18,1388.29,1893.18,-504.8900000000001
2026-01-22 22:00:00+00:00,28.58,175.42,0.0,99.93,702.46,0.03,0.16,0.0,299.4,1305.98,0.0,0.0,1786.9,1305.98,1786.9,-480.9200000000001
2026-01-22 23:00:00+00:00,30.65,176.32,0.0,80.43,702.28,0.03,0.16,0.0,310.61,1300.48,0.0,0.0,1691.66,1300.48,1691.66,-391.18000000000006
2026-01-23 00:00:00+00:00,29.49,175.59,0.0,77.04,702.31,0.03,0.16,0.0,295.23,1279.85,0.0,0.0,1718.65,1279.85,1718.65,-438.8000000000002
2026-01-23 01:00:00+00:00,28.54,174.99,0.0,76.98,702.58,0.03,0.16,0.0,295.37,1278.65,0.0,0.0,1639.84,1278.65,1639.84,-361.1899999999998
2026-01-23 02:00:00+00:00,29.37,175.77,0.0,76.64,702.51,0.03,0.16,0.0,310.35,1294.83,0.0,0.0,1655.03,1294.83,1655.03,-360.20000000000005
2026-01-23 03:00:00+00:00,28.72,175.84,0.0,76.4,702.67,0.03,0.16,0.0,329.59,1313.4099999999999,0.0,0.0,1631.81,1313.4099999999999,1631.81,-318.4000000000001
2026-01-23 04:00:00+00:00,29.72,179.88,0.0,76.62,702.55,0.33,0.16,0.0,409.78,1399.04,0.0,0.0,1779.1,1399.04,1779.1,-380.05999999999995
2026-01-23 05:00:00+00:00,29.33,245.06,0.0,228.31,702.36,0.9,0.16,0.0,512.81,1718.93,0.36,0.0,2094.05,1719.29,2094.05,-374.7600000000002
2026-01-23 06:00:00+00:00,28.65,301.18,0.0,476.05,702.45,3.92,0.16,0.0,553.74,2066.15,169.79,0.0,2229.35,2235.94,2229.35,6.5900000000001455
2026-01-23 07:00:00+00:00,28.2,327.79,0.0,510.39,702.57,44.72,0.16,0.0,534.8,2148.63,173.66,0.0,2308.57,2322.29,2308.57,13.7199999999998
2026-01-23 08:00:00+00:00,30.95,327.42,0.0,395.36,702.77,118.49,0.12,0.0,531.09,2106.2,116.57,0.0,2279.52,2222.77,2279.52,-56.75
2026-01-23 09:00:00+00:00,29.11,320.9,0.0,269.27,702.42,188.65,0.07,0.01,529.03,2039.4599999999998,130.05,0.0,2274.83,2169.5099999999998,2274.83,-105.32000000000016
2026-01-23 10:00:00+00:00,28.28,320.77,0.0,161.34,702.84,279.17,0.06,0.06,530.42,2022.94,92.31,0.0,2287.34,2115.25,2287.34,-172.09000000000015
2026-01-23 11:00:00+00:00,30.0,278.5,0.0,127.51,702.76,293.65,0.08,0.1,530.64,1963.2399999999998,0.29,0.0,2208.03,1963.5299999999997,2208.03,-244.50000000000045
2026-01-23 12:00:00+00:00,30.3,272.22,0.0,165.77,703.11,253.2,0.12,0.1,532.14,1956.96,0.0,0.0,2142.45,1956.96,2142.45,-185.48999999999978
2026-01-23 13:00:00+00:00,29.09,270.46,0.0,271.33,703.22,169.01,0.11,0.1,531.26,1974.5799999999997,0.07,0.0,2052.45,1974.6499999999996,2052.45,-77.80000000000018
2026-01-23 14:00:00+00:00,30.23,278.0,0.0,423.69,703.28,80.45,0.12,0.15,531.5,2047.42,106.45,0.0,2056.16,2153.87,2056.16,97.71000000000004
2026-01-23 15:00:00+00:00,28.43,277.19,0.0,516.52,703.28,15.03,0.15,0.09,531.42,2072.11,171.8,0.0,2075.56,2243.9100000000003,2075.56,168.35000000000036
2026-01-23 16:00:00+00:00,27.93,276.09,0.0,518.46,703.24,1.41,0.17,0.04,531.48,2058.82,171.17,0.0,2109.44,2229.9900000000002,2109.44,120.55000000000018
2026-01-23 17:00:00+00:00,28.44,276.22,0.0,525.96,703.39,0.86,0.16,0.02,531.2,2066.25,167.1,0.0,2111.16,2233.35,2111.16,122.19000000000005
2026-01-23 18:00:00+00:00,28.95,231.02,0.0,512.73,703.16,0.43,0.15,0.01,530.19,2006.6400000000003,0.1,0.0,2085.52,2006.7400000000002,2085.52,-78.77999999999975
2026-01-23 19:00:00+00:00,28.52,197.51,0.0,364.17,703.4,0.11,0.15,0.02,487.61,1781.4899999999998,0.0,0.0,2016.91,1781.4899999999998,2016.91,-235.4200000000003
2026-01-23 20:00:00+00:00,29.02,179.07,0.0,198.52,702.99,0.15,0.15,0.02,385.87,1495.79,0.0,0.0,1911.96,1495.79,1911.96,-416.1700000000001
2026-01-23 21:00:00+00:00,28.97,179.29,0.0,84.27,703.18,0.03,0.15,0.01,320.16,1316.06,0.0,0.0,1778.78,1316.06,1778.78,-462.72
2026-01-23 22:00:00+00:00,28.01,173.43,0.0,74.56,703.35,0.03,0.15,0.01,318.56,1298.1,0.0,0.0,1698.29,1298.1,1698.29,-400.19000000000005
2026-01-23 23:00:00+00:00,26.64,171.98,0.0,67.64,703.17,0.03,0.11,0.11,294.04,1263.72,0.0,0.0,1624.94,1263.72,1624.94,-361.22
2026-01-24 00:00:00+00:00,25.68,173.89,0.0,67.04,703.3,0.03,0.09,0.01,293.44,1263.48,0.0,0.0,1552.9,1263.48,1552.9,-289.4200000000001
2026-01-24 01:00:00+00:00,26.08,173.06,0.0,72.57,703.16,0.03,0.09,0.0,291.69,1266.6799999999998,0.0,0.0,1531.64,1266.6799999999998,1531.64,-264.96000000000026
2026-01-24 02:00:00+00:00,25.5,173.41,0.0,72.61,703.33,0.03,0.09,0.03,293.85,1268.85,0.0,0.0,1490.63,1268.85,1490.63,-221.7800000000002
2026-01-24 03:00:00+00:00,26.43,173.48,0.0,72.8,703.24,0.03,0.09,0.36,294.61,1271.04,0.0,0.0,1479.4,1271.04,1479.4,-208.36000000000013
2026-01-24 04:00:00+00:00,26.43,174.02,0.0,66.65,703.23,0.05,0.1,0.2,293.45,1264.13,0.07,0.0,1524.35,1264.2,1524.35,-260.14999999999986
2026-01-24 05:00:00+00:00,28.13,174.31,0.0,95.24,702.97,0.12,0.12,0.2,291.48,1292.5700000000002,0.0,0.0,1645.02,1292.5700000000002,1645.02,-352.4499999999998
2026-01-24 06:00:00+00:00,26.91,176.9,0.0,134.43,703.15,3.91,0.12,0.23,293.2,1338.85,0.0,0.0,1750.95,1338.85,1750.95,-412.10000000000014
2026-01-24 07:00:00+00:00,29.13,176.43,0.0,178.27,703.24,42.27,0.13,0.16,295.06,1424.6900000000003,0.0,0.0,1877.54,1424.6900000000003,1877.54,-452.8499999999997
