,Fossil Gas,Hydro Run-of-river and poundage,Wind Onshore,Hydro Water Reservoir,Other renewable,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-02 08:00:00+00:00,137.9993275,215.01219525,312.4507445,2802.42107975,46.63628775,3514.51963475,0.0,0.0,3182.685,3514.51963475,3182.685,331.8346347500001
2026-01-02 09:00:00+00:00,138.0,217.970936,264.254888,3054.56417925,47.929712,3722.7197152500003,0.0,0.0,3162.9825,3722.7197152500003,3162.9825,559.7372152500002
2026-01-02 10:00:00+00:00,138.0,215.737272,219.01842399999998,3072.1940665,48.030999,3692.9807615000004,0.0,0.0,3148.5950000000003,3692.9807615000004,3148.5950000000003,544.3857615000002
2026-01-02 11:00:00+00:00,138.0,217.66532475000002,210.070822,3058.5000385,48.90691325,3673.1430984999997,0.0,0.0,3190.4875,3673.1430984999997,3190.4875,482.65559849999954
2026-01-02 12:00:00+00:00,138.0,219.158235,221.49812725,3067.1464085,50.5038225,3696.3065932499994,0.0,0.0,3245.295,3696.3065932499994,3245.295,451.01159324999935
2026-01-02 13:00:00+00:00,138.0,226.79621425,204.0640815,3062.722671,51.061499,3682.64446575,0.0,0.0,3265.09,3682.64446575,3265.09,417.55446574999996
2026-01-02 14:00:00+00:00,138.0,231.54813000000001,401.0640275,3136.81544425,47.56226675,3954.9898685,0.0,0.0,3283.975,3954.9898685,3283.975,671.0148684999999
2026-01-02 15:00:00+00:00,138.0,225.5236325,436.344804,3065.2374870000003,47.57719725,3912.6831207500004,0.0,0.0,3239.7825000000003,3912.6831207500004,3239.7825000000003,672.9006207500001
2026-01-02 16:00:00+00:00,138.0,224.26739075,453.1990185,2930.917216,49.03862325,3795.4222484999996,0.0,0.0,3184.4125,3795.4222484999996,3184.4125,611.0097484999997
2026-01-02 17:00:00+00:00,138.0,225.2246095,440.838651,2857.0333595,52.88038825,3713.9770082500004,0.0,0.0,3145.26,3713.9770082500004,3145.26,568.7170082500002
2026-01-02 18:00:00+00:00,138.0,219.9737495,467.07083825,2780.0595252499998,46.991844,3652.095957,0.0,0.0,3132.9049999999997,3652.095957,3132.9049999999997,519.1909570000003
2026-01-02 19:00:00+00:00,138.0,217.97179525,365.442891,2749.6295335,47.1613255,3518.20554525,0.0,0.0,3110.5025,3518.20554525,3110.5025,407.70304524999983
2026-01-02 20:00:00+00:00,138.0,216.130925,296.007152,2870.532639,49.90843475,3570.5791507500003,0.0,0.0,3055.15,3570.5791507500003,3055.15,515.4291507500002
2026-01-02 21:00:00+00:00,138.0,209.7816445,254.69957125000002,2561.73666775,51.21547625,3215.43335975,0.0,0.0,3051.4975,3215.43335975,3051.4975,163.93585974999996
2026-01-02 22:00:00+00:00,138.0,205.5092585,314.883236,2185.57169325,47.168760750000004,2891.1329484999997,0.0,0.0,3017.565,2891.1329484999997,3017.565,-126.4320515000004
2026-01-02 23:00:00+00:00,138.0,225.53923675,345.5612585,2896.72472325,38.626309750000004,3644.45152825,0.0,0.0,2966.0625,3644.45152825,2966.0625,678.3890282500001
