,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil
2026-01-03 03:00:00+00:00,0.0,586.9913659048854,1.9148551000228184,24.22888809928437,18.691596942268195,0.21759717045713847,53.45274492279606,77.73617324677639,0.0,340.14177861350953,0.0
2026-01-03 04:00:00+00:00,0.0,437.27441419745554,1.709225645136662,25.462351383208595,15.619111696442205,2.8915697973000434,46.39461654451062,61.67988477289629,0.0,257.29382596305,0.0
2026-01-03 05:00:00+00:00,0.0,290.9294598994628,3.333796977915537,34.40207977681954,40.974041069352964,2.5311110973311006,91.50248353351415,66.27056200732687,0.0,211.53146563827704,0.0
2026-01-03 06:00:00+00:00,12.605832652456051,276.1563964900498,1.7484213657825034,18.742924880813852,27.145490576177494,1.8728892238309027,49.07568999270661,45.643446453580474,0.0,177.95890836460225,0.0
2026-01-03 07:00:00+00:00,110.73158093797277,397.7929720808692,0.0,13.385136157337366,0.0,0.22124191995598952,0.0,40.1554084720121,0.0,242.03866043185258,0.0
2026-01-03 08:00:00+00:00,186.01252766566856,472.48966931389145,0.0,11.729371175628176,0.0,0.0,0.0,46.025032547845335,0.0,263.01839929696655,0.0
2026-01-03 09:00:00+00:00,198.00360540811218,482.14581872809214,0.0,6.143615423134702,0.0,0.0,0.0,46.97305958938407,0.0,289.1339008512769,0.0
2026-01-03 10:00:00+00:00,172.34919335983165,488.1921469487959,0.0,6.267243394902969,0.0,0.0,0.0,47.657163315408,0.0,402.4092529810615,0.0
2026-01-03 11:00:00+00:00,158.7954374057315,479.3436361526859,0.0,6.171806474068918,0.0,0.0,0.0,46.288548555516876,0.0,417.6255714119967,0.0
2026-01-03 12:00:00+00:00,112.45186848724397,456.1166546891843,0.0,4.57724877230806,0.0,0.0,0.0,44.90652173913043,0.0,414.79770631213313,0.0
2026-01-03 13:00:00+00:00,87.57207099172561,535.3975236838949,0.0,13.135810648758843,0.0,0.0,0.0,55.41198285166086,0.0,567.5576118239596,0.0
2026-01-03 14:00:00+00:00,36.655228915662654,486.27412048192775,0.0,37.63084337349398,0.0,16.167325301204823,0.0,51.428819277108445,0.0,528.6436626506024,0.0
2026-01-03 15:00:00+00:00,1.3245530957736473,473.66018704865627,0.0,61.72417426305197,0.0,25.298964129276662,0.0,48.61109861489285,0.0,508.2310228483485,0.0
2026-01-03 16:00:00+00:00,0.0,495.0171662895928,0.0,103.52852092760183,0.0,41.00003676470588,0.0,51.421450791855214,0.0,521.2078252262445,0.0
2026-01-03 17:00:00+00:00,0.0,496.1772968803565,0.0,108.00030853616727,0.0,44.366960918752135,0.0,51.4222574562907,0.0,487.35817620843324,0.0
2026-01-03 18:00:00+00:00,0.0,530.7762121033384,0.0,110.45138020526129,0.0,25.83488262356966,0.0,53.12116314733986,0.0,510.1663619204907,0.0
2026-01-03 19:00:00+00:00,0.0,555.8998548972188,0.0,81.86945586457074,0.0,17.342575574365174,0.0,59.52721886336155,0.0,577.4608948004836,0.0
2026-01-03 20:00:00+00:00,0.0,635.3166092174135,0.0,40.51035682369463,0.0,15.704455508745054,0.0,66.74393591216648,0.0,639.5996425379803,0.0
2026-01-03 21:00:00+00:00,0.0,661.4256704469647,0.0,16.91719813208806,0.0,8.826364242828554,0.0,66.3816144096064,0.0,624.6491527685124,0.0
2026-01-03 22:00:00+00:00,0.0,677.0174620082374,0.0,17.407939213179944,0.0,1.5137338446243431,0.0,68.11802300809543,0.0,568.2178419258627,0.0
2026-01-03 23:00:00+00:00,0.0,609.3511054421768,0.0,1.0195500927643786,0.0,0.0,0.0,61.00308055040198,0.0,427.70126391465675,0.0
2026-01-04 00:00:00+00:00,0.0,544.7138962063232,0.1956184416164325,2.535047103923552,1.8206072784103617,0.028083835677606646,4.744231413261895,55.11780253380748,0.0,319.46971318697956,0.0
2026-01-04 01:00:00+00:00,0.0,680.4181662142743,0.0,1.1287003033689924,0.0,0.0,0.0,67.53390148491138,0.0,429.09423199744526,0.0
2026-01-04 02:00:00+00:00,0.0,723.6008345486955,0.0,1.4208151029006644,0.0,0.0,0.0,72.86751742019122,0.0,454.6608329282126,0.0
2026-01-04 03:00:00+00:00,0.0,750.4937125733319,0.33216756824077665,13.384908553286035,2.9085319408147603,0.03305149932744046,8.117448234819378,77.51328155219296,0.0,450.8168985779869,0.0
2026-01-04 04:00:00+00:00,0.0,512.0916711355623,3.019271948608137,40.75222134673865,25.014668094218415,0.7397216274089936,74.16841541755889,73.25986984754735,0.0,304.7791605823573,0.0
2026-01-04 05:00:00+00:00,0.0,288.6571977565301,1.1692570977225858,14.74484426805893,14.50833296765984,2.824268945426491,29.314945807187687,37.661100249599365,0.0,154.64505290781506,0.0
2026-01-04 06:00:00+00:00,12.730045599982258,272.6067212146423,1.0393282495073264,16.44361867906366,13.085142661297239,2.709654115701958,25.52590180789994,34.115134266969,0.0,150.71945340493647,0.0
2026-01-04 07:00:00+00:00,148.1558271787297,520.4752806499262,0.0,17.962780649926145,0.0,0.14845273264401773,0.0,52.70072008862629,0.0,265.58193870014776,0.0
2026-01-04 08:00:00+00:00,306.81611165524,581.6892752203721,0.0,12.285749265426052,0.0,0.0,0.0,58.480166503428016,0.0,211.47869735553377,0.0
2026-01-04 09:00:00+00:00,391.492324708406,561.0204115833221,0.0,7.579266657728918,0.0,0.15467891138222284,0.0,54.60165571792466,0.0,138.9016624212361,0.0
2026-01-04 10:00:00+00:00,403.29473078398775,546.5981903056656,0.0,3.4585305026218185,0.0,0.0,0.0,50.374248625143885,0.0,172.0242997825809,0.0
2026-01-04 11:00:00+00:00,351.7616690704077,557.8269306411433,0.0,8.735544775140946,0.0,0.0,0.0,53.03723613478432,0.0,218.38861937852366,0.0
2026-01-04 12:00:00+00:00,319.6761008381003,585.0582679260343,0.0,7.897299454569643,0.0,0.0,0.0,56.7618398297193,0.0,267.3564919515764,0.0
2026-01-04 13:00:00+00:00,255.51390495867767,634.9987190082645,0.0,11.270082644628099,0.0,2.641425619834711,0.0,60.576694214876035,0.0,313.44917355371905,0.0
2026-01-04 14:00:00+00:00,87.81690456769984,664.3854378673584,0.0,24.432225403106724,7.575530880809909,4.147410277324633,0.0,82.13958061164504,0.0,487.9529103920554,0.0
2026-01-04 15:00:00+00:00,2.5627270368448367,633.5061235080436,0.0,47.32502594706798,0.0,9.90921120913337,0.0,58.60102490918527,0.0,564.995887389725,0.0
2026-01-04 16:00:00+00:00,0.0,568.4499630541872,0.0,88.68320812807882,0.0,19.115461822660098,0.0,54.05601908866994,0.0,541.9703479064038,0.0
2026-01-04 17:00:00+00:00,0.0,524.8320115356885,0.0,114.89966354241768,0.0,31.134102379235756,0.0,51.297140110550345,0.0,511.63708243210766,0.0
2026-01-04 18:00:00+00:00,0.0,550.9581221337195,0.0,124.23880642046826,0.0,50.94916123581946,0.0,56.25301713734009,0.0,549.3508930726526,0.0
2026-01-04 19:00:00+00:00,0.0,580.2459841838626,0.0,78.31017546027431,0.0,19.790806870134684,0.0,59.71364141850982,0.0,642.6893920672186,0.0
2026-01-04 20:00:00+00:00,0.0,609.3501481767813,0.0,43.038268264398916,0.0,5.9177618863548505,0.0,62.58481510114676,0.0,670.8590065713181,0.0
2026-01-04 21:00:00+00:00,0.0,613.9604306679469,0.0,14.821012206830337,0.0,2.7789397887806886,0.0,64.65666575229736,0.0,654.5329515841448,0.0
