,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other
2026-01-03 08:00:00+00:00,218.3553718115561,337.10915331303585,28.888805243702276,25.36547440169915,284.49954771725174,488.05648878776793,0.003343843214203767,0.0,89.23070869172552,2762.7358314525272,53.35080296886209,18.507513473794564,256.7238828038688,2.39457820588998,17.63176741409791,1.0217298710067069
2026-01-03 09:00:00+00:00,379.90254859814183,323.5376314369957,25.316006962099493,25.83354684172734,237.6256000301652,404.7721688606023,0.003612441062947361,0.0,50.888758690570725,2442.2774418938416,52.42965814448963,17.695843308268422,251.97181280554153,2.294478588521677,17.347089962070807,1.1038014359005826
2026-01-03 10:00:00+00:00,523.161921864933,316.88718524944574,25.4816925350027,25.27014175650158,156.8522106011453,330.89651131806096,97.27292911181935,0.0,27.836930939469163,2190.7423091925375,48.07645564885442,17.364679205649,338.81080029922333,2.2459345267521287,17.13682631108019,13.713471439526067
2026-01-03 11:00:00+00:00,460.48846184802574,246.9714132991982,26.14145763181637,21.072226852948454,123.43222244845263,236.69784588358718,76.49475124510626,0.0,24.928198629012062,2009.5024418490473,47.49109304979542,17.418401365772787,299.8492395374791,2.265387846200596,15.63965881559312,10.707199697965088
2026-01-03 12:00:00+00:00,444.7501181439151,237.62424981208608,31.09129963722312,16.4780572093798,108.62813145871515,217.62954117364978,113.67943113597288,0.0,32.955709006923314,2061.1194594283925,23.64484901126841,18.7509951752567,334.5817568496868,2.444124041803041,15.324252878703001,15.47302503702431
2026-01-03 13:00:00+00:00,351.82155636102135,215.38891033262124,32.28349988647163,12.159891396596393,142.84530468513455,241.4296921273257,0.0,0.0,20.17955194557202,2315.442241337924,28.207596129398922,20.389223242917783,234.23392394162136,2.57241662202961,14.046191991365758,0.0
2026-01-03 14:00:00+00:00,293.4504202227872,233.9146219865513,37.03531941009401,11.76755959031155,259.7240760044822,397.4285432965102,0.0,0.0,63.572176754692734,3013.9198729369045,0.0,24.901134357138588,288.6659112943256,3.14493110272807,17.125433043473596,0.0
2026-01-03 15:00:00+00:00,87.9136388437147,229.76408689408834,35.49340305846128,13.076956804468072,389.5166434259436,499.8289150293569,0.0,0.0,131.52736293844862,3465.471764097668,0.0,27.8712699413516,332.0762385977739,3.522532731513588,19.18718763721113,0.0
2026-01-03 16:00:00+00:00,12.449116419730055,222.224859591394,36.66073208422837,14.38188248926911,565.7210518790895,601.0887323624768,0.0006895045347555924,0.0,440.2976569161972,3463.2995664527816,0.0,25.307006412666695,311.1070609247326,3.1807481116482035,18.27021491007471,0.2106819411753199
2026-01-03 17:00:00+00:00,9.256862739772266,305.1700322883506,35.896968224802784,29.343997794728267,558.779916634535,689.4645896437665,0.005230952627012528,0.0,546.1939066704404,3153.7466561401234,0.0,22.00564578876282,343.3123297921121,2.7562684475328143,22.419248246413837,1.598346636031606
2026-01-03 18:00:00+00:00,10.138350124432655,211.0755469091826,42.02479492440595,11.467694141795874,609.9184785581049,648.7149240753886,0.0,0.0,667.7141960512886,3532.125867242816,0.0,24.81976883017528,314.22468778467004,3.091034607617206,17.059656750121544,0.0
