,FI_SE_1,SE_1_FI,NO_4_SE_1,SE_1_NO_4,SE_1_SE_2,SE_2_SE_1,SE_1_FI_net_export,SE_1_NO_4_net_export,SE_1_SE_2_net_export,Net Export
2026-01-02 11:00:00+00:00,0.0,1932.65,0.0,459.85,201.675,0.0,1932.65,459.85,201.675,2594.175
2026-01-02 12:00:00+00:00,0.0,1937.725,0.0,471.775,110.35,0.0,1937.725,471.775,110.35,2519.85
2026-01-02 13:00:00+00:00,0.0,1939.3,0.0,431.5,80.35,0.0,1939.3,431.5,80.35,2451.15
2026-01-02 14:00:00+00:00,0.0,1942.725,0.0,535.375,133.975,0.0,1942.725,535.375,133.975,2612.075
2026-01-02 15:00:00+00:00,0.0,1943.6,0.0,562.2,128.2,0.0,1943.6,562.2,128.2,2634.0
2026-01-02 16:00:00+00:00,0.0,1947.125,0.0,533.5,123.075,0.0,1947.125,533.5,123.075,2603.7
2026-01-02 17:00:00+00:00,0.0,1947.125,0.0,529.675,89.425,0.0,1947.125,529.675,89.425,2566.2250000000004
2026-01-02 18:00:00+00:00,0.0,1946.15,0.0,496.125,105.975,0.0,1946.15,496.125,105.975,2548.25
2026-01-02 19:00:00+00:00,0.0,1939.5,0.0,522.15,79.9,0.0,1939.5,522.15,79.9,2541.55
2026-01-02 20:00:00+00:00,0.0,1945.775,0.0,508.45,86.8,0.0,1945.775,508.45,86.8,2541.025
2026-01-02 21:00:00+00:00,0.0,1927.55,0.0,550.2,102.425,0.0,1927.55,550.2,102.425,2580.175
2026-01-02 22:00:00+00:00,0.0,1913.25,0.0,616.6,0.0,0.0,1913.25,616.6,0.0,2529.85
2026-01-02 23:00:00+00:00,0.0,1930.8,0.0,622.5,215.525,0.0,1930.8,622.5,215.525,2768.8250000000003
2026-01-03 00:00:00+00:00,0.0,1954.4,0.0,563.45,192.1,0.0,1954.4,563.45,192.1,2709.9500000000003
2026-01-03 01:00:00+00:00,0.0,1951.3,0.0,581.85,96.875,0.0,1951.3,581.85,96.875,2630.025
2026-01-03 02:00:00+00:00,0.0,1949.125,0.0,557.675,120.15,0.0,1949.125,557.675,120.15,2626.9500000000003
2026-01-03 03:00:00+00:00,0.0,1948.6,0.0,536.05,176.0,0.0,1948.6,536.05,176.0,2660.6499999999996
2026-01-03 04:00:00+00:00,0.0,1941.6,0.0,562.275,237.075,0.0,1941.6,562.275,237.075,2740.95
2026-01-03 05:00:00+00:00,0.0,1941.5,0.0,557.075,246.5,0.0,1941.5,557.075,246.5,2745.075
2026-01-03 06:00:00+00:00,0.0,1939.55,0.0,478.225,301.975,0.0,1939.55,478.225,301.975,2719.75
2026-01-03 07:00:00+00:00,0.0,1916.75,0.0,481.325,364.525,0.0,1916.75,481.325,364.525,2762.6
2026-01-03 08:00:00+00:00,0.0,1933.925,0.0,503.525,496.0,0.0,1933.925,503.525,496.0,2933.45
2026-01-03 09:00:00+00:00,0.0,1930.5,0.0,497.95,468.475,0.0,1930.5,497.95,468.475,2896.9249999999997
2026-01-03 10:00:00+00:00,0.0,1926.55,0.0,443.825,541.575,0.0,1926.55,443.825,541.575,2911.95
2026-01-03 11:00:00+00:00,0.0,1926.15,0.0,472.1,611.3,0.0,1926.15,472.1,611.3,3009.55
2026-01-03 12:00:00+00:00,0.0,1925.45,0.0,461.1,677.4,0.0,1925.45,461.1,677.4,3063.9500000000003
2026-01-03 13:00:00+00:00,0.0,1923.85,0.0,446.35,595.725,0.0,1923.85,446.35,595.725,2965.9249999999997
2026-01-03 14:00:00+00:00,0.0,1923.775,0.0,429.05,605.375,0.0,1923.775,429.05,605.375,2958.2000000000003
2026-01-03 15:00:00+00:00,0.0,1923.0,0.0,445.525,628.725,0.0,1923.0,445.525,628.725,2997.25
2026-01-03 16:00:00+00:00,0.0,1921.2,0.0,486.85,572.625,0.0,1921.2,486.85,572.625,2980.675
2026-01-03 17:00:00+00:00,0.0,1922.2,0.0,425.9,577.4,0.0,1922.2,425.9,577.4,2925.5
2026-01-03 18:00:00+00:00,0.0,1902.65,0.0,446.8,610.275,0.0,1902.65,446.8,610.275,2959.7250000000004
2026-01-03 19:00:00+00:00,0.0,1576.075,0.0,493.5,728.325,0.0,1576.075,493.5,728.325,2797.8999999999996
2026-01-03 20:00:00+00:00,0.0,1823.5,0.0,425.35,760.95,0.0,1823.5,425.35,760.95,3009.8
2026-01-03 21:00:00+00:00,0.0,1704.225,0.0,413.6,902.425,0.0,1704.225,413.6,902.425,3020.25
2026-01-03 22:00:00+00:00,0.0,1893.275,0.0,397.475,745.175,0.0,1893.275,397.475,745.175,3035.925
2026-01-03 23:00:00+00:00,0.0,1809.175,0.0,295.3,229.5,0.0,1809.175,295.3,229.5,2333.975
2026-01-04 00:00:00+00:00,0.0,1853.175,0.0,281.125,239.1,0.0,1853.175,281.125,239.1,2373.4
2026-01-04 01:00:00+00:00,0.0,1840.7,0.0,228.825,268.575,0.0,1840.7,228.825,268.575,2338.1
2026-01-04 02:00:00+00:00,0.0,1683.875,0.0,228.925,371.25,0.0,1683.875,228.925,371.25,2284.05
2026-01-04 03:00:00+00:00,0.0,1602.7,0.0,201.55,366.55,0.0,1602.7,201.55,366.55,2170.8
2026-01-04 04:00:00+00:00,0.0,1658.175,0.0,144.55,376.675,0.0,1658.175,144.55,376.675,2179.4
2026-01-04 05:00:00+00:00,0.0,1564.975,0.0,246.325,389.975,0.0,1564.975,246.325,389.975,2201.275
2026-01-04 06:00:00+00:00,0.0,1607.6,0.05,94.975,594.35,0.0,1607.6,94.925,594.35,2296.875
2026-01-04 07:00:00+00:00,0.0,1825.825,0.225,2.25,476.825,0.0,1825.825,2.025,476.825,2304.675
2026-01-04 08:00:00+00:00,0.0,1874.85,1.425,5.5,613.575,0.0,1874.85,4.075,613.575,2492.5
2026-01-04 09:00:00+00:00,0.0,1945.5,2.625,0.0,660.525,0.0,1945.5,-2.625,660.525,2603.4
2026-01-04 10:00:00+00:00,0.0,1881.85,3.625,0.0,744.0,0.0,1881.85,-3.625,744.0,2622.225
2026-01-04 11:00:00+00:00,0.0,1905.8,0.05,0.0,650.65,0.0,1905.8,-0.05,650.65,2556.4
2026-01-04 12:00:00+00:00,0.0,1942.525,32.625,0.0,644.025,0.0,1942.525,-32.625,644.025,2553.925
2026-01-04 13:00:00+00:00,0.0,1949.125,3.3,0.0,609.425,0.0,1949.125,-3.3,609.425,2555.25
2026-01-04 14:00:00+00:00,0.0,1947.5,6.375,0.0,584.7,0.0,1947.5,-6.375,584.7,2525.825
2026-01-04 15:00:00+00:00,0.0,1943.575,6.35,0.0,551.075,0.0,1943.575,-6.35,551.075,2488.3
2026-01-04 16:00:00+00:00,0.0,1939.825,7.025,0.0,632.65,0.0,1939.825,-7.025,632.65,2565.45
2026-01-04 17:00:00+00:00,0.0,1937.425,0.25,0.125,646.35,0.0,1937.425,-0.125,646.35,2583.65
2026-01-04 18:00:00+00:00,0.0,1926.275,1.35,0.0,748.85,0.0,1926.275,-1.35,748.85,2673.775
2026-01-04 19:00:00+00:00,0.0,1820.4,0.55,0.025,894.125,0.0,1820.4,-0.525,894.125,2714.0
2026-01-04 20:00:00+00:00,0.0,1909.975,0.15,0.025,791.525,0.0,1909.975,-0.125,791.525,2701.375
2026-01-04 21:00:00+00:00,0.0,1822.95,0.0,0.075,841.1,0.0,1822.95,0.075,841.1,2664.125
2026-01-04 22:00:00+00:00,0.0,1919.65,0.175,0.0,735.925,0.0,1919.65,-0.175,735.925,2655.4
2026-01-04 23:00:00+00:00,0.0,1854.975,0.1,0.0,1227.55,0.0,1854.975,-0.1,1227.55,3082.425
2026-01-05 00:00:00+00:00,0.0,1845.1,0.0,0.075,1234.15,0.0,1845.1,0.075,1234.15,3079.325
2026-01-05 01:00:00+00:00,0.0,1851.0,0.0,0.125,1229.975,0.0,1851.0,0.125,1229.975,3081.1
2026-01-05 02:00:00+00:00,0.0,1846.725,0.025,0.025,1096.05,0.0,1846.725,0.0,1096.05,2942.7749999999996
2026-01-05 03:00:00+00:00,0.0,1843.925,20.225,0.0,1001.225,0.0,1843.925,-20.225,1001.225,2824.925
2026-01-05 04:00:00+00:00,0.0,1840.075,27.1,0.0,980.875,0.0,1840.075,-27.1,980.875,2793.8500000000004
2026-01-05 05:00:00+00:00,0.0,1830.475,0.175,0.0,1018.675,0.0,1830.475,-0.175,1018.675,2848.975
2026-01-05 06:00:00+00:00,0.0,1824.9,0.5,0.0,1055.5,0.0,1824.9,-0.5,1055.5,2879.9
2026-01-05 07:00:00+00:00,0.0,1818.7,0.0,0.05,1023.55,0.0,1818.7,0.05,1023.55,2842.3
2026-01-05 08:00:00+00:00,0.0,1817.075,0.0,0.225,1051.925,0.0,1817.075,0.225,1051.925,2869.225
2026-01-05 09:00:00+00:00,0.0,1813.275,0.0,0.25,927.8,0.0,1813.275,0.25,927.8,2741.325
2026-01-05 10:00:00+00:00,0.0,1813.025,0.0,0.3,971.65,0.0,1813.025,0.3,971.65,2784.975
2026-01-05 11:00:00+00:00,0.0,1812.45,0.55,0.225,792.4,0.0,1812.45,-0.32500000000000007,792.4,2604.525
2026-01-05 12:00:00+00:00,0.0,1810.45,0.0,0.125,831.05,0.0,1810.45,0.125,831.05,2641.625
2026-01-05 13:00:00+00:00,0.0,1910.35,4.1,0.0,686.8,0.0,1910.35,-4.1,686.8,2593.05
2026-01-05 14:00:00+00:00,0.0,1909.125,0.025,0.225,705.575,0.0,1909.125,0.2,705.575,2614.9
2026-01-05 15:00:00+00:00,0.0,1882.675,0.0,11.2,604.4,0.0,1882.675,11.2,604.4,2498.275
2026-01-05 16:00:00+00:00,0.0,1895.85,0.0,17.1,536.45,0.0,1895.85,17.1,536.45,2449.3999999999996
2026-01-05 17:00:00+00:00,0.0,1880.7,0.0,9.0,489.25,0.0,1880.7,9.0,489.25,2378.95
2026-01-05 18:00:00+00:00,0.0,1753.75,0.0,12.15,619.125,0.0,1753.75,12.15,619.125,2385.025
2026-01-05 19:00:00+00:00,0.0,1748.1,0.0,2.45,542.2,0.0,1748.1,2.45,542.2,2292.75
2026-01-05 20:00:00+00:00,0.0,1851.15,0.0,17.8,502.125,0.0,1851.15,17.8,502.125,2371.075
2026-01-05 21:00:00+00:00,0.0,1831.65,0.0,7.2,481.025,0.0,1831.65,7.2,481.025,2319.875
2026-01-05 22:00:00+00:00,0.0,1754.275,0.0,8.875,559.675,0.0,1754.275,8.875,559.675,2322.825
2026-01-05 23:00:00+00:00,0.0,1782.05,0.0,0.0,916.475,0.0,1782.05,0.0,916.475,2698.525
2026-01-06 00:00:00+00:00,0.0,1743.425,0.0,0.0,910.725,0.0,1743.425,0.0,910.725,2654.15
2026-01-06 01:00:00+00:00,0.0,1691.175,0.0,5.4,932.875,0.0,1691.175,5.4,932.875,2629.45
2026-01-06 02:00:00+00:00,0.0,1702.025,0.0,6.3,884.15,0.0,1702.025,6.3,884.15,2592.475
2026-01-06 03:00:00+00:00,0.0,1738.25,0.0,0.0,882.175,0.0,1738.25,0.0,882.175,2620.425
2026-01-06 04:00:00+00:00,0.0,1736.475,0.0,0.0,835.9,0.0,1736.475,0.0,835.9,2572.375
2026-01-06 05:00:00+00:00,0.0,1709.8,0.0,0.0,845.8,0.0,1709.8,0.0,845.8,2555.6
2026-01-06 06:00:00+00:00,0.0,1692.075,0.0,3.45,915.2,0.0,1692.075,3.45,915.2,2610.7250000000004
2026-01-06 07:00:00+00:00,0.0,1686.8,0.0,0.625,938.325,0.0,1686.8,0.625,938.325,2625.75
2026-01-06 08:00:00+00:00,0.0,1523.725,0.0,23.825,1088.775,0.0,1523.725,23.825,1088.775,2636.325
2026-01-06 09:00:00+00:00,0.0,1704.05,0.0,49.225,929.775,0.0,1704.05,49.225,929.775,2683.0499999999997
2026-01-06 10:00:00+00:00,0.0,1639.075,0.0,32.875,1013.1,0.0,1639.075,32.875,1013.1,2685.05
2026-01-06 11:00:00+00:00,0.0,1633.55,0.0,1.5,965.725,0.0,1633.55,1.5,965.725,2600.775
2026-01-06 12:00:00+00:00,0.0,1667.625,0.0,65.45,901.85,0.0,1667.625,65.45,901.85,2634.925
2026-01-06 13:00:00+00:00,0.0,1712.475,0.0,0.825,833.925,0.0,1712.475,0.825,833.925,2547.225
2026-01-06 14:00:00+00:00,0.0,1725.3,0.0,12.3,726.25,0.0,1725.3,12.3,726.25,2463.85
2026-01-06 15:00:00+00:00,0.0,1672.35,0.0,8.075,677.125,0.0,1672.35,8.075,677.125,2357.55
2026-01-06 16:00:00+00:00,0.0,1683.0,0.45,0.0,648.7,0.0,1683.0,-0.45,648.7,2331.25
2026-01-06 17:00:00+00:00,0.0,1668.6,7.15,0.0,584.675,0.0,1668.6,-7.15,584.675,2246.125
2026-01-06 18:00:00+00:00,0.0,1763.35,7.9,0.0,609.45,0.0,1763.35,-7.9,609.45,2364.8999999999996
2026-01-06 19:00:00+00:00,0.0,1713.675,5.0,0.0,429.05,0.0,1713.675,-5.0,429.05,2137.725
2026-01-06 20:00:00+00:00,0.0,1628.55,0.925,0.0,452.15,0.0,1628.55,-0.925,452.15,2079.775
2026-01-06 21:00:00+00:00,0.0,1650.575,2.325,0.0,416.325,0.0,1650.575,-2.325,416.325,2064.575
2026-01-06 22:00:00+00:00,0.0,1667.825,0.0,0.0,387.15,0.0,1667.825,0.0,387.15,2054.975
2026-01-06 23:00:00+00:00,0.0,1875.075,1.5,0.0,691.45,0.0,1875.075,-1.5,691.45,2565.025
2026-01-07 00:00:00+00:00,0.0,1864.9,0.0,0.0,730.175,0.0,1864.9,0.0,730.175,2595.075
2026-01-07 01:00:00+00:00,0.0,1863.225,0.1,0.0,726.2,0.0,1863.225,-0.1,726.2,2589.325
2026-01-07 02:00:00+00:00,0.0,1872.5,0.0,0.0,815.15,0.0,1872.5,0.0,815.15,2687.65
2026-01-07 03:00:00+00:00,0.0,1931.6,0.0,0.0,790.075,0.0,1931.6,0.0,790.075,2721.675
2026-01-07 04:00:00+00:00,0.0,1938.85,0.0,0.0,853.925,0.0,1938.85,0.0,853.925,2792.7749999999996
2026-01-07 05:00:00+00:00,0.0,1927.225,0.0,0.075,619.85,0.0,1927.225,0.075,619.85,2547.15
2026-01-07 06:00:00+00:00,0.0,1909.225,0.0,0.1,775.275,0.0,1909.225,0.1,775.275,2684.6
2026-01-07 07:00:00+00:00,0.0,1910.2,0.0,0.1,661.375,0.0,1910.2,0.1,661.375,2571.675
2026-01-07 08:00:00+00:00,0.0,1923.4,0.0,0.1,748.725,0.0,1923.4,0.1,748.725,2672.225
2026-01-07 09:00:00+00:00,0.0,1931.925,0.0,22.625,849.075,0.0,1931.925,22.625,849.075,2803.625
2026-01-07 10:00:00+00:00,0.0,1935.5,0.0,63.35,920.55,0.0,1935.5,63.35,920.55,2919.3999999999996
2026-01-07 11:00:00+00:00,0.0,1945.15,0.0,86.475,883.05,0.0,1945.15,86.475,883.05,2914.675
2026-01-07 12:00:00+00:00,0.0,1946.35,0.0,70.75,860.525,0.0,1946.35,70.75,860.525,2877.625
2026-01-07 13:00:00+00:00,0.0,1952.275,0.0,62.3,784.45,0.0,1952.275,62.3,784.45,2799.025
2026-01-07 14:00:00+00:00,0.0,1952.675,0.0,0.8,813.0,0.0,1952.675,0.8,813.0,2766.475
2026-01-07 15:00:00+00:00,0.0,1951.8,0.0,0.025,841.525,0.0,1951.8,0.025,841.525,2793.35
2026-01-07 16:00:00+00:00,0.0,1944.15,0.0,0.075,863.675,0.0,1944.15,0.075,863.675,2807.9
2026-01-07 17:00:00+00:00,0.0,1947.25,0.0,0.1,853.0,0.0,1947.25,0.1,853.0,2800.35
2026-01-07 18:00:00+00:00,0.0,1948.25,0.0,0.075,897.8,0.0,1948.25,0.075,897.8,2846.125
2026-01-07 19:00:00+00:00,0.0,1949.475,0.0,0.025,879.425,0.0,1949.475,0.025,879.425,2828.925
2026-01-07 20:00:00+00:00,0.0,1956.65,0.0,0.025,792.65,0.0,1956.65,0.025,792.65,2749.3250000000003
2026-01-07 21:00:00+00:00,0.0,1954.075,0.0,0.0,664.5,0.0,1954.075,0.0,664.5,2618.575
2026-01-07 22:00:00+00:00,0.0,1956.25,0.0,0.125,716.05,0.0,1956.25,0.125,716.05,2672.425
2026-01-07 23:00:00+00:00,0.0,1950.05,0.0,0.15,439.925,0.0,1950.05,0.15,439.925,2390.125
2026-01-08 00:00:00+00:00,0.0,1954.5,0.0,0.125,384.475,0.0,1954.5,0.125,384.475,2339.1
2026-01-08 01:00:00+00:00,0.0,1925.75,0.0,1.65,416.625,0.0,1925.75,1.65,416.625,2344.025
2026-01-08 02:00:00+00:00,0.0,1947.7,0.0,0.075,324.25,0.0,1947.7,0.075,324.25,2272.025
2026-01-08 03:00:00+00:00,0.0,1903.525,0.025,0.025,356.325,0.0,1903.525,0.0,356.325,2259.85
2026-01-08 04:00:00+00:00,0.0,1871.575,0.0,0.0,509.925,0.0,1871.575,0.0,509.925,2381.5
2026-01-08 05:00:00+00:00,0.0,1864.05,0.0,0.075,656.575,0.0,1864.05,0.075,656.575,2520.7
2026-01-08 06:00:00+00:00,0.0,1804.175,0.8,0.0,719.1,0.0,1804.175,-0.8,719.1,2522.475
2026-01-08 07:00:00+00:00,0.0,1663.475,0.575,0.0,901.425,0.0,1663.475,-0.575,901.425,2564.325
2026-01-08 08:00:00+00:00,0.0,1655.55,0.675,0.0,901.025,0.0,1655.55,-0.675,901.025,2555.9
2026-01-08 09:00:00+00:00,0.0,1725.275,0.025,0.0,883.025,0.0,1725.275,-0.025,883.025,2608.275
2026-01-08 10:00:00+00:00,0.0,1678.2,0.0,0.0,931.425,0.0,1678.2,0.0,931.425,2609.625
2026-01-08 11:00:00+00:00,0.0,1832.075,0.225,0.0,962.6,0.0,1832.075,-0.225,962.6,2794.4500000000003
2026-01-08 12:00:00+00:00,0.0,1937.0,0.0,0.0,945.85,0.0,1937.0,0.0,945.85,2882.85
2026-01-08 13:00:00+00:00,0.0,1935.15,0.0,0.0,1095.075,0.0,1935.15,0.0,1095.075,3030.2250000000004
2026-01-08 14:00:00+00:00,0.0,1939.65,0.0,0.0,1201.4,0.0,1939.65,0.0,1201.4,3141.05
2026-01-08 15:00:00+00:00,0.0,1941.7,0.0,0.0,1192.875,0.0,1941.7,0.0,1192.875,3134.575
2026-01-08 16:00:00+00:00,0.0,1943.0,0.0,0.0,1176.35,0.0,1943.0,0.0,1176.35,3119.35
2026-01-08 17:00:00+00:00,0.0,1946.55,0.0,0.0,1072.125,0.0,1946.55,0.0,1072.125,3018.675
2026-01-08 18:00:00+00:00,0.0,1942.375,0.0,0.0,945.0,0.0,1942.375,0.0,945.0,2887.375
2026-01-08 19:00:00+00:00,0.0,1941.925,0.0,0.0,972.975,0.0,1941.925,0.0,972.975,2914.9
2026-01-08 20:00:00+00:00,0.0,1945.775,0.0,0.025,989.175,0.0,1945.775,0.025,989.175,2934.9750000000004
2026-01-08 21:00:00+00:00,0.0,1946.975,0.0,0.0,1058.775,0.0,1946.975,0.0,1058.775,3005.75
2026-01-08 22:00:00+00:00,0.0,1956.075,0.0,0.0,1119.225,0.0,1956.075,0.0,1119.225,3075.3
2026-01-08 23:00:00+00:00,0.0,1946.55,0.0,41.575,750.7,0.0,1946.55,41.575,750.7,2738.825
2026-01-09 00:00:00+00:00,0.0,1945.6,0.0,32.775,760.6,0.0,1945.6,32.775,760.6,2738.975
2026-01-09 01:00:00+00:00,0.0,1952.225,0.0,56.35,630.75,0.0,1952.225,56.35,630.75,2639.325
2026-01-09 02:00:00+00:00,0.0,1963.325,0.0,132.825,481.15,0.0,1963.325,132.825,481.15,2577.3
2026-01-09 03:00:00+00:00,0.0,1967.5,0.0,112.675,461.375,0.0,1967.5,112.675,461.375,2541.55
2026-01-09 04:00:00+00:00,0.0,1964.1,0.0,134.0,419.725,0.0,1964.1,134.0,419.725,2517.825
2026-01-09 05:00:00+00:00,0.0,1953.05,0.0,3.525,560.025,0.0,1953.05,3.525,560.025,2516.6
2026-01-09 06:00:00+00:00,0.0,1958.675,0.0,0.0,704.275,0.0,1958.675,0.0,704.275,2662.95
2026-01-09 07:00:00+00:00,0.0,1958.725,0.0,0.0,566.475,0.0,1958.725,0.0,566.475,2525.2
2026-01-09 08:00:00+00:00,0.0,1959.2,0.0,24.15,703.45,0.0,1959.2,24.15,703.45,2686.8
2026-01-09 09:00:00+00:00,0.0,1956.95,0.0,77.225,653.425,0.0,1956.95,77.225,653.425,2687.6
2026-01-09 10:00:00+00:00,0.0,1961.15,0.0,97.925,612.9,0.0,1961.15,97.925,612.9,2671.9750000000004
2026-01-09 11:00:00+00:00,0.0,1962.275,0.0,74.95,559.2,0.0,1962.275,74.95,559.2,2596.425
2026-01-09 12:00:00+00:00,0.0,1962.825,0.0,89.975,548.15,0.0,1962.825,89.975,548.15,2600.9500000000003
2026-01-09 13:00:00+00:00,0.0,1961.525,0.0,237.025,499.825,0.0,1961.525,237.025,499.825,2698.375
2026-01-09 14:00:00+00:00,0.0,1959.125,0.0,178.475,568.275,0.0,1959.125,178.475,568.275,2705.875
2026-01-09 15:00:00+00:00,0.0,1955.9,0.0,85.85,685.625,0.0,1955.9,85.85,685.625,2727.375
2026-01-09 16:00:00+00:00,0.0,1957.025,0.0,0.0,788.275,0.0,1957.025,0.0,788.275,2745.3
2026-01-09 17:00:00+00:00,0.0,1958.425,0.0,0.0,790.1,0.0,1958.425,0.0,790.1,2748.525
2026-01-09 18:00:00+00:00,0.0,1958.35,0.0,0.0,741.8,0.0,1958.35,0.0,741.8,2700.1499999999996
2026-01-09 19:00:00+00:00,0.0,1965.475,0.0,159.925,548.7,0.0,1965.475,159.925,548.7,2674.1000000000004
2026-01-09 20:00:00+00:00,0.0,1966.875,0.0,168.325,334.925,0.0,1966.875,168.325,334.925,2470.125
2026-01-09 21:00:00+00:00,0.0,1968.75,0.0,199.875,341.925,0.0,1968.75,199.875,341.925,2510.55
2026-01-09 22:00:00+00:00,0.0,1969.475,0.0,148.575,244.45,0.0,1969.475,148.575,244.45,2362.4999999999995
2026-01-09 23:00:00+00:00,0.0,1830.2,0.0,29.15,398.675,0.0,1830.2,29.15,398.675,2258.025
2026-01-10 00:00:00+00:00,0.0,1881.375,0.0,2.3,421.275,0.0,1881.375,2.3,421.275,2304.95
2026-01-10 01:00:00+00:00,0.0,1899.95,0.0,55.175,378.825,0.0,1899.95,55.175,378.825,2333.95
2026-01-10 02:00:00+00:00,0.0,1953.875,0.0,158.55,258.15,0.0,1953.875,158.55,258.15,2370.5750000000003
2026-01-10 03:00:00+00:00,0.0,1965.125,0.0,137.45,282.725,0.0,1965.125,137.45,282.725,2385.2999999999997
2026-01-10 04:00:00+00:00,0.0,1968.35,0.0,124.2,299.975,0.0,1968.35,124.2,299.975,2392.5249999999996
2026-01-10 05:00:00+00:00,0.0,1968.025,0.0,125.125,299.825,0.0,1968.025,125.125,299.825,2392.975
2026-01-10 06:00:00+00:00,0.0,1965.4,0.0,148.05,353.375,0.0,1965.4,148.05,353.375,2466.8250000000003
2026-01-10 07:00:00+00:00,0.0,1962.375,2.65,48.75,676.75,0.0,1962.375,46.1,676.75,2685.225
