,NL_NO_2,NO_2_NL,GB_NO_2,NO_2_GB,NO_2_DE_LU,DE_LU_NO_2,NO_2_DK_1,DK_1_NO_2,NO_2_NO_1,NO_1_NO_2,NO_2_NO_5,NO_5_NO_2,NO_2_DE_LU_net_export,NO_2_DK_1_net_export,NO_2_NL_net_export,NO_2_NO_1_net_export,NO_2_NO_5_net_export,NO_2_GB_net_export,Net Export
2026-01-02 12:00:00+00:00,69.725,0.0,0.0,1449.0,894.25,1265.25,0.0,1518.825,2082.75,0.0,0.0,0.0,-371.0,-1518.825,-69.725,2082.75,0.0,1449.0,1572.2
2026-01-02 13:00:00+00:00,30.3,0.0,0.0,1449.0,1098.25,949.5,0.0,966.95,1782.725,0.0,2.65,0.0,148.75,-966.95,-30.3,1782.725,2.65,1449.0,2385.875
2026-01-02 14:00:00+00:00,0.0,224.22500000000002,0.0,1449.0,1395.5,196.0,0.0,498.09999999999997,450.675,0.0,12.025,0.0,1199.5,-498.09999999999997,224.22500000000002,450.675,12.025,1449.0,2837.3250000000003
2026-01-02 15:00:00+00:00,0.0,375.425,0.0,1449.0,1361.0,56.25,112.025,90.125,78.4,8.575,1.475,60.7,1304.75,21.900000000000006,375.425,69.825,-59.225,1449.0,3161.675
2026-01-02 16:00:00+00:00,0.0,640.5,0.0,1449.0,1347.5,4.25,409.45000000000005,0.0,21.425,49.425,0.0,19.6,1343.25,409.45000000000005,640.5,-27.999999999999996,-19.6,1449.0,3794.6
2026-01-02 17:00:00+00:00,0.0,640.5,0.0,1449.0,1406.75,7.25,1088.1,0.0,14.925,0.025,0.0,821.25,1399.5,1088.1,640.5,14.9,-821.25,1449.0,3770.75
2026-01-02 18:00:00+00:00,0.0,640.5,0.0,1449.0,1409.0,8.75,1437.15,0.0,81.1,0.0,0.0,978.6,1400.25,1437.15,640.5,81.1,-978.6,1449.0,4029.4
2026-01-02 19:00:00+00:00,0.0,640.5,0.0,1449.0,1411.0,11.0,1321.875,0.0,125.65,0.0,0.0,1100.725,1400.0,1321.875,640.5,125.65,-1100.725,1449.0,3836.3
2026-01-02 20:00:00+00:00,0.0,593.475,0.0,1449.0,1410.25,10.0,987.0999999999999,0.0,61.125,0.0,0.0,1097.45,1400.25,987.0999999999999,593.475,61.125,-1097.45,1449.0,3393.5
2026-01-02 21:00:00+00:00,0.0,640.5,0.0,1449.0,1428.5,29.25,1033.925,0.0,488.7,0.0,0.0,1533.85,1399.25,1033.925,640.5,488.7,-1533.85,1449.0,3477.525
2026-01-02 22:00:00+00:00,0.0,345.625,0.0,1449.0,1408.75,9.0,1346.65,0.0,215.75,0.0,0.0,1832.15,1399.75,1346.65,345.625,215.75,-1832.15,1449.0,2924.625
2026-01-02 23:00:00+00:00,0.0,590.7,0.0,1449.0,1460.0,60.0,237.79999999999998,23.275,42.025,0.0,0.0,1548.025,1400.0,214.52499999999998,590.7,42.025,-1548.025,1449.0,2148.2250000000004
2026-01-03 00:00:00+00:00,0.0,622.475,0.0,1449.0,1629.0,271.0,32.05,111.025,133.05,0.0,0.0,1475.5,1358.0,-78.97500000000001,622.475,133.05,-1475.5,1449.0,2008.05
2026-01-03 01:00:00+00:00,0.0,599.275,0.0,1259.3,1437.75,198.0,18.425,155.47500000000002,286.725,0.0,0.0,1562.975,1239.75,-137.05,599.275,286.725,-1562.975,1259.3,1685.0249999999999
2026-01-03 02:00:00+00:00,0.0,608.75,0.0,978.7,1301.5,90.75,4.725,232.15,238.45,0.0,0.0,1472.175,1210.75,-227.425,608.75,238.45,-1472.175,978.7,1337.0500000000002
2026-01-03 03:00:00+00:00,0.0,216.5,0.0,803.7,1217.75,114.25,0.0,297.525,2.475,7.675,0.0,732.45,1103.5,-297.525,216.5,-5.199999999999999,-732.45,803.7,1088.525
2026-01-03 04:00:00+00:00,0.0,343.175,0.0,465.0,1359.0,76.25,256.125,12.325,3.325,7.075,0.0,947.25,1282.75,243.8,343.175,-3.75,-947.25,465.0,1383.725
2026-01-03 05:00:00+00:00,0.0,475.475,0.0,0.0,1353.25,10.75,754.175,0.0,215.1,0.0,0.0,1244.55,1342.5,754.175,475.475,215.1,-1244.55,0.0,1542.7
2026-01-03 06:00:00+00:00,0.0,562.875,0.0,275.2,1238.75,2.5,1189.1,0.0,121.75,0.0,0.0,1209.8,1236.25,1189.1,562.875,121.75,-1209.8,275.2,2175.375
2026-01-03 07:00:00+00:00,0.0,515.65,0.0,740.2,1449.5,52.5,1634.6,0.0,59.75,0.0,0.0,1061.5,1397.0,1634.6,515.65,59.75,-1061.5,740.2,3285.7
2026-01-03 08:00:00+00:00,0.0,376.65,0.0,927.8,1282.5,263.75,1576.45,0.0,14.3,0.0,0.0,788.25,1018.75,1576.45,376.65,14.3,-788.25,927.8,3125.7
2026-01-03 09:00:00+00:00,0.0,601.925,0.0,1277.8,824.25,633.25,1606.05,0.0,13.775,8.925,0.0,627.4,191.0,1606.05,601.925,4.85,-627.4,1277.8,3054.2249999999995
2026-01-03 10:00:00+00:00,0.0,561.0,0.0,1009.6,675.25,404.0,1270.8,0.0,0.0,37.475,0.0,287.575,271.25,1270.8,561.0,-37.475,-287.575,1009.6,2787.6000000000004
2026-01-03 11:00:00+00:00,0.0,550.7,0.0,897.8,425.75,282.5,1192.975,0.0,0.0,23.025,0.0,131.675,143.25,1192.975,550.7,-23.025,-131.675,897.8,2630.0249999999996
2026-01-03 12:00:00+00:00,0.0,474.675,0.0,759.7,426.75,330.75,1148.95,0.0,11.35,2.5,28.05,5.475,96.0,1148.95,474.675,8.85,22.575000000000003,759.7,2510.75
2026-01-03 13:00:00+00:00,0.0,309.65,0.0,629.2,1192.5,445.0,1373.525,0.0,0.0,31.625,0.0,293.6,747.5,1373.525,309.65,-31.625,-293.6,629.2,2734.6500000000005
2026-01-03 14:00:00+00:00,0.0,226.8,0.0,790.9,1253.75,528.75,1390.8,0.0,2.325,9.525,0.0,205.525,725.0,1390.8,226.8,-7.2,-205.525,790.9,2920.7750000000005
2026-01-03 15:00:00+00:00,0.0,581.425,0.0,742.9,636.5,648.75,1628.975,0.0,0.0,27.275,8.2,29.4,-12.25,1628.975,581.425,-27.275,-21.2,742.9,2892.575
2026-01-03 16:00:00+00:00,0.0,599.375,0.0,1164.1,367.75,552.25,1461.4,0.0,0.0,10.35,0.0,133.7,-184.5,1461.4,599.375,-10.35,-133.7,1164.1,2896.325
2026-01-03 17:00:00+00:00,0.0,576.55,0.0,1297.0,495.5,375.25,1470.275,0.0,1.25,13.125,0.0,244.425,120.25,1470.275,576.55,-11.875,-244.425,1297.0,3207.7749999999996
2026-01-03 18:00:00+00:00,0.0,392.45,0.0,1449.0,740.75,489.5,1635.275,0.0,0.25,8.675,0.0,660.475,251.25,1635.275,392.45,-8.425,-660.475,1449.0,3059.075
2026-01-03 19:00:00+00:00,0.0,185.475,0.0,1449.0,1024.75,418.0,1629.65,0.0,0.0,14.4,0.0,879.75,606.75,1629.65,185.475,-14.4,-879.75,1449.0,2976.725
2026-01-03 20:00:00+00:00,0.0,155.6,0.0,1449.0,1103.5,456.25,1545.35,0.0,0.0,19.125,0.0,763.225,647.25,1545.35,155.6,-19.125,-763.225,1449.0,3014.85
2026-01-03 21:00:00+00:00,0.0,6.225,0.0,1449.0,1562.25,636.75,1409.625,0.0,1.75,5.525,0.0,693.975,925.5,1409.625,6.225,-3.7750000000000004,-693.975,1449.0,3092.6
2026-01-03 22:00:00+00:00,0.0,123.44999999999999,0.0,1449.0,875.25,275.25,1434.725,0.0,18.15,0.925,0.0,844.875,600.0,1434.725,123.44999999999999,17.224999999999998,-844.875,1449.0,2779.5249999999996
2026-01-03 23:00:00+00:00,0.0,531.475,0.0,1081.4,692.75,480.0,1528.575,0.0,4.325,30.85,0.0,513.175,212.75,1528.575,531.475,-26.525000000000002,-513.175,1081.4,2814.5
2026-01-04 00:00:00+00:00,0.0,489.5,0.0,1001.5,763.5,462.0,1628.225,0.0,0.0,14.0,0.0,689.575,301.5,1628.225,489.5,-14.0,-689.575,1001.5,2717.1499999999996
2026-01-04 01:00:00+00:00,0.0,327.4,0.0,1013.7,940.25,414.0,1663.975,0.0,33.625,0.025,0.0,711.6,526.25,1663.975,327.4,33.6,-711.6,1013.7,2853.325
2026-01-04 02:00:00+00:00,0.0,148.225,0.0,1000.0,664.5,191.75,1673.125,0.0,20.55,0.0,0.0,651.675,472.75,1673.125,148.225,20.55,-651.675,1000.0,2662.9750000000004
2026-01-04 03:00:00+00:00,0.0,213.225,0.0,1021.9,190.75,194.25,1598.425,0.0,27.95,0.0,0.0,451.375,-3.5,1598.425,213.225,27.95,-451.375,1021.9,2406.625
2026-01-04 04:00:00+00:00,0.0,244.45000000000002,0.0,859.5,597.5,223.75,1676.3,0.0,8.075,73.65,0.0,380.825,373.75,1676.3,244.45000000000002,-65.575,-380.825,859.5,2707.6000000000004
2026-01-04 05:00:00+00:00,0.0,9.4,0.0,789.7,624.0,71.25,1669.25,0.0,10.95,0.325,0.0,349.575,552.75,1669.25,9.4,10.625,-349.575,789.7,2682.15
2026-01-04 06:00:00+00:00,0.0,9.875,0.0,873.8,413.5,5.0,1546.2,0.0,64.425,3.95,0.0,46.425,408.5,1546.2,9.875,60.474999999999994,-46.425,873.8,2852.425
2026-01-04 07:00:00+00:00,0.0,204.925,0.0,408.8,540.0,0.0,1252.375,0.0,581.125,0.0,0.3,24.55,540.0,1252.375,204.925,581.125,-24.25,408.8,2962.9750000000004
2026-01-04 08:00:00+00:00,0.0,120.925,0.0,844.0,714.25,0.0,454.47499999999997,0.0,1153.425,0.0,0.0,281.85,714.25,454.47499999999997,120.925,1153.425,-281.85,844.0,3005.225
2026-01-04 09:00:00+00:00,0.0,135.05,0.0,1309.0,599.5,1.0,52.825,0.0,606.6,0.0,0.65,0.175,598.5,52.825,135.05,606.6,0.47500000000000003,1309.0,2702.45
2026-01-04 10:00:00+00:00,0.0,64.625,0.0,986.1,380.25,79.25,50.15,0.0,1681.675,0.0,0.0,506.075,301.0,50.15,64.625,1681.675,-506.075,986.1,2577.475
2026-01-04 11:00:00+00:00,0.0,77.4,0.0,815.1,168.75,662.5,69.575,0.0,1768.825,0.0,0.0,423.825,-493.75,69.575,77.4,1768.825,-423.825,815.1,1813.3250000000003
2026-01-04 12:00:00+00:00,0.0,25.3,0.0,859.5,398.25,689.25,255.025,0.0,1848.675,0.0,0.0,506.2,-291.0,255.025,25.3,1848.675,-506.2,859.5,2191.3
2026-01-04 13:00:00+00:00,0.0,46.45,0.0,459.2,410.0,91.75,86.9,0.0,2295.25,0.0,0.0,267.1,318.25,86.9,46.45,2295.25,-267.1,459.2,2938.95
2026-01-04 14:00:00+00:00,0.0,62.5,0.0,7.1,445.25,105.0,110.775,0.0,2780.675,0.0,0.0,181.0,340.25,110.775,62.5,2780.675,-181.0,7.1,3120.3
2026-01-04 15:00:00+00:00,31.775,1.85,0.0,0.0,536.25,60.0,84.75,0.0,2884.9,0.0,0.0,116.35,476.25,84.75,-29.924999999999997,2884.9,-116.35,0.0,3299.6250000000005
2026-01-04 16:00:00+00:00,0.0,16.425,0.0,47.2,310.25,49.0,199.7,0.0,2837.1,0.0,0.0,105.0,261.25,199.7,16.425,2837.1,-105.0,47.2,3256.6749999999997
2026-01-04 17:00:00+00:00,0.0,5.475,0.0,332.0,112.0,141.0,91.85,0.0,2781.25,0.0,0.025,16.75,-29.0,91.85,5.475,2781.25,-16.725,332.0,3164.85
2026-01-04 18:00:00+00:00,0.0,31.05,0.0,422.4,647.5,55.5,70.075,0.0,2720.0,0.0,0.0,125.3,592.0,70.075,31.05,2720.0,-125.3,422.4,3710.225
2026-01-04 19:00:00+00:00,0.0,15.5,0.0,465.0,673.75,109.75,117.05,0.0,2741.025,0.0,0.0,155.25,564.0,117.05,15.5,2741.025,-155.25,465.0,3747.325
2026-01-04 20:00:00+00:00,0.0,20.775,0.0,0.0,716.5,72.5,416.025,0.0,2849.025,0.0,0.0,153.175,644.0,416.025,20.775,2849.025,-153.175,0.0,3776.65
2026-01-04 21:00:00+00:00,0.0,0.47500000000000003,0.0,0.0,730.5,68.5,583.675,0.0,2799.3,0.0,0.0,143.05,662.0,583.675,0.47500000000000003,2799.3,-143.05,0.0,3902.3999999999996
2026-01-04 22:00:00+00:00,0.0,1.475,0.0,0.0,791.0,0.0,326.375,0.0,2821.6,0.0,0.0,113.175,791.0,326.375,1.475,2821.6,-113.175,0.0,3827.2749999999996
2026-01-04 23:00:00+00:00,51.099999999999994,0.0,0.0,17.0,947.0,0.0,577.15,0.0,2792.25,0.0,0.0,465.45,947.0,577.15,-51.099999999999994,2792.25,-465.45,17.0,3816.8500000000004
2026-01-05 00:00:00+00:00,159.05,0.0,0.0,175.7,735.5,0.0,730.9,0.0,2737.05,0.0,0.0,548.15,735.5,730.9,-159.05,2737.05,-548.15,175.7,3671.9500000000003
2026-01-05 01:00:00+00:00,99.7,0.0,0.0,111.0,776.75,0.0,1091.05,0.0,2464.75,0.0,0.0,428.325,776.75,1091.05,-99.7,2464.75,-428.325,111.0,3915.5250000000005
2026-01-05 02:00:00+00:00,64.675,0.0,0.0,0.0,300.0,1.75,1137.65,0.0,2767.525,0.0,0.0,174.4,298.25,1137.65,-64.675,2767.525,-174.4,0.0,3964.35
2026-01-05 03:00:00+00:00,36.5,0.0,0.0,0.0,475.0,0.0,1549.8,0.0,2346.0,0.0,0.0,187.725,475.0,1549.8,-36.5,2346.0,-187.725,0.0,4146.575
2026-01-05 04:00:00+00:00,182.55,0.0,419.5,0.0,659.0,0.0,1662.1,0.0,2476.725,0.0,0.0,147.85,659.0,1662.1,-182.55,2476.725,-147.85,-419.5,4047.9249999999993
2026-01-05 05:00:00+00:00,387.65,0.0,884.5,0.0,868.75,0.0,1607.125,0.0,2752.675,0.0,0.0,109.375,868.75,1607.125,-387.65,2752.675,-109.375,-884.5,3847.0249999999996
2026-01-05 06:00:00+00:00,13.7,0.0,915.1,0.0,524.5,30.0,1445.275,0.0,2928.175,0.0,0.0,342.6,494.5,1445.275,-13.7,2928.175,-342.6,-915.1,3596.5499999999997
2026-01-05 07:00:00+00:00,15.1,0.0,480.3,0.0,608.75,84.0,667.6,0.0,2870.275,0.0,0.0,445.975,524.75,667.6,-15.1,2870.275,-445.975,-480.3,3121.25
2026-01-05 08:00:00+00:00,1.1,0.0,15.3,0.0,496.25,38.75,351.5,0.0,2918.675,0.0,0.0,591.275,457.5,351.5,-1.1,2918.675,-591.275,-15.3,3120.0
2026-01-05 09:00:00+00:00,17.125,0.0,0.0,117.7,322.5,390.75,751.825,0.0,2959.975,0.0,0.0,514.05,-68.25,751.825,-17.125,2959.975,-514.05,117.7,3230.075
2026-01-05 10:00:00+00:00,0.0,0.0,0.0,267.5,35.0,634.75,1252.975,0.0,2948.775,0.0,0.0,443.975,-599.75,1252.975,0.0,2948.775,-443.975,267.5,3425.525
2026-01-05 11:00:00+00:00,0.0,0.0,0.0,174.7,61.0,622.25,1072.7,0.0,2946.0,0.0,0.0,203.975,-561.25,1072.7,0.0,2946.0,-203.975,174.7,3428.1749999999997
2026-01-05 12:00:00+00:00,0.0,0.0,0.0,0.0,129.75,447.25,1220.625,0.0,2977.95,0.0,0.0,163.725,-317.5,1220.625,0.0,2977.95,-163.725,0.0,3717.35
2026-01-05 13:00:00+00:00,0.0,0.0,0.0,0.0,218.25,677.75,905.475,0.0,2971.75,0.0,0.0,123.75,-459.5,905.475,0.0,2971.75,-123.75,0.0,3293.975
2026-01-05 14:00:00+00:00,0.0,0.0,0.0,0.0,648.5,312.75,417.775,0.0,2934.775,0.0,0.0,0.5,335.75,417.775,0.0,2934.775,-0.5,0.0,3687.8
2026-01-05 15:00:00+00:00,87.0,0.0,0.0,465.0,525.25,45.5,0.0,0.0,2905.475,0.0,0.0,4.1,479.75,0.0,-87.0,2905.475,-4.1,465.0,3759.125
2026-01-05 16:00:00+00:00,111.125,0.0,0.0,930.0,592.5,199.75,161.85000000000002,0.0,2613.725,0.0,2.65,35.9,392.75,161.85000000000002,-111.125,2613.725,-33.25,930.0,3953.95
2026-01-05 17:00:00+00:00,77.45,0.0,0.0,1395.0,759.0,499.5,556.275,0.0,2133.025,0.0,1.1,6.0,259.5,556.275,-77.45,2133.025,-4.9,1395.0,4261.45
2026-01-05 18:00:00+00:00,51.2,0.0,0.0,1310.3,685.25,342.75,853.9,0.0,2854.9,0.0,0.0,98.025,342.5,853.9,-51.2,2854.9,-98.025,1310.3,5212.375
2026-01-05 19:00:00+00:00,50.45,0.0,0.0,1176.1,917.0,104.5,844.35,0.0,2888.775,0.0,0.0,62.225,812.5,844.35,-50.45,2888.775,-62.225,1176.1,5609.049999999999
2026-01-05 20:00:00+00:00,69.475,0.0,0.0,730.3,696.25,58.5,845.6,0.0,2868.0,0.0,0.0,55.775,637.75,845.6,-69.475,2868.0,-55.775,730.3,4956.400000000001
2026-01-05 21:00:00+00:00,31.725,0.0,0.0,265.3,715.25,4.0,1132.25,0.0,2785.45,0.0,0.0,55.5,711.25,1132.25,-31.725,2785.45,-55.5,265.3,4807.025000000001
2026-01-05 22:00:00+00:00,22.549999999999997,0.0,0.0,0.0,788.0,6.75,877.0999999999999,0.0,2873.6,0.0,0.0,43.75,781.25,877.0999999999999,-22.549999999999997,2873.6,-43.75,0.0,4465.65
2026-01-05 23:00:00+00:00,533.5,0.0,0.0,0.0,1152.25,0.0,1334.475,0.0,2814.25,0.0,0.0,198.4,1152.25,1334.475,-533.5,2814.25,-198.4,0.0,4569.075000000001
2026-01-06 00:00:00+00:00,561.675,0.0,0.0,0.0,1079.25,61.75,1504.75,0.0,2734.025,0.0,0.0,140.05,1017.5,1504.75,-561.675,2734.025,-140.05,0.0,4554.55
2026-01-06 01:00:00+00:00,108.5,0.0,0.0,0.0,837.5,1.0,1391.925,0.0,2797.825,0.0,0.0,80.2,836.5,1391.925,-108.5,2797.825,-80.2,0.0,4837.55
2026-01-06 02:00:00+00:00,51.2,0.0,0.0,0.0,873.5,14.5,1624.575,0.0,2540.5,0.0,0.0,28.1,859.0,1624.575,-51.2,2540.5,-28.1,0.0,4944.775
2026-01-06 03:00:00+00:00,24.65,0.0,192.5,0.0,954.25,27.5,1639.85,0.0,2471.35,0.0,0.0,31.7,926.75,1639.85,-24.65,2471.35,-31.7,-192.5,4789.099999999999
2026-01-06 04:00:00+00:00,163.875,0.0,657.5,0.0,1131.25,89.75,1580.6,0.0,2810.275,0.0,0.0,90.625,1041.5,1580.6,-163.875,2810.275,-90.625,-657.5,4520.375
2026-01-06 05:00:00+00:00,0.0,0.0,1122.5,0.0,1035.5,5.0,1680.675,0.0,2772.0,0.0,0.0,2.125,1030.5,1680.675,0.0,2772.0,-2.125,-1122.5,4358.55
2026-01-06 06:00:00+00:00,0.0,0.0,1395.0,0.0,879.75,2.0,1680.625,0.0,2923.875,0.0,0.0,19.825,877.75,1680.625,0.0,2923.875,-19.825,-1395.0,4067.425
2026-01-06 07:00:00+00:00,6.7749999999999995,0.0,930.0,0.0,962.0,51.5,1485.7,0.0,2918.525,0.0,0.0,210.225,910.5,1485.7,-6.7749999999999995,2918.525,-210.225,-930.0,4167.724999999999
2026-01-06 08:00:00+00:00,4.15,0.0,465.0,0.0,1101.25,9.5,1508.5,0.0,2917.0,0.0,0.0,704.65,1091.75,1508.5,-4.15,2917.0,-704.65,-465.0,4343.450000000001
2026-01-06 09:00:00+00:00,13.724999999999998,0.0,0.0,0.0,821.75,299.75,1524.35,0.0,2676.125,0.0,0.0,514.7,522.0,1524.35,-13.724999999999998,2676.125,-514.7,0.0,4194.05
