,RS_ME,ME_RS,ME_BA,BA_ME,ME_IT_CSUD,IT_CSUD_ME,ME_BA_net_export,ME_RS_net_export,ME_IT_CSUD_net_export,Net Export
2026-01-02 16:00:00+00:00,25.0,7.0,1.0,156.0,80.0,10.0,-155.0,-18.0,70.0,-103.0
2026-01-02 17:00:00+00:00,25.0,7.0,1.0,154.0,80.0,10.0,-153.0,-18.0,70.0,-101.0
2026-01-02 18:00:00+00:00,25.0,7.0,1.0,150.0,80.0,10.0,-149.0,-18.0,70.0,-97.0
2026-01-02 19:00:00+00:00,75.0,15.0,1.0,195.0,80.0,10.0,-194.0,-60.0,70.0,-184.0
2026-01-02 20:00:00+00:00,80.0,0.0,1.0,170.0,80.0,10.0,-169.0,-80.0,70.0,-179.0
2026-01-02 21:00:00+00:00,75.0,0.0,1.0,278.0,80.0,10.0,-277.0,-75.0,70.0,-282.0
2026-01-02 22:00:00+00:00,98.0,0.0,1.0,301.0,80.0,10.0,-300.0,-98.0,70.0,-328.0
2026-01-02 23:00:00+00:00,210.0,50.0,16.0,275.0,236.0,30.0,-259.0,-160.0,206.0,-213.0
2026-01-03 00:00:00+00:00,195.0,39.0,48.0,236.0,231.0,30.0,-188.0,-156.0,201.0,-143.0
2026-01-03 01:00:00+00:00,149.0,14.0,48.0,215.0,252.0,30.0,-167.0,-135.0,222.0,-80.0
2026-01-03 02:00:00+00:00,169.0,17.0,48.0,194.0,280.0,30.0,-146.0,-152.0,250.0,-48.0
2026-01-03 03:00:00+00:00,149.0,12.0,48.0,185.0,266.0,30.0,-137.0,-137.0,236.0,-38.0
2026-01-03 04:00:00+00:00,154.0,12.0,48.0,195.0,276.0,30.0,-147.0,-142.0,246.0,-43.0
2026-01-03 05:00:00+00:00,145.0,9.0,28.0,228.0,276.0,30.0,-200.0,-136.0,246.0,-90.0
2026-01-03 06:00:00+00:00,164.0,31.0,36.0,225.0,273.0,30.0,-189.0,-133.0,243.0,-79.0
2026-01-03 07:00:00+00:00,194.0,28.0,38.0,215.0,263.0,30.0,-177.0,-166.0,233.0,-110.0
2026-01-03 08:00:00+00:00,195.0,36.0,39.0,275.0,256.0,30.0,-236.0,-159.0,226.0,-169.0
2026-01-03 09:00:00+00:00,195.0,54.0,39.0,270.0,242.0,30.0,-231.0,-141.0,212.0,-160.0
2026-01-03 10:00:00+00:00,195.0,1.0,39.0,262.0,212.0,30.0,-223.0,-194.0,182.0,-235.0
2026-01-03 11:00:00+00:00,199.0,0.0,39.0,252.0,222.0,30.0,-213.0,-199.0,192.0,-220.0
2026-01-03 12:00:00+00:00,179.0,23.0,39.0,280.0,219.0,45.0,-241.0,-156.0,174.0,-223.0
2026-01-03 13:00:00+00:00,233.0,54.0,39.0,263.0,238.0,45.0,-224.0,-179.0,193.0,-210.0
2026-01-03 14:00:00+00:00,222.0,138.0,42.0,138.0,60.0,95.0,-96.0,-84.0,-35.0,-215.0
2026-01-03 15:00:00+00:00,146.0,137.0,55.0,61.0,52.0,95.0,-6.0,-9.0,-43.0,-58.0
2026-01-03 16:00:00+00:00,175.0,67.0,35.0,81.0,62.0,80.0,-46.0,-108.0,-18.0,-172.0
2026-01-03 17:00:00+00:00,199.0,67.0,52.0,75.0,62.0,80.0,-23.0,-132.0,-18.0,-173.0
2026-01-03 18:00:00+00:00,205.0,67.0,63.0,80.0,72.0,80.0,-17.0,-138.0,-8.0,-163.0
2026-01-03 19:00:00+00:00,161.0,106.0,49.0,116.0,57.0,80.0,-67.0,-55.0,-23.0,-145.0
2026-01-03 20:00:00+00:00,185.0,49.0,37.0,81.0,96.0,80.0,-44.0,-136.0,16.0,-164.0
2026-01-03 21:00:00+00:00,237.0,14.0,47.0,192.0,211.0,105.0,-145.0,-223.0,106.0,-262.0
2026-01-03 22:00:00+00:00,250.0,0.0,24.0,187.0,236.0,80.0,-163.0,-250.0,156.0,-257.0
2026-01-03 23:00:00+00:00,168.0,24.0,0.0,103.0,202.0,45.0,-103.0,-144.0,157.0,-90.0
2026-01-04 00:00:00+00:00,162.0,29.0,0.0,105.0,217.0,45.0,-105.0,-133.0,172.0,-66.0
2026-01-04 01:00:00+00:00,152.0,29.0,0.0,76.0,236.0,0.0,-76.0,-123.0,236.0,37.0
2026-01-04 02:00:00+00:00,135.0,29.0,0.0,71.0,256.0,0.0,-71.0,-106.0,256.0,79.0
2026-01-04 03:00:00+00:00,134.0,33.0,19.0,71.0,265.0,0.0,-52.0,-101.0,265.0,112.0
2026-01-04 04:00:00+00:00,119.0,34.0,0.0,61.0,265.0,0.0,-61.0,-85.0,265.0,119.0
2026-01-04 05:00:00+00:00,136.0,34.0,12.0,66.0,246.0,0.0,-54.0,-102.0,246.0,90.0
2026-01-04 06:00:00+00:00,137.0,29.0,0.0,74.0,280.0,0.0,-74.0,-108.0,280.0,98.0
2026-01-04 07:00:00+00:00,131.0,53.0,32.0,78.0,222.0,0.0,-46.0,-78.0,222.0,98.0
2026-01-04 08:00:00+00:00,89.0,48.0,25.0,113.0,155.0,15.0,-88.0,-41.0,140.0,11.0
2026-01-04 09:00:00+00:00,80.0,34.0,12.0,111.0,106.0,6.0,-99.0,-46.0,100.0,-45.0
2026-01-04 10:00:00+00:00,90.0,34.0,0.0,113.0,95.0,1.0,-113.0,-56.0,94.0,-75.0
2026-01-04 11:00:00+00:00,79.0,36.0,10.0,111.0,95.0,9.0,-101.0,-43.0,86.0,-58.0
2026-01-04 12:00:00+00:00,113.0,36.0,2.0,101.0,128.0,25.0,-99.0,-77.0,103.0,-73.0
2026-01-04 13:00:00+00:00,94.0,37.0,27.0,78.0,122.0,33.0,-51.0,-57.0,89.0,-19.0
2026-01-04 14:00:00+00:00,78.0,42.0,110.0,63.0,73.0,45.0,47.0,-36.0,28.0,39.0
2026-01-04 15:00:00+00:00,59.0,114.0,110.0,113.0,100.0,38.0,-3.0,55.0,62.0,114.0
2026-01-04 16:00:00+00:00,98.0,184.0,95.0,97.0,100.0,31.0,-2.0,86.0,69.0,153.0
2026-01-04 17:00:00+00:00,82.0,189.0,107.0,101.0,100.0,47.0,6.0,107.0,53.0,166.0
2026-01-04 18:00:00+00:00,82.0,212.0,107.0,101.0,100.0,74.0,6.0,130.0,26.0,162.0
2026-01-04 19:00:00+00:00,111.0,233.0,111.0,101.0,108.0,40.0,10.0,122.0,68.0,200.0
2026-01-04 20:00:00+00:00,103.0,203.0,201.0,108.0,108.0,25.0,93.0,100.0,83.0,276.0
2026-01-04 21:00:00+00:00,109.0,166.0,170.0,121.0,83.0,18.0,49.0,57.0,65.0,171.0
2026-01-04 22:00:00+00:00,99.0,186.0,170.0,120.0,45.0,45.0,50.0,87.0,0.0,137.0
2026-01-04 23:00:00+00:00,52.0,144.0,165.0,23.0,124.0,30.0,142.0,92.0,94.0,328.0
2026-01-05 00:00:00+00:00,51.0,201.0,216.0,23.0,124.0,30.0,193.0,150.0,94.0,437.0
2026-01-05 01:00:00+00:00,81.0,236.0,245.0,23.0,124.0,30.0,222.0,155.0,94.0,471.0
2026-01-05 02:00:00+00:00,84.0,298.0,222.0,52.0,154.0,30.0,170.0,214.0,124.0,508.0
2026-01-05 03:00:00+00:00,85.0,293.0,224.0,53.0,154.0,30.0,171.0,208.0,124.0,503.0
2026-01-05 04:00:00+00:00,73.0,277.0,234.0,46.0,154.0,30.0,188.0,204.0,124.0,516.0
2026-01-05 05:00:00+00:00,29.0,192.0,281.0,13.0,64.0,40.0,268.0,163.0,24.0,455.0
2026-01-05 06:00:00+00:00,28.0,270.0,179.0,13.0,47.0,116.0,166.0,242.0,-69.0,339.0
2026-01-05 07:00:00+00:00,30.0,270.0,205.0,13.0,47.0,152.0,192.0,240.0,-105.0,327.0
2026-01-05 08:00:00+00:00,31.0,270.0,226.0,13.0,47.0,137.0,213.0,239.0,-90.0,362.0
2026-01-05 09:00:00+00:00,31.0,262.0,178.0,13.0,47.0,137.0,165.0,231.0,-90.0,306.0
2026-01-05 10:00:00+00:00,32.0,148.0,237.0,23.0,47.0,167.0,214.0,116.0,-120.0,210.0
2026-01-05 11:00:00+00:00,38.0,150.0,230.0,23.0,47.0,167.0,207.0,112.0,-120.0,199.0
2026-01-05 12:00:00+00:00,38.0,154.0,245.0,69.0,47.0,167.0,176.0,116.0,-120.0,172.0
2026-01-05 13:00:00+00:00,38.0,288.0,290.0,53.0,47.0,174.0,237.0,250.0,-127.0,360.0
2026-01-05 14:00:00+00:00,38.0,285.0,277.0,13.0,47.0,150.0,264.0,247.0,-103.0,408.0
2026-01-05 15:00:00+00:00,39.0,285.0,312.0,23.0,47.0,185.0,289.0,246.0,-138.0,397.0
2026-01-05 16:00:00+00:00,39.0,285.0,345.0,50.0,47.0,191.0,295.0,246.0,-144.0,397.0
2026-01-05 17:00:00+00:00,39.0,285.0,324.0,34.0,47.0,185.0,290.0,246.0,-138.0,398.0
2026-01-05 18:00:00+00:00,39.0,285.0,312.0,13.0,47.0,222.0,299.0,246.0,-175.0,370.0
2026-01-05 19:00:00+00:00,91.0,270.0,223.0,13.0,47.0,178.0,210.0,179.0,-131.0,258.0
2026-01-05 20:00:00+00:00,82.0,206.0,210.0,13.0,47.0,152.0,197.0,124.0,-105.0,216.0
2026-01-05 21:00:00+00:00,41.0,68.0,114.0,57.0,34.0,42.0,57.0,27.0,-8.0,76.0
2026-01-05 22:00:00+00:00,40.0,62.0,131.0,13.0,56.0,40.0,118.0,22.0,16.0,156.0
2026-01-05 23:00:00+00:00,50.0,171.0,124.0,133.0,205.0,78.0,-9.0,121.0,127.0,239.0
2026-01-06 00:00:00+00:00,38.0,196.0,134.0,133.0,205.0,70.0,1.0,158.0,135.0,294.0
2026-01-06 01:00:00+00:00,38.0,207.0,166.0,133.0,205.0,70.0,33.0,169.0,135.0,337.0
2026-01-06 02:00:00+00:00,53.0,187.0,145.0,133.0,205.0,70.0,12.0,134.0,135.0,281.0
2026-01-06 03:00:00+00:00,60.0,191.0,166.0,133.0,205.0,70.0,33.0,131.0,135.0,299.0
2026-01-06 04:00:00+00:00,35.0,201.0,161.0,133.0,205.0,70.0,28.0,166.0,135.0,329.0
2026-01-06 05:00:00+00:00,52.0,212.0,200.0,44.0,52.0,10.0,156.0,160.0,42.0,358.0
2026-01-06 06:00:00+00:00,46.0,265.0,199.0,33.0,52.0,36.0,166.0,219.0,16.0,401.0
2026-01-06 07:00:00+00:00,45.0,269.0,313.0,33.0,52.0,61.0,280.0,224.0,-9.0,495.0
2026-01-06 08:00:00+00:00,42.0,260.0,318.0,38.0,52.0,86.0,280.0,218.0,-34.0,464.0
2026-01-06 09:00:00+00:00,42.0,292.0,317.0,18.0,52.0,58.0,299.0,250.0,-6.0,543.0
2026-01-06 10:00:00+00:00,42.0,285.0,308.0,18.0,52.0,61.0,290.0,243.0,-9.0,524.0
2026-01-06 11:00:00+00:00,42.0,282.0,300.0,19.0,52.0,50.0,281.0,240.0,2.0,523.0
2026-01-06 12:00:00+00:00,42.0,283.0,256.0,18.0,52.0,63.0,238.0,241.0,-11.0,468.0
2026-01-06 13:00:00+00:00,42.0,292.0,242.0,18.0,52.0,39.0,224.0,250.0,13.0,487.0
2026-01-06 14:00:00+00:00,110.0,344.0,318.0,83.0,54.0,36.0,235.0,234.0,18.0,487.0
2026-01-06 15:00:00+00:00,99.0,315.0,318.0,83.0,59.0,36.0,235.0,216.0,23.0,474.0
2026-01-06 16:00:00+00:00,110.0,295.0,318.0,68.0,68.0,36.0,250.0,185.0,32.0,467.0
2026-01-06 17:00:00+00:00,100.0,310.0,318.0,83.0,57.0,36.0,235.0,210.0,21.0,466.0
2026-01-06 18:00:00+00:00,95.0,309.0,313.0,83.0,69.0,36.0,230.0,214.0,33.0,477.0
2026-01-06 19:00:00+00:00,103.0,314.0,318.0,193.0,52.0,36.0,125.0,211.0,16.0,352.0
2026-01-06 20:00:00+00:00,103.0,288.0,318.0,148.0,5.0,106.0,170.0,185.0,-101.0,254.0
2026-01-06 21:00:00+00:00,102.0,249.0,255.0,167.0,5.0,80.0,88.0,147.0,-75.0,160.0
2026-01-06 22:00:00+00:00,101.0,225.0,240.0,57.0,5.0,80.0,183.0,124.0,-75.0,232.0
2026-01-06 23:00:00+00:00,80.0,145.0,72.0,172.0,353.0,0.0,-100.0,65.0,353.0,318.0
2026-01-07 00:00:00+00:00,78.0,236.0,77.0,217.0,357.0,0.0,-140.0,158.0,357.0,375.0
2026-01-07 01:00:00+00:00,78.0,271.0,96.0,217.0,353.0,0.0,-121.0,193.0,353.0,425.0
2026-01-07 02:00:00+00:00,77.0,291.0,121.0,217.0,365.0,0.0,-96.0,214.0,365.0,483.0
2026-01-07 03:00:00+00:00,76.0,291.0,121.0,217.0,365.0,0.0,-96.0,215.0,365.0,484.0
2026-01-07 04:00:00+00:00,77.0,266.0,116.0,150.0,365.0,0.0,-34.0,189.0,365.0,520.0
2026-01-07 05:00:00+00:00,79.0,310.0,145.0,15.0,108.0,0.0,130.0,231.0,108.0,469.0
2026-01-07 06:00:00+00:00,31.0,272.0,203.0,15.0,120.0,117.0,188.0,241.0,3.0,432.0
2026-01-07 07:00:00+00:00,32.0,253.0,214.0,15.0,105.0,114.0,199.0,221.0,-9.0,411.0
2026-01-07 08:00:00+00:00,33.0,257.0,163.0,15.0,105.0,144.0,148.0,224.0,-39.0,333.0
2026-01-07 09:00:00+00:00,33.0,239.0,163.0,15.0,120.0,120.0,148.0,206.0,0.0,354.0
2026-01-07 10:00:00+00:00,32.0,252.0,163.0,15.0,120.0,120.0,148.0,220.0,0.0,368.0
2026-01-07 11:00:00+00:00,32.0,254.0,163.0,15.0,120.0,120.0,148.0,222.0,0.0,370.0
2026-01-07 12:00:00+00:00,31.0,252.0,169.0,15.0,120.0,120.0,154.0,221.0,0.0,375.0
2026-01-07 13:00:00+00:00,51.0,257.0,182.0,15.0,137.0,120.0,167.0,206.0,17.0,390.0
2026-01-07 14:00:00+00:00,34.0,284.0,208.0,15.0,120.0,120.0,193.0,250.0,0.0,443.0
2026-01-07 15:00:00+00:00,33.0,283.0,190.0,15.0,120.0,135.0,175.0,250.0,-15.0,410.0
2026-01-07 16:00:00+00:00,41.0,291.0,239.0,15.0,120.0,135.0,224.0,250.0,-15.0,459.0
2026-01-07 17:00:00+00:00,35.0,285.0,225.0,15.0,105.0,110.0,210.0,250.0,-5.0,455.0
2026-01-07 18:00:00+00:00,35.0,285.0,232.0,17.0,105.0,110.0,215.0,250.0,-5.0,460.0
2026-01-07 19:00:00+00:00,35.0,257.0,178.0,15.0,105.0,110.0,163.0,222.0,-5.0,380.0
2026-01-07 20:00:00+00:00,84.0,204.0,129.0,15.0,109.0,45.0,114.0,120.0,64.0,298.0
2026-01-07 21:00:00+00:00,83.0,166.0,119.0,91.0,174.0,0.0,28.0,83.0,174.0,285.0
2026-01-07 22:00:00+00:00,83.0,68.0,119.0,103.0,314.0,0.0,16.0,-15.0,314.0,315.0
2026-01-07 23:00:00+00:00,102.0,69.0,37.0,68.0,319.0,0.0,-31.0,-33.0,319.0,255.0
2026-01-08 00:00:00+00:00,100.0,112.0,55.0,68.0,319.0,0.0,-13.0,12.0,319.0,318.0
2026-01-08 01:00:00+00:00,99.0,172.0,56.0,71.0,319.0,0.0,-15.0,73.0,319.0,377.0
2026-01-08 02:00:00+00:00,99.0,178.0,43.0,68.0,319.0,0.0,-25.0,79.0,319.0,373.0
2026-01-08 03:00:00+00:00,99.0,180.0,39.0,83.0,319.0,0.0,-44.0,81.0,319.0,356.0
2026-01-08 04:00:00+00:00,99.0,162.0,25.0,68.0,319.0,0.0,-43.0,63.0,319.0,339.0
2026-01-08 05:00:00+00:00,31.0,213.0,110.0,13.0,85.0,0.0,97.0,182.0,85.0,364.0
2026-01-08 06:00:00+00:00,32.0,215.0,313.0,13.0,97.0,67.0,300.0,183.0,30.0,513.0
2026-01-08 07:00:00+00:00,33.0,240.0,264.0,13.0,118.0,149.0,251.0,207.0,-31.0,427.0
2026-01-08 08:00:00+00:00,35.0,245.0,239.0,13.0,79.0,74.0,226.0,210.0,5.0,441.0
2026-01-08 09:00:00+00:00,42.0,245.0,251.0,13.0,132.0,171.0,238.0,203.0,-39.0,402.0
2026-01-08 10:00:00+00:00,69.0,245.0,302.0,13.0,132.0,140.0,289.0,176.0,-8.0,457.0
2026-01-08 11:00:00+00:00,54.0,252.0,313.0,13.0,142.0,174.0,300.0,198.0,-32.0,466.0
2026-01-08 12:00:00+00:00,38.0,288.0,313.0,13.0,67.0,182.0,300.0,250.0,-115.0,435.0
2026-01-08 13:00:00+00:00,31.0,281.0,313.0,13.0,67.0,215.0,300.0,250.0,-148.0,402.0
2026-01-08 14:00:00+00:00,32.0,282.0,313.0,13.0,99.0,232.0,300.0,250.0,-133.0,417.0
2026-01-08 15:00:00+00:00,33.0,245.0,299.0,13.0,99.0,255.0,286.0,212.0,-156.0,342.0
2026-01-08 16:00:00+00:00,33.0,245.0,242.0,13.0,99.0,212.0,229.0,212.0,-113.0,328.0
2026-01-08 17:00:00+00:00,35.0,245.0,243.0,13.0,99.0,225.0,230.0,210.0,-126.0,314.0
2026-01-08 18:00:00+00:00,34.0,245.0,229.0,13.0,99.0,180.0,216.0,211.0,-81.0,346.0
2026-01-08 19:00:00+00:00,34.0,228.0,246.0,13.0,99.0,164.0,233.0,194.0,-65.0,362.0
2026-01-08 20:00:00+00:00,37.0,137.0,147.0,13.0,172.0,146.0,134.0,100.0,26.0,260.0
2026-01-08 21:00:00+00:00,32.0,101.0,141.0,13.0,172.0,62.0,128.0,69.0,110.0,307.0
2026-01-08 22:00:00+00:00,101.0,42.0,145.0,135.0,363.0,60.0,10.0,-59.0,303.0,254.0
2026-01-08 23:00:00+00:00,32.0,159.0,72.0,63.0,220.0,5.0,9.0,127.0,215.0,351.0
2026-01-09 00:00:00+00:00,29.0,148.0,70.0,68.0,200.0,5.0,2.0,119.0,195.0,316.0
2026-01-09 01:00:00+00:00,28.0,158.0,56.0,55.0,207.0,5.0,1.0,130.0,202.0,333.0
2026-01-09 02:00:00+00:00,46.0,202.0,71.0,63.0,227.0,5.0,8.0,156.0,222.0,386.0
2026-01-09 03:00:00+00:00,43.0,204.0,63.0,43.0,207.0,5.0,20.0,161.0,202.0,383.0
2026-01-09 04:00:00+00:00,42.0,215.0,63.0,43.0,192.0,5.0,20.0,173.0,187.0,380.0
2026-01-09 05:00:00+00:00,34.0,279.0,258.0,43.0,102.0,325.0,215.0,245.0,-223.0,237.0
2026-01-09 06:00:00+00:00,30.0,280.0,293.0,54.0,39.0,244.0,239.0,250.0,-205.0,284.0
2026-01-09 07:00:00+00:00,31.0,270.0,293.0,43.0,52.0,193.0,250.0,239.0,-141.0,348.0
2026-01-09 08:00:00+00:00,31.0,270.0,303.0,43.0,47.0,135.0,260.0,239.0,-88.0,411.0
2026-01-09 09:00:00+00:00,30.0,270.0,303.0,43.0,92.0,203.0,260.0,240.0,-111.0,389.0
2026-01-09 10:00:00+00:00,29.0,270.0,303.0,43.0,92.0,270.0,260.0,241.0,-178.0,323.0
2026-01-09 11:00:00+00:00,29.0,270.0,303.0,43.0,92.0,263.0,260.0,241.0,-171.0,330.0
2026-01-09 12:00:00+00:00,29.0,279.0,325.0,43.0,92.0,314.0,282.0,250.0,-222.0,310.0
2026-01-09 13:00:00+00:00,29.0,279.0,324.0,43.0,92.0,332.0,281.0,250.0,-240.0,291.0
2026-01-09 14:00:00+00:00,31.0,281.0,326.0,43.0,39.0,274.0,283.0,250.0,-235.0,298.0
2026-01-09 15:00:00+00:00,32.0,280.0,313.0,43.0,39.0,324.0,270.0,248.0,-285.0,233.0
2026-01-09 16:00:00+00:00,32.0,280.0,313.0,43.0,39.0,347.0,270.0,248.0,-308.0,210.0
2026-01-09 17:00:00+00:00,34.0,280.0,313.0,43.0,39.0,316.0,270.0,246.0,-277.0,239.0
2026-01-09 18:00:00+00:00,33.0,280.0,313.0,43.0,39.0,244.0,270.0,247.0,-205.0,312.0
2026-01-09 19:00:00+00:00,33.0,280.0,313.0,43.0,39.0,209.0,270.0,247.0,-170.0,347.0
2026-01-09 20:00:00+00:00,33.0,280.0,283.0,54.0,49.0,267.0,229.0,247.0,-218.0,258.0
2026-01-09 21:00:00+00:00,50.0,284.0,93.0,59.0,107.0,21.0,34.0,234.0,86.0,354.0
2026-01-09 22:00:00+00:00,36.0,128.0,83.0,60.0,192.0,5.0,23.0,92.0,187.0,302.0
2026-01-09 23:00:00+00:00,49.0,139.0,85.0,56.0,232.0,60.0,29.0,90.0,172.0,291.0
2026-01-10 00:00:00+00:00,28.0,180.0,120.0,56.0,232.0,60.0,64.0,152.0,172.0,388.0
2026-01-10 01:00:00+00:00,26.0,143.0,123.0,26.0,281.0,60.0,97.0,117.0,221.0,435.0
2026-01-10 02:00:00+00:00,25.0,156.0,126.0,13.0,279.0,47.0,113.0,131.0,232.0,476.0
2026-01-10 03:00:00+00:00,25.0,156.0,123.0,13.0,288.0,17.0,110.0,131.0,271.0,512.0
2026-01-10 04:00:00+00:00,25.0,132.0,140.0,13.0,279.0,12.0,127.0,107.0,267.0,501.0
2026-01-10 05:00:00+00:00,43.0,245.0,239.0,13.0,159.0,75.0,226.0,202.0,84.0,512.0
2026-01-10 06:00:00+00:00,29.0,225.0,230.0,41.0,133.0,99.0,189.0,196.0,34.0,419.0
2026-01-10 07:00:00+00:00,46.0,255.0,228.0,22.0,84.0,80.0,206.0,209.0,4.0,419.0
2026-01-10 08:00:00+00:00,32.0,234.0,226.0,66.0,90.0,79.0,160.0,202.0,11.0,373.0
2026-01-10 09:00:00+00:00,31.0,229.0,226.0,57.0,90.0,103.0,169.0,198.0,-13.0,354.0
2026-01-10 10:00:00+00:00,31.0,239.0,226.0,38.0,90.0,132.0,188.0,208.0,-42.0,354.0
2026-01-10 11:00:00+00:00,30.0,233.0,226.0,38.0,90.0,128.0,188.0,203.0,-38.0,353.0
2026-01-10 12:00:00+00:00,30.0,244.0,251.0,55.0,90.0,135.0,196.0,214.0,-45.0,365.0
2026-01-10 13:00:00+00:00,30.0,263.0,252.0,13.0,90.0,171.0,239.0,233.0,-81.0,391.0
2026-01-10 14:00:00+00:00,30.0,273.0,271.0,13.0,90.0,147.0,258.0,243.0,-57.0,444.0
2026-01-10 15:00:00+00:00,46.0,212.0,244.0,33.0,40.0,76.0,211.0,166.0,-36.0,341.0
2026-01-10 16:00:00+00:00,40.0,215.0,303.0,18.0,37.0,122.0,285.0,175.0,-85.0,375.0
2026-01-10 17:00:00+00:00,31.0,238.0,284.0,18.0,37.0,128.0,266.0,207.0,-91.0,382.0
2026-01-10 18:00:00+00:00,30.0,245.0,259.0,29.0,37.0,97.0,230.0,215.0,-60.0,385.0
2026-01-10 19:00:00+00:00,40.0,180.0,235.0,17.0,135.0,83.0,218.0,140.0,52.0,410.0
