,BE_GB,GB_BE,NL_GB,GB_NL,FR_GB,GB_FR,GB_NO_2,NO_2_GB,GB_DK_1,DK_1_GB,GB_BE_net_export,GB_FR_net_export,GB_NL_net_export,GB_NO_2_net_export,GB_DK_1_net_export,Net Export
2026-01-01 10:00:00+00:00,923.0,172.0,730.0,328.0,2083.0,0.0,0.0,0.0,0.0,1000.0,-751.0,-2083.0,-402.0,0.0,-1000.0,-4236.0
2026-01-01 11:00:00+00:00,1032.0,2.0,1047.0,1042.0,2236.0,0.0,117.2,0.0,0.0,1000.0,-1030.0,-2236.0,-5.0,117.2,-1000.0,-4153.8
2026-01-01 12:00:00+00:00,1032.0,0.0,1060.0,719.0,3382.0,12.0,0.0,91.8,0.0,1000.0,-1032.0,-3370.0,-341.0,-91.8,-1000.0,-5834.8
2026-01-01 13:00:00+00:00,1032.0,0.0,1061.0,191.0,3323.0,10.0,0.0,54.0,0.0,1000.0,-1032.0,-3313.0,-870.0,-54.0,-1000.0,-6269.0
2026-01-01 14:00:00+00:00,995.0,0.0,1059.0,767.0,3340.0,0.0,0.0,519.0,0.0,1000.0,-995.0,-3340.0,-292.0,-519.0,-1000.0,-6146.0
2026-01-01 15:00:00+00:00,1012.0,0.0,1060.0,92.0,3528.0,200.0,0.0,984.0,0.0,1000.0,-1012.0,-3328.0,-968.0,-984.0,-1000.0,-7292.0
2026-01-01 16:00:00+00:00,1012.0,12.0,1060.0,362.0,3528.0,0.0,0.0,1449.0,0.0,1000.0,-1000.0,-3528.0,-698.0,-1449.0,-1000.0,-7675.0
2026-01-01 17:00:00+00:00,1012.0,0.0,1066.0,30.0,3528.0,0.0,0.0,1449.0,0.0,1000.0,-1012.0,-3528.0,-1036.0,-1449.0,-1000.0,-8025.0
2026-01-01 18:00:00+00:00,1012.0,0.0,1067.0,0.0,3528.0,0.0,0.0,1449.0,0.0,1000.0,-1012.0,-3528.0,-1067.0,-1449.0,-1000.0,-8056.0
2026-01-01 19:00:00+00:00,1003.0,0.0,1065.0,0.0,3363.0,44.0,0.0,1449.0,0.0,1000.0,-1003.0,-3319.0,-1065.0,-1449.0,-1000.0,-7836.0
2026-01-01 20:00:00+00:00,1012.0,0.0,1063.0,0.0,2779.0,27.0,0.0,1449.0,0.0,1000.0,-1012.0,-2752.0,-1063.0,-1449.0,-1000.0,-7276.0
2026-01-01 21:00:00+00:00,804.0,119.0,917.0,111.0,1963.0,193.0,0.0,1154.4,0.0,1000.0,-685.0,-1770.0,-806.0,-1154.4,-1000.0,-5415.4
2026-01-01 22:00:00+00:00,442.0,367.0,783.0,46.0,1815.0,452.0,0.0,689.4,0.0,1000.0,-75.0,-1363.0,-737.0,-689.4,-1000.0,-3864.4
2026-01-01 23:00:00+00:00,282.0,59.0,914.0,110.0,1820.0,411.0,0.0,224.4,0.0,1000.0,-223.0,-1409.0,-804.0,-224.4,-1000.0,-3660.4
2026-01-02 00:00:00+00:00,409.0,226.0,1058.0,259.0,3121.0,226.0,240.6,0.0,195.0,1000.0,-183.0,-2895.0,-799.0,240.6,-805.0,-4441.4
2026-01-02 01:00:00+00:00,342.0,191.0,1059.0,630.0,2979.0,269.0,705.6,0.0,236.0,1000.0,-151.0,-2710.0,-429.0,705.6,-764.0,-3348.4
2026-01-02 02:00:00+00:00,304.0,178.0,1059.0,319.0,2822.0,374.0,1035.0,0.0,72.0,1000.0,-126.0,-2448.0,-740.0,1035.0,-928.0,-3207.0
2026-01-02 03:00:00+00:00,313.0,194.0,1059.0,796.0,2809.0,525.0,1035.0,0.0,325.0,1000.0,-119.0,-2284.0,-263.0,1035.0,-675.0,-2306.0
2026-01-02 04:00:00+00:00,325.0,336.0,821.0,709.0,2708.0,884.0,876.0,0.0,452.0,806.0,11.0,-1824.0,-112.0,876.0,-354.0,-1403.0
2026-01-02 05:00:00+00:00,328.0,605.0,705.0,858.0,2700.0,1279.0,411.0,0.0,403.0,687.0,277.0,-1421.0,153.0,411.0,-284.0,-864.0
2026-01-02 06:00:00+00:00,213.0,708.0,605.0,405.0,1905.0,624.0,0.0,54.0,603.0,975.0,495.0,-1281.0,-200.0,-54.0,-372.0,-1412.0
2026-01-02 07:00:00+00:00,188.0,481.0,705.0,557.0,2679.0,55.0,0.0,519.0,6.0,1000.0,293.0,-2624.0,-148.0,-519.0,-994.0,-3992.0
2026-01-02 08:00:00+00:00,523.0,210.0,1035.0,25.0,3474.0,36.0,0.0,984.0,0.0,1000.0,-313.0,-3438.0,-1010.0,-984.0,-1000.0,-6745.0
2026-01-02 09:00:00+00:00,1124.0,277.0,1061.0,0.0,3528.0,0.0,0.0,1449.0,0.0,1000.0,-847.0,-3528.0,-1061.0,-1449.0,-1000.0,-7885.0
2026-01-02 10:00:00+00:00,1056.0,199.0,1061.0,0.0,3528.0,0.0,0.0,1449.0,0.0,1000.0,-857.0,-3528.0,-1061.0,-1449.0,-1000.0,-7895.0
2026-01-02 11:00:00+00:00,1111.0,119.0,1060.0,52.0,3373.0,209.0,0.0,1449.0,0.0,1000.0,-992.0,-3164.0,-1008.0,-1449.0,-1000.0,-7613.0
2026-01-02 12:00:00+00:00,1032.0,17.0,1060.0,128.0,3384.0,38.0,0.0,1449.0,0.0,1000.0,-1015.0,-3346.0,-932.0,-1449.0,-1000.0,-7742.0
2026-01-02 13:00:00+00:00,870.0,69.0,1060.0,23.0,3483.0,99.0,0.0,1449.0,10.0,1000.0,-801.0,-3384.0,-1037.0,-1449.0,-990.0,-7661.0
2026-01-02 14:00:00+00:00,912.0,40.0,1060.0,564.0,3527.0,90.0,0.0,1449.0,0.0,1000.0,-872.0,-3437.0,-496.0,-1449.0,-1000.0,-7254.0
2026-01-02 15:00:00+00:00,851.0,114.0,1060.0,0.0,3375.0,8.0,0.0,1449.0,0.0,1000.0,-737.0,-3367.0,-1060.0,-1449.0,-1000.0,-7613.0
2026-01-02 16:00:00+00:00,800.0,159.0,1030.0,21.0,3319.0,44.0,0.0,1449.0,0.0,1256.0,-641.0,-3275.0,-1009.0,-1449.0,-1256.0,-7630.0
2026-01-02 17:00:00+00:00,822.0,0.0,1060.0,0.0,3348.0,0.0,0.0,1449.0,0.0,1456.0,-822.0,-3348.0,-1060.0,-1449.0,-1456.0,-8135.0
2026-01-02 18:00:00+00:00,711.0,0.0,1060.0,0.0,3465.0,0.0,0.0,1449.0,0.0,1456.0,-711.0,-3465.0,-1060.0,-1449.0,-1456.0,-8141.0
2026-01-02 19:00:00+00:00,766.0,0.0,1060.0,0.0,3302.0,0.0,0.0,1449.0,0.0,1456.0,-766.0,-3302.0,-1060.0,-1449.0,-1456.0,-8033.0
2026-01-02 20:00:00+00:00,626.0,416.0,1060.0,0.0,3051.0,27.0,0.0,1449.0,0.0,1456.0,-210.0,-3024.0,-1060.0,-1449.0,-1456.0,-7199.0
2026-01-02 21:00:00+00:00,549.0,650.0,1060.0,0.0,1682.0,312.0,0.0,1449.0,0.0,1456.0,101.0,-1370.0,-1060.0,-1449.0,-1456.0,-5234.0
2026-01-02 22:00:00+00:00,381.0,781.0,935.0,0.0,1461.0,181.0,0.0,1449.0,0.0,1424.0,400.0,-1280.0,-935.0,-1449.0,-1424.0,-4688.0
2026-01-02 23:00:00+00:00,21.0,363.0,459.0,37.0,934.0,140.0,0.0,1449.0,0.0,918.0,342.0,-794.0,-422.0,-1449.0,-918.0,-3241.0
2026-01-03 00:00:00+00:00,153.0,111.0,353.0,0.0,1079.0,192.0,0.0,1449.0,0.0,1130.0,-42.0,-887.0,-353.0,-1449.0,-1130.0,-3861.0
2026-01-03 01:00:00+00:00,174.0,0.0,727.0,0.0,1401.0,208.0,0.0,1259.3,0.0,1255.0,-174.0,-1193.0,-727.0,-1259.3,-1255.0,-4608.3
2026-01-03 02:00:00+00:00,197.0,0.0,663.0,0.0,1294.0,111.0,0.0,978.7,0.0,865.0,-197.0,-1183.0,-663.0,-978.7,-865.0,-3886.7
2026-01-03 03:00:00+00:00,205.0,0.0,430.0,37.0,1369.0,314.0,0.0,803.7,0.0,700.0,-205.0,-1055.0,-393.0,-803.7,-700.0,-3156.7
2026-01-03 04:00:00+00:00,127.0,7.0,299.0,37.0,1029.0,426.0,0.0,465.0,40.0,575.0,-120.0,-603.0,-262.0,-465.0,-535.0,-1985.0
2026-01-03 05:00:00+00:00,60.0,77.0,122.0,41.0,1119.0,483.0,0.0,0.0,57.0,451.0,17.0,-636.0,-81.0,0.0,-394.0,-1094.0
2026-01-03 06:00:00+00:00,160.0,165.0,194.0,60.0,1248.0,550.0,0.0,275.2,11.0,263.0,5.0,-698.0,-134.0,-275.2,-252.0,-1354.2
2026-01-03 07:00:00+00:00,266.0,142.0,371.0,60.0,1426.0,360.0,0.0,740.2,47.0,100.0,-124.0,-1066.0,-311.0,-740.2,-53.0,-2294.2
2026-01-03 08:00:00+00:00,430.0,0.0,506.0,71.0,1350.0,225.0,0.0,927.8,25.0,182.0,-430.0,-1125.0,-435.0,-927.8,-157.0,-3074.8
2026-01-03 09:00:00+00:00,767.0,166.0,846.0,1.0,2256.0,163.0,0.0,1277.8,96.0,496.0,-601.0,-2093.0,-845.0,-1277.8,-400.0,-5216.8
2026-01-03 10:00:00+00:00,832.0,113.0,802.0,150.0,2220.0,134.0,0.0,1009.6,58.0,568.0,-719.0,-2086.0,-652.0,-1009.6,-510.0,-4976.6
2026-01-03 11:00:00+00:00,757.0,0.0,774.0,0.0,2184.0,0.0,0.0,897.8,0.0,392.0,-757.0,-2184.0,-774.0,-897.8,-392.0,-5004.8
2026-01-03 12:00:00+00:00,809.0,0.0,757.0,108.0,2349.0,0.0,0.0,759.7,0.0,390.0,-809.0,-2349.0,-649.0,-759.7,-390.0,-4956.7
2026-01-03 13:00:00+00:00,692.0,66.0,771.0,354.0,2464.0,120.0,0.0,629.2,54.0,381.0,-626.0,-2344.0,-417.0,-629.2,-327.0,-4343.2
2026-01-03 14:00:00+00:00,704.0,118.0,663.0,300.0,1969.0,291.0,0.0,790.9,134.0,272.0,-586.0,-1678.0,-363.0,-790.9,-138.0,-3555.9
2026-01-03 15:00:00+00:00,511.0,93.0,603.0,303.0,1840.0,162.0,0.0,742.9,0.0,607.0,-418.0,-1678.0,-300.0,-742.9,-607.0,-3745.9
2026-01-03 16:00:00+00:00,922.0,48.0,986.0,160.0,2435.0,210.0,0.0,1164.1,20.0,937.0,-874.0,-2225.0,-826.0,-1164.1,-917.0,-6006.1
2026-01-03 17:00:00+00:00,897.0,20.0,1075.0,12.0,2835.0,120.0,0.0,1297.0,40.0,1306.0,-877.0,-2715.0,-1063.0,-1297.0,-1266.0,-7218.0
2026-01-03 18:00:00+00:00,932.0,182.0,1075.0,0.0,3072.0,275.0,0.0,1449.0,0.0,1368.0,-750.0,-2797.0,-1075.0,-1449.0,-1368.0,-7439.0
2026-01-03 19:00:00+00:00,1012.0,361.0,1069.0,0.0,2715.0,174.0,0.0,1449.0,0.0,1400.0,-651.0,-2541.0,-1069.0,-1449.0,-1400.0,-7110.0
2026-01-03 20:00:00+00:00,982.0,37.0,1061.0,42.0,2398.0,695.0,0.0,1449.0,2.0,1326.0,-945.0,-1703.0,-1019.0,-1449.0,-1324.0,-6440.0
2026-01-03 21:00:00+00:00,848.0,0.0,1004.0,135.0,2398.0,562.0,0.0,1449.0,0.0,1296.0,-848.0,-1836.0,-869.0,-1449.0,-1296.0,-6298.0
2026-01-03 22:00:00+00:00,592.0,0.0,904.0,0.0,2309.0,375.0,0.0,1449.0,0.0,1257.0,-592.0,-1934.0,-904.0,-1449.0,-1257.0,-6136.0
2026-01-03 23:00:00+00:00,450.0,32.0,895.0,0.0,1757.0,0.0,0.0,1081.4,0.0,667.0,-418.0,-1757.0,-895.0,-1081.4,-667.0,-4818.4
2026-01-04 00:00:00+00:00,480.0,161.0,829.0,0.0,1718.0,207.0,0.0,1001.5,0.0,762.0,-319.0,-1511.0,-829.0,-1001.5,-762.0,-4422.5
2026-01-04 01:00:00+00:00,455.0,0.0,794.0,0.0,1778.0,138.0,0.0,1013.7,0.0,840.0,-455.0,-1640.0,-794.0,-1013.7,-840.0,-4742.7
2026-01-04 02:00:00+00:00,485.0,0.0,717.0,0.0,1960.0,61.0,0.0,1000.0,0.0,793.0,-485.0,-1899.0,-717.0,-1000.0,-793.0,-4894.0
2026-01-04 03:00:00+00:00,514.0,0.0,774.0,0.0,1856.0,45.0,0.0,1021.9,0.0,590.0,-514.0,-1811.0,-774.0,-1021.9,-590.0,-4710.9
2026-01-04 04:00:00+00:00,530.0,0.0,724.0,9.0,1701.0,54.0,0.0,859.5,0.0,399.0,-530.0,-1647.0,-715.0,-859.5,-399.0,-4150.5
2026-01-04 05:00:00+00:00,481.0,0.0,437.0,0.0,1549.0,57.0,0.0,789.7,0.0,353.0,-481.0,-1492.0,-437.0,-789.7,-353.0,-3552.7
2026-01-04 06:00:00+00:00,301.0,0.0,457.0,0.0,1160.0,110.0,0.0,873.8,0.0,346.0,-301.0,-1050.0,-457.0,-873.8,-346.0,-3027.8
2026-01-04 07:00:00+00:00,391.0,0.0,33.0,5.0,1043.0,506.0,0.0,408.8,19.0,80.0,-391.0,-537.0,-28.0,-408.8,-61.0,-1425.8
2026-01-04 08:00:00+00:00,283.0,0.0,150.0,0.0,1142.0,15.0,0.0,844.0,0.0,28.0,-283.0,-1127.0,-150.0,-844.0,-28.0,-2432.0
2026-01-04 09:00:00+00:00,646.0,0.0,816.0,0.0,2915.0,0.0,0.0,1309.0,0.0,426.0,-646.0,-2915.0,-816.0,-1309.0,-426.0,-6112.0
2026-01-04 10:00:00+00:00,802.0,0.0,1037.0,0.0,3052.0,0.0,0.0,986.1,0.0,663.0,-802.0,-3052.0,-1037.0,-986.1,-663.0,-6540.1
2026-01-04 11:00:00+00:00,730.0,168.0,1060.0,0.0,2869.0,0.0,0.0,815.1,0.0,683.0,-562.0,-2869.0,-1060.0,-815.1,-683.0,-5989.1
2026-01-04 12:00:00+00:00,988.0,50.0,1060.0,0.0,3423.0,0.0,0.0,859.5,0.0,782.0,-938.0,-3423.0,-1060.0,-859.5,-782.0,-7062.5
2026-01-04 13:00:00+00:00,867.0,0.0,908.0,0.0,3322.0,0.0,0.0,459.2,0.0,513.0,-867.0,-3322.0,-908.0,-459.2,-513.0,-6069.2
2026-01-04 14:00:00+00:00,374.0,60.0,326.0,60.0,2526.0,55.0,0.0,7.1,69.0,422.0,-314.0,-2471.0,-266.0,-7.1,-353.0,-3411.1
2026-01-04 15:00:00+00:00,116.0,210.0,288.0,180.0,1861.0,313.0,0.0,0.0,176.0,95.0,94.0,-1548.0,-108.0,0.0,81.0,-1481.0
2026-01-04 16:00:00+00:00,137.0,75.0,305.0,63.0,1343.0,143.0,0.0,47.2,0.0,0.0,-62.0,-1200.0,-242.0,-47.2,0.0,-1551.2
2026-01-04 17:00:00+00:00,288.0,75.0,295.0,112.0,1177.0,156.0,0.0,332.0,2.0,41.0,-213.0,-1021.0,-183.0,-332.0,-39.0,-1788.0
2026-01-04 18:00:00+00:00,137.0,56.0,243.0,93.0,1145.0,255.0,0.0,422.4,57.0,30.0,-81.0,-890.0,-150.0,-422.4,27.0,-1516.4
2026-01-04 19:00:00+00:00,120.0,131.0,153.0,87.0,1092.0,819.0,0.0,465.0,35.0,391.0,11.0,-273.0,-66.0,-465.0,-356.0,-1149.0
2026-01-04 20:00:00+00:00,69.0,197.0,232.0,143.0,1256.0,1187.0,0.0,0.0,209.0,615.0,128.0,-69.0,-89.0,0.0,-406.0,-436.0
2026-01-04 21:00:00+00:00,73.0,352.0,252.0,243.0,866.0,1579.0,0.0,0.0,317.0,699.0,279.0,713.0,-9.0,0.0,-382.0,601.0
2026-01-04 22:00:00+00:00,54.0,324.0,21.0,291.0,689.0,1878.0,0.0,0.0,479.0,13.0,270.0,1189.0,270.0,0.0,466.0,2195.0
2026-01-04 23:00:00+00:00,24.0,290.0,10.0,501.0,206.0,1255.0,0.0,17.0,533.0,0.0,266.0,1049.0,491.0,-17.0,533.0,2322.0
2026-01-05 00:00:00+00:00,33.0,267.0,9.0,547.0,207.0,1089.0,0.0,175.7,439.0,0.0,234.0,882.0,538.0,-175.7,439.0,1917.3
2026-01-05 01:00:00+00:00,116.0,367.0,129.0,614.0,227.0,1179.0,0.0,111.0,456.0,32.0,251.0,952.0,485.0,-111.0,424.0,2001.0
2026-01-05 02:00:00+00:00,55.0,192.0,42.0,590.0,227.0,1464.0,0.0,0.0,484.0,120.0,137.0,1237.0,548.0,0.0,364.0,2286.0
2026-01-05 03:00:00+00:00,63.0,182.0,12.0,587.0,207.0,1394.0,0.0,0.0,570.0,0.0,119.0,1187.0,575.0,0.0,570.0,2451.0
2026-01-05 04:00:00+00:00,137.0,255.0,74.0,714.0,207.0,2301.0,419.5,0.0,597.0,109.0,118.0,2094.0,640.0,419.5,488.0,3759.5
2026-01-05 05:00:00+00:00,56.0,974.0,406.0,979.0,510.0,3580.0,884.5,0.0,1080.0,0.0,918.0,3070.0,573.0,884.5,1080.0,6525.5
2026-01-05 06:00:00+00:00,755.0,1016.0,567.0,1058.0,1116.0,3734.0,915.1,0.0,1075.0,0.0,261.0,2618.0,491.0,915.1,1075.0,5360.1
2026-01-05 07:00:00+00:00,853.0,1016.0,916.0,1000.0,1535.0,3636.0,480.3,0.0,1055.0,0.0,163.0,2101.0,84.0,480.3,1055.0,3883.3
2026-01-05 08:00:00+00:00,485.0,555.0,762.0,788.0,1670.0,2482.0,15.3,0.0,799.0,268.0,70.0,812.0,26.0,15.3,531.0,1454.3
2026-01-05 09:00:00+00:00,252.0,254.0,396.0,463.0,1308.0,1415.0,0.0,117.7,731.0,0.0,2.0,107.0,67.0,-117.7,731.0,789.3
2026-01-05 10:00:00+00:00,444.0,329.0,637.0,480.0,809.0,1803.0,0.0,267.5,900.0,0.0,-115.0,994.0,-157.0,-267.5,900.0,1354.5
2026-01-05 11:00:00+00:00,131.0,354.0,556.0,570.0,1657.0,2051.0,0.0,174.7,1100.0,52.0,223.0,394.0,14.0,-174.7,1048.0,1504.3
2026-01-05 12:00:00+00:00,817.0,563.0,798.0,788.0,791.0,2060.0,0.0,0.0,1100.0,168.0,-254.0,1269.0,-10.0,0.0,932.0,1937.0
2026-01-05 13:00:00+00:00,795.0,443.0,392.0,940.0,1664.0,1870.0,0.0,0.0,1100.0,76.0,-352.0,206.0,548.0,0.0,1024.0,1426.0
2026-01-05 14:00:00+00:00,529.0,334.0,468.0,940.0,1449.0,2060.0,0.0,0.0,1100.0,25.0,-195.0,611.0,472.0,0.0,1075.0,1963.0
2026-01-05 15:00:00+00:00,543.0,576.0,11.0,870.0,1931.0,1761.0,0.0,465.0,1100.0,0.0,33.0,-170.0,859.0,-465.0,1100.0,1357.0
2026-01-05 16:00:00+00:00,838.0,605.0,937.0,870.0,1816.0,1696.0,0.0,930.0,1100.0,331.0,-233.0,-120.0,-67.0,-930.0,769.0,-581.0
2026-01-05 17:00:00+00:00,980.0,339.0,1114.0,902.0,1616.0,1616.0,0.0,1395.0,1235.0,588.0,-641.0,0.0,-212.0,-1395.0,647.0,-1601.0
2026-01-05 18:00:00+00:00,677.0,493.0,312.0,380.0,2060.0,1452.0,0.0,1310.3,1411.0,311.0,-184.0,-608.0,68.0,-1310.3,1100.0,-934.3
2026-01-05 19:00:00+00:00,574.0,594.0,481.0,481.0,2005.0,1490.0,0.0,1176.1,1699.0,599.0,20.0,-515.0,0.0,-1176.1,1100.0,-571.0999999999999
2026-01-05 20:00:00+00:00,684.0,378.0,467.0,417.0,1719.0,240.0,0.0,730.3,794.0,870.0,-306.0,-1479.0,-50.0,-730.3,-76.0,-2641.3
2026-01-05 21:00:00+00:00,552.0,7.0,630.0,418.0,1086.0,420.0,0.0,265.3,405.0,741.0,-545.0,-666.0,-212.0,-265.3,-336.0,-2024.3
2026-01-05 22:00:00+00:00,216.0,164.0,110.0,600.0,356.0,886.0,0.0,0.0,1050.0,0.0,-52.0,530.0,490.0,0.0,1050.0,2018.0
2026-01-05 23:00:00+00:00,60.0,360.0,0.0,400.0,206.0,1653.0,0.0,0.0,851.0,0.0,300.0,1447.0,400.0,0.0,851.0,2998.0
2026-01-06 00:00:00+00:00,66.0,316.0,0.0,450.0,206.0,989.0,0.0,0.0,658.0,0.0,250.0,783.0,450.0,0.0,658.0,2141.0
2026-01-06 01:00:00+00:00,63.0,513.0,0.0,486.0,206.0,1368.0,0.0,0.0,656.0,0.0,450.0,1162.0,486.0,0.0,656.0,2754.0
2026-01-06 02:00:00+00:00,54.0,530.0,0.0,499.0,206.0,1308.0,0.0,0.0,640.0,0.0,476.0,1102.0,499.0,0.0,640.0,2717.0
2026-01-06 03:00:00+00:00,55.0,555.0,12.0,596.0,208.0,1566.0,192.5,0.0,782.0,0.0,500.0,1358.0,584.0,192.5,782.0,3416.5
2026-01-06 04:00:00+00:00,32.0,883.0,151.0,892.0,300.0,2067.0,657.5,0.0,870.0,255.0,851.0,1767.0,741.0,657.5,615.0,4631.5
2026-01-06 05:00:00+00:00,444.0,987.0,234.0,1026.0,811.0,3259.0,1122.5,0.0,1085.0,77.0,543.0,2448.0,792.0,1122.5,1008.0,5913.5
2026-01-06 06:00:00+00:00,660.0,1002.0,962.0,1066.0,206.0,2872.0,1395.0,0.0,1073.0,726.0,342.0,2666.0,104.0,1395.0,347.0,4854.0
2026-01-06 07:00:00+00:00,877.0,799.0,793.0,1006.0,1832.0,2007.0,930.0,0.0,878.0,639.0,-78.0,175.0,213.0,930.0,239.0,1479.0
2026-01-06 08:00:00+00:00,921.0,704.0,1330.0,892.0,1027.0,1358.0,465.0,0.0,1025.0,1290.0,-217.0,331.0,-438.0,465.0,-265.0,-124.0
2026-01-06 09:00:00+00:00,1273.0,592.0,1546.0,683.0,1106.0,994.0,0.0,0.0,850.0,1107.0,-681.0,-112.0,-863.0,0.0,-257.0,-1913.0
2026-01-06 10:00:00+00:00,1174.0,661.0,1583.0,733.0,1004.0,1101.0,0.0,0.0,1108.0,1342.0,-513.0,97.0,-850.0,0.0,-234.0,-1500.0
2026-01-06 11:00:00+00:00,718.0,608.0,1524.0,752.0,793.0,842.0,0.0,0.0,1100.0,937.0,-110.0,49.0,-772.0,0.0,163.0,-670.0
2026-01-06 12:00:00+00:00,554.0,347.0,716.0,375.0,953.0,788.0,0.0,0.0,1040.0,1189.0,-207.0,-165.0,-341.0,0.0,-149.0,-862.0
2026-01-06 13:00:00+00:00,720.0,430.0,797.0,440.0,658.0,655.0,141.7,0.0,860.0,1433.0,-290.0,-3.0,-357.0,141.7,-573.0,-1081.3
2026-01-06 14:00:00+00:00,611.0,484.0,691.0,550.0,486.0,539.0,339.1,0.0,1060.0,1227.0,-127.0,53.0,-141.0,339.1,-167.0,-42.89999999999998
2026-01-06 15:00:00+00:00,431.0,357.0,667.0,900.0,442.0,692.0,369.4,0.0,509.0,1149.0,-74.0,250.0,233.0,369.4,-640.0,138.39999999999998
2026-01-06 16:00:00+00:00,577.0,219.0,447.0,500.0,518.0,1190.0,0.0,0.0,311.0,1148.0,-358.0,672.0,53.0,0.0,-837.0,-470.0
2026-01-06 17:00:00+00:00,537.0,271.0,727.0,227.0,435.0,1619.0,3.1,0.0,209.0,858.0,-266.0,1184.0,-500.0,3.1,-649.0,-227.89999999999998
2026-01-06 18:00:00+00:00,506.0,239.0,862.0,261.0,475.0,2187.0,14.7,0.0,214.0,446.0,-267.0,1712.0,-601.0,14.7,-232.0,626.7
2026-01-06 19:00:00+00:00,223.0,278.0,1095.0,260.0,274.0,2320.0,418.9,0.0,316.0,736.0,55.0,2046.0,-835.0,418.9,-420.0,1264.9
2026-01-06 20:00:00+00:00,797.0,615.0,973.0,179.0,291.0,3028.0,0.0,0.0,180.0,5.0,-182.0,2737.0,-794.0,0.0,175.0,1936.0
2026-01-06 21:00:00+00:00,434.0,597.0,1006.0,74.0,282.0,2295.0,0.0,0.0,180.0,5.0,163.0,2013.0,-932.0,0.0,175.0,1419.0
2026-01-06 22:00:00+00:00,332.0,665.0,951.0,100.0,549.0,2316.0,4.1,0.0,228.0,0.0,333.0,1767.0,-851.0,4.1,228.0,1481.1
2026-01-06 23:00:00+00:00,0.0,253.0,204.0,105.0,361.0,1097.0,0.0,460.9,200.0,148.0,253.0,736.0,-99.0,-460.9,52.0,481.1
2026-01-07 00:00:00+00:00,67.0,113.0,328.0,0.0,575.0,829.0,0.0,793.5,214.0,185.0,46.0,254.0,-328.0,-793.5,29.0,-792.5
2026-01-07 01:00:00+00:00,50.0,224.0,348.0,0.0,569.0,630.0,0.0,719.7,141.0,199.0,174.0,61.0,-348.0,-719.7,-58.0,-890.7
2026-01-07 02:00:00+00:00,190.0,202.0,261.0,0.0,847.0,608.0,0.0,896.7,189.0,216.0,12.0,-239.0,-261.0,-896.7,-27.0,-1411.7
2026-01-07 03:00:00+00:00,135.0,189.0,503.0,0.0,730.0,750.0,0.0,433.3,60.0,229.0,54.0,20.0,-503.0,-433.3,-169.0,-1031.3
2026-01-07 04:00:00+00:00,70.0,225.0,419.0,0.0,432.0,1129.0,0.0,36.8,50.0,472.0,155.0,697.0,-419.0,-36.8,-422.0,-25.80000000000001
2026-01-07 05:00:00+00:00,161.0,628.0,286.0,11.0,827.0,2276.0,0.0,333.6,202.0,533.0,467.0,1449.0,-275.0,-333.6,-331.0,976.4000000000001
2026-01-07 06:00:00+00:00,496.0,729.0,684.0,133.0,429.0,3054.0,0.0,0.0,153.0,376.0,233.0,2625.0,-551.0,0.0,-223.0,2084.0
2026-01-07 07:00:00+00:00,352.0,747.0,1003.0,174.0,1316.0,2334.0,465.0,0.0,449.0,628.0,395.0,1018.0,-829.0,465.0,-179.0,870.0
