,NO_2_NO_1,NO_1_NO_2,SE_3_NO_1,NO_1_SE_3,NO_1_NO_3,NO_3_NO_1,NO_1_NO_5,NO_5_NO_1,NO_1_NO_2_net_export,NO_1_NO_3_net_export,NO_1_NO_5_net_export,NO_1_SE_3_net_export,Net Export
2026-01-03 16:00:00+00:00,0.0,10.35,8.4,0.0,0.0,1573.625,0.0,2282.4,10.35,-1573.625,-2282.4,-8.4,-3854.0750000000003
2026-01-03 17:00:00+00:00,1.25,13.125,12.1,0.0,0.0,1557.475,0.0,2255.5,11.875,-1557.475,-2255.5,-12.1,-3813.2
2026-01-03 18:00:00+00:00,0.25,8.675,4.575,0.0,0.0,1686.375,0.0,2063.8,8.425,-1686.375,-2063.8,-4.575,-3746.325
2026-01-03 19:00:00+00:00,0.0,14.4,0.0,0.0,0.0,1789.925,0.0,1838.625,14.4,-1789.925,-1838.625,0.0,-3614.1499999999996
2026-01-03 20:00:00+00:00,0.0,19.125,0.0,1.15,0.0,1646.75,0.0,1923.175,19.125,-1646.75,-1923.175,1.15,-3549.65
2026-01-03 21:00:00+00:00,1.75,5.525,0.025,0.125,0.0,1554.475,0.0,1921.0,3.7750000000000004,-1554.475,-1921.0,0.1,-3471.6
2026-01-03 22:00:00+00:00,18.15,0.925,0.0,20.7,0.0,1670.025,0.0,1741.85,-17.224999999999998,-1670.025,-1741.85,20.7,-3408.4
2026-01-03 23:00:00+00:00,4.325,30.85,0.025,0.0,0.0,1490.95,0.0,1964.3,26.525000000000002,-1490.95,-1964.3,-0.025,-3428.75
2026-01-04 00:00:00+00:00,0.0,14.0,0.05,0.0,0.0,1578.525,0.0,1728.75,14.0,-1578.525,-1728.75,-0.05,-3293.3250000000003
2026-01-04 01:00:00+00:00,33.625,0.025,0.0,0.0,0.0,1525.775,0.0,1752.8,-33.6,-1525.775,-1752.8,0.0,-3312.175
2026-01-04 02:00:00+00:00,20.55,0.0,0.025,0.0,0.0,1568.125,0.0,1705.35,-20.55,-1568.125,-1705.35,-0.025,-3294.0499999999997
2026-01-04 03:00:00+00:00,27.95,0.0,0.0,0.0,0.0,1547.925,0.0,1719.325,-27.95,-1547.925,-1719.325,0.0,-3295.2
2026-01-04 04:00:00+00:00,8.075,73.65,0.0,0.025,0.0,1476.7,0.0,1909.425,65.575,-1476.7,-1909.425,0.025,-3320.525
2026-01-04 05:00:00+00:00,10.95,0.325,0.05,0.025,0.0,1573.075,0.0,1833.825,-10.625,-1573.075,-1833.825,-0.025,-3417.55
2026-01-04 06:00:00+00:00,64.425,3.95,255.725,0.0,0.0,974.725,0.0,2267.2,-60.474999999999994,-974.725,-2267.2,-255.725,-3558.1249999999995
2026-01-04 07:00:00+00:00,581.125,0.0,676.725,0.0,0.0,134.9,0.0,2347.275,-581.125,-134.9,-2347.275,-676.725,-3740.025
2026-01-04 08:00:00+00:00,1153.425,0.0,49.85,168.875,0.0,0.175,0.0,2671.025,-1153.425,-0.175,-2671.025,119.025,-3705.6
2026-01-04 09:00:00+00:00,606.6,0.0,306.0,0.0,0.0,349.425,0.0,2545.6,-606.6,-349.425,-2545.6,-306.0,-3807.625
2026-01-04 10:00:00+00:00,1681.675,0.0,0.0,152.85,0.025,4.375,0.0,2482.425,-1681.675,-4.35,-2482.425,152.85,-4015.6
2026-01-04 11:00:00+00:00,1768.825,0.0,0.0,241.875,0.0,57.25,0.0,2476.225,-1768.825,-57.25,-2476.225,241.875,-4060.425
2026-01-04 12:00:00+00:00,1848.675,0.0,7.975,74.45,3.05,2.225,0.0,2338.975,-1848.675,0.8249999999999997,-2338.975,66.47500000000001,-4120.349999999999
2026-01-04 13:00:00+00:00,2295.25,0.0,0.0,624.4,0.0,26.425,0.0,2384.65,-2295.25,-26.425,-2384.65,624.4,-4081.9250000000006
2026-01-04 14:00:00+00:00,2780.675,0.0,0.0,1083.75,0.05,11.85,0.0,2404.975,-2780.675,-11.799999999999999,-2404.975,1083.75,-4113.700000000001
2026-01-04 15:00:00+00:00,2884.9,0.0,0.0,1253.35,0.0,3.7,0.0,2414.2,-2884.9,-3.7,-2414.2,1253.35,-4049.4499999999994
2026-01-04 16:00:00+00:00,2837.1,0.0,0.0,1374.725,0.0,0.025,0.0,2463.8,-2837.1,-0.025,-2463.8,1374.725,-3926.2000000000003
2026-01-04 17:00:00+00:00,2781.25,0.0,0.0,1521.325,0.0,0.0,0.0,2597.425,-2781.25,0.0,-2597.425,1521.325,-3857.3500000000004
2026-01-04 18:00:00+00:00,2720.0,0.0,0.0,1494.7,0.0,0.025,0.0,2595.825,-2720.0,-0.025,-2595.825,1494.7,-3821.1500000000005
2026-01-04 19:00:00+00:00,2741.025,0.0,0.0,1496.825,1.575,0.0,0.0,2604.3,-2741.025,1.575,-2604.3,1496.825,-3846.925
2026-01-04 20:00:00+00:00,2849.025,0.0,0.0,1704.5,2.5,0.0,0.0,2648.775,-2849.025,2.5,-2648.775,1704.5,-3790.8
2026-01-04 21:00:00+00:00,2799.3,0.0,0.0,1733.35,0.0,0.0,0.0,2687.725,-2799.3,0.0,-2687.725,1733.35,-3753.6749999999997
2026-01-04 22:00:00+00:00,2821.6,0.0,0.0,1747.325,2.45,0.0,0.0,2586.875,-2821.6,2.45,-2586.875,1747.325,-3658.7
2026-01-04 23:00:00+00:00,2792.25,0.0,0.0,1620.8,0.0,16.85,0.0,2591.9,-2792.25,-16.85,-2591.9,1620.8,-3780.2
2026-01-05 00:00:00+00:00,2737.05,0.0,0.0,1732.125,0.0,1.6,0.0,2703.5,-2737.05,-1.6,-2703.5,1732.125,-3710.0249999999996
2026-01-05 01:00:00+00:00,2464.75,0.0,0.0,1515.325,0.0,43.05,0.0,2647.8,-2464.75,-43.05,-2647.8,1515.325,-3640.2750000000005
2026-01-05 02:00:00+00:00,2767.525,0.0,0.0,1837.25,0.0,0.0,0.0,2650.975,-2767.525,0.0,-2650.975,1837.25,-3581.25
2026-01-05 03:00:00+00:00,2346.0,0.0,0.0,1429.95,0.0,3.0,0.0,2693.825,-2346.0,-3.0,-2693.825,1429.95,-3612.875
2026-01-05 04:00:00+00:00,2476.725,0.0,0.0,1482.15,0.025,12.6,0.0,2729.675,-2476.725,-12.575,-2729.675,1482.15,-3736.8250000000003
2026-01-05 05:00:00+00:00,2752.675,0.0,0.0,1391.85,0.0,0.0,0.0,2645.0,-2752.675,0.0,-2645.0,1391.85,-4005.8250000000003
2026-01-05 06:00:00+00:00,2928.175,0.0,0.0,1477.725,0.0,0.0,0.0,2555.925,-2928.175,0.0,-2555.925,1477.725,-4006.3750000000005
2026-01-05 07:00:00+00:00,2870.275,0.0,0.0,1146.3,0.0,0.0,0.0,2475.075,-2870.275,0.0,-2475.075,1146.3,-4199.05
2026-01-05 08:00:00+00:00,2918.675,0.0,0.0,897.525,0.0,0.0,0.0,2298.975,-2918.675,0.0,-2298.975,897.525,-4320.125
2026-01-05 09:00:00+00:00,2959.975,0.0,0.0,668.675,1.05,0.0,0.0,2124.1,-2959.975,1.05,-2124.1,668.675,-4414.349999999999
2026-01-05 10:00:00+00:00,2948.775,0.0,0.0,544.05,0.0,0.0,0.0,2043.275,-2948.775,0.0,-2043.275,544.05,-4448.0
2026-01-05 11:00:00+00:00,2946.0,0.0,0.0,551.925,0.175,0.0,0.0,2026.8,-2946.0,0.175,-2026.8,551.925,-4420.7
2026-01-05 12:00:00+00:00,2977.95,0.0,0.0,564.575,0.0,0.0,0.0,1992.4,-2977.95,0.0,-1992.4,564.575,-4405.775000000001
2026-01-05 13:00:00+00:00,2971.75,0.0,0.0,664.175,0.0,0.0,0.0,2108.4,-2971.75,0.0,-2108.4,664.175,-4415.974999999999
2026-01-05 14:00:00+00:00,2934.775,0.0,0.0,618.575,0.0,0.0,0.0,2151.075,-2934.775,0.0,-2151.075,618.575,-4467.275000000001
2026-01-05 15:00:00+00:00,2905.475,0.0,0.0,701.525,0.0,0.0,0.0,2323.075,-2905.475,0.0,-2323.075,701.525,-4527.025
2026-01-05 16:00:00+00:00,2613.725,0.0,0.0,492.15,0.025,10.45,0.0,2463.15,-2613.725,-10.424999999999999,-2463.15,492.15,-4595.150000000001
2026-01-05 17:00:00+00:00,2133.025,0.0,0.0,210.85,0.0,16.6,0.0,2479.225,-2133.025,-16.6,-2479.225,210.85,-4418.0
2026-01-05 18:00:00+00:00,2854.9,0.0,0.0,939.925,0.0,0.0,0.0,2415.175,-2854.9,0.0,-2415.175,939.925,-4330.150000000001
2026-01-05 19:00:00+00:00,2888.775,0.0,0.0,929.4,0.0,0.0,0.0,2318.5,-2888.775,0.0,-2318.5,929.4,-4277.875
2026-01-05 20:00:00+00:00,2868.0,0.0,0.0,1107.95,0.0,0.0,0.0,2400.35,-2868.0,0.0,-2400.35,1107.95,-4160.400000000001
2026-01-05 21:00:00+00:00,2785.45,0.0,0.0,1271.8,0.4,0.0,0.0,2549.6,-2785.45,0.4,-2549.6,1271.8,-4062.8499999999995
2026-01-05 22:00:00+00:00,2873.6,0.0,0.0,1459.525,0.0,0.0,0.0,2693.05,-2873.6,0.0,-2693.05,1459.525,-4107.125
2026-01-05 23:00:00+00:00,2814.25,0.0,0.0,1689.6,0.075,0.0,0.0,2830.4,-2814.25,0.075,-2830.4,1689.6,-3954.975000000001
2026-01-06 00:00:00+00:00,2734.025,0.0,0.0,1688.5,0.7,0.0,0.0,2768.575,-2734.025,0.7,-2768.575,1688.5,-3813.3999999999996
2026-01-06 01:00:00+00:00,2797.825,0.0,0.0,1828.675,0.2,0.0,0.0,2761.25,-2797.825,0.2,-2761.25,1828.675,-3730.2
2026-01-06 02:00:00+00:00,2540.5,0.0,0.0,1675.375,0.0,14.4,0.0,2812.75,-2540.5,-14.4,-2812.75,1675.375,-3692.2749999999996
2026-01-06 03:00:00+00:00,2471.35,0.0,0.0,1652.9,0.0,35.85,0.0,2821.975,-2471.35,-35.85,-2821.975,1652.9,-3676.274999999999
2026-01-06 04:00:00+00:00,2810.275,0.0,0.0,1796.375,0.0,0.0,0.0,2755.9,-2810.275,0.0,-2755.9,1796.375,-3769.8
2026-01-06 05:00:00+00:00,2772.0,0.0,0.0,1740.95,0.0,0.0,0.0,2867.6,-2772.0,0.0,-2867.6,1740.95,-3898.6500000000005
2026-01-06 06:00:00+00:00,2923.875,0.0,0.0,1389.7,0.0,0.0,0.0,2665.175,-2923.875,0.0,-2665.175,1389.7,-4199.35
2026-01-06 07:00:00+00:00,2918.525,0.0,0.0,1241.15,0.0,0.0,0.0,2849.45,-2918.525,0.0,-2849.45,1241.15,-4526.825000000001
2026-01-06 08:00:00+00:00,2917.0,0.0,0.0,1390.625,0.0,0.0,0.0,2811.475,-2917.0,0.0,-2811.475,1390.625,-4337.85
2026-01-06 09:00:00+00:00,2676.125,0.0,0.0,1149.3,0.975,0.0,0.0,2822.275,-2676.125,0.975,-2822.275,1149.3,-4348.125
2026-01-06 10:00:00+00:00,2386.15,0.0,0.0,562.05,0.0,0.0,0.0,2574.475,-2386.15,0.0,-2574.475,562.05,-4398.575
2026-01-06 11:00:00+00:00,2472.15,0.0,0.0,661.45,0.0,0.0,0.0,2541.225,-2472.15,0.0,-2541.225,661.45,-4351.925
2026-01-06 12:00:00+00:00,2454.4,0.0,0.0,695.025,0.95,0.0,0.0,2590.725,-2454.4,0.95,-2590.725,695.025,-4349.150000000001
2026-01-06 13:00:00+00:00,2901.025,0.0,0.0,1254.45,0.0,0.0,0.0,2751.225,-2901.025,0.0,-2751.225,1254.45,-4397.8
2026-01-06 14:00:00+00:00,2895.275,0.0,0.0,1183.75,0.0,0.0,0.0,2951.1,-2895.275,0.0,-2951.1,1183.75,-4662.625
2026-01-06 15:00:00+00:00,2783.025,0.0,0.0,943.175,0.0,0.0,0.0,2894.3,-2783.025,0.0,-2894.3,943.175,-4734.150000000001
2026-01-06 16:00:00+00:00,2399.6,0.0,0.0,734.475,0.0,0.0,0.0,2797.525,-2399.6,0.0,-2797.525,734.475,-4462.65
2026-01-06 17:00:00+00:00,2106.925,0.0,0.0,618.475,0.0,0.0,0.0,2825.775,-2106.925,0.0,-2825.775,618.475,-4314.225
2026-01-06 18:00:00+00:00,2042.0,0.0,0.0,686.175,0.0,0.0,0.0,2879.9,-2042.0,0.0,-2879.9,686.175,-4235.724999999999
2026-01-06 19:00:00+00:00,2171.875,0.0,0.0,847.6,0.0,0.0,0.0,2856.975,-2171.875,0.0,-2856.975,847.6,-4181.25
2026-01-06 20:00:00+00:00,2220.925,0.0,0.0,766.225,0.0,0.0,0.0,2812.55,-2220.925,0.0,-2812.55,766.225,-4267.25
2026-01-06 21:00:00+00:00,2243.325,0.0,0.0,970.9,0.0,0.0,0.0,2810.6,-2243.325,0.0,-2810.6,970.9,-4083.024999999999
2026-01-06 22:00:00+00:00,2569.15,0.0,0.0,1127.775,0.0,0.0,0.0,2527.825,-2569.15,0.0,-2527.825,1127.775,-3969.2000000000003
2026-01-06 23:00:00+00:00,2155.05,0.0,0.0,928.3,0.0,0.0,0.0,2672.925,-2155.05,0.0,-2672.925,928.3,-3899.675
2026-01-07 00:00:00+00:00,2076.875,0.0,0.0,869.7,0.0,0.0,0.0,2558.05,-2076.875,0.0,-2558.05,869.7,-3765.2250000000004
2026-01-07 01:00:00+00:00,2357.9,0.0,0.0,865.175,0.0,0.0,0.0,2205.675,-2357.9,0.0,-2205.675,865.175,-3698.4000000000005
2026-01-07 02:00:00+00:00,2550.975,0.0,0.0,782.9,0.0,0.0,0.0,1899.175,-2550.975,0.0,-1899.175,782.9,-3667.2499999999995
2026-01-07 03:00:00+00:00,2884.025,0.0,0.0,746.525,0.0,0.0,0.0,1522.825,-2884.025,0.0,-1522.825,746.525,-3660.3250000000003
2026-01-07 04:00:00+00:00,2763.65,0.0,0.0,970.45,0.0,0.0,0.0,2033.925,-2763.65,0.0,-2033.925,970.45,-3827.125
2026-01-07 05:00:00+00:00,2267.1,0.0,0.0,555.3,0.0,0.0,0.0,2522.775,-2267.1,0.0,-2522.775,555.3,-4234.575
2026-01-07 06:00:00+00:00,2048.975,0.0,0.0,164.35,0.0,0.0,0.0,2743.375,-2048.975,0.0,-2743.375,164.35,-4628.0
2026-01-07 07:00:00+00:00,2353.675,0.0,0.0,328.1,0.0,0.0,0.0,2726.625,-2353.675,0.0,-2726.625,328.1,-4752.2
2026-01-07 08:00:00+00:00,2436.975,0.0,0.0,302.9,0.0,0.0,0.0,2597.025,-2436.975,0.0,-2597.025,302.9,-4731.1
2026-01-07 09:00:00+00:00,2040.2,0.0,15.875,0.0,0.0,157.4,0.0,2532.575,-2040.2,-157.4,-2532.575,-15.875,-4746.049999999999
2026-01-07 10:00:00+00:00,2037.05,0.0,0.025,0.0,0.0,245.7,0.0,2439.9,-2037.05,-245.7,-2439.9,-0.025,-4722.674999999999
2026-01-07 11:00:00+00:00,1932.575,0.0,0.0,0.0,0.0,265.625,0.0,2434.55,-1932.575,-265.625,-2434.55,0.0,-4632.75
2026-01-07 12:00:00+00:00,2116.175,0.0,0.0,0.0,0.0,219.675,0.0,2393.05,-2116.175,-219.675,-2393.05,0.0,-4728.900000000001
2026-01-07 13:00:00+00:00,1944.325,0.0,0.0,0.0,0.0,304.975,0.0,2489.2,-1944.325,-304.975,-2489.2,0.0,-4738.5
2026-01-07 14:00:00+00:00,1996.025,0.0,0.0,0.0,0.0,223.075,0.0,2557.15,-1996.025,-223.075,-2557.15,0.0,-4776.25
2026-01-07 15:00:00+00:00,2115.7,0.0,0.0,16.875,0.0,60.35,0.0,2647.8,-2115.7,-60.35,-2647.8,16.875,-4806.975
2026-01-07 16:00:00+00:00,2029.25,0.0,0.0,79.075,0.0,0.0,0.0,2717.425,-2029.25,0.0,-2717.425,79.075,-4667.6
2026-01-07 17:00:00+00:00,2063.175,0.0,0.0,250.575,0.0,0.0,0.0,2751.75,-2063.175,0.0,-2751.75,250.575,-4564.35
2026-01-07 18:00:00+00:00,2139.85,0.0,0.0,428.15,0.0,0.0,0.0,2757.6,-2139.85,0.0,-2757.6,428.15,-4469.3
2026-01-07 19:00:00+00:00,2279.725,0.0,0.0,679.7,0.0,0.0,0.0,2773.125,-2279.725,0.0,-2773.125,679.7,-4373.150000000001
2026-01-07 20:00:00+00:00,2103.975,0.0,0.0,616.85,0.0,0.0,0.0,2759.375,-2103.975,0.0,-2759.375,616.85,-4246.5
2026-01-07 21:00:00+00:00,1527.275,0.0,0.0,234.875,0.0,18.15,0.0,2793.625,-1527.275,-18.15,-2793.625,234.875,-4104.175
2026-01-07 22:00:00+00:00,1439.0,0.0,0.0,140.25,0.0,18.35,0.0,2683.9,-1439.0,-18.35,-2683.9,140.25,-4001.0
2026-01-07 23:00:00+00:00,1042.8,0.0,0.0,7.6,0.0,25.2,0.0,2669.8,-1042.8,-25.2,-2669.8,7.6,-3730.2000000000003
2026-01-08 00:00:00+00:00,1052.625,0.0,0.0,0.0,0.0,164.175,0.0,2406.55,-1052.625,-164.175,-2406.55,0.0,-3623.3500000000004
2026-01-08 01:00:00+00:00,996.775,0.0,0.0,0.0,0.0,257.825,0.0,2252.4,-996.775,-257.825,-2252.4,0.0,-3507.0
2026-01-08 02:00:00+00:00,1041.15,0.0,0.0,0.0,0.0,357.975,0.0,2059.225,-1041.15,-357.975,-2059.225,0.0,-3458.35
